"cat_city","con_area","con_rooms","con_bathroom","con_parking_spaces","cat_floor","cat_animal","cat_furniture","con_hoa","con_rent_amount","con_property_tax","con_fire_insurance"
"São Paulo",70,2,1,NA,"7","acept","furnished",NA,NA,211,NA
"São Paulo",NA,4,NA,NA,NA,NA,"not furnished",NA,NA,1750,63
"Porto Alegre",80,1,1,NA,"6","acept","not furnished",1000,2800,NA,NA
"Porto Alegre",51,NA,1,NA,"2","acept",NA,NA,NA,22,17
NA,NA,1,1,NA,"1",NA,"not furnished",0,NA,25,NA
NA,NA,3,NA,7,"-",NA,NA,NA,NA,834,NA
"Rio de Janeiro",NA,2,NA,0,"7",NA,"not furnished",740,1900,85,25
NA,NA,NA,NA,4,NA,NA,"not furnished",NA,NA,1735,41
NA,NA,NA,NA,NA,NA,NA,NA,1000,15000,NA,191
"Rio de Janeiro",35,1,1,0,NA,"acept","furnished",590,2300,35,30
"São Paulo",26,1,NA,0,"2","acept","furnished",470,2100,150,27
"Campinas",NA,1,NA,1,"10","acept",NA,550,NA,43,8
"São Paulo",NA,1,1,NA,NA,"acept","not furnished",NA,NA,70,27
NA,55,NA,1,1,"2",NA,NA,NA,4200,224,54
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,17,NA
NA,NA,NA,NA,NA,"-",NA,NA,NA,8000,NA,NA
"São Paulo",NA,NA,NA,1,"1",NA,"not furnished",700,NA,122,39
NA,NA,NA,NA,1,"9","not acept","furnished",NA,3500,221,16
"Rio de Janeiro",NA,NA,1,0,"8","acept","not furnished",800,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,"not furnished",NA,NA,NA,NA
"São Paulo",100,NA,4,NA,"-",NA,NA,NA,NA,NA,NA
"Belo Horizonte",42,1,1,1,"17","not acept","furnished",NA,2690,172,36
"São Paulo",NA,NA,2,NA,"18","acept","furnished",1530,1900,167,25
"São Paulo",35,NA,1,0,"-","acept","not furnished",0,1100,NA,NA
NA,90,3,NA,1,"7","acept",NA,800,NA,NA,24
