cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.5262,0.365,0.095,0.5262,0.5262,0.101,0.15
M,0.35,0.265,0.09,0.5262,0.0995,0.0485,0.07
M,0.5262,0.42,0.135,0.5262,0.2565,0.1415,0.21
M,0.5262,0.365,0.5262,0.516,0.5262,0.5262,0.5262
I,0.33,0.255,0.5262,0.5262,0.5262,0.0395,0.055
M,0.425,0.3,0.095,0.5262,0.141,0.0775,0.5262
F,0.5262,0.5262,0.15,0.5262,0.5262,0.5262,0.5262
F,0.5262,0.5262,0.5262,0.5262,0.294,0.5262,0.26
M,0.5262,0.5262,0.125,0.5262,0.2165,0.5262,0.5262
F,0.55,0.5262,0.15,0.5262,0.5262,0.151,0.32
F,0.5262,0.38,0.5262,0.5262,0.194,0.5262,0.21
M,0.5262,0.5262,0.11,0.5262,0.1675,0.081,0.5262
M,0.49,0.38,0.135,0.5415,0.5262,0.5262,0.19
M,0.535,0.5262,0.145,0.5262,0.5262,0.5262,0.5262
F,0.47,0.5262,0.1,0.4755,0.5262,0.0805,0.185
M,0.5262,0.4,0.13,0.6645,0.258,0.5262,0.24
M,0.355,0.5262,0.085,0.5262,0.5262,0.5262,0.115
F,0.44,0.5262,0.1,0.5262,0.188,0.5262,0.5262
M,0.5262,0.295,0.08,0.2555,0.5262,0.043,0.5262
M,0.45,0.5262,0.5262,0.381,0.1705,0.5262,0.5262
M,0.5262,0.5262,0.095,0.2455,0.5262,0.062,0.075
M,0.38,0.275,0.5262,0.2255,0.5262,0.5262,0.085
M,0.565,0.5262,0.5262,0.9395,0.5262,0.214,0.27
F,0.55,0.5262,0.135,0.5262,0.5262,0.5262,0.2
M,0.5262,0.48,0.165,1.1615,0.513,0.5262,0.305
M,0.56,0.5262,0.5262,0.9285,0.3825,0.188,0.3
M,0.58,0.5262,0.5262,0.5262,0.3945,0.272,0.285
M,0.59,0.5262,0.5262,0.5262,0.356,0.234,0.5262
M,0.5262,0.5262,0.5262,0.5262,0.394,0.219,0.295
M,0.5262,0.5262,0.14,0.5262,0.393,0.5262,0.5262
M,0.58,0.47,0.5262,0.9975,0.5262,0.242,0.5262
F,0.68,0.56,0.165,0.5262,0.6055,0.2805,0.46
M,0.5262,0.5262,0.165,0.5262,0.5262,0.5262,0.35
F,0.68,0.5262,0.175,1.798,0.815,0.5262,0.455
M,0.5262,0.55,0.5262,1.7095,0.633,0.5262,0.5262
M,0.465,0.355,0.105,0.4795,0.227,0.5262,0.125
M,0.5262,0.475,0.5262,1.217,0.5305,0.5262,0.34
M,0.5262,0.5262,0.5262,0.5225,0.237,0.1165,0.145
F,0.5262,0.445,0.135,0.5262,0.381,0.5262,0.5262
M,0.5262,0.5262,0.09,0.3275,0.5262,0.5262,0.09
M,0.5262,0.335,0.5262,0.5262,0.1865,0.5262,0.5262
M,0.5262,0.5262,0.135,0.8515,0.362,0.5262,0.5262
M,0.24,0.175,0.5262,0.07,0.5262,0.5262,0.02
M,0.205,0.5262,0.055,0.042,0.0255,0.015,0.012
I,0.5262,0.15,0.5262,0.042,0.0175,0.0125,0.015
M,0.39,0.5262,0.095,0.5262,0.0875,0.045,0.075
M,0.5262,0.5262,0.5262,0.5262,0.5262,0.227,0.5262
F,0.46,0.5262,0.5262,0.4605,0.1775,0.5262,0.5262
M,0.5262,0.5262,0.07,0.5262,0.0755,0.0255,0.5262
F,0.5262,0.5262,0.16,0.5262,0.5262,0.5262,0.245
M,0.5262,0.41,0.12,0.5262,0.5262,0.111,0.19
M,0.4,0.5262,0.095,0.303,0.5262,0.06,0.5262
M,0.485,0.36,0.5262,0.5262,0.5262,0.096,0.16
F,0.47,0.5262,0.5262,0.5262,0.2105,0.5262,0.15
M,0.5262,0.31,0.5262,0.5262,0.173,0.5262,0.5262
M,0.5262,0.4,0.5262,0.6615,0.2565,0.5262,0.5262
M,0.5262,0.35,0.12,0.4425,0.192,0.5262,0.135
M,0.47,0.5262,0.135,0.5895,0.5262,0.5262,0.17
I,0.245,0.5262,0.06,0.5262,0.042,0.5262,0.025
M,0.5262,0.5262,0.5262,0.5262,0.246,0.13,0.175
M,0.45,0.345,0.5262,0.4115,0.18,0.1125,0.5262
M,0.5262,0.405,0.5262,0.625,0.5262,0.5262,0.175
F,0.53,0.5262,0.5262,0.5262,0.5262,0.1935,0.2
M,0.425,0.5262,0.095,0.5262,0.1705,0.5262,0.1
M,0.52,0.4,0.5262,0.5262,0.234,0.5262,0.185
M,0.475,0.5262,0.5262,0.5262,0.234,0.1015,0.5262
F,0.565,0.5262,0.5262,0.915,0.5262,0.5262,0.32
M,0.595,0.5262,0.185,1.285,0.416,0.5262,0.5262
F,0.5262,0.39,0.12,0.5305,0.5262,0.5262,0.17
M,0.31,0.235,0.5262,0.151,0.063,0.5262,0.5262
M,0.5262,0.425,0.13,0.5262,0.5262,0.5262,0.5262
F,0.5262,0.32,0.11,0.5262,0.5262,0.5262,0.1
M,0.5262,0.475,0.17,0.5262,0.48,0.5262,0.5262
M,0.5262,0.48,0.175,1.185,0.5262,0.261,0.38
F,0.5262,0.45,0.195,0.5262,0.5262,0.2895,0.315
M,0.5262,0.475,0.5262,0.5262,0.4425,0.221,0.5262
M,0.595,0.5262,0.5262,0.944,0.5262,0.5262,0.315
F,0.6,0.5262,0.5262,0.5262,0.363,0.194,0.305
M,0.555,0.5262,0.14,0.5262,0.5262,0.5262,0.5262
M,0.5262,0.475,0.17,0.5262,0.4695,0.2355,0.5262
F,0.5262,0.5262,0.14,0.941,0.3845,0.5262,0.285
M,0.5262,0.51,0.5262,1.615,0.5105,0.192,0.675
F,0.5262,0.425,0.165,0.9885,0.396,0.5262,0.32
