cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.455,0.5223,0.5223,0.514,0.5223,0.5223,0.15
M,0.5223,0.265,0.09,0.2255,0.5223,0.0485,0.07
F,0.5223,0.5223,0.135,0.677,0.5223,0.1415,0.21
M,0.44,0.5223,0.5223,0.516,0.2155,0.5223,0.155
M,0.33,0.255,0.08,0.205,0.0895,0.5223,0.5223
M,0.425,0.5223,0.095,0.5223,0.5223,0.5223,0.5223
F,0.5223,0.415,0.5223,0.5223,0.237,0.1415,0.33
M,0.5223,0.5223,0.5223,0.768,0.5223,0.5223,0.5223
M,0.5223,0.5223,0.125,0.5223,0.2165,0.5223,0.165
F,0.5223,0.44,0.5223,0.5223,0.5223,0.5223,0.5223
M,0.5223,0.38,0.14,0.6065,0.5223,0.5223,0.5223
M,0.43,0.5223,0.5223,0.406,0.5223,0.081,0.135
M,0.49,0.38,0.135,0.5223,0.2175,0.5223,0.5223
F,0.5223,0.405,0.145,0.6845,0.5223,0.171,0.5223
F,0.5223,0.5223,0.5223,0.5223,0.5223,0.0805,0.185
M,0.5,0.5223,0.13,0.6645,0.5223,0.5223,0.24
M,0.355,0.28,0.085,0.2905,0.095,0.5223,0.115
F,0.44,0.34,0.5223,0.5223,0.5223,0.5223,0.13
M,0.365,0.295,0.5223,0.2555,0.097,0.043,0.1
M,0.45,0.5223,0.5223,0.5223,0.1705,0.5223,0.115
M,0.5223,0.5223,0.5223,0.2455,0.0955,0.5223,0.075
I,0.38,0.5223,0.5223,0.5223,0.08,0.049,0.5223
F,0.565,0.44,0.155,0.5223,0.4275,0.5223,0.5223
M,0.55,0.5223,0.135,0.7635,0.318,0.5223,0.2
M,0.5223,0.5223,0.5223,1.1615,0.5223,0.301,0.5223
F,0.56,0.44,0.14,0.9285,0.3825,0.5223,0.3
M,0.58,0.45,0.185,0.9955,0.3945,0.5223,0.285
M,0.59,0.5223,0.5223,0.5223,0.5223,0.5223,0.5223
M,0.5223,0.5223,0.5223,0.5223,0.5223,0.219,0.295
M,0.5223,0.5223,0.14,0.8635,0.393,0.227,0.5223
