"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,0.365,0.095,0.470196666666666,0.2245,0.101,0.138864583333333
"I",0.35,0.268454166666667,0.0924916666666667,0.2255,0.0995,0.0485,0.07
"I",0.53,0.42,0.13702,0.6374325,0.2565,0.1415,0.21
"M",0.473874999999999,0.365,0.125,0.516,0.2155,0.114,0.155
"I",0.33,0.255,0.0861916666666667,0.205,0.0895,0.0395,0.055
"I",0.425,0.331225,0.10435,0.3515,0.141,0.0775,0.12
"F",0.5364,0.415,0.15,0.7775,0.29419625,0.1415,0.267577083333334
"M",0.545,0.425,0.125,0.752790000000001,0.329335,0.1525925,0.229750833333333
"I",0.475,0.37,0.115525,0.5095,0.224173958333333,0.107266458333333,0.14734375
"M",0.55,0.434175,0.15,0.8945,0.3145,0.151,0.32
"M",0.525,0.406241666666667,0.14,0.710766,0.314726666666666,0.1475,0.1960625
"M",0.442149999999999,0.342941666666667,0.11,0.406116666666667,0.1675,0.081,0.12535375
"M",0.49,0.369326388888889,0.114875,0.494161666666667,0.2175,0.095,0.1479675
"M",0.52235,0.404525,0.14385,0.7328025,0.2725,0.171,0.205
"F",0.47,0.355,0.127056666666667,0.4755,0.194619166666667,0.0805,0.185
"M",0.5,0.387325,0.13,0.6645,0.306728749999999,0.133,0.169959375
"I",0.355,0.28,0.0973637500000001,0.297164916666667,0.126108791666667,0.061635,0.115
"F",0.44,0.34,0.1256,0.451,0.188,0.087,0.143098392857143
"I",0.365,0.295,0.0999958333333333,0.249280791666667,0.097,0.043,0.1
"M",0.4196625,0.32,0.1,0.381,0.160028333333333,0.075,0.115
"I",0.355,0.28,0.095,0.2455,0.111421777777778,0.062,0.075
"I",0.38,0.28605,0.0950791666666667,0.2255,0.08,0.049,0.085
"M",0.575175,0.445775,0.155,0.9395,0.4143,0.214,0.2502525
"F",0.55,0.42505,0.135,0.7635,0.318,0.21,0.2336175
"F",0.622025,0.48,0.188175,1.316975,0.513,0.301,0.3987725
"F",0.56,0.44,0.14,0.942065,0.3825,0.2259875,0.3
"F",0.573958333333333,0.45,0.185,1.04937875,0.43346125,0.272,0.285
"M",0.577150000000001,0.445,0.1488,0.90905,0.4103,0.200991875,0.2427425
"M",0.605,0.4702,0.18,0.9365,0.386235,0.219,0.338754166666667
"F",0.575,0.440025,0.152775,0.89666,0.41825875,0.227,0.2
"M",0.58,0.451250000000001,0.14665,0.8859625,0.3935,0.18818,0.2453825
"F",0.625975,0.49265,0.1745,1.25545,0.5515175,0.2805,0.3655375
"F",0.640508333333333,0.497875,0.1959,1.3663825,0.5515,0.3575,0.35
"F",0.664149999999999,0.55,0.175,1.671585,0.7206825,0.34731125,0.4076775
"F",0.705,0.581608333333333,0.2251,2.15331,0.868875972222221,0.460527249999999,0.623333333333334
"M",0.46815,0.356825,0.105,0.4795,0.227,0.124,0.125
"F",0.62155,0.493712499999999,0.162425,1.217,0.5305,0.26076,0.34
"F",0.45,0.349908333333333,0.105,0.5225,0.237,0.124915833333333,0.135917083333334
"M",0.575,0.445,0.135,0.883,0.381,0.2002775,0.26
"M",0.355,0.2892,0.09,0.303045,0.134,0.086,0.09
"I",0.445733333333333,0.335,0.105,0.425,0.1865,0.0891965,0.115205
"F",0.55135,0.434025,0.135,0.8515,0.354592,0.196,0.27
"I",0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
"I",0.205,0.15,0.0500345238095238,0.042,0.0178208333333334,0.015,0.012
"I",0.20894625,0.15,0.05,0.042,0.0175,0.0125,0.015
"I",0.39,0.295,0.095,0.203,0.0982704166666667,0.045,0.0761235416666667
"M",0.47,0.37,0.12975,0.5795,0.293,0.227,0.14
"F",0.46,0.375,0.12296,0.4605,0.1775,0.11,0.15
"I",0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
