"cat_city","con_area","con_rooms","con_bathroom","con_parking_spaces","cat_floor","cat_animal","cat_furniture","con_hoa","con_rent_amount","con_property_tax","con_fire_insurance"
"São Paulo",NA,2,NA,NA,"7","acept",NA,NA,3300,NA,NA
"São Paulo",320,4,4,NA,NA,NA,NA,NA,NA,NA,63
"Porto Alegre",80,1,NA,1,"6","acept","not furnished",1000,2800,NA,41
"Porto Alegre",NA,NA,NA,NA,"2",NA,"not furnished",270,1112,22,17
NA,25,1,NA,0,NA,NA,"not furnished",0,800,NA,NA
NA,376,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"Rio de Janeiro",72,NA,1,NA,NA,"acept","not furnished",740,1900,85,NA
"São Paulo",NA,4,4,NA,"4",NA,"not furnished",NA,NA,NA,NA
"São Paulo",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,191
"Rio de Janeiro",35,1,1,0,NA,"acept","furnished",590,NA,35,30
"São Paulo",26,1,1,0,NA,"acept","furnished",470,2100,150,NA
"Campinas",46,1,1,1,NA,NA,"not furnished",NA,580,43,8
"São Paulo",36,1,1,0,"11","acept","not furnished",359,NA,70,NA
"São Paulo",55,1,NA,1,"2","acept","furnished",790,4200,224,54
"São Paulo",NA,2,NA,2,"24",NA,"furnished",NA,4370,17,56
NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA
"São Paulo",110,2,2,NA,"1","acept",NA,NA,NA,122,39
"Rio de Janeiro",NA,2,NA,1,"9","not acept",NA,NA,NA,NA,16
"Rio de Janeiro",NA,NA,NA,0,"8","acept","not furnished",800,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA
"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
"Belo Horizonte",NA,1,1,1,NA,"not acept","furnished",470,NA,172,36
"São Paulo",160,3,2,2,NA,"acept","furnished",1530,1900,167,NA
NA,35,1,1,0,"-","acept","not furnished",NA,1100,3,NA
"Rio de Janeiro",NA,NA,NA,NA,"7","acept","not furnished",NA,NA,NA,24
"São Paulo",49,NA,1,NA,NA,"acept","not furnished",NA,3500,42,45
"São Paulo",41,1,NA,NA,"5","not acept",NA,NA,3000,0,39
"Belo Horizonte",64,2,2,1,"11","acept","not furnished",NA,1500,80,20
"Campinas",208,3,NA,NA,"-","acept",NA,NA,3180,100,48
"São Paulo",20,NA,NA,0,"5",NA,"furnished",602,1800,130,23
NA,55,NA,NA,NA,"6","acept",NA,780,NA,142,NA
NA,32,1,NA,0,NA,"acept","not furnished",515,1700,NA,22
NA,80,2,2,1,"11","acept",NA,NA,NA,216,33
"Rio de Janeiro",NA,NA,1,NA,"10","acept","furnished",NA,2500,NA,33
NA,NA,NA,NA,NA,"8",NA,"not furnished",NA,NA,NA,51
"Porto Alegre",38,1,1,2,"11",NA,NA,NA,1750,0,26
"São Paulo",30,1,1,0,"1","acept",NA,460,1600,NA,21
"Belo Horizonte",NA,NA,NA,1,"-","acept",NA,0,NA,NA,NA
NA,70,2,1,0,"-","not acept","not furnished",0,1150,NA,18
"Porto Alegre",40,1,1,1,"6","acept",NA,NA,2990,0,44
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1584,NA
NA,NA,NA,2,3,"-","acept","not furnished",NA,NA,NA,NA
