"con_age","cat_workclass","con_fnlwgt","cat_education","con_education.num","cat_marital.status","cat_occupation","cat_relationship","cat_race","cat_sex","con_capital.gain","con_capital.loss","con_hours.per.week","cat_native.country","cat_income"
NA,"Private",NA,NA,NA,NA,"Exec-managerial",NA,NA,NA,NA,NA,NA,"United-States",NA
NA,"Private",NA,"7th-8th",NA,"Divorced","Machine-op-inspct",NA,NA,NA,NA,NA,NA,NA,"<=50K"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA
NA,"Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,3770,45,NA,NA
NA,NA,NA,NA,6,"Separated",NA,NA,NA,"Male",0,3770,40,"United-States",NA
NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Federal-gov",NA,NA,9,"Divorced",NA,"Not-in-family","White",NA,0,NA,NA,NA,NA
45,NA,172274,NA,NA,NA,NA,NA,NA,"Female",NA,3004,NA,NA,">50K"
NA,NA,NA,NA,NA,"Never-married",NA,NA,NA,"Male",NA,NA,NA,NA,NA
NA,NA,NA,NA,13,NA,NA,"Not-in-family",NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,"Exec-managerial",NA,NA,NA,NA,NA,NA,NA,">50K"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2824,40,NA,">50K"
NA,"Private",NA,NA,NA,NA,NA,NA,NA,"Male",0,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,203034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2824,40,NA,NA
29,NA,77009,"11th",7,NA,"Sales","Not-in-family",NA,"Female",0,NA,NA,NA,"<=50K"
NA,NA,29059,NA,NA,NA,"Sales","Unmarried",NA,NA,NA,NA,25,"United-States",NA
NA,NA,153870,NA,NA,NA,"Transport-moving",NA,NA,NA,0,NA,40,NA,"<=50K"
21,"Private",NA,"Assoc-voc",NA,"Married-civ-spouse","Craft-repair","Husband","White","Male",NA,NA,40,NA,"<=50K"
NA,"Private",228696,"1st-4th",NA,"Married-civ-spouse","Craft-repair","Not-in-family","White","Male",0,2603,NA,"Mexico","<=50K"
NA,NA,122066,"5th-6th",3,"Married-civ-spouse","Other-service","Husband","White","Male",NA,2603,40,NA,"<=50K"
NA,NA,NA,NA,NA,NA,NA,"Not-in-family",NA,"Male",NA,2559,50,NA,">50K"
NA,"Private",NA,"10th",6,NA,NA,NA,NA,NA,NA,NA,90,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA
59,NA,NA,NA,NA,NA,NA,"Unmarried","White","Female",0,NA,NA,"United-States",NA
NA,NA,198863,NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,NA,">50K"
NA,NA,123011,"Bachelors",NA,"Divorced","Exec-managerial","Not-in-family",NA,"Male",NA,NA,NA,NA,">50K"
60,NA,NA,"HS-grad",NA,NA,NA,NA,NA,NA,NA,NA,50,"United-States",">50K"
NA,NA,NA,NA,16,"Divorced",NA,"Not-in-family","White","Female",0,NA,NA,"United-States",">50K"
NA,"Private",NA,NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,NA,">50K"
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
NA,"Private",NA,NA,NA,"Divorced",NA,NA,NA,NA,NA,NA,NA,"United-States",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United-States",NA
43,NA,115806,NA,NA,NA,"Exec-managerial",NA,NA,NA,NA,NA,NA,NA,NA
51,NA,115066,NA,NA,NA,NA,NA,"White",NA,0,2547,NA,NA,">50K"
NA,"Private",289669,NA,14,NA,NA,NA,NA,NA,0,NA,NA,NA,">50K"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2472,70,NA,NA
NA,NA,110380,NA,9,"Married-civ-spouse","Sales",NA,NA,NA,NA,NA,NA,NA,NA
73,"Self-emp-not-inc",NA,NA,9,"Married-civ-spouse",NA,NA,NA,"Male",NA,NA,40,"Vietnam",NA
NA,NA,NA,NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,"Widowed",NA,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Not-in-family",NA,NA,0,NA,39,NA,NA
NA,"Private",NA,"Some-college",10,NA,"Exec-managerial","Not-in-family",NA,"Female",NA,2444,40,NA,NA
NA,NA,141584,"Masters",NA,NA,NA,NA,NA,NA,NA,NA,NA,"United-States",NA
NA,"Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">50K"
NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,"Protective-serv",NA,"White",NA,NA,NA,NA,NA,NA
NA,"Private",NA,NA,13,NA,NA,NA,NA,"Female",0,2444,NA,NA,NA
33,"Private",194901,NA,11,NA,NA,NA,NA,"Male",NA,NA,NA,"United-States",NA
NA,NA,NA,NA,NA,"Divorced","Craft-repair",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,121441,NA,NA,"Never-married",NA,"Other-relative","White","Male",0,NA,40,NA,NA
NA,"Private",NA,"Some-college",NA,NA,"Adm-clerical","Wife",NA,"Female",0,2415,6,NA,">50K"
51,"Self-emp-not-inc",160724,"Bachelors",NA,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander",NA,0,2415,NA,"China",">50K"
NA,NA,132222,NA,NA,NA,NA,NA,NA,"Male",0,NA,NA,NA,NA
37,"Private",NA,"Masters",NA,NA,NA,"Husband","White",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Prof-school",NA,NA,"Prof-specialty",NA,NA,NA,NA,2415,35,NA,">50K"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Private",NA,"Bachelors",NA,NA,NA,"Husband",NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,2415,NA,NA,">50K"
NA,NA,NA,NA,NA,"Married-civ-spouse",NA,NA,NA,NA,0,NA,NA,NA,NA
