cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.465,0.35500000000000004,0.095,0.492,0.2245,0.096,0.1322
M,0.35,0.265,0.09,0.2255,0.0995,0.0526,0.07
F,0.535,0.42,0.135,0.677,0.2565,0.1511,0.21
F,0.44,0.347,0.125,0.516,0.2155,0.114,0.164
I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
I,0.425,0.3,0.101,0.3585,0.141,0.0775,0.12
F,0.616,0.47500000000000003,0.15,1.0927,0.528,0.25,0.33
M,0.543,0.425,0.125,0.7462,0.294,0.1495,0.26
M,0.483,0.37,0.117,0.5095,0.2165,0.1125,0.1641
F,0.55,0.44,0.161,0.8887,0.3145,0.1767,0.32
F,0.525,0.38,0.14,0.6522,0.194,0.1382,0.21
M,0.43,0.331,0.11,0.406,0.1675,0.081,0.122
M,0.49,0.379,0.119,0.5415,0.2389,0.095,0.15810000000000002
F,0.513,0.40599999999999997,0.145,0.6552,0.2725,0.1443,0.1819
F,0.47,0.355,0.116,0.4755,0.1722,0.0805,0.185
M,0.5,0.377,0.13,0.6645,0.2909,0.1463,0.1819
F,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115
F,0.44,0.349,0.1,0.451,0.188,0.087,0.1366
M,0.365,0.284,0.097,0.2555,0.097,0.0579,0.1
I,0.45,0.32,0.1,0.381,0.1621,0.075,0.1047
M,0.355,0.28,0.095,0.2492,0.0955,0.062,0.075
I,0.38,0.294,0.1,0.2255,0.08,0.049,0.085
F,0.565,0.449,0.178,1.0827,0.4281,0.2346,0.31020000000000003
F,0.55,0.415,0.135,0.7635,0.3418,0.1638,0.215
F,0.598,0.48,0.175,1.1615,0.4942,0.301,0.3844
F,0.585,0.452,0.14,0.9285,0.3825,0.188,0.272
M,0.58,0.458,0.185,0.9955,0.4204,0.272,0.2897
F,0.55,0.432,0.152,0.931,0.356,0.18989999999999999,0.264
M,0.612,0.475,0.162,1.1999,0.5559000000000001,0.2432,0.3297
M,0.56,0.425,0.139,0.8211,0.393,0.1754,0.2
M,0.58,0.457,0.161,0.9975,0.3935,0.242,0.2892
F,0.68,0.56,0.172,1.457,0.5793,0.2805,0.46
F,0.648,0.499,0.179,1.4291,0.7419,0.3575,0.35
F,0.673,0.55,0.184,1.3172,0.676,0.2734,0.437
M,0.705,0.528,0.181,1.2517,0.4707,0.2702,0.359
I,0.465,0.355,0.105,0.4769,0.237,0.124,0.125
F,0.539,0.424,0.155,0.9459,0.3986,0.1953,0.2821
F,0.45,0.355,0.116,0.5225,0.2259,0.1165,0.145
M,0.594,0.466,0.147,0.857,0.381,0.2035,0.2738
M,0.355,0.266,0.09,0.3275,0.134,0.086,0.09
I,0.45,0.342,0.105,0.425,0.1865,0.08839999999999999,0.1295
F,0.538,0.425,0.156,0.844,0.362,0.188,0.27
I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
I,0.205,0.15,0.055,0.0493,0.0255,0.015,0.012
I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015
I,0.39,0.295,0.095,0.203,0.1068,0.045,0.075
M,0.493,0.37,0.119,0.5795,0.3475,0.227,0.14
I,0.475,0.375,0.12,0.4629,0.1775,0.09999999999999999,0.15
I,0.325,0.245,0.07,0.161,0.0799,0.0255,0.045
F,0.545,0.425,0.16,0.8355,0.3545,0.2135,0.2675
I,0.531,0.41,0.12,0.595,0.2385,0.111,0.19
M,0.4,0.32,0.095,0.303,0.125,0.06,0.1
M,0.485,0.373,0.13,0.5415,0.2595,0.1096,0.16
F,0.507,0.394,0.12,0.5068,0.2105,0.1055,0.1678
I,0.405,0.306,0.1,0.3275,0.173,0.0915,0.11
M,0.5,0.4,0.14,0.7378,0.2893,0.1755,0.2143
M,0.46,0.35,0.12,0.4738,0.192,0.0955,0.135
M,0.47,0.385,0.135,0.5895,0.2765,0.1281,0.17
I,0.245,0.19,0.06,0.086,0.042,0.014,0.025
I,0.515,0.4,0.134,0.583,0.2912,0.1286,0.175
M,0.45,0.345,0.105,0.4115,0.18,0.0863,0.135
M,0.526,0.405,0.128,0.625,0.2882,0.16,0.175
F,0.53,0.41,0.13,0.6965,0.302,0.1454,0.2
I,0.425,0.325,0.108,0.3535,0.1632,0.08,0.1
F,0.524,0.4,0.12,0.6135,0.234,0.1315,0.185
M,0.489,0.364,0.12,0.4916,0.226,0.0999,0.135
F,0.565,0.44,0.165,0.8362,0.354,0.1935,0.2622
F,0.631,0.495,0.162,1.0819,0.4801,0.224,0.3112
F,0.475,0.39,0.12,0.8138,0.3111,0.183,0.24760000000000001
I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045
M,0.555,0.425,0.13,0.7665,0.3583,0.168,0.2065
I,0.4,0.311,0.11,0.353,0.1405,0.0985,0.112
F,0.595,0.467,0.148,1.1051,0.48,0.2668,0.2854
F,0.57,0.462,0.175,1.1947,0.5275,0.261,0.3276
F,0.577,0.45,0.195,1.098,0.4693,0.2452,0.3428
F,0.6,0.468,0.153,1.0688,0.4631,0.221,0.31320000000000003
M,0.53,0.419,0.148,0.8712,0.3625,0.189,0.2664
F,0.606,0.47400000000000003,0.15,0.9302,0.363,0.194,0.305
F,0.577,0.447,0.14,0.788,0.2912,0.1767,0.285
F,0.583,0.475,0.154,1.049,0.452,0.2355,0.3111
M,0.585,0.453,0.149,1.1127,0.4648,0.2349,0.285
F,0.535,0.421,0.166,0.7984,0.3171,0.192,0.2354
M,0.551,0.425,0.165,0.9798,0.396,0.2066,0.32
F,0.612,0.493,0.16,1.2691,0.6138,0.3146,0.3243
M,0.58,0.464,0.177,1.0752,0.4086,0.216,0.36
F,0.57,0.462,0.18,1.295,0.5587,0.324,0.3923
F,0.58,0.463,0.162,1.1189,0.4503,0.205,0.4
M,0.5599999999999999,0.444,0.15,0.8645,0.3834,0.1848,0.2439
F,0.497,0.385,0.13,0.517,0.2077,0.114,0.165
F,0.575,0.45,0.16,0.9893,0.4244,0.231,0.33
F,0.565,0.439,0.135,0.8115,0.341,0.1696,0.2317
M,0.555,0.436,0.15,0.755,0.2938,0.1617,0.26
F,0.589,0.465,0.163,0.84,0.3608,0.18510000000000001,0.2711
M,0.589,0.46699999999999997,0.165,0.8410000000000001,0.3713,0.1744,0.2757
F,0.639,0.518,0.19,1.2138,0.5278,0.3126,0.3688
F,0.622,0.5,0.166,1.4114,0.5755,0.2907,0.39649999999999996
F,0.559,0.435,0.15,0.7433000000000001,0.269,0.1385,0.25
F,0.481,0.375,0.13999999999999999,0.523,0.214,0.132,0.1568
M,0.475,0.373,0.12200000000000001,0.5225,0.201,0.1139,0.165
F,0.475,0.375,0.125,0.5254,0.2775,0.085,0.155
I,0.36,0.265,0.095,0.2315,0.105,0.048100000000000004,0.0723
F,0.55,0.426,0.147,0.843,0.3787,0.1915,0.2298
M,0.55,0.435,0.158,0.883,0.4076,0.18339999999999998,0.2649
M,0.53,0.415,0.14,0.7387,0.3105,0.1675,0.2155
F,0.5820000000000001,0.449,0.16,0.952,0.4006,0.2109,0.2734
M,0.582,0.457,0.155,0.861,0.3895,0.1835,0.235
F,0.545,0.442,0.165,0.8263,0.2935,0.183,0.28
M,0.5,0.4,0.125,0.6675,0.261,0.13820000000000002,0.22
F,0.51,0.39,0.148,0.6335,0.2759,0.179,0.2
I,0.516,0.395,0.13,0.4589,0.136,0.098,0.148
I,0.495,0.395,0.13,0.5743,0.2832,0.1345,0.155
F,0.465,0.36,0.105,0.5087,0.172,0.107,0.175
I,0.416,0.32,0.093,0.3518,0.1708,0.0635,0.105
M,0.425,0.35,0.113,0.393,0.13,0.063,0.165
F,0.517,0.397,0.144,0.6935,0.2975,0.146,0.21
F,0.53,0.415,0.115,0.5993,0.233,0.1585,0.18
M,0.506,0.375,0.135,0.6125,0.2555,0.102,0.1735
I,0.448,0.34,0.105,0.402,0.1305,0.0911,0.1146
M,0.56,0.43,0.15,0.8825,0.3465,0.1766,0.2646
I,0.405,0.304,0.108,0.2605,0.1145,0.0595,0.085
F,0.47,0.365,0.134,0.4205,0.163,0.1035,0.145
I,0.389,0.295,0.089,0.2535,0.1327,0.0575,0.085
F,0.515,0.41000000000000003,0.14,0.8661,0.4072,0.1979,0.255
M,0.37,0.265,0.092,0.2033,0.09,0.051,0.07
I,0.36,0.27,0.085,0.1755,0.081,0.0505,0.0563
I,0.27,0.197,0.06999999999999999,0.073,0.0285,0.0235,0.03
I,0.375,0.281,0.09,0.238,0.1075,0.0504,0.07
I,0.385,0.289,0.085,0.2412,0.1219,0.061,0.0729
F,0.7,0.541,0.178,1.3222,0.6017,0.3043,0.4374
M,0.663,0.539,0.165,1.959,0.8597,0.353,0.5238
M,0.563,0.442,0.149,0.9286,0.4835,0.1971,0.2801
F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129
F,0.325,0.26,0.084,0.1915,0.085,0.036,0.0584
