"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,NA,NA,0.514,0.2245,0.101,0.15
"M",0.35,NA,NA,0.2255,NA,0.0485,NA
"F",0.53,0.42,0.135,0.677,0.2565,0.1415,NA
NA,0.44,NA,0.125,0.516,0.2155,0.114,0.155
"I",0.33,NA,0.08,0.205,0.0895,0.0395,0.055
NA,0.425,0.3,0.095,0.3515,0.141,0.0775,NA
"F",0.53,NA,NA,0.7775,0.237,0.1415,NA
"F",0.545,0.425,0.125,0.768,0.294,NA,NA
"M",0.475,0.37,0.125,NA,0.2165,NA,0.165
NA,NA,NA,NA,0.8945,0.3145,0.151,NA
"F",NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.406,0.1675,0.081,NA
NA,NA,0.38,0.135,NA,0.2175,NA,NA
"F",NA,0.405,0.145,NA,0.2725,0.171,0.205
"F",0.47,NA,0.1,0.4755,0.1675,NA,NA
NA,0.5,0.4,0.13,NA,0.258,0.133,NA
"I",0.355,NA,0.085,0.2905,0.095,0.0395,0.115
"F",0.44,NA,0.1,NA,0.188,0.087,0.13
"M",0.365,0.295,0.08,0.2555,0.097,0.043,0.1
NA,0.45,NA,NA,0.381,0.1705,0.075,0.115
NA,0.355,0.28,NA,0.2455,0.0955,0.062,0.075
NA,NA,0.275,NA,0.2255,0.08,NA,NA
NA,0.565,0.44,0.155,0.9395,NA,NA,0.27
NA,0.55,NA,0.135,0.7635,0.318,0.21,0.2
"F",0.615,0.48,0.165,NA,NA,NA,0.305
NA,0.56,NA,NA,NA,NA,NA,0.3
"F",NA,0.45,0.185,0.9955,0.3945,NA,0.285
NA,NA,0.445,NA,0.931,0.356,0.234,0.28
"M",0.605,0.475,0.18,0.9365,0.394,0.219,0.295
"M",0.575,NA,NA,0.8635,NA,0.227,0.2
NA,0.58,NA,NA,0.9975,NA,0.242,NA
"F",0.68,0.56,0.165,1.639,0.6055,0.2805,NA
"M",0.665,0.525,0.165,1.338,0.5515,0.3575,NA
"F",0.68,NA,0.175,NA,NA,0.3925,0.455
NA,0.705,0.55,0.2,1.7095,0.633,NA,0.49
"M",0.465,0.355,0.105,0.4795,NA,NA,0.125
"F",0.54,NA,NA,1.217,0.5305,NA,0.34
"F",0.45,0.355,0.105,0.5225,NA,NA,0.145
"F",0.575,NA,NA,NA,0.381,NA,NA
NA,0.355,0.29,0.09,NA,0.134,0.086,0.09
"F",0.45,0.335,0.105,NA,0.1865,0.091,NA
"F",NA,0.425,0.135,NA,0.362,0.196,NA
"I",NA,NA,0.045,0.07,0.0315,0.0235,0.02
"I",0.205,0.15,0.055,NA,NA,0.015,NA
"I",0.21,NA,NA,0.042,NA,NA,0.015
NA,0.39,NA,NA,0.203,0.0875,NA,0.075
"M",0.47,0.37,0.12,0.5795,0.293,0.227,NA
NA,0.46,NA,0.12,0.4605,0.1775,0.11,0.15
"I",0.325,NA,0.07,0.161,0.0755,0.0255,0.045
"F",0.525,0.425,0.16,0.8355,0.3545,0.2135,NA
"I",NA,0.41,NA,0.595,NA,0.111,0.19
NA,NA,NA,NA,NA,0.1335,NA,NA
"M",NA,NA,0.13,NA,0.2595,0.096,0.16
NA,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
"M",0.405,NA,0.1,0.385,NA,NA,0.11
"F",0.5,0.4,0.14,NA,0.2565,0.1755,0.22
"M",NA,0.35,0.12,0.4425,0.192,0.0955,NA
"M",NA,NA,0.135,0.5895,0.2765,0.12,0.17
NA,0.245,0.19,0.06,0.086,0.042,0.014,0.025
"F",0.505,NA,NA,NA,0.246,0.13,NA
"M",0.45,0.345,NA,0.4115,NA,0.1125,NA
"M",0.505,0.405,NA,0.625,0.305,0.16,NA
"F",NA,NA,0.13,0.6965,0.302,0.1935,0.2
"M",NA,0.325,0.095,0.3785,0.1705,0.08,0.1
NA,NA,0.4,NA,0.58,0.234,0.1315,0.185
"M",0.475,0.355,0.12,0.48,0.234,0.1015,0.135
NA,0.565,NA,NA,NA,NA,0.1935,NA
"F",NA,0.495,0.185,1.285,0.416,NA,0.485
"F",0.475,0.39,0.12,0.5305,NA,0.1155,0.17
NA,0.31,NA,0.07,NA,0.063,NA,0.045
"M",0.555,0.425,NA,0.7665,0.264,NA,0.275
"F",0.4,0.32,0.11,NA,0.1405,0.0985,0.1
NA,0.595,0.475,0.17,NA,0.48,0.225,0.425
NA,0.57,0.48,0.175,NA,0.474,0.261,0.38
"F",0.605,0.45,0.195,1.098,0.481,NA,NA
"F",0.6,NA,0.15,NA,0.4425,0.221,NA
"M",NA,0.475,0.14,0.944,NA,0.189,0.315
NA,0.6,0.47,0.15,0.922,0.363,NA,0.305
NA,NA,NA,NA,NA,0.282,0.1595,NA
"F",0.615,NA,0.17,NA,0.4695,0.2355,0.345
