"con_CreditScore","cat_Geography","cat_Gender","con_Age","con_Tenure","con_Balance","con_NumOfProducts","cat_HasCrCard","cat_IsActiveMember","con_EstimatedSalary","cat_Exited"
619,"France",NA,42,NA,0,1,"1",NA,NA,"1"
608,"Spain",NA,41,1,83807.86,NA,NA,NA,112542.58,NA
NA,NA,NA,42,NA,NA,3,NA,"0",NA,NA
NA,NA,NA,39,1,0,2,"0","0",93826.63,"0"
850,NA,NA,NA,NA,NA,1,NA,NA,79084.1,NA
NA,"Spain",NA,NA,NA,NA,2,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"0"
NA,NA,"Female",NA,NA,NA,4,"1",NA,119346.88,NA
501,"France","Male",44,4,142051.07,NA,NA,"1",NA,NA
684,NA,"Male",NA,2,NA,NA,"1",NA,71725.73,NA
528,"France","Male",31,6,102016.72,2,"0","0",80181.12,NA
497,"Spain",NA,24,3,0,2,"1",NA,76390.01,"0"
476,"France","Female",34,10,0,2,"1","0",26260.98,"0"
549,"France","Female",25,5,0,2,"0","0",190857.79,NA
NA,"Spain",NA,NA,7,0,2,NA,NA,65951.65,"0"
616,"Germany","Male",NA,3,143129.41,NA,"0",NA,64327.26,"0"
NA,"Germany",NA,NA,NA,NA,NA,"1",NA,NA,"1"
NA,"Spain",NA,24,NA,0,2,NA,"1",NA,"0"
587,"Spain","Male",NA,NA,0,NA,"0","0",NA,NA
726,"France",NA,NA,6,NA,2,"1","1",NA,"0"
732,"France","Male",NA,NA,NA,NA,NA,NA,NA,"0"
NA,"Spain","Female",NA,NA,NA,NA,"1","0",138555.46,"0"
510,NA,NA,38,4,0,1,NA,"0",118913.53,NA
669,"France","Male",46,NA,0,2,"0",NA,NA,"0"
846,"France","Female",38,5,NA,NA,NA,NA,NA,NA
NA,NA,"Male",NA,NA,0,2,NA,"1",124508.29,"0"
756,NA,NA,NA,NA,136815.64,NA,NA,"1",NA,NA
571,NA,"Male",44,9,NA,2,NA,"0",38433.35,"0"
NA,"Germany",NA,NA,NA,NA,1,NA,NA,NA,NA
411,"France",NA,29,0,59697.17,2,"1","1",53483.21,"0"
