cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
F,0.455,0.365,0.11599999999999999,0.514,0.2245,0.101,0.15
M,0.35,0.255,0.09,0.2372,0.0995,0.0485,0.07
M,0.516,0.42,0.128,0.677,0.2565,0.1415,0.21
M,0.44,0.343,0.125,0.5215,0.2155,0.114,0.155
I,0.422,0.307,0.085,0.1971,0.0895,0.0395,0.055
I,0.425,0.3,0.111,0.3603,0.141,0.0775,0.12
F,0.53,0.415,0.15,0.7516,0.237,0.1415,0.33
F,0.545,0.425,0.143,0.768,0.294,0.1495,0.26
M,0.469,0.37,0.12000000000000001,0.5095,0.2165,0.1056,0.165
F,0.568,0.44,0.15,0.8945,0.3145,0.19920000000000002,0.298
I,0.525,0.38,0.121,0.5055,0.194,0.1186,0.1525
M,0.459,0.35,0.11,0.406,0.1675,0.0884,0.135
M,0.503,0.398,0.134,0.5415,0.2175,0.095,0.19
F,0.535,0.405,0.145,0.6894,0.2725,0.171,0.205
I,0.454,0.355,0.1,0.4755,0.1675,0.0805,0.185
I,0.5,0.4,0.13,0.6645,0.258,0.133,0.24
I,0.396,0.304,0.085,0.2905,0.095,0.0534,0.115
F,0.44,0.34,0.1,0.451,0.188,0.1188,0.1234
I,0.365,0.277,0.08,0.2635,0.097,0.043,0.1
M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
I,0.355,0.28,0.083,0.2455,0.0955,0.0544,0.075
I,0.38,0.275,0.1,0.2255,0.08,0.0487,0.085
F,0.5710000000000001,0.44,0.155,0.9395,0.4275,0.214,0.2808
M,0.534,0.415,0.134,0.7635,0.318,0.21,0.2
F,0.615,0.492,0.166,1.2315,0.5408,0.301,0.305
F,0.56,0.44,0.14,0.9285,0.3825,0.1992,0.3
F,0.58,0.454,0.185,0.9955,0.3945,0.2273,0.285
M,0.59,0.445,0.14,0.9433,0.356,0.234,0.28
M,0.605,0.475,0.18,0.9365,0.394,0.219,0.2706
M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2136
M,0.58,0.47,0.165,1.0032,0.3935,0.2142,0.33
F,0.716,0.56,0.191,1.639,0.6055,0.2805,0.46
M,0.62,0.484,0.165,1.338,0.5515,0.3575,0.35
F,0.68,0.55,0.175,1.798,0.815,0.4149,0.453
F,0.705,0.55,0.2,1.7095,0.633,0.3585,0.541
M,0.462,0.355,0.105,0.4795,0.2137,0.124,0.125
F,0.54,0.475,0.155,1.2228999999999999,0.5305,0.2549,0.34
I,0.465,0.35300000000000004,0.105,0.5225,0.2324,0.1165,0.145
M,0.53,0.404,0.135,0.883,0.381,0.1867,0.26
I,0.355,0.29,0.09,0.3275,0.1322,0.086,0.1104
M,0.45,0.345,0.115,0.4031,0.1865,0.091,0.115
F,0.55,0.425,0.135,0.8365,0.362,0.196,0.2326
I,0.24,0.175,0.061,0.07,0.0315,0.010499999999999999,0.02
I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012
I,0.207,0.15,0.05,0.042,0.0175,0.0125,0.015
I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075
M,0.487,0.37,0.13,0.5795,0.293,0.227,0.14
F,0.46,0.375,0.111,0.4605,0.1775,0.11,0.15
I,0.322,0.245,0.07,0.161,0.0755,0.0356,0.045
F,0.525,0.425,0.14700000000000002,0.8252,0.3582,0.1819,0.245
F,0.52,0.41,0.12,0.5856,0.2385,0.111,0.19
