cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.455,0.365,0.095,0.517,0.22,0.11349999999999999,0.15
M,0.35,0.265,0.084,0.2255,0.0995,0.0485,0.07
M,0.53,0.416,0.135,0.6671,0.2753,0.1415,0.21
M,0.472,0.365,0.125,0.516,0.2155,0.114,0.155
I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
I,0.393,0.3,0.095,0.3515,0.141,0.0775,0.1052
F,0.523,0.415,0.15,0.7775,0.237,0.1415,0.33
F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26
M,0.503,0.388,0.128,0.5095,0.2165,0.1125,0.165
F,0.557,0.44,0.158,0.7427,0.3258,0.151,0.2191
F,0.476,0.38,0.136,0.6065,0.194,0.12990000000000002,0.21
M,0.43,0.35,0.11,0.406,0.1675,0.081,0.1296
M,0.49,0.38,0.135,0.5617,0.2356,0.095,0.19
F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205
F,0.47,0.355,0.11900000000000001,0.558,0.2216,0.11560000000000001,0.185
M,0.49,0.4,0.133,0.6645,0.258,0.133,0.24
I,0.355,0.28,0.108,0.2905,0.095,0.0395,0.115
F,0.44,0.34,0.1,0.451,0.188,0.087,0.13
M,0.375,0.295,0.10400000000000001,0.2555,0.097,0.043,0.08789999999999999
M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
I,0.38,0.275,0.1,0.2255,0.08,0.049,0.0805
F,0.565,0.44,0.155,0.9395,0.4495,0.1936,0.27
F,0.55,0.415,0.139,0.7635,0.318,0.21,0.2
F,0.615,0.48,0.152,1.1615,0.513,0.301,0.305
F,0.56,0.44,0.163,0.9285,0.3825,0.2066,0.3
F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285
M,0.59,0.445,0.152,0.931,0.3616,0.234,0.28
F,0.605,0.475,0.18,0.9365,0.394,0.2168,0.3116
M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2312
M,0.58,0.464,0.165,0.9975,0.3935,0.2126,0.33
M,0.68,0.56,0.182,1.5213,0.6055,0.34099999999999997,0.46
M,0.669,0.525,0.165,1.338,0.5515,0.3046,0.35
M,0.6910000000000001,0.56,0.175,1.798,0.8069,0.4053,0.455
F,0.705,0.546,0.2,1.7095,0.6936,0.4115,0.49
I,0.465,0.355,0.105,0.4795,0.2206,0.0988,0.1365
F,0.54,0.421,0.155,1.217,0.524,0.2701,0.34
F,0.45,0.355,0.12000000000000001,0.5225,0.237,0.1078,0.159
F,0.575,0.445,0.156,0.883,0.381,0.2035,0.26
M,0.355,0.29,0.09,0.3275,0.1542,0.0639,0.09
F,0.45,0.352,0.105,0.425,0.18760000000000002,0.091,0.115
F,0.55,0.434,0.135,0.8515,0.362,0.196,0.27
I,0.24,0.175,0.045,0.07,0.0294,0.0235,0.02
I,0.205,0.15,0.042,0.042,0.0296,0.0077,0.0129
I,0.208,0.15,0.05,0.0346,0.0175,0.0125,0.015
I,0.39,0.296,0.095,0.203,0.0875,0.045,0.075
M,0.47,0.362,0.12,0.7358,0.293,0.227,0.14
F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.1426
I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
F,0.525,0.413,0.146,0.8355,0.3545,0.1944,0.245
I,0.52,0.40499999999999997,0.12,0.595,0.2385,0.111,0.19
I,0.4,0.32,0.095,0.2998,0.1335,0.06,0.0857
M,0.477,0.367,0.13,0.5415,0.2595,0.096,0.1564
F,0.47,0.36,0.131,0.4775,0.2105,0.1055,0.1501
M,0.405,0.309,0.1,0.385,0.173,0.0915,0.11
F,0.5,0.389,0.137,0.6615,0.2565,0.1755,0.22
M,0.445,0.35,0.12,0.4425,0.1878,0.0955,0.135
M,0.488,0.385,0.135,0.5888,0.2765,0.12,0.17
I,0.245,0.188,0.06,0.086,0.042,0.014,0.025
F,0.505,0.4,0.139,0.583,0.23270000000000002,0.13,0.175
M,0.45,0.345,0.105,0.4115,0.18,0.0918,0.123
M,0.525,0.405,0.11,0.625,0.3041,0.16,0.175
M,0.54,0.41,0.13,0.6965,0.302,0.1935,0.2
M,0.426,0.329,0.095,0.3856,0.1705,0.0817,0.1
M,0.52,0.4,0.12,0.58,0.234,0.1315,0.185
I,0.462,0.355,0.112,0.4933,0.234,0.1015,0.135
F,0.551,0.44,0.16,0.9512,0.354,0.2124,0.32
F,0.608,0.495,0.185,1.285,0.416,0.224,0.485
F,0.452,0.34700000000000003,0.125,0.5305,0.2135,0.1155,0.1688
I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045
M,0.555,0.425,0.13,0.8005,0.264,0.168,0.275
F,0.4,0.311,0.11699999999999999,0.3539,0.1405,0.0985,0.1
M,0.595,0.49,0.181,1.247,0.48,0.26,0.425
M,0.57,0.48,0.175,1.185,0.4435,0.27390000000000003,0.38
F,0.585,0.45,0.167,1.098,0.481,0.2895,0.315
F,0.579,0.457,0.15,1.0207,0.4425,0.221,0.275
M,0.595,0.475,0.14,0.944,0.3625,0.18330000000000002,0.315
F,0.544,0.431,0.15,0.922,0.363,0.194,0.305
F,0.565,0.442,0.14,0.6907,0.282,0.1595,0.2096
M,0.615,0.475,0.17,1.0772,0.4695,0.276,0.2909
F,0.575,0.445,0.14,0.9764,0.3845,0.252,0.285
M,0.62,0.497,0.175,1.615,0.5105,0.192,0.5899
F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32
M,0.595,0.475,0.16,1.3175,0.408,0.2695,0.4256
M,0.58,0.45,0.165,1.013,0.38,0.1986,0.36
F,0.57,0.465,0.18,1.0805,0.339,0.2225,0.44
M,0.625,0.485,0.178,1.195,0.4825,0.205,0.4
M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26
F,0.526,0.399,0.13,0.532,0.2205,0.1236,0.165
F,0.575,0.462,0.16,0.9973,0.4002,0.231,0.33
M,0.539,0.40900000000000003,0.135,0.8115,0.341,0.1675,0.23379999999999998
M,0.555,0.44,0.147,0.8027,0.307,0.1929,0.24960000000000002
M,0.586,0.465,0.175,1.115,0.4015,0.254,0.3545
F,0.625,0.495,0.165,1.262,0.507,0.318,0.39
F,0.713,0.56,0.189,1.4873,0.588,0.3542,0.485
M,0.665,0.535,0.188,1.606,0.5755,0.388,0.4757
M,0.542,0.435,0.15,0.725,0.269,0.1581,0.25
M,0.477,0.375,0.119,0.523,0.214,0.132,0.145
M,0.471,0.37,0.13,0.5225,0.201,0.133,0.165
F,0.475,0.375,0.125,0.5785,0.2775,0.1296,0.155
I,0.391,0.295,0.096,0.2315,0.105,0.046,0.075
M,0.551,0.435,0.144,0.843,0.328,0.1915,0.2479
M,0.53,0.415,0.137,0.7698,0.316,0.1659,0.2283
M,0.53,0.415,0.144,0.724,0.3105,0.1675,0.1952
F,0.604,0.492,0.16,1.1735,0.4975,0.2405,0.345
F,0.52,0.41,0.155,0.727,0.291,0.1835,0.2283
F,0.5409999999999999,0.434,0.165,0.802,0.2935,0.183,0.28
F,0.52,0.4,0.125,0.6103,0.261,0.1315,0.176
F,0.503,0.39,0.135,0.6335,0.231,0.179,0.2
I,0.48,0.364,0.121,0.3889,0.136,0.098,0.13
M,0.495,0.395,0.125,0.5524,0.2375,0.1345,0.155
M,0.457,0.358,0.105,0.5102,0.172,0.107,0.175
I,0.435,0.32,0.10300000000000001,0.3325,0.1463,0.0635,0.0964
M,0.425,0.35,0.105,0.393,0.13,0.063,0.165
M,0.526,0.41,0.125,0.6876,0.2975,0.146,0.21
F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.1829
I,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22
M,0.48,0.365,0.105,0.402,0.1305,0.0955,0.1301
F,0.5650000000000001,0.44,0.15,0.8825,0.317,0.2041,0.31
M,0.401,0.305,0.085,0.2605,0.1145,0.0595,0.085
I,0.47,0.365,0.127,0.4205,0.163,0.1035,0.1383
I,0.385,0.295,0.101,0.2535,0.103,0.0575,0.085
F,0.533,0.403,0.14,0.766,0.304,0.1725,0.2255
M,0.37,0.279,0.10300000000000001,0.2361,0.09,0.051,0.0834
I,0.363,0.28,0.08,0.1755,0.081,0.0505,0.0506
I,0.27,0.199,0.06,0.073,0.0285,0.0235,0.03
I,0.378,0.275,0.095,0.238,0.0998,0.0545,0.07
I,0.377,0.29,0.085,0.2505,0.112,0.061,0.065
M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54
M,0.71,0.572,0.165,1.959,0.7665,0.3578,0.78
M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41
F,0.44,0.35,0.125,0.2828,0.0929,0.063,0.129
F,0.325,0.26,0.09,0.1915,0.085,0.0322,0.062
I,0.343,0.26,0.095,0.211,0.086,0.056,0.068
I,0.265,0.2,0.065,0.0975,0.0465,0.0178,0.028
F,0.425,0.33,0.12200000000000001,0.3868,0.1428,0.081,0.1355
F,0.305,0.23,0.078,0.1517,0.0675,0.0345,0.048
M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063
I,0.432,0.325,0.11,0.3555,0.151,0.058,0.11170000000000001
I,0.375,0.279,0.095,0.253,0.096,0.0575,0.0814
F,0.569,0.445,0.155,0.826,0.341,0.2055,0.2275
F,0.55,0.45,0.156,0.9048,0.295,0.2186,0.2665
M,0.65,0.52,0.19,1.3445,0.519,0.2872,0.4465
F,0.56,0.455,0.154,0.797,0.2949,0.19,0.2425
M,0.475,0.373,0.13,0.5175,0.2195,0.1165,0.17
F,0.49,0.387,0.125,0.549,0.245,0.1075,0.1753
M,0.46199999999999997,0.35,0.12,0.515,0.224,0.108,0.1469
I,0.313,0.205,0.08,0.225,0.093,0.039,0.0622
I,0.175,0.127,0.055,0.0315,0.0105,0.0065,0.0125
I,0.17,0.13,0.095,0.0195,0.013,0.008,0.01
M,0.59,0.478,0.162,1.053,0.4415,0.262,0.29359999999999997
F,0.605,0.5,0.185,1.1411,0.4974,0.2585,0.335
F,0.635,0.515,0.19,1.3742,0.5065,0.305,0.45
F,0.605,0.485,0.16,1.0565,0.4197,0.2295,0.355
M,0.565,0.446,0.135,0.9885,0.387,0.1495,0.31
M,0.5619999999999999,0.431,0.13,0.722,0.32,0.15309999999999999,0.21
F,0.591,0.46,0.19,1.1106,0.4005,0.2425,0.3694
M,0.645,0.485,0.215,1.5326,0.5252,0.2615,0.635
