cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.47,0.352,0.095,0.5051,0.2245,0.101,0.15
M,0.35,0.265,0.089,0.2255,0.0995,0.0485,0.07
F,0.53,0.41200000000000003,0.134,0.677,0.2565,0.1415,0.21
M,0.44,0.365,0.125,0.516,0.2155,0.10679999999999999,0.155
I,0.33,0.232,0.08,0.1916,0.0895,0.0479,0.0484
I,0.425,0.3,0.095,0.3674,0.141,0.0775,0.12
F,0.53,0.415,0.15,0.7775,0.3092,0.1415,0.2688
F,0.544,0.425,0.125,0.768,0.294,0.1495,0.26
M,0.475,0.37,0.131,0.5095,0.2181,0.1125,0.165
I,0.552,0.44,0.149,0.8945,0.3145,0.151,0.2964
F,0.525,0.38,0.129,0.6065,0.194,0.1335,0.21
M,0.43,0.35,0.11,0.406,0.1675,0.081,0.135
M,0.49,0.38,0.128,0.5415,0.2341,0.095,0.19
F,0.535,0.405,0.145,0.6845,0.2725,0.1519,0.205
F,0.47,0.355,0.122,0.4626,0.1675,0.0805,0.185
M,0.5,0.4,0.13,0.6911,0.258,0.133,0.24
I,0.355,0.27,0.085,0.2905,0.095,0.0395,0.09380000000000001
I,0.44,0.332,0.1,0.4077,0.188,0.087,0.1065
I,0.365,0.27,0.08,0.2555,0.097,0.0479,0.1
I,0.45,0.32,0.096,0.4031,0.1705,0.075,0.1125
M,0.369,0.28,0.097,0.2455,0.0955,0.062,0.075
I,0.38,0.275,0.1,0.2295,0.08,0.055,0.085
M,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27
F,0.55,0.415,0.135,0.7635,0.318,0.18080000000000002,0.2333
F,0.615,0.48,0.157,1.2154,0.513,0.2734,0.3402
F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3
F,0.578,0.45,0.159,0.9955,0.4319,0.22640000000000002,0.285
F,0.59,0.445,0.14,0.931,0.356,0.234,0.28
M,0.605,0.494,0.18,0.9365,0.4092,0.219,0.267
M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2
M,0.58,0.46799999999999997,0.165,0.9975,0.3935,0.242,0.3248
F,0.68,0.549,0.19,1.639,0.6739,0.3563,0.46349999999999997
F,0.665,0.525,0.165,1.4766000000000001,0.5515,0.3575,0.43710000000000004
M,0.68,0.55,0.18,1.798,0.815,0.3925,0.45139999999999997
F,0.705,0.55,0.178,1.7095,0.7091999999999999,0.3704,0.49
M,0.465,0.355,0.105,0.4795,0.2186,0.124,0.125
F,0.54,0.475,0.179,1.217,0.5305,0.3075,0.34
F,0.45,0.355,0.129,0.5225,0.237,0.1165,0.1488
F,0.575,0.459,0.165,0.8939,0.381,0.1874,0.26
M,0.355,0.28200000000000003,0.09,0.3076,0.134,0.0638,0.09
F,0.442,0.352,0.114,0.425,0.1865,0.091,0.115
F,0.55,0.424,0.135,0.8515,0.362,0.196,0.249
I,0.24,0.175,0.045,0.07,0.0315,0.0181,0.02
I,0.323,0.226,0.055,0.042,0.0255,0.015,0.012
I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015
I,0.362,0.277,0.095,0.203,0.0875,0.0387,0.075
M,0.485,0.37,0.139,0.5795,0.2351,0.227,0.14
F,0.46,0.375,0.12,0.4774,0.1775,0.1074,0.1588
I,0.328,0.245,0.079,0.161,0.0826,0.0255,0.045
F,0.554,0.425,0.138,0.8818,0.3545,0.2135,0.245
I,0.52,0.41,0.126,0.6136,0.2804,0.111,0.19
I,0.4,0.299,0.101,0.303,0.1335,0.06,0.1
M,0.485,0.381,0.126,0.5415,0.2595,0.1232,0.15380000000000002
F,0.47,0.36,0.133,0.4775,0.2062,0.1055,0.15
M,0.405,0.31,0.107,0.4001,0.1655,0.0915,0.12090000000000001
F,0.519,0.4,0.14,0.6626,0.2565,0.1365,0.22
I,0.445,0.333,0.12,0.4425,0.192,0.0938,0.135
M,0.47,0.385,0.135,0.5895,0.2557,0.1257,0.17
I,0.245,0.19,0.068,0.082,0.0372,0.016,0.025
F,0.505,0.4,0.125,0.6209,0.246,0.1494,0.186
M,0.45,0.345,0.121,0.4115,0.1633,0.1125,0.135
I,0.505,0.405,0.137,0.625,0.305,0.1333,0.175
F,0.53,0.417,0.13,0.6882,0.275,0.1524,0.2
M,0.425,0.329,0.095,0.3785,0.1705,0.08,0.1052
I,0.52,0.4,0.12,0.58,0.234,0.1315,0.185
M,0.475,0.355,0.12,0.524,0.234,0.1227,0.135
F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32
M,0.595,0.495,0.185,1.285,0.416,0.224,0.485
F,0.506,0.39,0.12,0.5305,0.2135,0.1155,0.17
I,0.31,0.235,0.077,0.151,0.0675,0.0405,0.045
F,0.555,0.425,0.13,0.7665,0.264,0.168,0.275
F,0.4,0.32,0.11,0.378,0.1405,0.0985,0.1
M,0.599,0.475,0.17,1.247,0.48,0.225,0.425
F,0.57,0.48,0.175,1.185,0.474,0.2629,0.38
F,0.605,0.45,0.143,1.098,0.481,0.2499,0.315
M,0.6,0.475,0.148,1.0337,0.4425,0.221,0.28
F,0.589,0.464,0.14,0.944,0.3625,0.189,0.315
M,0.59,0.47,0.15,0.911,0.363,0.194,0.305
I,0.555,0.425,0.15,0.788,0.282,0.1595,0.272
F,0.615,0.475,0.159,1.0704,0.4695,0.2264,0.3079
F,0.546,0.445,0.14,0.9939,0.3845,0.252,0.285
M,0.637,0.51,0.175,1.4983,0.5105,0.192,0.675
F,0.52,0.40800000000000003,0.165,0.9885,0.42819999999999997,0.20809999999999998,0.32
M,0.595,0.47,0.178,1.3175,0.408,0.234,0.4562
M,0.58,0.45,0.14,1.013,0.38,0.216,0.36
F,0.57,0.465,0.18,1.0704,0.339,0.2225,0.44
M,0.601,0.465,0.14,1.195,0.5497,0.205,0.363
M,0.567,0.44,0.16,0.8645,0.3305,0.2071,0.26
F,0.46,0.355,0.128,0.517,0.2205,0.1166,0.165
F,0.575,0.45,0.156,0.9538,0.3135,0.231,0.33
