cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.45499999999999996,0.3625364303588867,0.095,0.514,0.2245,0.101,0.15
I,0.35,0.34126726984977723,0.11938215345144272,0.22549999999999998,0.0995,0.1255482941865921,0.07
I,0.43532934188842776,0.42000000000000004,0.135,0.677,0.2565,0.1415,0.21000000000000002
M,0.44000000000000006,0.365,0.125,0.516,0.21549999999999997,0.11400000000000002,0.155
I,0.48778719902038575,0.255,0.08,0.205,0.0895,0.0395,0.05500000000000001
I,0.425,0.3,0.095,0.3515,0.24275907278060913,0.0775,0.1680735558271408
F,0.53,0.32716439962387084,0.15,0.7775,0.23700000000000002,0.1415,0.16186480820178986
I,0.4081382989883423,0.425,0.125,0.768,0.2261212706565857,0.11823725402355194,0.26
M,0.4692539632320404,0.37,0.12443825602531433,0.5750561594963074,0.2165,0.1125,0.17953169643878936
I,0.55,0.371580970287323,0.15,0.5925442695617675,0.26793627440929413,0.151,0.18376915156841278
F,0.525,0.3349118947982788,0.11896527260541916,0.6065,0.2372251808643341,0.1475,0.21000000000000002
M,0.4569727659225464,0.35389649868011475,0.11000000000000001,0.406,0.1675,0.081,0.1748450815677643
I,0.49000000000000005,0.38,0.11731234639883041,0.5415,0.21749999999999997,0.12118170261383057,0.16360367834568024
F,0.45052197575569153,0.4050000000000001,0.145,0.6845,0.2725,0.171,0.1727183848619461
F,0.4699999999999999,0.372674834728241,0.1,0.4755,0.1675,0.13496976792812349,0.185
M,0.5,0.4,0.1264918863773346,0.5935118079185486,0.2666230797767639,0.133,0.24
I,0.355,0.28,0.11662774235010147,0.2905,0.095,0.12044802904129029,0.16070831418037415
I,0.44000000000000006,0.34,0.11991900354623794,0.45099999999999996,0.24395086169242858,0.087,0.13
I,0.365,0.295,0.08,0.2555,0.097,0.043,0.16234371662139893
I,0.44865462779998777,0.32,0.12052313834428788,0.381,0.2488585352897644,0.075,0.1719062179327011
M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
I,0.38,0.33328003287315366,0.1,0.5155154168605804,0.08,0.049,0.085
F,0.565,0.3751134157180786,0.155,0.9395,0.27022822201251984,0.21400000000000002,0.27
I,0.55,0.4149999999999999,0.135,0.7635,0.318,0.21000000000000002,0.18396073579788208
F,0.615,0.48,0.165,0.5035869419574738,0.23228155970573425,0.301,0.1622645378112793
F,0.56,0.35128483176231384,0.12189771085977555,0.9285,0.3825,0.12972124963998793,0.17364017367362977
I,0.47770826816558837,0.45,0.185,0.582655930519104,0.26434747874736786,0.13363999873399734,0.285
M,0.59,0.445,0.12049710303544998,0.536858057975769,0.356,0.23400000000000004,0.17048001885414124
