"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
NA,0.455,0.365,0.095,NA,0.2245,NA,NA
NA,NA,0.265,0.09,NA,0.0995,NA,NA
"F",NA,NA,0.135,NA,NA,0.1415,NA
NA,NA,0.365,NA,0.516,0.2155,NA,NA
"I",NA,NA,NA,0.205,NA,NA,0.055
NA,NA,0.3,NA,0.3515,0.141,NA,NA
NA,NA,NA,NA,NA,NA,0.1415,NA
"F",NA,NA,NA,0.768,0.294,0.1495,0.26
"M",NA,0.37,NA,0.5095,NA,0.1125,0.165
"F",NA,NA,0.15,NA,0.3145,0.151,NA
NA,NA,0.38,0.14,NA,0.194,0.1475,0.21
NA,NA,NA,0.11,NA,NA,NA,NA
NA,NA,0.38,0.135,0.5415,NA,0.095,NA
"F",0.535,0.405,0.145,NA,0.2725,NA,NA
"F",0.47,NA,0.1,NA,0.1675,0.0805,0.185
NA,NA,NA,0.13,0.6645,NA,NA,NA
"I",0.355,0.28,NA,NA,0.095,0.0395,NA
NA,NA,NA,0.1,0.451,0.188,NA,NA
"M",NA,NA,0.08,NA,0.097,0.043,0.1
NA,NA,0.32,NA,NA,0.1705,NA,NA
NA,0.355,0.28,0.095,0.2455,0.0955,0.062,NA
NA,0.38,NA,0.1,0.2255,0.08,NA,NA
"F",NA,NA,0.155,NA,0.4275,0.214,NA
NA,NA,NA,NA,NA,0.318,NA,NA
"F",NA,0.48,0.165,1.1615,0.513,0.301,NA
"F",0.56,NA,NA,NA,0.3825,NA,0.3
NA,NA,NA,0.185,0.9955,0.3945,0.272,NA
NA,0.59,NA,NA,NA,NA,0.234,0.28
NA,NA,0.475,0.18,0.9365,NA,NA,NA
NA,NA,NA,0.14,NA,0.393,NA,NA
NA,0.58,0.47,NA,NA,NA,0.242,NA
"F",NA,0.56,NA,1.639,0.6055,0.2805,0.46
NA,NA,0.525,0.165,1.338,NA,0.3575,0.35
"F",0.68,0.55,NA,NA,NA,0.3925,NA
"F",NA,0.55,0.2,1.7095,0.633,NA,0.49
NA,NA,NA,0.105,NA,0.227,0.124,0.125
NA,NA,0.475,0.155,1.217,0.5305,0.3075,0.34
"F",NA,NA,0.105,0.5225,0.237,NA,0.145
NA,NA,NA,NA,NA,0.381,0.2035,0.26
"M",NA,NA,0.09,NA,0.134,NA,0.09
NA,NA,0.335,NA,0.425,NA,0.091,0.115
NA,0.55,NA,0.135,0.8515,0.362,NA,NA
"I",0.24,0.175,NA,NA,0.0315,NA,NA
"I",0.205,NA,0.055,NA,NA,NA,NA
"I",NA,0.15,NA,NA,0.0175,0.0125,0.015
"I",NA,0.295,NA,NA,0.0875,NA,NA
"M",0.47,0.37,0.12,NA,NA,NA,0.14
"F",0.46,0.375,NA,NA,NA,0.11,0.15
NA,0.325,NA,0.07,0.161,NA,0.0255,NA
"F",0.525,0.425,NA,0.8355,0.3545,0.2135,NA
NA,NA,NA,NA,NA,0.2385,0.111,0.19
NA,0.4,NA,NA,NA,0.1335,NA,NA
NA,0.485,0.36,NA,0.5415,0.2595,NA,NA
"F",NA,0.36,NA,NA,0.2105,NA,NA
"M",NA,0.31,0.1,NA,0.173,0.0915,0.11
"F",NA,NA,NA,0.6615,0.2565,NA,NA
"M",NA,0.35,0.12,NA,NA,0.0955,NA
"M",NA,NA,0.135,NA,0.2765,NA,0.17
NA,0.245,0.19,0.06,NA,NA,0.014,NA
NA,0.505,0.4,NA,0.583,0.246,NA,0.175
"M",NA,0.345,NA,NA,NA,0.1125,NA
NA,NA,NA,0.11,NA,0.305,0.16,0.175
NA,0.53,0.41,0.13,NA,0.302,0.1935,0.2
"M",0.425,NA,NA,0.3785,NA,0.08,0.1
"M",0.52,NA,0.12,0.58,0.234,0.1315,0.185
"M",0.475,0.355,0.12,0.48,NA,0.1015,NA
NA,0.565,NA,NA,NA,0.354,0.1935,NA
NA,NA,0.495,0.185,1.285,0.416,NA,NA
NA,NA,NA,NA,0.5305,NA,0.1155,NA
