"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,0.365,NA,NA,0.2245,0.101,0.15
NA,NA,0.265,NA,0.2255,0.0995,NA,NA
NA,NA,0.42,0.135,NA,0.2565,NA,0.21
"M",0.44,0.365,NA,0.516,NA,NA,0.155
"I",0.33,0.255,NA,0.205,NA,NA,NA
NA,NA,NA,NA,0.3515,NA,NA,NA
"F",NA,0.415,0.15,NA,0.237,0.1415,0.33
"F",0.545,NA,NA,NA,0.294,0.1495,NA
"M",0.475,NA,NA,NA,NA,NA,NA
"F",0.55,NA,NA,0.8945,NA,0.151,NA
"F",0.525,NA,0.14,NA,NA,NA,NA
NA,0.43,0.35,0.11,NA,0.1675,0.081,0.135
"M",0.49,NA,0.135,NA,0.2175,0.095,NA
NA,0.535,NA,0.145,NA,NA,NA,NA
NA,0.47,0.355,NA,0.4755,0.1675,NA,NA
NA,NA,0.4,0.13,0.6645,NA,0.133,NA
NA,0.355,0.28,0.085,0.2905,NA,0.0395,0.115
NA,NA,NA,NA,0.451,0.188,NA,NA
NA,0.365,0.295,0.08,0.2555,NA,NA,NA
NA,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
"M",NA,0.28,0.095,NA,NA,NA,0.075
NA,NA,NA,0.1,NA,0.08,0.049,0.085
NA,0.565,NA,0.155,0.9395,0.4275,0.214,0.27
NA,NA,NA,0.135,NA,NA,NA,0.2
"F",0.615,NA,NA,NA,NA,NA,NA
NA,NA,0.44,0.14,NA,NA,NA,NA
"F",0.58,NA,NA,NA,NA,NA,NA
NA,NA,0.445,0.14,0.931,0.356,0.234,NA
"M",NA,0.475,0.18,0.9365,0.394,NA,NA
NA,NA,NA,NA,NA,0.393,NA,NA
"M",NA,NA,NA,0.9975,NA,0.242,0.33
NA,0.68,NA,0.165,NA,NA,0.2805,NA
NA,0.665,0.525,0.165,NA,NA,0.3575,NA
NA,NA,NA,NA,NA,NA,NA,0.455
"F",NA,0.55,0.2,1.7095,0.633,0.4115,0.49
NA,0.465,0.355,0.105,0.4795,0.227,0.124,0.125
"F",0.54,NA,NA,1.217,0.5305,0.3075,0.34
NA,0.45,NA,NA,NA,0.237,0.1165,NA
"F",0.575,NA,NA,NA,NA,NA,NA
"M",0.355,0.29,0.09,0.3275,0.134,NA,0.09
NA,NA,0.335,0.105,NA,NA,0.091,0.115
"F",0.55,NA,NA,NA,0.362,NA,NA
"I",NA,0.175,0.045,NA,0.0315,0.0235,0.02
"I",NA,0.15,0.055,0.042,NA,NA,NA
NA,0.21,0.15,NA,0.042,NA,NA,0.015
NA,NA,0.295,NA,NA,0.0875,NA,NA
NA,0.47,0.37,0.12,0.5795,NA,NA,NA
"F",NA,NA,0.12,NA,0.1775,0.11,NA
NA,0.325,NA,0.07,0.161,0.0755,0.0255,0.045
"F",0.525,NA,NA,0.8355,NA,NA,0.245
"I",0.52,NA,0.12,0.595,NA,NA,0.19
NA,NA,NA,NA,NA,0.1335,NA,NA
"M",0.485,NA,NA,0.5415,0.2595,NA,0.16
"F",NA,NA,NA,NA,NA,0.1055,0.15
"M",0.405,0.31,0.1,NA,NA,NA,NA
"F",NA,0.4,NA,0.6615,NA,0.1755,0.22
"M",NA,0.35,NA,NA,0.192,0.0955,NA
"M",0.47,NA,NA,0.5895,0.2765,0.12,0.17
NA,0.245,0.19,0.06,0.086,0.042,NA,NA
"F",0.505,0.4,0.125,0.583,0.246,NA,NA
"M",NA,NA,NA,0.4115,NA,0.1125,0.135
"M",0.505,NA,0.11,0.625,0.305,0.16,NA
NA,0.53,NA,0.13,NA,NA,NA,NA
"M",NA,NA,NA,NA,0.1705,NA,NA
NA,NA,0.4,0.12,0.58,0.234,0.1315,0.185
"M",NA,0.355,NA,0.48,0.234,NA,NA
"F",0.565,0.44,0.16,NA,0.354,NA,NA
NA,NA,NA,NA,1.285,0.416,NA,NA
NA,NA,0.39,NA,0.5305,NA,0.1155,NA
"I",NA,NA,NA,0.151,NA,0.0405,NA
NA,NA,NA,NA,0.7665,NA,NA,NA
"F",NA,0.32,NA,NA,0.1405,0.0985,0.1
"F",NA,NA,NA,1.247,NA,0.225,NA
NA,NA,0.48,NA,NA,NA,0.261,NA
NA,0.605,NA,NA,1.098,NA,NA,0.315
"F",NA,NA,NA,1.0075,0.4425,0.221,0.28
NA,0.595,0.475,0.14,0.944,0.3625,0.189,0.315
NA,NA,0.47,NA,0.922,0.363,0.194,NA
"F",NA,0.425,NA,0.788,0.282,NA,0.285
NA,0.615,0.475,0.17,1.1025,NA,NA,NA
NA,0.575,0.445,NA,NA,NA,NA,NA
"M",0.62,NA,0.175,NA,NA,NA,NA
"F",NA,NA,NA,0.9885,NA,NA,NA
"M",0.595,NA,NA,1.3175,0.408,NA,0.58
NA,0.58,0.45,NA,NA,0.38,0.216,0.36
"F",NA,0.465,0.18,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.4825,0.205,0.4
NA,0.56,NA,0.16,0.8645,NA,NA,0.26
"F",NA,NA,NA,0.517,NA,0.114,NA
"F",0.575,0.45,0.16,NA,NA,NA,NA
NA,0.565,0.425,0.135,NA,NA,NA,0.255
"M",0.555,0.44,0.15,0.755,NA,NA,NA
"M",0.595,NA,NA,NA,0.4015,0.254,0.39
"F",NA,NA,0.165,1.262,0.507,NA,NA
"M",NA,0.56,0.19,NA,NA,NA,NA
"M",NA,0.535,0.195,NA,0.5755,NA,0.48
NA,NA,0.435,NA,0.725,NA,NA,NA
"M",NA,NA,NA,NA,NA,0.132,0.145
"M",0.47,0.37,0.13,0.5225,0.201,NA,NA
"F",NA,NA,NA,0.5785,0.2775,NA,NA
"I",0.36,NA,0.095,NA,0.105,0.046,0.075
NA,0.55,NA,NA,NA,NA,0.1915,0.255
NA,0.53,NA,NA,0.883,NA,0.164,NA
NA,NA,0.415,NA,NA,0.3105,0.1675,0.205
NA,0.605,NA,NA,1.1735,0.4975,0.2405,0.345
NA,NA,0.41,NA,NA,NA,0.1835,NA
NA,0.545,0.43,0.165,0.802,0.2935,NA,NA
NA,NA,NA,0.125,NA,NA,NA,0.22
NA,0.51,NA,NA,0.6335,0.231,NA,0.2
NA,NA,NA,0.105,NA,0.136,NA,NA
NA,0.495,NA,0.125,NA,NA,0.1345,0.155
NA,NA,NA,0.105,0.431,NA,0.107,NA
NA,0.435,0.32,NA,0.3325,NA,NA,0.105
"M",0.425,NA,NA,0.393,NA,NA,0.165
"F",NA,0.41,NA,NA,NA,NA,0.21
