"cat_city","con_area","con_rooms","con_bathroom","con_parking_spaces","cat_floor","cat_animal","cat_furniture","con_hoa","con_rent_amount","con_property_tax","con_fire_insurance"
"São Paulo",70,2,1,1,"7",NA,"furnished",2065,NA,NA,42
"São Paulo",NA,NA,NA,0,NA,"acept",NA,NA,NA,1750,63
"Porto Alegre",NA,1,1,1,NA,NA,"not furnished",1000,2800,0,NA
"Porto Alegre",51,2,1,0,"2","acept","not furnished",270,1112,22,17
"São Paulo",25,1,NA,0,"1","not acept",NA,0,800,25,11
"São Paulo",NA,3,NA,NA,NA,"acept",NA,NA,8000,NA,NA
"Rio de Janeiro",72,NA,1,0,"7","acept","not furnished",740,1900,85,25
NA,213,NA,4,NA,"4",NA,NA,NA,NA,NA,NA
NA,152,2,2,NA,NA,"acept","furnished",NA,15000,250,NA
"Rio de Janeiro",35,1,1,0,"2","acept","furnished",590,2300,35,30
"São Paulo",26,1,1,0,"2","acept","furnished",470,2100,150,27
"Campinas",46,1,1,1,"10","acept","not furnished",NA,580,43,8
"São Paulo",36,1,NA,0,"11","acept","not furnished",359,2100,70,27
"São Paulo",55,1,1,1,NA,"acept","furnished",790,4200,224,54
"São Paulo",100,2,2,2,"24","acept","furnished",NA,4370,17,56
"Campinas",330,4,NA,6,NA,"acept",NA,680,8000,328,121
"São Paulo",110,NA,NA,1,"1",NA,"not furnished",NA,3000,122,39
"Rio de Janeiro",88,NA,NA,1,"9","not acept","furnished",1614,3500,221,16
"Rio de Janeiro",56,NA,NA,0,NA,"acept","not furnished",800,1220,0,16
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,100,NA,NA,NA,"-",NA,NA,NA,NA,118,58
"Belo Horizonte",42,1,1,1,"17","not acept","furnished",470,2690,172,36
"São Paulo",160,3,2,2,NA,"acept","furnished",1530,NA,167,25
"São Paulo",35,NA,1,0,"-","acept","not furnished",0,1100,3,14
"Rio de Janeiro",90,3,2,1,"7","acept","not furnished",800,1800,118,24
"São Paulo",49,1,1,1,"10",NA,"not furnished",480,3500,42,45
NA,41,1,1,1,"5",NA,"furnished",NA,3000,0,39
"Belo Horizonte",64,2,2,1,"11","acept","not furnished",NA,1500,80,20
"Campinas",NA,3,NA,4,"-",NA,NA,0,3180,100,48
"São Paulo",20,1,1,0,"5","acept","furnished",602,1800,130,23
"São Paulo",55,2,2,2,"6","acept",NA,780,1068,142,14
"São Paulo",32,1,1,0,"3","acept","not furnished",515,1700,29,22
"São Paulo",NA,2,2,1,"11","acept","not furnished",1208,2550,216,33
"Rio de Janeiro",45,1,NA,1,"10","acept","furnished",2450,2500,593,33
"São Paulo",350,4,4,3,NA,"acept",NA,2100,4000,500,NA
"Porto Alegre",38,1,1,2,NA,"not acept","not furnished",NA,1750,0,NA
"São Paulo",30,1,1,0,"1","acept","not furnished",460,1600,0,21
"Belo Horizonte",80,3,NA,1,"-",NA,"not furnished",0,11000,425,NA
"São Paulo",NA,2,1,0,"-","not acept",NA,0,1150,59,NA
"Porto Alegre",40,1,1,1,"6","acept","furnished",390,2990,0,NA
NA,NA,NA,NA,NA,NA,"acept",NA,NA,NA,1584,NA
"São Paulo",240,NA,2,3,"-","acept","not furnished",0,3500,NA,53
"Belo Horizonte",200,4,2,NA,NA,NA,"not furnished",850,NA,9,34
"Belo Horizonte",45,1,1,1,"5",NA,"not furnished",500,1631,192,12
"São Paulo",NA,4,5,0,"1",NA,"not furnished",4000,6410,NA,82
NA,40,1,1,1,"10","acept",NA,978,2829,0,33
"Belo Horizonte",100,3,1,0,"13","not acept","not furnished",700,NA,10,17
"Porto Alegre",42,NA,1,2,"2","acept","furnished",190,1770,17,26
"Campinas",250,NA,3,2,"1","acept","not furnished",2200,1700,256,22
"Campinas",48,1,1,1,"2","acept",NA,505,1600,59,21
"Rio de Janeiro",90,3,3,1,"10","acept","not furnished",1250,3800,147,49
"São Paulo",45,1,2,1,NA,"acept","furnished",856,3900,150,50
NA,150,NA,3,NA,"6",NA,"not furnished",NA,4000,700,52
"São Paulo",60,2,1,0,"2","acept","not furnished",200,1445,0,19
"São Paulo",31,1,1,NA,"4","acept","not furnished",370,2350,56,30
NA,NA,NA,NA,NA,"4","not acept",NA,NA,NA,NA,115
"São Paulo",280,3,NA,2,"-",NA,"not furnished",0,NA,113,NA
NA,93,NA,3,2,"9","acept","not furnished",663,NA,NA,70
NA,75,3,2,1,"9","acept","not furnished",340,NA,NA,27
"São Paulo",NA,3,NA,NA,"-","acept",NA,NA,4000,70,61
"São Paulo",41,1,1,1,"6",NA,"furnished",523,4000,131,51
"Rio de Janeiro",65,1,1,1,"8","acept","furnished",2000,5100,250,NA
"São Paulo",70,2,NA,1,"13",NA,"not furnished",761,2150,NA,28
NA,NA,4,5,NA,NA,"acept",NA,4052,9000,NA,NA
"Rio de Janeiro",35,1,NA,NA,"5",NA,"not furnished",306,1521,21,20
"Campinas",NA,NA,NA,NA,"2",NA,NA,2300,NA,417,NA
"São Paulo",61,NA,NA,1,NA,"acept","not furnished",459,NA,0,NA
NA,130,3,2,1,NA,"acept","not furnished",1660,NA,475,22
"Rio de Janeiro",80,NA,NA,1,NA,"acept","not furnished",500,900,90,12
NA,NA,4,4,NA,NA,"not acept",NA,NA,5000,NA,NA
"Belo Horizonte",NA,NA,2,3,NA,NA,"not furnished",450,2422,125,NA
"São Paulo",45,NA,1,0,"-","acept","not furnished",0,1050,NA,16
"São Paulo",108,NA,NA,2,NA,"acept","not furnished",NA,5600,435,NA
"Belo Horizonte",128,1,1,0,"4","acept","furnished",418,2100,182,28
"Rio de Janeiro",60,NA,1,0,"10","not acept","not furnished",450,1800,48,NA
"São Paulo",NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,125
"Porto Alegre",47,1,NA,1,NA,"not acept","furnished",400,2200,0,NA
"Belo Horizonte",NA,4,3,NA,NA,NA,"not furnished",744,2700,296,NA
NA,45,1,NA,0,"1","not acept","not furnished",300,1240,0,16
"São Paulo",NA,1,1,1,"15","acept",NA,686,3500,123,45
NA,NA,NA,4,NA,"1",NA,NA,1840,NA,550,NA
NA,70,3,1,1,"1","acept","not furnished",700,1020,200,13
"Porto Alegre",100,4,3,1,"8",NA,"not furnished",600,NA,159,33
"São Paulo",64,2,2,2,"4","acept","furnished",1300,4500,440,58
NA,68,2,1,1,"3","acept","not furnished",320,NA,27,16
NA,75,2,2,2,"14",NA,NA,NA,NA,264,NA
NA,NA,NA,NA,NA,NA,"acept",NA,NA,NA,NA,NA
