con_CreditScore,cat_Geography,cat_Gender,con_Age,con_Tenure,con_Balance,con_NumOfProducts,cat_HasCrCard,cat_IsActiveMember,con_EstimatedSalary,cat_Exited
271.16990356445314,France,Female,42.0,2.0,0.0,1.0,1.0,1.0,101348.88,1.0
608.0,Spain,Female,41.0,-33.809346771240236,83807.86,1.0,0.0,1.0,112542.58,0.0
544.1932861328125,Germany,Female,18.26738730072975,-14.157321357727051,159660.8,-39.15983505249024,1.0,1.0,113931.57000000002,0.0
699.0,France,Female,39.0,1.0,0.0,2.0,0.0,0.0,93826.63,0.0
850.0,Spain,Female,71.34295082092285,2.0,125510.82000000002,1.0,1.0,1.0,96594.0453125,0.0
55.495955276489255,Spain,Male,44.0,-0.21608713269233704,2653.4667114257813,2.0,1.0,0.0,6980.568701171875,0.0
822.0,Spain,Male,50.0,-2.614514923095703,0.0,2.0,1.0,1.0,10062.8,0.0
376.0,Germany,Female,43.740932083129884,4.0,115046.74000000002,4.0,1.0,0.0,119346.88,1.0
501.0,France,Male,44.0,4.0,19659.204296875,2.0,0.0,1.0,74940.5,0.0
684.0,Spain,Male,27.0,2.0,134603.88,1.0,1.0,1.0,93980.6234375,0.0
528.0,France,Male,31.0,6.0,102016.72,2.0,0.0,0.0,80181.12,0.0
497.0,Spain,Male,24.0,3.0,0.0,-3.0555519580841066,1.0,1.0,76390.01,0.0
476.0,France,Female,34.0,10.0,0.0,2.0,1.0,0.0,26260.98,1.0
549.0,France,Female,25.0,5.0,0.0,-18.890661191940307,0.0,0.0,190857.79,0.0
259.20892639160155,Spain,Male,35.0,7.0,0.0,-9.311015510559082,1.0,1.0,65951.65,0.0
616.0,Germany,Male,45.0,17.456775379180907,143129.41,-26.054282569885252,0.0,1.0,64327.259999999995,0.0
653.0,Germany,Male,58.0,-54.994687396287915,132602.88,1.0,1.0,0.0,5097.67,0.0
549.0,France,Female,24.0,-9.922852253913879,0.0,2.0,1.0,1.0,14406.41,0.0
572.2134780883789,Spain,Male,45.0,6.0,0.0,1.0,1.0,0.0,158684.81,0.0
110.97551956176758,France,Female,24.0,6.0,5664.718310546875,2.0,1.0,0.0,54724.030000000006,0.0
500.84659881591796,Spain,Male,41.0,8.0,0.0,9.879771876335145,1.0,0.0,170886.17,0.0
636.0,Spain,Female,32.0,8.0,0.0,2.0,1.0,0.0,138555.46,0.0
510.0,Spain,Female,38.0,4.0,12219.01494140625,1.0,1.0,0.0,36243.01279296875,1.0
669.0,France,Male,22.633853149414062,3.0,0.0,2.0,1.0,1.0,8487.75,0.0
846.0,France,Male,38.31284923553467,5.0,0.0,1.0,1.0,1.0,51489.65395507812,0.0
334.9300178527832,France,Male,25.0,3.0,0.0,2.0,0.0,1.0,124508.29,0.0
723.6544555664062,Germany,Male,132.72968673706055,2.0,46058.95234375,-29.83474941253662,1.0,1.0,170041.95,0.0
571.0,France,Male,44.0,-9.825916028022766,0.0,2.0,0.0,0.0,38433.35,0.0
351.26782913208007,Germany,Female,43.0,3.0,141349.43,-34.812125253677365,1.0,1.0,100187.43,0.0
411.0,France,Male,29.0,0.0,59697.17,2.0,1.0,0.0,53483.21,0.0
591.0,Spain,Male,39.0,3.0,34451.972265625,3.0,1.0,0.0,140469.38,1.0
533.0,France,Male,36.0,-6.466398811340332,85311.7,2.1762093126773836,0.0,1.0,156731.91,0.0
553.0,Germany,Male,43.591531944274905,9.0,110112.54,-21.647588789463043,1.0,1.0,81898.81,0.0
520.0,Spain,Female,42.0,6.0,12308.32216796875,2.0,1.0,1.0,34410.55,0.0
722.0,Spain,Female,29.0,-4.632452082633972,18150.46943359375,2.0,1.0,1.0,52895.21025390625,0.0
475.0,France,Female,45.0,0.0,134264.04,1.0,1.0,1.0,27822.99,0.0
490.0,Spain,Male,31.0,3.0,145260.23,1.0,0.0,1.0,114066.76999999999,0.0
266.7307556152344,Spain,Male,13.635986137390137,7.0,76548.6,-16.193604755401612,0.0,1.0,61810.75078125,0.0
850.0,France,Male,36.0,7.0,15249.9546875,1.0,1.0,1.0,40812.9,0.0
167.19973754882812,Germany,Male,27.706705605983736,-4.944243645668029,70349.48,1.611562716960907,1.0,1.0,32347.08408203125,0.0
472.0,Spain,Male,40.0,4.0,11281.877258300781,1.0,1.0,0.0,70154.22,0.0
465.0,France,Female,51.0,-5.4722758531570435,122522.32000000002,1.0,0.0,0.0,66507.62890625,1.0
556.0,France,Female,48.07475881576538,-46.87024917602539,117419.35,1.0,1.0,1.0,94153.83,0.0
834.0,France,Female,49.0,2.0,131394.56,1.0,0.0,0.0,194365.76,1.0
300.12341766357423,Spain,Female,25.971381378173827,5.0,155931.11,-34.66062480211258,1.0,1.0,72044.62700195312,0.0
262.05399322509766,Germany,Male,28.821727561950684,4.0,109421.13,2.0,1.0,1.0,52236.2298828125,0.0
829.0,France,Female,75.0628158569336,9.0,112045.67,-0.46637678146362305,1.0,1.0,119708.21,0.0
