cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15
I,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.09931863844394684
F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21
M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155
I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
I,0.425,0.3011617064476013,0.095,0.3515,0.141,0.0775,0.10649184882640839
F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33
F,0.545,0.425,0.125,0.7909411787986755,0.294,0.1495,0.26
M,0.475,0.37,0.125,0.5095,0.2165,0.12143682688474655,0.165
F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32
F,0.525,0.38,0.14,0.6065,0.194,0.15730494260787964,0.21
M,0.43,0.34325912594795227,0.11,0.406,0.1675,0.081,0.135
M,0.47788378596305847,0.3749893307685852,0.135,0.5415,0.2175,0.095,0.19
F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205
I,0.47,0.329485148191452,0.1,0.4755,0.1675,0.0805,0.185
M,0.5,0.4,0.13,0.6645,0.23642981052398682,0.12522725760936737,0.24
I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115
F,0.44,0.34,0.1,0.451,0.188,0.11058009415864944,0.13
I,0.45123472809791565,0.3430776596069336,0.08,0.2555,0.2430780678987503,0.11036653071641922,0.13125795125961304
M,0.45,0.32,0.1,0.381,0.1705,0.10097844898700714,0.1364695131778717
M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085
F,0.6382746696472168,0.44,0.155,0.9395,0.4275,0.214,0.27
F,0.55,0.415,0.135,0.8929998874664307,0.318,0.21,0.2
F,0.615,0.5025869011878967,0.165,1.1615,0.513,0.301,0.305
F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3
F,0.58,0.45,0.16942313313484192,0.9955,0.3945,0.272,0.285
M,0.59,0.445,0.14,0.931,0.356,0.234,0.28
M,0.605,0.475,0.18,0.9365,0.394,0.219,0.29491859674453735
M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2
M,0.58,0.49629175662994385,0.165,0.9975,0.3935,0.26203781366348267,0.33
F,0.68,0.4948219954967499,0.165,1.639,0.6055,0.2805,0.3570297658443451
F,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35
F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455
F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49
M,0.465,0.355,0.105,0.4795,0.227,0.124,0.13863450288772583
F,0.54,0.475,0.155,1.217,0.5628181099891663,0.3075,0.34
F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
F,0.575,0.445,0.135,0.883,0.4729280173778534,0.2035,0.26
M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09
F,0.45,0.335,0.105,0.5011042952537537,0.1865,0.091,0.115
F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27
I,0.24,0.29522329568862915,0.045,0.31434908509254456,0.0315,0.0235,0.02
I,0.205,0.15,0.055,0.042,0.0255,0.06329859793186188,0.012
I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.08294884860515594
I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075
M,0.47,0.37220269441604614,0.12,0.5775619149208069,0.293,0.227,0.14
F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15
I,0.3835813105106354,0.245,0.07,0.161,0.0755,0.0255,0.08817940950393677
F,0.525,0.425,0.16,1.1398425102233887,0.3545,0.2135,0.245
I,0.52,0.3617173731327057,0.12,0.595,0.2385,0.111,0.19
M,0.4361169636249542,0.32,0.095,0.303,0.1335,0.06,0.1
M,0.485,0.36,0.12283497303724289,0.5415,0.2595,0.096,0.16
F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
M,0.405,0.31,0.1,0.385,0.173,0.0915,0.11
F,0.5,0.4,0.14,0.672366201877594,0.2565,0.1755,0.22
M,0.445,0.35296788811683655,0.12,0.4425,0.22051110863685608,0.0955,0.135
M,0.484306275844574,0.385,0.135,0.5895,0.2765,0.13621670007705688,0.19417697191238403
I,0.245,0.19,0.0917544737458229,0.086,0.042,0.014,0.025
F,0.505,0.4,0.125,0.583,0.246,0.13,0.175
M,0.45,0.3426511883735657,0.105,0.4115,0.18,0.1125,0.135
M,0.505,0.405,0.11,0.625,0.2725070118904114,0.16,0.175
F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2
M,0.425,0.3387913405895233,0.095,0.3785,0.1705,0.08,0.1
I,0.52,0.4,0.12,0.58,0.27626240253448486,0.1315,0.185
M,0.475,0.355,0.12386023253202438,0.48,0.234,0.1015,0.135
F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32
F,0.595,0.495,0.185,1.285,0.416,0.224,0.485
F,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17
I,0.31,0.235,0.07,0.151,0.1310589760541916,0.07030836492776871,0.045
M,0.555,0.425,0.13,0.7665,0.264,0.17486102879047394,0.275
F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1
F,0.595,0.4959906041622162,0.17,1.247,0.48,0.225,0.425
M,0.57,0.48,0.175,1.185,0.474,0.261,0.38
F,0.605,0.48362401127815247,0.195,1.098,0.481,0.26630333065986633,0.315
F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28
M,0.595,0.475,0.16147355735301971,0.944,0.3625,0.189,0.315
F,0.6,0.47,0.15,1.0960990190505981,0.363,0.194,0.305
F,0.555,0.425,0.14,0.9239525198936462,0.282,0.1595,0.285
F,0.615,0.47705942392349243,0.17,1.2488404512405396,0.5216296315193176,0.2355,0.345
F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285
M,0.62,0.51,0.175,1.615,0.5105,0.192,0.675
F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32
M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58
M,0.58,0.45,0.1744229793548584,1.013,0.38,0.2665379047393799,0.36
F,0.57,0.465,0.18,1.295,0.339,0.2225,0.44
M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4
M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26
F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165
F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33
M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255
