"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"I",0.455,0.35645,0.119141666666667,0.495526928571429,0.2245,0.101,0.15
"M",0.355483333333333,0.265,0.0877375000000002,0.2255,0.0995,0.0521725,0.0670975
"I",0.53,0.42,0.135,0.6894725,0.283804166666666,0.1415,0.21
"I",0.4794125,0.365,0.119275,0.516,0.2155,0.1043075,0.1421725
"I",0.351075,0.264700000000001,0.0841875,0.19610625,0.0895,0.042145,0.055
"I",0.425,0.3,0.100545,0.3515,0.141,0.0671641666666666,0.0968595833333333
"F",0.526595,0.415,0.15,0.7775,0.237,0.1415,0.33
"F",0.527785,0.416825,0.125,0.7436715,0.294,0.16279625,0.26
"M",0.476739999999999,0.370475,0.125,0.5095,0.2165,0.1125,0.165
"F",0.54435,0.44,0.16925,0.854285000000001,0.3145,0.151,0.32
"F",0.525,0.4087,0.136236666666667,0.694045,0.29767,0.1475,0.21
"I",0.43,0.326112500000001,0.11,0.406,0.1820325,0.083165,0.111615
"F",0.487779166666666,0.38,0.1436,0.5841625,0.2217375,0.124373,0.18859
"F",0.5170875,0.405,0.122916666666667,0.667139166666666,0.2725,0.159225833333333,0.205
"I",0.472383333333332,0.3607375,0.11215,0.4755,0.20327,0.09617875,0.14363
"M",0.503333333333333,0.387225,0.13,0.5966275,0.2592825,0.133,0.16984
"I",0.355,0.28,0.100316666666667,0.2905,0.095,0.0395,0.115
"F",0.450075,0.346782142857143,0.114125,0.451,0.188,0.087,0.13
"I",0.365,0.295,0.10045,0.2651025,0.112505833333333,0.043,0.1
"M",0.429537500000001,0.323598333333334,0.115,0.381,0.1705,0.0838670833333333,0.11102375
"I",0.355,0.28,0.099825,0.2455,0.0955,0.0498575,0.0806425000000002
"I",0.38,0.28795,0.1,0.25276625,0.106637604166667,0.049,0.085
"F",0.565,0.44,0.155,0.931294999999999,0.4062,0.214,0.27
"I",0.55,0.415,0.137225,0.7635,0.318,0.157655,0.2
"F",0.606483333333333,0.48,0.18575,1.1615,0.4335675,0.240605,0.3977675
"F",0.561675,0.44,0.158475,0.9285,0.352178333333333,0.1941325,0.3
"F",0.58,0.45,0.158375,1.08491525,0.48102625,0.272,0.285
"M",0.59,0.445,0.14,0.9470575,0.356,0.234,0.2796225
"F",0.605,0.4771,0.18,1.1059975,0.417879999999999,0.2161925,0.35288
"M",0.592775,0.46085,0.14,0.9882475,0.449270000000001,0.227,0.26329
"F",0.58,0.458425,0.165,0.9975,0.3935,0.224911458333333,0.297864829545454
"F",0.67624375,0.56,0.165,1.639,0.6055,0.2805,0.45487
"F",0.653731250000001,0.525,0.165,1.3115325,0.5844175,0.27204625,0.378311964285714
"M",0.708949999999999,0.559975,0.1866,1.74212,0.815,0.3925,0.46599
"F",0.705,0.55,0.1912,1.7095,0.633,0.359665833333333,0.488395
"M",0.465,0.35975,0.132816666666667,0.4795,0.1831225,0.111832321428572,0.15898
"F",0.54,0.434165,0.155,1.0984775,0.473385,0.3075,0.293545625
"F",0.465499999999999,0.355,0.105,0.465084166666667,0.1989475,0.1165,0.1439425
"M",0.5659625,0.445699999999999,0.1570625,0.883,0.38938,0.2035,0.2407275
"M",0.39465,0.29,0.10565,0.33108875,0.1559775,0.086,0.09
"I",0.45,0.335,0.105,0.4218775,0.1865,0.091,0.115
"F",0.55,0.435216666666666,0.14745,0.8515,0.362,0.17965,0.260338333333334
"I",0.24,0.175,0.045,0.07,0.0307410416666667,0.0235,0.02
"I",0.205,0.15,0.055,0.04945,0.0202758333333334,0.015,0.0149766666666667
"I",0.210936666666666,0.14998125,0.053025,0.042,0.01889875,0.01061,0.015
"I",0.39,0.295,0.095,0.203,0.0875,0.048835,0.073165
"M",0.481125,0.37,0.120625,0.5795,0.293,0.1160825,0.14
"F",0.464175,0.375,0.120225,0.4605,0.2039225,0.11,0.15
"I",0.325,0.245,0.07615,0.161,0.0649441666666666,0.0255,0.0469404166666667
"M",0.525,0.425,0.16,0.8355,0.3545,0.2135,0.250715
"I",0.5202625,0.41,0.12,0.595,0.2400735,0.139115833333333,0.19
"I",0.4,0.303808333333333,0.0962583333333333,0.303,0.1335,0.06,0.09109875
"M",0.485,0.37695,0.13,0.542544999999999,0.2189625,0.096,0.1668225
"F",0.470883333333333,0.36,0.12,0.4841725,0.2105,0.10697375,0.15212
"M",0.405,0.31,0.1,0.31351625,0.133155,0.06419375,0.0937537500000001
"F",0.509866666666667,0.4,0.13385,0.642776249999999,0.2565,0.145245,0.2036475
"I",0.453475,0.35,0.12,0.463240000000001,0.2044905,0.0955,0.131565
"M",0.47,0.372775,0.135,0.5895,0.2187325,0.12,0.17
"I",0.245,0.19,0.0620616071428571,0.086,0.042,0.0224979166666667,0.025
"M",0.505,0.4,0.125,0.583,0.246,0.1324375,0.177953333333334
"I",0.45,0.351045833333333,0.11965,0.464887500000001,0.20228375,0.0962443750000001,0.135
"M",0.520775,0.405,0.11,0.6843975,0.2901275,0.16,0.1915725
"F",0.53,0.409525,0.13,0.6965,0.302,0.1935,0.202105416666667
"I",0.423318750000001,0.325,0.10615,0.3785,0.169761041666667,0.08,0.1
"M",0.5106,0.4,0.12,0.58,0.243141,0.136905,0.185
"M",0.475,0.355,0.1156625,0.469835416666668,0.202849166666667,0.1015,0.135
"F",0.565,0.44755,0.162875,0.898070833333333,0.354,0.1935,0.27413
"F",0.595,0.47575,0.185,1.0672475,0.371517499999999,0.2149175,0.375384999999999
"F",0.475,0.371825,0.12,0.5305,0.219324375,0.1155,0.17
"I",0.31,0.235,0.0810999999999999,0.14715875,0.05809375,0.032405,0.045
"M",0.529475,0.425,0.14565,0.7665,0.264,0.164520875,0.2701025
"F",0.41755,0.32,0.11,0.353,0.159821666666667,0.0985,0.1
"F",0.611462499999999,0.475,0.17,1.186935,0.48,0.225,0.425
"F",0.6087375,0.48,0.1736,1.185,0.474,0.24876,0.3652425
"F",0.5827125,0.45,0.1525,0.986860833333332,0.4409725,0.23061,0.26446
"M",0.6,0.475,0.154425,1.0921325,0.514905,0.240953916666667,0.28
"M",0.595,0.475,0.14,0.944,0.41563,0.1993,0.2680675
"F",0.6,0.474837499999999,0.163225,1.0243775,0.43486,0.194,0.305
"M",0.555,0.425,0.14,0.788,0.282,0.1595,0.285
"F",0.61995,0.48685,0.1679,1.1025,0.4695,0.22323,0.345
"F",0.5739875,0.445,0.14,0.973745,0.3845,0.252,0.276001875
"M",0.62,0.51,0.175,1.5533775,0.61159,0.3186075,0.675
"F",0.52,0.425,0.165,0.851895000000001,0.396,0.204219166666667,0.2388
"F",0.605125,0.475,0.1879875,1.1746335,0.4286575,0.234,0.58
"M",0.58,0.450816666666667,0.146783333333333,0.9710575,0.4334025,0.2229675,0.26547
"F",0.6029625,0.476325,0.18,1.295,0.339,0.2225,0.41305
"M",0.594549999999999,0.465,0.1457,0.986940000000001,0.453197500000001,0.2167325,0.2628975
"M",0.56,0.44,0.16,0.936588125000002,0.361973333333333,0.2075,0.2940825
"M",0.467899999999999,0.355,0.13,0.4770825,0.185056666666666,0.114,0.1521575
"F",0.575,0.45,0.163025,0.9775,0.3135,0.231,0.31041
"M",0.565,0.441374999999999,0.135,0.8115,0.353383333333334,0.1675,0.255
"M",0.555,0.432275,0.1475,0.755,0.307,0.1525,0.26
"F",0.596025,0.465,0.175,1.115,0.3981725,0.221295,0.39
"F",0.625,0.495,0.165,1.268405,0.5932675,0.282587142857143,0.339244166666667
"M",0.653000000000001,0.520458333333334,0.19,1.494,0.588,0.3425,0.485
"M",0.673900000000001,0.535,0.195,1.6382175,0.693805833333334,0.388,0.4469475
"M",0.535,0.435,0.15,0.705476666666667,0.2812575,0.1385,0.25
"M",0.484025,0.375,0.127225,0.523,0.214,0.116155,0.1646525
"M",0.502658333333334,0.3854,0.129325,0.6301275,0.281375,0.133,0.165
"F",0.475,0.375,0.125,0.553767500000001,0.220723125,0.12783625,0.167866666666667
"I",0.36,0.277275,0.095,0.2315,0.0949412499999999,0.046,0.075
"M",0.544,0.427775000000001,0.14555,0.808032500000001,0.328,0.1915,0.2481625
"F",0.53,0.43215,0.16,0.883,0.316,0.164,0.2748525
"M",0.53,0.41635,0.13485,0.728162500000001,0.3031325,0.1675,0.21349875
"M",0.6271375,0.494975,0.16,1.202495,0.5488225,0.2598475,0.345
"F",0.52,0.41,0.155,0.727,0.289273750000001,0.1835,0.235
"M",0.545,0.43,0.165,0.8520125,0.3422425,0.1888325,0.28
"F",0.516825,0.4,0.125,0.6675,0.28244,0.1315,0.22
"I",0.518150000000001,0.406399999999999,0.135,0.6335,0.259259166666667,0.139760833333333,0.2
"F",0.433016666666667,0.395,0.12685,0.437965833333334,0.136,0.0999125,0.13
"I",0.495,0.395,0.12915,0.5415,0.2375,0.1345,0.169255833333334
"M",0.465,0.359475,0.105,0.431,0.172,0.0965624999999999,0.175
"I",0.4039,0.305375,0.0999500000000001,0.3325,0.1505175,0.0635,0.0876212499999999
"M",0.425,0.35,0.1122,0.365938333333334,0.13,0.08103375,0.12498125
"F",0.545,0.41,0.125,0.6964225,0.2975,0.1582775,0.209799166666667
"I",0.53,0.415,0.127475,0.611784,0.233,0.13536,0.18
"F",0.49,0.38725,0.135,0.634813749999999,0.2252875,0.13323675,0.22
"M",0.44,0.34,0.105,0.408656458333333,0.1305,0.0955,0.165
"M",0.56,0.4374,0.15,0.8825,0.3465,0.19226375,0.31
"I",0.405,0.301983333333333,0.085,0.2605,0.114615,0.0595,0.083469375
"F",0.472608333333333,0.365,0.105,0.51079125,0.2431525,0.108815,0.14
"I",0.385,0.295149999999999,0.0956749999999999,0.2535,0.103,0.0575,0.0792
"F",0.515,0.409775,0.14,0.766,0.280488333333334,0.1725,0.255
"M",0.37,0.265,0.075,0.214,0.09,0.04906,0.065635
"I",0.337000000000001,0.25265,0.08,0.1755,0.0744083333333332,0.0505,0.0563091666666667
"I",0.26408125,0.195,0.0677166666666666,0.073,0.0287333333333334,0.0178191666666666,0.03
"I",0.36735,0.275,0.086975,0.238,0.1075,0.0505233333333333,0.0675933333333333
"I",0.385,0.291687499999999,0.085,0.2505,0.112,0.0513138333333333,0.0712674702380953
"F",0.7,0.540608333333333,0.16,1.58438,0.771919166666666,0.3591725,0.37166
"F",0.71,0.54,0.1939,1.959,0.7665,0.261,0.501845
"M",0.60725,0.48,0.163725,1.16645125,0.4835,0.283,0.324005
"I",0.44385,0.344375,0.125,0.4035,0.170640833333333,0.0785941666666667,0.129
"F",0.348525,0.26,0.09,0.191960166666667,0.085,0.036,0.0581524999999999
"M",0.35,0.26,0.095,0.211,0.0771600000000001,0.056,0.0711375000000001
"I",0.265,0.203772916666666,0.065,0.0975,0.041068125,0.0214275,0.0302320961538462
"I",0.440425,0.338425000000001,0.115,0.406,0.1729825,0.081,0.1196325
"I",0.305,0.23,0.0796749999999999,0.14299375,0.0572575,0.0325625,0.048
"I",0.336883333333334,0.255,0.0852,0.200763166666666,0.094,0.045975,0.063
"I",0.42545,0.325,0.1045,0.347965,0.151,0.063,0.117
"I",0.375,0.285199999999999,0.095,0.253,0.096,0.0534775,0.0763825
"F",0.563899999999999,0.445,0.155,0.864853666666667,0.341,0.2055,0.2475
"F",0.5364125,0.424025000000001,0.1552,0.750695,0.28272,0.1435,0.2665
"M",0.644025000000001,0.52,0.19,1.3445,0.534720000000001,0.292415,0.439941666666666
"F",0.573974999999999,0.455,0.155,0.9094625,0.39265125,0.19,0.26414125
"M",0.475,0.368125,0.126975,0.5175,0.2075,0.1174625,0.17
"I",0.49,0.38,0.132275,0.555308333333333,0.2256725,0.1075,0.174
"M",0.45760375,0.35,0.12,0.495828125,0.224,0.10663375,0.1356375
"I",0.301625,0.205,0.08,0.127,0.0549092857142858,0.039,0.042
"I",0.175,0.13,0.055,0.0309788333333333,0.01236,0.0065,0.0125
"I",0.1934625,0.1408,0.0461374999999999,0.03,0.01233,0.008,0.01
"F",0.599924999999999,0.4712625,0.165225,1.053,0.4415,0.262,0.325
"F",0.605,0.464674999999999,0.1452,0.98131875,0.44253,0.21239,0.2723875
"F",0.647808333333334,0.515,0.182971428571429,1.3715,0.5501975,0.305,0.45
"I",0.595404166666666,0.485,0.16,1.0194,0.37,0.2159675,0.355
"I",0.561325000000001,0.4379,0.135,0.812110000000001,0.387,0.1495,0.238800625
"F",0.515,0.405,0.13,0.6849215,0.2915275,0.151873333333333,0.21
"M",0.575,0.4536,0.19,1.17921,0.511515,0.272805,0.34
"M",0.645,0.519075000000001,0.17405,1.3160625,0.520677500000001,0.2615,0.4161575
"M",0.577,0.455,0.15295,0.943164916666667,0.374,0.2135,0.285
"F",0.575,0.4507875,0.165,0.868306071428571,0.2985,0.194985,0.26491
"F",0.594025,0.4742,0.165,1.056,0.4215,0.2475,0.312855954545455
"F",0.62385,0.485,0.16,1.222,0.5702875,0.265833749999999,0.3199525
"M",0.61,0.482175,0.1663,1.2445,0.544,0.2854075,0.324943125
"F",0.725,0.56,0.21,1.841685,0.65,0.381335,0.5643575
"F",0.6907375,0.545,0.200475,1.7370425,0.6833775,0.337655,0.815
"M",0.725,0.58125,0.218975,2.2040275,1.0181225,0.483,0.725
"M",0.725,0.575,0.2207,2.124,1.015422,0.486557499999999,0.58801
"F",0.706433333333332,0.5642875,0.193675,1.8012375,0.795070833333333,0.408,0.4948375
"M",0.705,0.571275,0.233975,1.981,0.821265000000001,0.4415175,0.76
"F",0.65595,0.526125000000001,0.1938,1.558785,0.5125,0.3265975,0.62
"F",0.695,0.55,0.1898,1.6235925,0.7125,0.341775,0.443686250000001
"M",0.535325,0.4224,0.14255,0.775,0.308,0.169,0.255
"M",0.609808333333332,0.474483333333333,0.155704166666667,1.07559,0.4928375,0.233,0.285
"F",0.542374999999999,0.422550000000001,0.14925,0.801427500000001,0.32,0.182925,0.240055833333333
"I",0.235,0.16,0.04,0.0514175,0.02129375,0.01284,0.015
