"cat_city","con_area","con_rooms","con_bathroom","con_parking_spaces","cat_floor","cat_animal","cat_furniture","con_hoa","con_rent_amount","con_property_tax","con_fire_insurance"
"São Paulo",70,2,1,1,NA,NA,NA,2065,NA,NA,42
"São Paulo",320,NA,4,NA,"20",NA,"not furnished",1200,4960,1750,NA
NA,NA,1,1,1,"6",NA,"not furnished",1000,2800,0,41
"Porto Alegre",NA,2,1,0,"2",NA,NA,270,NA,22,17
NA,NA,NA,1,0,"1",NA,NA,0,800,NA,NA
NA,376,NA,3,7,"-","acept","not furnished",0,8000,834,121
NA,72,NA,1,0,NA,"acept",NA,740,1900,85,25
NA,213,4,4,4,NA,"acept","not furnished",NA,NA,1735,41
NA,152,2,NA,NA,"3",NA,NA,1000,15000,250,191
NA,35,1,1,NA,"2",NA,NA,590,2300,35,30
NA,26,1,1,NA,"2",NA,"furnished",470,2100,150,NA
NA,46,1,1,1,"10","acept","not furnished",NA,580,43,8
"São Paulo",36,NA,NA,0,NA,"acept",NA,NA,2100,70,27
"São Paulo",NA,1,1,NA,"2",NA,"furnished",790,4200,224,54
NA,NA,2,NA,NA,"24","acept","furnished",900,NA,17,56
"Campinas",330,4,6,6,"-","acept","furnished",680,8000,328,121
NA,NA,2,NA,1,NA,"acept","not furnished",700,NA,122,39
"Rio de Janeiro",88,2,NA,1,"9","not acept","furnished",1614,NA,221,16
"Rio de Janeiro",56,2,1,0,"8","acept","not furnished",800,1220,0,NA
"São Paulo",600,4,5,6,"-","acept","not furnished",0,12000,9500,181
NA,NA,NA,4,0,"-",NA,NA,NA,3800,118,NA
"Belo Horizonte",NA,1,1,NA,NA,"not acept",NA,470,2690,172,36
"São Paulo",160,3,NA,2,"18","acept",NA,1530,1900,NA,NA
NA,35,NA,1,NA,"-","acept",NA,NA,1100,3,NA
"Rio de Janeiro",90,3,2,NA,"7",NA,NA,800,NA,NA,24
"São Paulo",49,1,1,1,"10",NA,"not furnished",NA,3500,42,45
"São Paulo",NA,1,1,NA,NA,"not acept","furnished",NA,3000,0,39
"Belo Horizonte",64,2,2,1,NA,NA,"not furnished",NA,1500,NA,20
"Campinas",208,3,NA,4,"-","acept","not furnished",NA,NA,100,48
"São Paulo",20,1,NA,0,"5",NA,"furnished",602,1800,NA,NA
"São Paulo",55,2,NA,NA,"6","acept","not furnished",780,1068,142,14
"São Paulo",NA,1,1,0,"3",NA,NA,NA,1700,NA,NA
"São Paulo",80,NA,2,1,NA,"acept",NA,1208,2550,216,33
NA,45,NA,1,1,"10","acept","furnished",NA,2500,593,NA
"São Paulo",NA,4,NA,3,"8","acept",NA,NA,NA,500,NA
NA,38,1,1,2,NA,"not acept","not furnished",NA,1750,0,26
"São Paulo",30,NA,1,0,"1",NA,"not furnished",460,1600,NA,NA
"Belo Horizonte",NA,3,2,NA,"-",NA,"not furnished",NA,11000,425,NA
NA,NA,2,NA,0,"-","not acept","not furnished",0,1150,59,18
"Porto Alegre",40,NA,NA,1,"6","acept","furnished",390,NA,0,44
"São Paulo",NA,4,NA,4,"20","acept","not furnished",3700,12000,1584,NA
"São Paulo",240,3,NA,3,"-",NA,"not furnished",0,3500,292,53
NA,200,4,2,1,"7",NA,"not furnished",850,2550,9,34
"Belo Horizonte",45,1,1,1,"5","acept","not furnished",500,1631,192,12
"São Paulo",360,NA,5,NA,NA,"acept","not furnished",NA,6410,NA,NA
"São Paulo",NA,1,NA,NA,"10","acept","furnished",978,2829,NA,33
"Belo Horizonte",100,3,1,0,NA,"not acept",NA,700,1220,10,NA
"Porto Alegre",42,1,NA,NA,"2","acept","furnished",190,NA,17,NA
"Campinas",250,3,3,2,"1","acept",NA,NA,NA,256,22
"Campinas",48,1,NA,NA,"2","acept","furnished",505,NA,59,NA
"Rio de Janeiro",90,3,3,NA,"10","acept","not furnished",1250,3800,NA,49
