"cat_city","con_area","con_rooms","con_bathroom","con_parking_spaces","cat_floor","cat_animal","cat_furniture","con_hoa","con_rent_amount","con_property_tax","con_fire_insurance"
"São Paulo",NA,2,NA,1,"7",NA,"furnished",2065,3300,211,NA
"São Paulo",320,NA,NA,NA,"20","acept","not furnished",NA,4960,1750,63
"Porto Alegre",80,1,1,1,"6",NA,"not furnished",1000,2800,0,41
NA,51,2,1,0,"2","acept",NA,270,1112,22,NA
"São Paulo",25,1,NA,0,"1",NA,NA,0,NA,NA,11
NA,376,NA,NA,NA,NA,"acept",NA,NA,8000,834,121
"Rio de Janeiro",72,2,NA,0,"7","acept",NA,NA,NA,85,25
"São Paulo",213,4,4,4,"4","acept","not furnished",2254,3223,1735,41
NA,NA,2,2,1,"3",NA,"furnished",1000,15000,NA,NA
NA,35,NA,1,0,"2","acept","furnished",NA,2300,35,30
"São Paulo",26,1,NA,NA,"2","acept","furnished",470,2100,NA,NA
"Campinas",46,NA,NA,1,NA,"acept","not furnished",550,580,43,8
"São Paulo",36,1,1,0,NA,"acept","not furnished",359,2100,70,27
"São Paulo",55,1,NA,1,NA,"acept","furnished",790,NA,224,54
NA,NA,2,NA,2,NA,NA,"furnished",900,4370,NA,56
NA,NA,4,NA,NA,"-","acept","furnished",680,8000,NA,NA
"São Paulo",110,2,2,1,NA,"acept","not furnished",NA,3000,122,39
"Rio de Janeiro",88,2,3,1,"9","not acept","furnished",NA,NA,221,16
"Rio de Janeiro",56,NA,1,0,"8",NA,NA,NA,NA,0,16
NA,600,4,NA,NA,"-","acept","not furnished",0,12000,9500,181
"São Paulo",100,7,4,0,"-","acept",NA,0,3800,NA,58
"Belo Horizonte",NA,1,NA,1,"17","not acept","furnished",470,2690,172,36
NA,160,3,NA,NA,NA,"acept","furnished",NA,NA,NA,25
"São Paulo",35,1,1,0,"-","acept","not furnished",NA,1100,3,14
"Rio de Janeiro",NA,NA,2,NA,NA,"acept","not furnished",800,NA,NA,24
"São Paulo",49,1,NA,1,"10","acept","not furnished",480,3500,42,NA
"São Paulo",41,1,1,1,"5","not acept",NA,600,3000,0,39
"Belo Horizonte",NA,2,2,1,"11",NA,"not furnished",352,1500,NA,20
NA,208,NA,2,4,"-","acept","not furnished",NA,3180,NA,48
NA,20,1,1,0,NA,NA,"furnished",602,1800,NA,23
NA,55,2,2,2,"6",NA,"not furnished",780,NA,142,14
"São Paulo",32,NA,1,NA,NA,NA,"not furnished",515,1700,29,22
"São Paulo",80,2,NA,1,"11",NA,"not furnished",1208,2550,NA,33
"Rio de Janeiro",NA,1,1,NA,NA,"acept","furnished",2450,NA,NA,33
NA,350,4,NA,3,"8","acept","not furnished",2100,4000,NA,51
"Porto Alegre",38,1,NA,NA,"11",NA,"not furnished",450,1750,0,26
"São Paulo",NA,1,NA,0,"1","acept","not furnished",460,1600,0,21
NA,80,3,NA,1,NA,NA,"not furnished",0,NA,425,181
"São Paulo",70,2,1,0,"-",NA,"not furnished",0,1150,59,18
"Porto Alegre",40,NA,1,NA,NA,"acept","furnished",390,2990,0,NA
"São Paulo",NA,NA,6,4,"20","acept","not furnished",NA,12000,1584,153
NA,240,3,2,3,"-",NA,"not furnished",NA,NA,NA,NA
"Belo Horizonte",200,4,2,1,NA,NA,NA,850,2550,9,34
"Belo Horizonte",45,1,NA,NA,"5","acept","not furnished",NA,1631,192,NA
"São Paulo",360,4,5,NA,"1","acept","not furnished",NA,6410,2000,NA
"São Paulo",40,1,1,1,"10","acept",NA,978,NA,NA,NA
"Belo Horizonte",100,NA,1,0,NA,NA,"not furnished",NA,NA,10,17
"Porto Alegre",42,1,1,2,"2",NA,"furnished",190,1770,17,26
"Campinas",250,3,3,2,"1","acept","not furnished",2200,1700,256,22
"Campinas",48,1,1,NA,"2","acept","furnished",505,1600,59,21
NA,90,NA,NA,1,NA,NA,"not furnished",1250,3800,147,49
"São Paulo",NA,1,2,1,"15",NA,NA,856,3900,NA,50
"Rio de Janeiro",NA,NA,3,NA,"6",NA,"not furnished",NA,4000,700,NA
"São Paulo",60,2,NA,0,"2","acept","not furnished",NA,NA,0,19
"São Paulo",31,1,NA,NA,"4","acept",NA,NA,2350,56,30
"São Paulo",210,NA,5,4,"4","not acept","not furnished",NA,9000,NA,115
"São Paulo",280,NA,1,2,"-",NA,"not furnished",NA,NA,NA,91
"Campinas",93,2,3,2,"9",NA,"not furnished",663,NA,133,NA
"Porto Alegre",75,3,NA,NA,"9","acept",NA,340,1800,109,NA
"São Paulo",194,3,NA,3,"-","acept","not furnished",0,NA,NA,61
"São Paulo",41,1,1,1,"6","acept","furnished",523,NA,131,51
"Rio de Janeiro",NA,NA,1,1,NA,NA,"furnished",2000,5100,250,NA
NA,NA,NA,1,NA,"13","acept","not furnished",761,NA,67,28
"São Paulo",278,4,5,2,NA,NA,"furnished",4052,9000,NA,NA
"Rio de Janeiro",35,NA,1,0,"5","acept","not furnished",306,1521,21,NA
NA,300,NA,4,3,"2","acept","not furnished",2300,6000,417,NA
"São Paulo",61,2,1,1,"4",NA,NA,459,1850,0,24
"Rio de Janeiro",130,3,2,1,"7","acept","not furnished",1660,1700,NA,NA
"Rio de Janeiro",80,2,1,1,"20","acept",NA,500,900,NA,12
NA,164,4,4,NA,"6","not acept","not furnished",2159,5000,386,64
"Belo Horizonte",220,NA,2,3,"3",NA,"not furnished",450,2422,NA,33
"São Paulo",NA,1,1,0,NA,NA,"not furnished",0,1050,46,16
"São Paulo",NA,NA,2,2,"7","acept",NA,1290,5600,435,71
NA,128,1,1,0,"4","acept","furnished",418,2100,182,NA
"Rio de Janeiro",NA,1,NA,NA,"10","not acept","not furnished",450,1800,48,NA
"São Paulo",250,4,5,4,NA,"acept",NA,2050,9800,NA,NA
NA,47,NA,NA,1,"1","not acept","furnished",NA,2200,NA,33
NA,NA,4,3,4,"9","not acept","not furnished",744,2700,NA,NA
NA,45,1,1,0,NA,"not acept","not furnished",300,1240,0,16
"São Paulo",NA,1,1,NA,NA,"acept","not furnished",NA,3500,123,45
"São Paulo",164,4,4,3,"1","acept","not furnished",1840,NA,NA,77
NA,70,NA,NA,1,"1","acept",NA,700,1020,200,13
NA,100,4,3,1,"8","acept","not furnished",600,2200,159,NA
"São Paulo",64,2,NA,NA,NA,"acept","furnished",1300,4500,440,58
"Belo Horizonte",68,2,NA,1,"3","acept","not furnished",NA,1200,27,16
NA,75,NA,2,2,NA,"not acept","not furnished",620,2500,264,34
NA,600,NA,4,4,NA,"acept","not furnished",7400,8500,NA,NA
"São Paulo",63,2,2,0,"15","not acept","not furnished",590,1550,NA,20
"São Paulo",145,3,4,3,"1","not acept","not furnished",1200,NA,750,77
"São Paulo",NA,2,2,2,NA,"not acept","not furnished",1500,2800,292,NA
"São Paulo",254,4,4,NA,"7","acept","not furnished",NA,NA,1800,115
"Porto Alegre",350,NA,4,NA,"-","acept","furnished",1,9000,359,160
"São Paulo",NA,4,NA,3,"-","acept","not furnished",NA,NA,NA,NA
"Belo Horizonte",296,4,3,2,"-","acept",NA,0,13500,423,222
NA,64,2,2,2,NA,"acept",NA,450,NA,30,36
"São Paulo",NA,3,2,NA,"6","acept","not furnished",813,NA,38,38
"Campinas",NA,1,NA,0,"7",NA,NA,NA,550,12,7
"Campinas",NA,NA,NA,2,NA,"acept","not furnished",0,NA,250,46
"Porto Alegre",70,3,2,NA,NA,NA,"not furnished",490,NA,NA,37
NA,22,NA,1,NA,"26","acept","not furnished",NA,NA,45,NA
"Porto Alegre",NA,1,1,1,NA,"acept","not furnished",350,950,50,14
"Porto Alegre",67,3,NA,2,"4","acept","not furnished",600,2200,50,33
"São Paulo",31,1,1,0,"6","acept","furnished",430,2300,0,NA
"Rio de Janeiro",NA,2,1,1,NA,"acept","furnished",850,3468,NA,45
"Rio de Janeiro",109,3,NA,NA,"1","acept",NA,2000,3800,300,49
"Belo Horizonte",400,4,2,2,"-","not acept","not furnished",0,2500,NA,41
"São Paulo",NA,NA,NA,4,"-","acept","furnished",0,14000,NA,211
"Campinas",NA,4,3,NA,NA,NA,"not furnished",2340,6000,483,77
"Porto Alegre",70,2,1,1,"3",NA,"furnished",360,NA,30,36
"Rio de Janeiro",309,4,5,4,"7","acept",NA,2661,6500,NA,NA
"São Paulo",70,2,1,0,"-","acept","not furnished",0,NA,NA,32
NA,360,3,4,1,NA,NA,"not furnished",2300,NA,584,127
"São Paulo",30,1,1,NA,"10",NA,NA,886,NA,NA,20
"Campinas",80,2,2,NA,NA,"acept","not furnished",NA,NA,NA,28
"Belo Horizonte",NA,NA,NA,NA,"6","not acept","not furnished",1500,7000,NA,94
"São Paulo",38,1,1,1,"14","not acept","furnished",1620,NA,279,NA
"São Paulo",73,2,2,1,"7","acept","not furnished",1100,3500,100,45
"São Paulo",155,NA,NA,2,"4","acept",NA,1500,NA,NA,26
"São Paulo",NA,2,2,1,"15",NA,"not furnished",357,3200,50,NA
"São Paulo",58,2,NA,NA,NA,NA,"not furnished",0,1400,0,18
"São Paulo",48,NA,1,NA,"9","not acept","furnished",377,NA,0,44
NA,210,3,4,3,"7",NA,NA,1700,NA,834,NA
"Belo Horizonte",NA,3,2,2,"2","acept",NA,340,NA,183,NA
"São Paulo",94,NA,2,2,"1","acept",NA,1337,3570,140,46
"São Paulo",NA,NA,3,2,"3",NA,NA,NA,5010,395,64
NA,76,3,NA,1,"4","acept","not furnished",1200,2500,267,32
"São Paulo",192,NA,3,2,"13","acept","not furnished",NA,7800,NA,99
"São Paulo",217,3,4,3,NA,NA,"not furnished",2884,6500,0,83
"São Paulo",68,2,1,NA,"5",NA,"not furnished",610,1400,35,18
"São Paulo",110,3,2,2,NA,"acept",NA,NA,2400,247,NA
NA,95,2,2,NA,"3","acept",NA,660,1600,NA,22
"São Paulo",NA,4,6,8,"-",NA,"not furnished",0,15000,NA,226
"São Paulo",34,1,1,0,"5","not acept","not furnished",NA,1200,NA,16
"São Paulo",NA,3,4,NA,NA,"acept","not furnished",2000,NA,0,102
NA,NA,2,2,1,"9",NA,"not furnished",350,1800,NA,27
NA,180,NA,3,4,NA,"acept",NA,NA,3700,184,56
"Campinas",NA,NA,1,NA,"3","acept","furnished",350,916,12,12
NA,NA,2,1,NA,NA,"not acept",NA,250,1700,116,23
"Rio de Janeiro",140,3,3,1,NA,NA,"not furnished",900,NA,100,NA
NA,NA,NA,NA,NA,"8","acept",NA,1570,2800,648,36
"São Paulo",100,3,2,2,"-","not acept",NA,0,NA,150,25
"São Paulo",75,3,2,2,NA,"acept",NA,652,1600,82,NA
"Rio de Janeiro",NA,NA,NA,0,NA,NA,"not furnished",NA,1200,NA,16
"Campinas",999,5,7,8,"-","acept","not furnished",0,14000,667,NA
"São Paulo",270,NA,4,4,"8","acept","not furnished",2200,NA,1500,NA
NA,50,2,1,1,"1",NA,NA,160,930,60,NA
"Campinas",200,NA,3,2,"-","acept","not furnished",650,2210,184,NA
"São Paulo",NA,2,NA,0,"16","acept","not furnished",430,NA,NA,25
"São Paulo",500,5,4,6,NA,"acept","not furnished",0,NA,250,196
NA,60,2,1,NA,NA,NA,NA,0,1080,94,NA
"São Paulo",NA,2,NA,0,"8","acept","not furnished",1100,NA,NA,NA
NA,210,3,NA,4,"-",NA,"not furnished",NA,NA,NA,50
"São Paulo",220,3,4,3,"8",NA,"not furnished",2021,6000,NA,NA
"Belo Horizonte",NA,3,2,5,"-",NA,NA,NA,NA,NA,66
"São Paulo",130,3,NA,3,"2","acept",NA,2300,4250,NA,NA
NA,65,2,2,2,NA,"acept",NA,NA,4000,245,NA
"São Paulo",96,3,2,2,"17","acept","not furnished",NA,3200,NA,41
"São Paulo",660,4,5,5,"12",NA,"furnished",4800,20000,NA,NA
"Rio de Janeiro",NA,3,2,0,"7",NA,"furnished",NA,3200,NA,42
"Rio de Janeiro",105,NA,2,0,"1","acept","not furnished",740,2200,9,29
"Rio de Janeiro",100,3,NA,NA,NA,"acept","not furnished",900,3290,109,43
NA,287,NA,NA,NA,"-","acept",NA,NA,9000,430,NA
"Campinas",24,NA,1,0,"1",NA,"furnished",230,1180,9,NA
