"con_age","cat_workclass","con_fnlwgt","cat_education","con_education.num","cat_marital.status","cat_occupation","cat_relationship","cat_race","cat_sex","con_capital.gain","con_capital.loss","con_hours.per.week","cat_native.country","cat_income"
NA,NA,NA,NA,NA,"Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,"White",NA,NA,3900,NA,NA,"<=50K"
41,NA,NA,NA,10,"Separated",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,216864,NA,NA,"Divorced",NA,NA,NA,NA,NA,3770,NA,NA,NA
NA,"Private",NA,NA,NA,NA,NA,"Unmarried","White",NA,NA,3770,NA,NA,NA
NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,9,NA,NA,NA,NA,"Female",NA,3683,NA,NA,NA
NA,"Private",NA,NA,16,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA
NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,"Widowed",NA,NA,NA,"Female",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United-States",NA
NA,NA,NA,"Prof-school",NA,NA,NA,NA,"White",NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2824,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,"Separated",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Not-in-family",NA,NA,NA,NA,NA,NA,NA
NA,"Private",NA,"11th",NA,NA,"Sales",NA,"White",NA,0,2754,NA,NA,NA
NA,NA,NA,"HS-grad",NA,NA,NA,"Unmarried","White",NA,NA,2754,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2603,NA,NA,NA
NA,"Private",34310,NA,NA,NA,NA,NA,NA,"Male",0,2603,NA,NA,NA
33,NA,228696,"1st-4th",2,NA,NA,"Not-in-family","White",NA,NA,2603,32,"Mexico","<=50K"
49,NA,122066,"5th-6th",NA,NA,"Other-service","Husband",NA,"Male",0,2603,NA,NA,"<=50K"
NA,NA,107164,NA,NA,NA,NA,NA,NA,NA,0,2559,NA,NA,NA
