cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15
I,0.35,0.265,0.09,0.2255,0.0995,0.0505,0.07
F,0.533,0.42,0.148,0.6433,0.2565,0.1415,0.21
M,0.44,0.365,0.125,0.516,0.2065,0.114,0.155
I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12
M,0.53,0.414,0.15,0.7775,0.2633,0.1415,0.33
F,0.516,0.409,0.144,0.768,0.294,0.1495,0.26
M,0.475,0.378,0.125,0.5095,0.2165,0.1008,0.1573
F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32
F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21
M,0.43,0.35,0.11,0.406,0.1675,0.081,0.1305
M,0.49,0.38,0.132,0.5363,0.2175,0.095,0.19
F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.2013
F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185
M,0.483,0.4,0.13,0.6645,0.258,0.133,0.24
I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115
F,0.44,0.335,0.1,0.451,0.188,0.087,0.13
M,0.374,0.295,0.08,0.2555,0.097,0.043,0.1
M,0.45,0.32,0.1,0.381,0.1724,0.075,0.115
I,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
I,0.38,0.275,0.1,0.2381,0.08,0.0509,0.085
F,0.565,0.44,0.154,0.9395,0.3884,0.214,0.27
F,0.55,0.415,0.141,0.771,0.318,0.21,0.2
F,0.615,0.476,0.165,1.1615,0.513,0.274,0.305
F,0.56,0.429,0.14,0.9285,0.3825,0.188,0.3
F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285
F,0.576,0.445,0.154,0.9167000000000001,0.356,0.234,0.2779
M,0.605,0.475,0.18,0.9365,0.394,0.219,0.295
M,0.575,0.425,0.14,0.9195,0.4566,0.227,0.2
F,0.58,0.47,0.153,1.0606,0.4272,0.242,0.33
F,0.68,0.56,0.165,1.639,0.6055,0.36369999999999997,0.5069
M,0.63,0.496,0.173,1.5226,0.6433,0.3575,0.4437
F,0.684,0.552,0.175,1.798,0.815,0.3925,0.4796
F,0.705,0.55,0.191,1.7095,0.7318,0.4115,0.5002
I,0.465,0.355,0.105,0.4795,0.227,0.124,0.125
M,0.611,0.475,0.155,1.217,0.5305,0.3075,0.34
F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
F,0.569,0.445,0.143,0.883,0.381,0.1979,0.259
M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09
F,0.45,0.349,0.105,0.425,0.1865,0.0999,0.115
F,0.536,0.425,0.135,0.8515,0.34,0.1869,0.27
I,0.24,0.175,0.055,0.07,0.0315,0.0235,0.0185
I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012
I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015
I,0.39,0.292,0.095,0.21810000000000002,0.0875,0.045,0.0723
M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14
F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15
I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
M,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245
I,0.52,0.41,0.145,0.595,0.2385,0.111,0.19999999999999998
M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1
I,0.485,0.36,0.13,0.6005,0.2569,0.14150000000000001,0.16
I,0.47,0.36,0.12,0.4935,0.2105,0.1055,0.15
M,0.412,0.31,0.1,0.385,0.173,0.0899,0.11
F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22
M,0.445,0.35,0.12,0.4478,0.192,0.0955,0.135
M,0.47,0.385,0.135,0.5921000000000001,0.2765,0.12,0.17
I,0.245,0.19,0.06,0.086,0.042,0.014,0.025
F,0.512,0.4,0.125,0.583,0.246,0.13,0.175
I,0.45,0.345,0.105,0.4115,0.18,0.091,0.135
M,0.505,0.405,0.11,0.6838,0.305,0.16,0.175
F,0.546,0.41,0.13,0.6965,0.302,0.1935,0.2
M,0.418,0.325,0.095,0.3785,0.1705,0.08,0.1
M,0.52,0.396,0.12,0.58,0.2434,0.1315,0.185
I,0.475,0.355,0.12,0.48,0.234,0.1015,0.1336
F,0.565,0.441,0.14400000000000002,0.915,0.354,0.1915,0.32
M,0.595,0.495,0.185,1.285,0.5687,0.224,0.3938
F,0.475,0.39,0.133,0.5305,0.2173,0.1155,0.17
I,0.31,0.235,0.082,0.151,0.063,0.0405,0.045
I,0.555,0.425,0.13,0.7665,0.264,0.1642,0.275
F,0.4,0.32,0.11,0.353,0.1355,0.0829,0.1
F,0.595,0.481,0.18,1.247,0.48,0.274,0.425
M,0.57,0.46,0.165,1.1679000000000002,0.474,0.261,0.3547
F,0.585,0.45,0.195,1.1946999999999999,0.481,0.2895,0.315
M,0.6,0.469,0.153,1.0075,0.4425,0.221,0.28
M,0.595,0.475,0.14,0.944,0.3625,0.2022,0.315
F,0.584,0.47,0.15,0.922,0.363,0.194,0.305
F,0.555,0.434,0.14,0.788,0.282,0.1595,0.285
M,0.602,0.475,0.17,1.1025,0.4852,0.2523,0.345
F,0.575,0.445,0.14,0.9746,0.3845,0.252,0.2932
M,0.62,0.51,0.2,1.5822,0.5776,0.192,0.675
F,0.542,0.425,0.165,0.9885,0.3921,0.2104,0.32
F,0.595,0.47000000000000003,0.16,1.3175,0.4405,0.2583,0.58
