"con_CreditScore","cat_Geography","cat_Gender","con_Age","con_Tenure","con_Balance","con_NumOfProducts","cat_HasCrCard","cat_IsActiveMember","con_EstimatedSalary","cat_Exited"
619,NA,"Female",42,2,0,1,"1","1",101348.88,"1"
608,"Spain","Female",41,1,83807.86,1,NA,"1",NA,"0"
502,NA,NA,42,8,159660.8,3,NA,"0",NA,NA
699,"France","Female",39,1,0,2,"0","0",93826.63,"0"
850,"Spain","Female",43,NA,NA,NA,NA,NA,NA,"0"
NA,NA,NA,NA,NA,113755.78,2,"1",NA,NA,NA
822,"France",NA,NA,7,NA,NA,"1","1",10062.8,NA
376,NA,NA,29,NA,115046.74,NA,NA,"0",NA,NA
501,"France","Male",44,4,NA,2,NA,"1",74940.5,"0"
684,"France",NA,27,2,134603.88,NA,"1",NA,NA,NA
528,"France","Male",31,6,102016.72,2,"0","0",80181.12,"0"
497,"Spain","Male",24,3,0,2,"1","0",76390.01,"0"
476,"France","Female",34,10,0,2,"1","0",26260.98,"0"
549,"France","Female",NA,5,0,2,NA,"0",190857.79,"0"
NA,"Spain","Female",NA,7,0,2,"1",NA,NA,NA
616,"Germany","Male",45,3,NA,2,"0",NA,64327.26,"0"
653,"Germany","Male",NA,1,NA,1,"1",NA,5097.67,"1"
NA,"Spain","Female",NA,9,0,2,"1",NA,14406.41,NA
587,"Spain","Male",45,NA,0,1,NA,"0",NA,"0"
726,"France","Female",24,6,NA,NA,NA,NA,NA,NA
NA,NA,"Male",NA,8,0,2,NA,"1",170886.17,NA
636,"Spain","Female",NA,8,0,NA,"1","0",138555.46,"0"
510,NA,"Female",38,4,0,1,"1","0",118913.53,"1"
669,"France","Male",46,3,0,2,"0","1",8487.75,"0"
846,NA,"Female",38,5,0,NA,NA,NA,187616.16,"0"
577,"France","Male",25,3,0,2,"0",NA,124508.29,"0"
756,"Germany",NA,NA,2,NA,1,NA,"1",170041.95,"0"
571,"France","Male",44,9,0,2,"0","0",38433.35,"0"
574,"Germany","Female",43,3,141349.43,1,NA,"1",NA,"0"
411,"France","Male",29,0,59697.17,NA,"1","1",53483.21,NA
NA,"Spain","Female",NA,3,0,3,"1",NA,NA,"1"
533,"France","Male",NA,7,85311.7,1,NA,"1",156731.91,"0"
553,"Germany",NA,41,9,110112.54,2,"0","0",81898.81,"0"
NA,NA,"Female",42,6,0,2,"1","1",34410.55,"0"
722,NA,"Female",29,9,0,2,"1","1",142033.07,"0"
475,"France","Female",45,0,134264.04,1,NA,"0",27822.99,"1"
490,"Spain",NA,NA,3,NA,1,"0","1",NA,NA
NA,"Spain",NA,NA,NA,76548.6,1,"0","1",NA,"0"
850,NA,"Male",NA,7,0,1,NA,"1",40812.9,"0"
NA,NA,"Male",41,6,NA,2,"0","1",178074.04,NA
472,"Spain","Male",40,NA,0,1,"1","0",70154.22,"0"
465,"France",NA,51,8,122522.32,1,"0","0",NA,NA
556,"France",NA,61,2,117419.35,1,"1","1",94153.83,NA
834,"France",NA,49,2,NA,1,NA,"0",NA,NA
NA,NA,"Female",NA,NA,NA,NA,"1",NA,158338.39,NA
NA,"Germany","Female",32,4,NA,2,"1",NA,NA,NA
829,NA,"Female",27,9,112045.67,NA,"1",NA,119708.21,NA
637,"Germany",NA,39,9,NA,NA,"1","1",NA,NA
550,"Germany","Male",38,2,103391.38,1,"0","1",90878.13,"0"
776,NA,NA,NA,2,NA,2,"1",NA,NA,"0"
NA,NA,NA,44,NA,116363.37,NA,"1","0",NA,"0"
585,"Germany",NA,36,NA,146050.97,2,"0","0",86424.57,"0"
