cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.4787,0.4787,0.095,0.4787,0.4787,0.101,0.15
I,0.35,0.4787,0.09,0.2255,0.0995,0.0485,0.07
F,0.4787,0.42,0.135,0.677,0.4787,0.1415,0.21
I,0.44,0.365,0.4787,0.516,0.4787,0.114,0.4787
I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
I,0.4787,0.3,0.4787,0.3515,0.141,0.0775,0.12
I,0.53,0.415,0.15,0.7775,0.4787,0.4787,0.33
F,0.4787,0.4787,0.125,0.768,0.294,0.4787,0.26
M,0.475,0.37,0.125,0.4787,0.2165,0.1125,0.4787
I,0.4787,0.4787,0.15,0.8945,0.3145,0.151,0.4787
F,0.4787,0.38,0.14,0.6065,0.4787,0.4787,0.21
M,0.43,0.35,0.4787,0.4787,0.1675,0.081,0.4787
M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19
I,0.4787,0.4787,0.145,0.6845,0.4787,0.4787,0.4787
F,0.47,0.4787,0.1,0.4755,0.4787,0.4787,0.185
M,0.4787,0.4,0.4787,0.4787,0.4787,0.4787,0.24
I,0.355,0.28,0.4787,0.2905,0.095,0.0395,0.4787
F,0.44,0.4787,0.1,0.451,0.188,0.087,0.13
I,0.365,0.295,0.08,0.2555,0.097,0.043,0.1
M,0.45,0.32,0.1,0.381,0.1705,0.075,0.4787
M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
I,0.38,0.275,0.4787,0.2255,0.08,0.049,0.085
F,0.565,0.4787,0.4787,0.4787,0.4787,0.4787,0.4787
I,0.55,0.4787,0.4787,0.4787,0.318,0.4787,0.4787
I,0.4787,0.48,0.165,1.1615,0.513,0.4787,0.305
I,0.56,0.44,0.14,0.9285,0.4787,0.4787,0.3
I,0.58,0.4787,0.185,0.4787,0.4787,0.272,0.4787
M,0.59,0.4787,0.4787,0.4787,0.356,0.4787,0.4787
I,0.605,0.475,0.18,0.4787,0.4787,0.219,0.4787
I,0.4787,0.425,0.4787,0.8635,0.4787,0.4787,0.4787
M,0.4787,0.4787,0.165,0.4787,0.3935,0.4787,0.4787
I,0.4787,0.4787,0.165,0.4787,0.4787,0.4787,0.4787
I,0.665,0.4787,0.4787,0.4787,0.4787,0.4787,0.4787
I,0.4787,0.4787,0.4787,0.4787,0.4787,0.3925,0.4787
I,0.4787,0.55,0.2,1.7095,0.4787,0.4787,0.4787
M,0.4787,0.4787,0.4787,0.4795,0.4787,0.124,0.125
I,0.54,0.4787,0.4787,0.4787,0.4787,0.4787,0.34
F,0.4787,0.4787,0.105,0.5225,0.237,0.4787,0.145
I,0.575,0.445,0.135,0.4787,0.4787,0.2035,0.4787
I,0.355,0.4787,0.09,0.3275,0.134,0.086,0.4787
F,0.45,0.335,0.4787,0.425,0.1865,0.091,0.115
F,0.4787,0.425,0.135,0.8515,0.4787,0.4787,0.4787
I,0.24,0.175,0.4787,0.07,0.0315,0.0235,0.02
I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012
I,0.21,0.15,0.4787,0.042,0.0175,0.0125,0.015
I,0.39,0.295,0.4787,0.203,0.4787,0.4787,0.4787
I,0.47,0.4787,0.12,0.5795,0.4787,0.227,0.4787
I,0.4787,0.375,0.4787,0.4787,0.1775,0.4787,0.15
I,0.4787,0.245,0.07,0.161,0.4787,0.0255,0.045
I,0.525,0.425,0.16,0.8355,0.3545,0.4787,0.4787
I,0.4787,0.41,0.4787,0.4787,0.2385,0.4787,0.19
M,0.4,0.32,0.095,0.303,0.1335,0.4787,0.1
M,0.485,0.36,0.13,0.5415,0.4787,0.096,0.16
F,0.47,0.4787,0.12,0.4775,0.4787,0.1055,0.15
M,0.4787,0.31,0.4787,0.385,0.173,0.0915,0.11
F,0.5,0.4,0.4787,0.6615,0.2565,0.4787,0.22
M,0.445,0.4787,0.12,0.4787,0.192,0.4787,0.135
M,0.47,0.4787,0.4787,0.4787,0.2765,0.12,0.4787
I,0.245,0.19,0.06,0.4787,0.042,0.014,0.025
F,0.4787,0.4787,0.125,0.4787,0.246,0.13,0.4787
I,0.45,0.345,0.4787,0.4115,0.18,0.4787,0.135
M,0.4787,0.4787,0.11,0.625,0.4787,0.4787,0.4787
I,0.4787,0.41,0.4787,0.6965,0.4787,0.1935,0.4787
M,0.425,0.325,0.4787,0.3785,0.1705,0.08,0.1
M,0.52,0.4,0.12,0.4787,0.4787,0.1315,0.4787
M,0.4787,0.4787,0.4787,0.48,0.4787,0.1015,0.135
I,0.4787,0.4787,0.4787,0.4787,0.4787,0.1935,0.32
I,0.4787,0.495,0.4787,1.285,0.4787,0.4787,0.4787
I,0.475,0.39,0.4787,0.5305,0.2135,0.1155,0.17
I,0.31,0.235,0.07,0.4787,0.4787,0.0405,0.045
M,0.555,0.4787,0.13,0.7665,0.264,0.4787,0.275
F,0.4,0.32,0.11,0.353,0.1405,0.4787,0.4787
I,0.4787,0.4787,0.17,0.4787,0.48,0.225,0.4787
I,0.4787,0.4787,0.4787,0.4787,0.4787,0.4787,0.38
F,0.605,0.4787,0.4787,0.4787,0.481,0.4787,0.315
I,0.6,0.475,0.15,0.4787,0.4787,0.4787,0.4787
M,0.595,0.475,0.4787,0.4787,0.4787,0.189,0.315
F,0.4787,0.47,0.15,0.922,0.4787,0.194,0.305
F,0.555,0.4787,0.14,0.788,0.282,0.1595,0.285
I,0.4787,0.475,0.4787,1.1025,0.4787,0.4787,0.4787
I,0.4787,0.445,0.14,0.4787,0.4787,0.252,0.285
I,0.62,0.51,0.4787,0.4787,0.4787,0.4787,0.4787
I,0.4787,0.4787,0.165,0.4787,0.4787,0.225,0.32
M,0.595,0.4787,0.16,0.4787,0.4787,0.4787,0.58
I,0.58,0.4787,0.4787,0.4787,0.4787,0.4787,0.4787
F,0.4787,0.465,0.4787,1.295,0.4787,0.4787,0.44
I,0.4787,0.465,0.14,0.4787,0.4787,0.4787,0.4787
M,0.4787,0.4787,0.4787,0.4787,0.3305,0.4787,0.26
F,0.46,0.4787,0.4787,0.4787,0.4787,0.114,0.165
I,0.575,0.4787,0.16,0.4787,0.3135,0.231,0.4787
I,0.4787,0.4787,0.135,0.8115,0.4787,0.1675,0.4787
I,0.4787,0.44,0.4787,0.755,0.4787,0.4787,0.26
M,0.595,0.4787,0.175,0.4787,0.4787,0.4787,0.4787
I,0.625,0.495,0.165,0.4787,0.507,0.4787,0.4787
I,0.4787,0.4787,0.4787,0.4787,0.4787,0.3425,0.4787
I,0.665,0.4787,0.4787,0.4787,0.4787,0.4787,0.4787
I,0.535,0.435,0.4787,0.4787,0.4787,0.1385,0.25
I,0.4787,0.4787,0.4787,0.523,0.4787,0.4787,0.145
M,0.4787,0.37,0.4787,0.5225,0.4787,0.133,0.165
I,0.4787,0.375,0.125,0.4787,0.2775,0.4787,0.4787
I,0.4787,0.265,0.095,0.2315,0.105,0.046,0.075
I,0.55,0.4787,0.4787,0.843,0.4787,0.4787,0.4787
I,0.53,0.4787,0.16,0.4787,0.316,0.164,0.4787
I,0.4787,0.415,0.14,0.724,0.4787,0.4787,0.205
M,0.605,0.4787,0.4787,0.4787,0.4975,0.4787,0.345
I,0.4787,0.4787,0.155,0.4787,0.291,0.4787,0.235
I,0.545,0.43,0.165,0.4787,0.4787,0.183,0.4787
F,0.5,0.4787,0.125,0.6675,0.4787,0.1315,0.4787
I,0.4787,0.4787,0.135,0.6335,0.4787,0.179,0.4787
