cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.455,0.4775,0.095,0.4775,0.2245,0.4775,0.4775
M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
I,0.53,0.42,0.135,0.4775,0.2565,0.1415,0.21
M,0.44,0.365,0.4775,0.4775,0.2155,0.114,0.155
I,0.33,0.4775,0.08,0.205,0.0895,0.0395,0.055
I,0.425,0.3,0.095,0.3515,0.141,0.4775,0.12
F,0.4775,0.415,0.15,0.4775,0.4775,0.4775,0.4775
F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26
M,0.475,0.4775,0.4775,0.4775,0.2165,0.1125,0.165
I,0.4775,0.4775,0.4775,0.4775,0.4775,0.151,0.4775
F,0.525,0.38,0.14,0.6065,0.4775,0.1475,0.4775
I,0.43,0.35,0.4775,0.406,0.1675,0.4775,0.135
M,0.49,0.4775,0.135,0.5415,0.4775,0.095,0.19
I,0.535,0.4775,0.145,0.6845,0.4775,0.171,0.205
F,0.4775,0.355,0.1,0.4755,0.1675,0.4775,0.185
M,0.4775,0.4,0.4775,0.6645,0.4775,0.4775,0.24
I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115
F,0.44,0.34,0.1,0.451,0.188,0.087,0.13
M,0.365,0.295,0.08,0.2555,0.4775,0.043,0.1
I,0.45,0.32,0.4775,0.4775,0.1705,0.4775,0.4775
M,0.4775,0.28,0.4775,0.2455,0.4775,0.062,0.075
I,0.38,0.275,0.4775,0.2255,0.08,0.049,0.085
I,0.4775,0.44,0.4775,0.9395,0.4275,0.214,0.4775
I,0.55,0.4775,0.4775,0.4775,0.318,0.4775,0.2
I,0.4775,0.48,0.4775,0.4775,0.4775,0.301,0.305
F,0.56,0.4775,0.4775,0.9285,0.3825,0.188,0.4775
F,0.4775,0.4775,0.4775,0.9955,0.4775,0.4775,0.285
M,0.59,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775
I,0.4775,0.475,0.4775,0.9365,0.4775,0.4775,0.4775
I,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.2
I,0.58,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775
