cat_city,con_area,con_rooms,con_bathroom,con_parking_spaces,cat_floor,cat_animal,cat_furniture,con_hoa,con_rent_amount,con_property_tax,con_fire_insurance
São Paulo,29.01051315292716,2.0000000298023224,1.7781305611133575,1.4816877245903015,7,acept,not furnished,2065.000001806766,3971.9462357461452,210.99999718368053,42.0000000372529
São Paulo,35.78799311351031,1.4536464363336563,4.000000089406967,0.4723895341157913,6,acept,not furnished,1200.0000155065209,1330.2139583975077,1749.999949336052,24.905607279390097
Porto Alegre,80.00000329688191,1.0,1.0,1.0000000149011612,6,acept,not furnished,1000.0000003259629,2800.0000309199095,0.0,41.000000178813934
Porto Alegre,26.993532315827906,2.0000000298023224,1.0,0.0,-,acept,not furnished,356.73165454063565,1112.000030837953,22.000000101979822,16.999999407678843
São Paulo,25.000000091735274,1.6262361258268356,1.0,0.0,1,not acept,not furnished,0.0,800.0000108033419,24.999999743886292,11.00000025704503
São Paulo,376.00000788271427,2.9743998050689697,3.000000014901161,1.5207870304584503,-,acept,not furnished,0.0,3856.6356979310513,834.0000084787607,60.458279460668564
São Paulo,72.00000006891787,2.0000000298023224,1.0,0.0,7,acept,not furnished,739.9999957066029,1900.0000655651093,85.00000240281224,24.999999664723873
São Paulo,44.359663838520646,3.223318636417389,4.000000089406967,1.4201194047927856,4,not acept,not furnished,2253.9999609813094,3222.9998879134655,197.75314373895526,41.000000178813934
Belo Horizonte,67.63019446097314,2.0000000298023224,2.1514298170804977,1.7432282865047455,3,acept,not furnished,1000.0000003259629,5057.558254897594,250.00000398606062,191.00000673532486
Rio de Janeiro,35.000000421889126,1.0,1.0,0.0,2,acept,furnished,589.9999843211845,2299.9999530613422,34.99999964144081,29.999998956918716
São Paulo,26.00000003213063,1.0,1.0,0.0,2,acept,furnished,470.00000544358045,2100.0000093132257,150.00000501051545,26.99999938160181
Campinas,46.000001618638635,1.0,1.0,1.0000000149011612,10,acept,not furnished,550.0000039581209,579.9999962095171,43.00000086892396,7.999999986961484
São Paulo,36.00000036228448,1.4223555624485016,1.0,0.0,11,acept,not furnished,359.00001742411405,2100.0000093132257,15.130938889924437,26.99999938160181
São Paulo,55.00000108219683,1.0,1.4608343541622162,1.0000000149011612,2,acept,furnished,790.0000372901559,4199.999928474426,224.0000081807375,54.00000111758709
São Paulo,100.00000210478902,2.0000000298023224,1.4108013659715652,2.0000000298023224,-,acept,furnished,899.9999927356839,4370.000120997429,68.32635877653956,56.00000083446503
Campinas,330.00001062452793,4.0,6.000000238418579,0.5896300822496414,-,acept,not furnished,418.52289035450667,1683.6012657731771,269.3537298962474,120.99999997019768
São Paulo,110.00000150874257,2.0000000298023224,2.0000000074505806,1.0000000149011612,-,acept,not furnished,699.999977555126,2999.999974668026,121.99999744072556,39.000000461936
São Paulo,88.00000282004476,2.263278067111969,3.000000014901161,0.9106088429689407,9,not acept,furnished,1613.9999728649855,3499.9999068677425,221.00000362843275,15.999999549239874
Rio de Janeiro,56.00000102259219,2.0000000298023224,1.0,0.0,8,acept,not furnished,799.9999851454049,1220.000023767352,0.0,15.999999549239874
São Paulo,268.8214132040739,3.354450047016144,3.503367632627487,2.1043983101844788,-,acept,not furnished,0.0,4874.1868712008,4136.433188319206,92.75738586485386
São Paulo,100.00000210478902,2.9109476804733276,1.9427280724048615,0.0,-,acept,not furnished,258.3168708952144,3800.0000409781933,139.2795056477189,44.81830424070358
Belo Horizonte,42.00000000465661,1.0,1.0,1.0000000149011612,17,not acept,furnished,470.00000544358045,1675.3633838146925,172.00000347569585,36.00000088661909
São Paulo,160.00000593811274,3.0000000596046448,2.0000000074505806,2.0000000298023224,18,acept,furnished,1529.999957419932,1753.4649312496185,167.00000025331974,24.999999664723873
São Paulo,35.000000421889126,1.0,1.0,0.0,-,acept,not furnished,0.0,1099.999999254942,3.0000000511063263,13.999999832361937
São Paulo,90.00000270083547,1.5108356475830078,2.0000000074505806,1.0000000149011612,6,acept,not furnished,799.9999851454049,1800.0000208616257,118.00000010058284,23.999999806284904
São Paulo,49.0000014398247,1.0,1.0,1.0000000149011612,10,acept,not furnished,479.99999108724296,3499.9999068677425,42.00000153388828,44.99999961256981
São Paulo,41.00000006426126,1.0,1.0,1.0000000149011612,5,not acept,furnished,600.0000077532604,2999.999974668026,0.0,39.000000461936
Belo Horizonte,64.00000054575503,2.0000000298023224,2.0000000074505806,1.0000000149011612,11,acept,not furnished,352.00001613702625,1500.0000324100256,32.509259041398764,20.00000037252903
Campinas,16.446924227057025,3.0000000596046448,1.3599882237613201,4.000000059604645,6,acept,not furnished,0.0,3179.999938607216,99.99999897554517,10.633508769795299
São Paulo,20.000000389758497,1.0,1.0,0.0,5,acept,furnished,601.9999973243102,1800.0000208616257,130.00000521540642,18.83948440849781
São Paulo,55.00000108219683,2.0000000298023224,1.7195811569690704,2.0000000298023224,6,acept,not furnished,780.0000138580799,2594.063323736191,141.9999972358346,13.999999832361937
São Paulo,32.00000060070306,1.428081899881363,1.4023490883409977,0.0,3,acept,not furnished,514.999997522682,1699.999976158142,29.00000035762787,22.000000089406967
São Paulo,80.00000329688191,1.9786321222782135,2.0000000074505806,1.0000000149011612,11,acept,not furnished,1207.99997379072,2550.000064820051,85.3170700930059,33.000001311302185
Rio de Janeiro,45.00000167824328,1.0,1.0,1.0000000149011612,10,acept,furnished,2449.9999970197678,2500.0000424683094,593.0000181496143,15.336521029472351
São Paulo,47.24472961202264,2.9069955348968506,2.356613039970398,1.266542375087738,8,acept,not furnished,2099.999932665378,3808.061384409666,225.36687973886728,42.68362262099981
Porto Alegre,34.16977855376899,2.327609062194824,1.0,2.0000000298023224,11,not acept,not furnished,449.99999636784196,1749.9999985098839,73.52504326030612,25.999999523162842
São Paulo,30.00000071991235,1.0,1.0,0.0,-,acept,not furnished,459.99998201150447,1600.0000042840838,0.0,21.000000230968
São Paulo,80.00000329688191,3.0000000596046448,2.0000000074505806,1.0000000149011612,-,acept,not furnished,0.0,892.3442991450429,153.1531747058034,181.00000259280205
São Paulo,70.00000018812716,2.0000000298023224,1.0,1.3952310383319855,-,not acept,not furnished,0.0,1150.0000216066837,59.00000005029142,18.000000655651093
Porto Alegre,40.0000001238659,1.0,1.0,1.0000000149011612,-,acept,furnished,390.00000692903996,2989.9999119341373,0.0,43.99999975413084
São Paulo,91.13685799762607,1.991113692522049,3.3682188987731934,1.0529828071594238,6,acept,not furnished,2368.9619885757565,2588.4821135550737,1255.8687970042229,47.68562839925289
São Paulo,240.00000116974115,1.458382099866867,1.4261813201010227,3.0000001192092896,-,acept,not furnished,0.0,3499.9999068677425,291.99998915195465,52.99999848008156
Belo Horizonte,33.54311698768288,2.379548966884613,1.907830186188221,1.0000000149011612,7,acept,not furnished,391.12016886938363,4390.074823796749,95.50969509407878,34.000001169741154
Belo Horizonte,45.00000167824328,1.0,1.0,1.0000000149011612,5,acept,not furnished,500.00000016298145,1630.9999948367476,192.00000327080488,23.114486373960972
São Paulo,360.0000088363886,4.0,5.000000029802322,0.0,-,acept,not furnished,119.55313088838011,6410.00010073185,126.22266497462988,20.27526691555977
São Paulo,40.0000001238659,1.0,1.0,1.0000000149011612,10,acept,furnished,977.9999638907611,2828.9999797940254,23.140836206730455,33.000001311302185
Belo Horizonte,100.00000210478902,3.0000000596046448,1.0,0.0,13,not acept,not furnished,47.833735757740214,1220.000023767352,9.999999897554517,16.999999407678843
Porto Alegre,42.00000000465661,1.8915940821170807,1.0,2.0000000298023224,2,acept,furnished,68.90380406111944,1769.9999783188105,17.000000153202564,25.999999523162842
Campinas,250.0000005736947,3.0000000596046448,3.000000014901161,2.0000000298023224,1,acept,not furnished,2200.0000158324838,1699.999976158142,256.0000130906701,22.000000089406967
Campinas,22.050364264287055,1.0,1.0,1.0000000149011612,2,acept,furnished,505.00001187901944,1744.7243805974722,59.00000005029142,21.000000230968
Rio de Janeiro,21.64258605800569,1.5693557262420654,3.000000014901161,1.0000000149011612,10,acept,not furnished,1249.999981513247,3800.0000409781933,31.57630955800414,48.999999046325684
São Paulo,45.00000167824328,1.0,2.0000000074505806,1.0000000149011612,15,acept,not furnished,855.9999954421073,3424.987055361271,150.00000501051545,42.668287731707096
Rio de Janeiro,23.8408104008995,2.0000000298023224,3.000000014901161,4.000000059604645,-,acept,not furnished,1700.0000534579158,906.0558586381376,699.9999797344208,52.00000140070915
São Paulo,30.01493662595749,2.0763105750083923,1.0,1.346585899591446,2,acept,not furnished,199.99999628635123,1444.9999786913395,0.0,19.00000051409006
São Paulo,31.000000660307705,1.0,1.5594689026474953,0.0,-,acept,not furnished,188.94582727225497,2349.999975413084,56.000002045184374,29.999998956918716
São Paulo,325.40374533832073,3.519642472267151,3.7064532339572906,2.6657268404960632,6,acept,not furnished,13396.541563421488,5123.875273019075,771.9999842345715,107.80897155404091
São Paulo,280.00001360476017,3.0000000596046448,1.0,2.0000000298023224,-,acept,not furnished,0.0,6000.000150501728,112.99999687820673,90.99999865889549
Campinas,93.00000252202153,2.0000000298023224,1.4418728798627853,0.9538599848747253,9,acept,not furnished,78.26208103797399,2198.9004753530025,132.99999667331576,69.99999885261059
Porto Alegre,75.00000359490514,3.0000000596046448,2.0000000074505806,1.0000000149011612,9,acept,not furnished,51.01655935286544,1610.3956764563918,108.999999538064,26.99999938160181
São Paulo,194.0000039115548,3.0000000596046448,4.000000089406967,3.0000001192092896,6,acept,not furnished,0.0,4000.0001303851604,109.73277499899268,60.99999734759331
São Paulo,41.00000006426126,1.0,1.0,1.0000000149011612,6,acept,furnished,522.9999935952947,1752.4973195046186,130.9999980032444,50.99999876320362
São Paulo,65.00000048615038,1.0,1.0,1.0000000149011612,8,acept,furnished,2000.0000006519258,5100.000039488077,250.00000398606062,65.99999941885471
São Paulo,70.00000018812716,2.0000000298023224,1.2962299026548862,1.0000000149011612,-,acept,not furnished,760.9999995678663,2150.0000316649675,67.00000127777457,27.99999924004078
São Paulo,27.157968064770103,4.0,1.818992741405964,2.0000000298023224,16,acept,furnished,4051.9998813048005,8999.999743700027,1261.0000191628933,114.99999526143074
Rio de Janeiro,35.000000421889126,1.0,1.3365861512720585,0.0,5,acept,not furnished,305.9999914839864,1521.000033058226,21.00000076694414,20.00000037252903
São Paulo,86.14019261673093,4.0,4.000000089406967,0.95594622194767,6,acept,not furnished,1371.7871256172657,2213.9425192028284,926.5026411414146,77.00000064074993
São Paulo,61.00000072456896,2.0000000298023224,1.0,1.0000000149011612,4,acept,not furnished,32.966482009214815,1850.0000432133675,0.0,23.999999806284904
Rio de Janeiro,130.00000031664968,3.0000000596046448,2.0000000074505806,1.0000000149011612,7,acept,not furnished,74.31261083402205,1699.999976158142,474.9999787658453,22.000000089406967
Rio de Janeiro,80.00000329688191,2.0000000298023224,1.0,1.0000000149011612,20,acept,not furnished,500.00000016298145,899.9999826774001,89.99999907799065,34.5820794403553
São Paulo,39.97335334122181,2.645975649356842,1.7719870284199715,2.0000000298023224,6,acept,not furnished,2159.0000406838953,5053.163144737482,385.99999211728573,63.999999701976776
Belo Horizonte,220.00000236183405,4.0,2.0000000074505806,1.0225685685873032,3,acept,not furnished,449.99999636784196,2422.0000192523003,125.00000199303031,33.000001311302185
São Paulo,45.00000167824328,1.4931643158197403,1.0,0.0,-,acept,not furnished,0.0,1050.0000133179128,45.99999887403101,15.999999549239874
São Paulo,108.00000162795186,3.0000000596046448,1.3203211016952991,0.1297694444656372,-,acept,not furnished,1289.9999996647239,5599.999971687794,435.00000536441803,71.00000149011612
Belo Horizonte,128.00000043585896,1.0,1.0,0.0,4,acept,furnished,418.00001207739115,2100.0000093132257,30.665911897085607,27.99999924004078
Rio de Janeiro,60.00000078417361,1.0,1.0,0.0,10,not acept,not furnished,449.99999636784196,1800.0000208616257,48.00000081770122,25.34232508391142
São Paulo,110.72995848953724,2.8011704087257385,2.9837345629930496,1.5937550365924835,8,acept,not furnished,4182.230544090271,3774.2944583296776,2002.32119679451,63.905739322304726
Porto Alegre,47.00000155903399,2.5487666726112366,1.0,1.0000000149011612,1,acept,furnished,194.4516935851425,2200.0000540167093,0.0,33.000001311302185
São Paulo,56.99006839096546,4.0,2.0236916914582253,4.000000059604645,9,acept,not furnished,602.301700017415,2699.999986216426,226.92623890936375,56.701798513531685
São Paulo,45.00000167824328,1.0,1.0,0.0,1,not acept,not furnished,300.0000038766302,1240.0000035762787,0.0,15.999999549239874
São Paulo,42.00000000465661,1.0,1.0,1.0000000149011612,15,acept,not furnished,685.9999749809504,3499.9999068677425,123.00000332295895,44.99999961256981
São Paulo,164.00000569969416,4.0,4.000000089406967,3.0000001192092896,1,acept,not furnished,159.07569243572652,6000.000150501728,550.0000140070915,39.65969806164503
São Paulo,70.00000018812716,3.0000000596046448,1.610101230442524,1.0000000149011612,1,not acept,not furnished,699.999977555126,1020.0000071898103,125.15462061390281,12.999999973922968
Porto Alegre,18.789584412705153,4.0,1.3395191803574562,1.0000000149011612,8,acept,not furnished,600.0000077532604,2200.0000540167093,159.0000055730343,33.000001311302185
São Paulo,20.283492703922093,1.8801012635231018,2.0000000074505806,2.0000000298023224,4,acept,furnished,1300.0000230967999,4500.000062584877,37.615975039079785,58.000000551342964
São Paulo,68.00000030733645,2.0000000298023224,1.907163254916668,1.0000000149011612,3,acept,not furnished,266.75946376053616,2786.2709559500217,27.00000005075708,15.999999549239874
Belo Horizonte,75.00000359490514,2.702083170413971,2.0000000074505806,1.5699008107185364,14,not acept,not furnished,620.0000168289989,3916.456039994955,264.00000777095556,44.866048604249954
São Paulo,600.0000241696835,1.9954932928085327,2.6680425852537155,4.000000059604645,-,acept,not furnished,2656.926930695772,2314.4560113549232,1153.6040830612183,76.95868703722954
São Paulo,63.00000060535967,2.0000000298023224,1.244638031348586,0.0,-,not acept,not furnished,589.9999843211845,1549.999981932342,152.00000368058681,14.764305666089058
São Paulo,33.46451592538506,2.7013906240463257,4.000000089406967,3.0000001192092896,1,not acept,not furnished,1200.0000155065209,4133.490931987762,749.9999857693911,77.00000064074993
São Paulo,85.00000299885869,1.5921728312969208,1.2909579537808895,2.0000000298023224,3,not acept,not furnished,1500.0000382773578,2800.0000309199095,20.366538111120462,36.00000088661909
São Paulo,254.00000033527613,2.1254992485046387,4.000000089406967,4.000000059604645,7,acept,not furnished,176.4392227982171,8999.999743700027,65.17603711225092,114.99999526143074
São Paulo,70.33167992532253,4.0,4.000000089406967,1.8387015163898468,-,acept,not furnished,1.0000000257150532,8999.999743700027,359.0000035241246,37.28569434583187
São Paulo,86.97673672810197,3.8218380212783813,4.000000089406967,3.0000001192092896,-,acept,not furnished,0.0,6418.341691792011,428.09713769704103,52.99999848008156
Belo Horizonte,296.00001265108585,1.6076801121234894,3.000000014901161,0.2845403552055359,-,acept,not furnished,390.69338652770966,1433.5279604420066,422.99998715519905,18.913750793784857
São Paulo,64.00000054575503,1.4224425554275513,2.0000000074505806,2.0000000298023224,8,acept,not furnished,449.99999636784196,2800.0000309199095,29.99999969266355,36.00000088661909
São Paulo,133.00000013783574,3.0000000596046448,2.0000000074505806,0.0,-,acept,not furnished,813.0000307224691,2957.0000253617764,38.000000920146704,38.00000060349703
Belo Horizonte,58.1978298779577,1.0,1.0,1.749144047498703,7,acept,not furnished,349.999988777563,549.9999991850927,12.000000204425305,7.000000128522515
Campinas,240.00000116974115,3.0000000596046448,4.000000089406967,0.595267154276371,-,acept,not furnished,0.0,2999.999974668026,250.00000398606062,45.99999947100878
Porto Alegre,70.00000018812716,3.0000000596046448,2.0000000074505806,0.7645799219608307,4,acept,not furnished,490.00001451931894,2254.4171810150146,8.000000409083441,20.004687268286943
São Paulo,31.25823271367699,1.0,1.0,0.0,26,acept,not furnished,301.99999344768,2049.999986961484,44.999999538995326,25.999999523162842
Porto Alegre,24.913547629490495,1.0,1.0,1.0000000149011612,1,acept,not furnished,349.999988777563,950.0000050291419,49.999999487772584,13.999999832361937
São Paulo,67.0000003669411,3.0000000596046448,2.0000000074505806,2.0000000298023224,4,acept,not furnished,600.0000077532604,2200.0000540167093,49.999999487772584,33.000001311302185
São Paulo,31.000000660307705,1.0,1.0,0.0,6,acept,furnished,25.91026337177027,2299.9999530613422,0.0,29.999998956918716
Rio de Janeiro,90.00000270083547,2.0000000298023224,1.64872557669878,0.7298161089420319,1,acept,furnished,850.0000267289579,3437.090140581131,48.99716848973185,44.99999961256981
São Paulo,109.00000156834722,2.5521764755249023,3.000000014901161,1.0000000149011612,1,acept,not furnished,652.7349101845175,3732.6156347990036,300.0000100210309,48.999999046325684
Belo Horizonte,400.0000064522028,4.0,2.0000000074505806,2.0000000298023224,1,not acept,not furnished,0.0,863.846108596772,74.00000317022204,41.000000178813934
São Paulo,35.04365594685078,4.0,2.05163387209177,0.6801512092351913,-,acept,furnished,772.7107044775039,1847.749613970518,1166.9999638199806,26.88487932831049
São Paulo,284.0000133663416,3.569982171058655,2.6604033857584,1.9564707577228546,4,acept,not furnished,931.1830671038479,6317.417587339878,483.00002582371235,53.055468648672104
Porto Alegre,70.00000018812716,2.0000000298023224,1.0,1.0000000149011612,3,acept,furnished,360.00001220963895,2399.999997764826,29.99999969266355,36.00000088661909
São Paulo,309.00001187622547,4.0,5.000000029802322,4.000000059604645,7,acept,not furnished,627.3793382104486,4518.412215262651,682.0000047981739,84.00000242888927
São Paulo,70.00000018812716,2.0000000298023224,1.0,0.8074779808521271,-,acept,not furnished,0.0,2100.0000093132257,134.00000255554914,31.999998673796654
São Paulo,29.323107606731355,3.0000000596046448,4.000000089406967,1.7080888152122498,10,acept,not furnished,168.25555614195764,10000.000190734863,583.9999783039093,27.837234869599342
São Paulo,30.00000071991235,1.0,1.474054828286171,1.0000000149011612,10,not acept,not furnished,885.9999901615083,1500.0000324100256,0.0,20.00000037252903
Campinas,28.258949771523476,2.0932954847812653,2.0000000074505806,1.1714978516101837,11,acept,not furnished,831.9999694358557,2621.8292508274317,170.99999759346247,27.99999924004078
São Paulo,133.00000013783574,1.4595708549022675,4.000000089406967,3.0000001192092896,1,not acept,not furnished,1500.0000382773578,7000.000014901161,799.9999918043613,94.00000101327896
São Paulo,16.811831400031224,1.0,1.0,1.0000000149011612,14,not acept,furnished,1620.0000171549618,2800.0000309199095,279.0000043436885,36.00000088661909
São Paulo,73.00000000931323,1.9761891663074493,2.0000000074505806,1.0000000149011612,7,acept,not furnished,124.54815453384072,3499.9999068677425,52.55794052500278,44.99999961256981
São Paulo,24.019895859993994,3.0000000596046448,1.6641716808080673,2.0000000298023224,4,acept,not furnished,92.48102023266256,2509.8803736269474,150.00000501051545,25.999999523162842
