"cat_city","con_area","con_rooms","con_bathroom","con_parking_spaces","cat_floor","cat_animal","cat_furniture","con_hoa","con_rent_amount","con_property_tax","con_fire_insurance"
"São Paulo",70,2,1,1,"7","acept","furnished",2065,3300,211,NA
NA,NA,NA,NA,0,NA,"acept","not furnished",NA,4960,1750,63
NA,80,1,1,1,"6","acept","not furnished",1000,2800,0,41
"Porto Alegre",51,2,1,0,"2","acept","not furnished",270,1112,22,17
"São Paulo",25,1,1,NA,"1","not acept","not furnished",0,NA,25,NA
NA,NA,3,NA,NA,NA,"acept",NA,NA,NA,834,121
NA,72,2,1,0,"7","acept","not furnished",NA,1900,85,25
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1735,41
"São Paulo",NA,2,NA,1,"3","acept","furnished",1000,15000,250,191
"Rio de Janeiro",35,1,1,0,"2",NA,"furnished",NA,2300,35,30
"São Paulo",26,1,1,0,"2","acept","furnished",NA,2100,150,27
"Campinas",46,1,1,1,"10","acept","not furnished",550,580,43,8
"São Paulo",36,1,NA,NA,"11","acept","not furnished",359,2100,70,27
"São Paulo",55,1,1,1,"2","acept","furnished",790,4200,224,54
"São Paulo",100,2,2,2,"24",NA,"furnished",900,4370,17,NA
"Campinas",330,4,NA,NA,NA,NA,"furnished",NA,8000,328,121
"São Paulo",110,2,2,1,"1","acept",NA,700,3000,NA,39
"Rio de Janeiro",NA,2,3,1,"9","not acept","furnished",1614,NA,NA,NA
"Rio de Janeiro",56,2,1,NA,"8","acept","not furnished",800,1220,0,16
NA,NA,4,NA,6,NA,NA,"not furnished",NA,NA,9500,NA
"São Paulo",NA,7,NA,0,"-","acept","not furnished",0,3800,NA,58
NA,42,1,1,NA,"17",NA,"furnished",NA,2690,172,36
"São Paulo",160,3,2,2,"18","acept","furnished",1530,1900,167,25
NA,NA,1,1,0,"-",NA,"not furnished",0,1100,3,14
NA,90,3,2,1,"7","acept",NA,800,NA,118,24
"São Paulo",49,1,NA,1,"10","acept","not furnished",480,3500,42,NA
"São Paulo",41,1,1,1,"5","not acept","furnished",600,NA,0,NA
NA,64,2,2,1,"11",NA,"not furnished",352,1500,80,20
"Campinas",208,3,2,NA,"-","acept",NA,NA,3180,100,48
"São Paulo",20,NA,1,0,NA,"acept","furnished",602,1800,130,23
"São Paulo",NA,2,2,2,"6",NA,"not furnished",780,1068,NA,NA
"São Paulo",32,NA,1,0,"3","acept","not furnished",515,NA,NA,22
"São Paulo",80,NA,2,1,"11","acept","not furnished",1208,NA,NA,33
"Rio de Janeiro",45,1,1,1,"10","acept","furnished",2450,2500,593,33
NA,NA,4,4,3,NA,"acept",NA,2100,NA,NA,NA
NA,38,1,1,2,"11","not acept","not furnished",450,1750,0,26
"São Paulo",NA,1,1,0,"1","acept","not furnished",460,1600,0,21
"Belo Horizonte",80,3,NA,1,"-",NA,NA,0,NA,NA,181
"São Paulo",70,2,1,NA,"-","not acept","not furnished",0,1150,59,18
"Porto Alegre",40,1,1,1,"6","acept","furnished",390,NA,0,44
NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,153
