cat_city,con_area,con_rooms,con_bathroom,con_parking_spaces,cat_floor,cat_animal,cat_furniture,con_hoa,con_rent_amount,con_property_tax,con_fire_insurance
São Paulo,70.00000070501119,2.0000000074505806,1.0,0.2654881775379181,7,acept,furnished,2064.9999701417983,3299.9999966472387,211.00000638398342,41.99999890476465
São Paulo,319.9999994877726,4.000000089406967,4.000000089406967,0.0,20,acept,not furnished,1200.000026728958,4959.999896585941,1750.000059697777,15.959565334022045
São Paulo,1776.5004434734583,2.3287314772605896,1.0,1.0000000149011612,-,acept,not furnished,999.9999789288267,2799.9998968094587,20916.41257852316,41.00000123679638
Porto Alegre,51.00000002095476,2.0000000074505806,1.0,0.0,2,acept,not furnished,270.0000060140155,1112.0000062510371,22.00000055745477,16.999999798834324
São Paulo,25.000000007334165,1.0,1.0,0.0,1,not acept,not furnished,0.0,799.9999928288162,25.000001048465492,11.000000063329935
São Paulo,283.2841048631817,1.7301601245999336,1.1292426101863384,0.48091400414705276,-,acept,not furnished,8381.490354891866,8000.000010430813,833.9999675983563,13.156510462984443
São Paulo,71.99999935785308,2.0000000074505806,1.0,0.0,7,acept,not furnished,739.999994810205,1900.000025331974,84.99999945634045,21.330743052065372
São Paulo,212.99999875761569,3.176080599427223,4.000000089406967,4.000000059604645,-,acept,not furnished,39672.83399775624,4534.695500135422,35105.71605041623,44.90096281468868
São Paulo,152.00000479258597,2.0000000074505806,2.0000000074505806,0.3457491472363472,3,acept,furnished,999.9999789288267,647.3851965973154,250.00000591971911,190.99999088048935
Rio de Janeiro,35.000000012572855,1.0,1.0,0.0,2,acept,furnished,589.9999914690852,2300.0000171363354,34.999999641877366,29.999999433755875
São Paulo,25.999999333755113,1.0,1.0352653949521482,0.0,2,acept,not furnished,469.9999887961894,851.9090945832431,150.00000172585715,26.999998942017555
Campinas,46.000000692438334,1.0,1.0,1.0000000149011612,10,acept,not furnished,549.9999689054675,580.0000055925921,43.00000171206193,7.999999883584678
São Paulo,35.9999993389938,1.0,1.0,0.0,11,acept,not furnished,358.99999932735227,2100.0000212341547,69.99999928375473,26.999998942017555
São Paulo,55.000000023050234,1.0,1.0,1.0000000149011612,2,acept,furnished,789.9999742512591,4199.999868124723,136.77342890005093,53.99999837577343
São Paulo,100.0000020689331,2.0000000074505806,1.0281485388986766,2.0000000298023224,24,acept,not furnished,900.0000200467184,4370.000007748604,17.00000011951488,9.559648523107171
Campinas,53.005378015106544,4.000000089406967,1.038081232458353,6.000000238418579,-,acept,furnished,1781.86783217825,8000.000010430813,327.9999867314473,6.467582310549915
São Paulo,109.99999533314258,2.0000000074505806,1.1045910557731986,1.0000000149011612,1,acept,not furnished,857.0518232299946,2999.9998927116394,314.14602738805115,39.00000090897083
Rio de Janeiro,87.99999936623499,2.0000000074505806,3.000000014901161,0.9890913963317871,9,not acept,not furnished,980.676707054954,3499.9999925494194,220.99999128258787,15.145217265933752
Rio de Janeiro,55.99999934947118,2.0000000074505806,1.0654320823960006,0.9018010646104813,8,acept,not furnished,799.9999961466528,1220.000017248094,0.0,15.99999963492155
São Paulo,5916.153668224812,3.2128430902957916,5.000000029802322,2.3058485984802246,-,acept,not furnished,99830.14030009508,6270.864225178957,68612.0492130518,71.62908400595188
São Paulo,542.6518369056284,1.9001730158925056,4.000000089406967,0.0,-,acept,not furnished,0.0,3800.0000964850187,10579.019762203097,57.99999903142452
Belo Horizonte,24.25380043068435,1.0,1.0,1.0000000149011612,17,not acept,furnished,469.9999887961894,2689.999910071492,172.00000684824772,36.00000041723251
São Paulo,159.99999940395355,3.000000014901161,2.0000000074505806,0.4438016936182976,-,acept,furnished,1529.999969061464,1171.6511431150138,7830.219051800668,25.00000111013651
São Paulo,35.000000012572855,1.0,1.0,0.0,-,acept,not furnished,0.0,1099.9999866820872,2.9999999203937477,14.000000555068254
Rio de Janeiro,89.99999801907688,3.000000014901161,1.0313772710505873,1.0000000149011612,-,acept,not furnished,799.9999961466528,1800.0000273808837,118.0000025749905,7.039578223600984
São Paulo,48.99999867170118,1.0,1.0,1.0000000149011612,10,acept,not furnished,480.00001069158316,3499.9999925494194,195.81933061708696,45.00000189244747
São Paulo,40.999998667510226,1.0,1.0342245302163064,1.0000000149011612,5,not acept,furnished,600.000013364479,647.2365166526288,0.0,39.00000090897083
São Paulo,63.99999935366213,2.0119370445609093,1.1946899015456438,1.0000000149011612,-,acept,not furnished,7405.4771908558905,1500.0000335276127,79.9999978771666,20.000000290572643
Campinas,208.000010214746,3.000000014901161,2.0000000074505806,4.000000059604645,-,acept,not furnished,0.0,926.5467845834792,133.13956653000787,12.462412633001804
São Paulo,20.00000000471482,1.0,1.0,0.0,5,acept,furnished,602.0000307471491,1800.0000273808837,130.0000045390334,22.999999534338713
São Paulo,124.01614819467068,1.9921353682875633,1.0649187620729208,2.0000000298023224,6,acept,not furnished,999.0571535308845,1188.7740639969707,141.99999737320468,17.977935813367367
São Paulo,281.1493449471891,2.2768362313508987,1.0,0.0,3,acept,not furnished,514.9999897985253,1700.0000294297934,29.000000942323823,22.00000061839819
São Paulo,79.99999936204404,2.0000000074505806,2.0000000074505806,1.0000000149011612,11,acept,not furnished,110.91891207615845,2550.0000670552254,215.99999883328564,32.999999925494194
Rio de Janeiro,33.37803423323203,1.0,1.0,0.5768418312072754,10,acept,furnished,2449.9999028630555,2500.000013038516,592.9999882588163,32.999999925494194
São Paulo,130.08710831589997,1.3804545514285564,4.000000089406967,3.0000001192092896,-,acept,not furnished,2100.0000467756763,760.3546403814107,3199.9589402228594,50.99999788403511
Porto Alegre,38.00000068824738,1.0,1.0,2.0000000298023224,11,not acept,not furnished,148.9491831162013,1749.9999733641744,0.0,25.999998778104782
