"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,0.365,0.095,0.514,0.2245,0.112108333333333,0.15
"M",0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
"F",0.53,0.42,0.135,0.677,0.2565,0.1415,0.21
"M",0.46765,0.364258846153846,0.12185,0.516,0.2155,0.114,0.155
"I",0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
"I",0.425,0.3,0.095,0.3515,0.141,0.0775,0.0986432500000001
"F",0.53,0.415,0.15,0.7775,0.237,0.1415,0.25593625
"F",0.545,0.425,0.125,0.768,0.311935,0.1495,0.26
"M",0.475,0.370162291666667,0.125,0.51946625,0.2165,0.1125,0.165
"F",0.55,0.44,0.15,0.8945,0.3145,0.151,0.32
"F",0.525,0.38,0.14,0.6065,0.194,0.1475,0.21
"M",0.43,0.35,0.11,0.406,0.1675,0.081,0.135
"M",0.49,0.38,0.135,0.5415,0.2175,0.095,0.19
"F",0.535,0.405,0.145,0.6845,0.2725,0.171,0.205
"I",0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185
"M",0.5,0.4,0.13,0.6645,0.258,0.133,0.24
"I",0.355,0.28,0.085,0.2905,0.121597916666667,0.0395,0.115
"I",0.44,0.34,0.1,0.451,0.188,0.087,0.13
"M",0.365,0.285573928571429,0.08,0.2555,0.097,0.043,0.1
"M",0.45,0.32,0.1,0.381,0.1705,0.075,0.115
"M",0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
"I",0.38,0.275,0.1,0.2255,0.08,0.0473008333333333,0.085
"F",0.570908333333334,0.44,0.155,0.9395,0.4275,0.214,0.258305892857143
"F",0.55,0.415,0.135,0.7635,0.318,0.21,0.2
"F",0.615,0.48,0.165,1.1615,0.481369166666667,0.301,0.3219545
"F",0.56,0.44,0.14,0.9285,0.3825,0.188,0.26722625
"F",0.58,0.45,0.185,1.00159479166667,0.3945,0.272,0.285
"M",0.59,0.445,0.14,0.931,0.356,0.234,0.28
"M",0.605,0.475,0.18,0.9365,0.394,0.219,0.295
"M",0.575,0.425,0.14,0.871327500000001,0.393,0.227,0.2
"M",0.58,0.47,0.165,0.9975,0.3935,0.21026375,0.33
"F",0.68,0.56,0.165,1.639,0.6055,0.2805,0.46
"M",0.665,0.525,0.165,1.338,0.5515,0.3575,0.35
"F",0.68,0.55,0.175,1.798,0.7814225,0.3925,0.455
"F",0.705,0.55,0.2,1.7095,0.633,0.4115,0.49
"M",0.465,0.355,0.105,0.4795,0.227,0.10524375,0.125
"F",0.54,0.475,0.173970833333333,1.217,0.5305,0.3075,0.34
"F",0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
"F",0.575,0.452425,0.135,0.883,0.381,0.2035,0.26
"M",0.355,0.29,0.09,0.3275,0.134,0.086,0.09
"F",0.45,0.335,0.105,0.425,0.1865,0.0956425000000001,0.115
"M",0.55,0.425,0.135,0.884248214285714,0.362,0.196,0.27
"I",0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
"I",0.205,0.15,0.05245,0.0462100833333333,0.0255,0.015,0.012
"I",0.21,0.15,0.05,0.042,0.0175,0.0125,0.0132814583333333
"I",0.3718625,0.295,0.095,0.203,0.0875,0.045,0.075
"M",0.47,0.37,0.12,0.665695,0.293,0.227,0.14
"F",0.46,0.375,0.12,0.4605,0.1775,0.11,0.15
"I",0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
"F",0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245
"I",0.521337500000001,0.41,0.12,0.595,0.2385,0.111,0.19
"M",0.4,0.3066,0.101625,0.303,0.1335,0.06,0.1
"M",0.485,0.36,0.13,0.5415,0.2595,0.096,0.16
"I",0.47,0.36,0.12,0.4775,0.2105,0.1055,0.1452975
"M",0.405,0.31,0.1,0.385,0.173,0.0915,0.11
"M",0.5,0.392685416666667,0.138590833333333,0.6615,0.2565,0.1755,0.22
"M",0.445,0.35,0.12,0.4425,0.192,0.0955,0.135
"M",0.47,0.385,0.135,0.5895,0.2765,0.12,0.17
"I",0.254119166666667,0.191310416666667,0.06,0.0814958333333333,0.0358003749999999,0.014,0.025
"F",0.505,0.4,0.125,0.583,0.246,0.13,0.175
"M",0.45,0.345,0.105,0.454506249999999,0.18,0.1125,0.133806666666667
"F",0.505,0.405,0.11,0.625,0.305,0.16,0.17698875
"F",0.53,0.413675,0.13,0.6965,0.308475,0.1935,0.2
"M",0.425,0.325,0.095,0.3785,0.1705,0.08,0.1
"M",0.52,0.4,0.12,0.58,0.234,0.1315,0.185
"M",0.4623825,0.355,0.12,0.48,0.234,0.1015,0.135
"F",0.565,0.44,0.150075,0.915,0.354,0.1935,0.2770905
"F",0.595,0.495,0.185,1.285,0.416,0.224,0.485
"F",0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17
"I",0.31,0.235,0.07,0.151,0.063,0.0405,0.045
"M",0.555,0.425,0.13,0.7665,0.264,0.168,0.275
"F",0.411279166666667,0.32,0.11,0.353,0.1405,0.0763549999999999,0.1
"F",0.595,0.475,0.17,1.247,0.48,0.225,0.425
"M",0.57,0.4710375,0.175,1.185,0.474,0.261,0.38
"F",0.605,0.45,0.195,1.098,0.481,0.2895,0.315
"F",0.6023875,0.475,0.15,1.0075,0.4425,0.221,0.28
"M",0.595,0.475,0.14,0.944,0.3625,0.189,0.315
"F",0.6,0.47,0.15,0.922,0.363,0.194,0.305
"F",0.555,0.425,0.14,0.788,0.3160725,0.1595,0.285
"F",0.605300595238095,0.475,0.16629375,1.1025,0.4695,0.2355,0.345
"F",0.575,0.445,0.1621625,0.941,0.3845,0.252,0.285
"M",0.62,0.497775,0.2021,1.615,0.5105,0.192,0.675
"F",0.52,0.425,0.165,0.9885,0.396,0.225,0.32
"F",0.595,0.475,0.16,1.15076875,0.408,0.234,0.58
"M",0.58,0.45,0.14,1.013,0.38,0.216,0.36
"F",0.57,0.4696,0.18,1.295,0.485745416666667,0.2225,0.44
"F",0.625,0.465,0.14,1.17513125,0.4825,0.24076625,0.4
"M",0.56,0.44,0.16,0.8645,0.3305,0.19614125,0.26
"F",0.46,0.355,0.13,0.517,0.2205,0.114,0.165
"F",0.575,0.45,0.16,0.9775,0.405333964285714,0.231,0.33
"M",0.565,0.425,0.135,0.8115,0.351093125,0.1675,0.255
"M",0.555,0.44,0.15,0.755,0.307,0.1525,0.242473666666666
"M",0.595,0.465,0.175,1.136715,0.4015,0.254,0.39
"F",0.625,0.495,0.165,1.262,0.507,0.318,0.349561946428571
"F",0.695,0.53975625,0.19,1.494,0.588,0.3425,0.485
"M",0.665,0.535,0.195,1.51225125,0.5755,0.317163333333334,0.48
"M",0.535,0.421875,0.149575,0.725,0.269,0.1385,0.25
"M",0.47,0.375,0.13,0.523,0.214,0.132,0.145
"M",0.47,0.37,0.13,0.5225,0.201,0.133,0.165
"F",0.475,0.3702875,0.125,0.5785,0.2775,0.085,0.155
"I",0.36,0.265,0.095,0.2315,0.105,0.046,0.075
"M",0.55,0.435,0.145,0.843,0.328,0.1915,0.24793
"M",0.53,0.435,0.16,0.883,0.316,0.164,0.335
"M",0.53,0.415,0.14,0.724,0.3105,0.1675,0.205
"M",0.605,0.47,0.16,1.1735,0.4975,0.2405,0.311901135912698
"F",0.52,0.41,0.155,0.727,0.291,0.1835,0.235
"F",0.54495,0.43,0.165,0.802,0.2935,0.183,0.2613225
"F",0.5,0.4,0.125,0.6675,0.261,0.1315,0.22
"F",0.51,0.39,0.135,0.6335,0.231,0.179,0.2
"F",0.435,0.395,0.105,0.422273333333333,0.136,0.098,0.13
"M",0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155
"M",0.465,0.36,0.105,0.431,0.172,0.107,0.175
"I",0.435,0.32,0.0998625000000001,0.3325,0.1485,0.0662727916666667,0.105
"M",0.44321875,0.35,0.105,0.393,0.13,0.063,0.165
"F",0.545,0.41,0.125,0.6935,0.2975,0.146,0.21
"F",0.53,0.415,0.115,0.5915,0.233,0.1585,0.18
"F",0.49,0.375,0.135,0.6125,0.2555,0.102,0.22
"M",0.44,0.34,0.105,0.402,0.1305,0.0955,0.165
"F",0.56,0.43,0.15,0.8825,0.349815625,0.172,0.31
"I",0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085
"F",0.47,0.365,0.105,0.448407708333333,0.163,0.1035,0.14
"I",0.385,0.295,0.085,0.2535,0.103,0.0575,0.085
"F",0.515,0.425,0.14,0.76760625,0.304,0.1725,0.24325875
"M",0.37,0.265,0.075,0.214,0.09,0.051,0.07
"I",0.36,0.28,0.08,0.222413333333333,0.0923579166666666,0.0505,0.07
"I",0.267952083333333,0.195,0.06,0.0890286607142857,0.0285,0.0235,0.03
"I",0.375,0.275,0.09,0.238,0.1075,0.0545,0.07
"I",0.385,0.29,0.085,0.2505,0.112,0.061,0.08
"M",0.7,0.535,0.16,1.7255,0.6773175,0.2635,0.54
"M",0.71,0.54,0.165,1.959,0.7665,0.3852275,0.78
"M",0.636929166666666,0.50467625,0.165,1.262,0.4835,0.283,0.41
"I",0.44,0.35,0.125,0.4035,0.175,0.063,0.129
"F",0.325,0.26,0.09,0.1915,0.085,0.036,0.062
"I",0.35,0.26,0.095,0.211,0.086,0.056,0.068
"I",0.265,0.2,0.065,0.0975,0.04,0.0205,0.028
"F",0.425,0.33,0.115,0.406,0.1635,0.081,0.1355
"I",0.305,0.23,0.08,0.156,0.0675,0.0345,0.048
"M",0.345,0.255,0.09,0.2005,0.094,0.0295,0.063
"F",0.405,0.325,0.11,0.3555,0.151,0.0739962499999999,0.117
"M",0.3705375,0.285,0.095,0.253,0.096,0.0575,0.0925
"M",0.565,0.445,0.155,0.826,0.341,0.2055,0.2475
"F",0.55,0.45,0.145,0.741,0.295,0.167515357142857,0.2665
"M",0.65,0.52,0.19,1.3445,0.519,0.306,0.4465
"I",0.56,0.455,0.155,0.797,0.34,0.16986125,0.2425
"M",0.475,0.375,0.13,0.536877833333333,0.2075,0.126712380952381,0.17
"F",0.493691666666666,0.38,0.125,0.549,0.245,0.126306875,0.174
"M",0.46,0.35,0.12,0.515,0.224,0.108,0.1565
"I",0.28,0.205,0.0785150000000001,0.127,0.052,0.039,0.042
"I",0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125
"I",0.17,0.13,0.095,0.03,0.013,0.008,0.01
"M",0.59,0.475,0.145,1.053,0.4415,0.262,0.325
"F",0.617091428571428,0.5,0.185,1.13205104166667,0.469,0.2585,0.335
"F",0.635,0.515,0.19,1.3715,0.5065,0.305,0.45
"F",0.605,0.485,0.170875,1.0565,0.37,0.2355,0.355
"F",0.565,0.45,0.135,0.94022,0.387,0.1495,0.31
"M",0.515,0.405,0.13,0.722,0.32,0.131,0.21
"F",0.578727083333333,0.46,0.19,0.994,0.392,0.2425,0.34
"M",0.645,0.485,0.215,1.46098041666667,0.552626875,0.2615,0.635
"F",0.58,0.4582,0.17,0.9075,0.374,0.2149425,0.281303333333333
"F",0.575,0.46,0.165,1.124,0.2985,0.1785,0.44
"M",0.605,0.465,0.165,1.10893,0.4215,0.2475,0.34
"M",0.605,0.485,0.16,1.222,0.53,0.2575,0.28
"M",0.61,0.485,0.175,1.2445,0.544,0.297,0.345
"F",0.725,0.56,0.21,2.141,0.65,0.398,1.005
"F",0.65,0.545,0.23,1.752,0.637427916666666,0.2895,0.815
"M",0.725,0.57,0.19,2.55,1.0705,0.483,0.725
"F",0.725,0.5654,0.175,2.124,0.866888750000001,0.4515,0.85
"F",0.68,0.57,0.205,1.80754375,0.625,0.408,0.65
"M",0.705,0.56,0.22,1.981,0.8175,0.448262499999999,0.53891
"F",0.68,0.515,0.175,1.6185,0.5125,0.409,0.62
"M",0.695,0.565154166666666,0.215,1.9565,0.7125,0.541,0.59
"F",0.53,0.395,0.145,0.775,0.308,0.169,0.255
"M",0.525,0.435,0.155,1.02530416666667,0.486,0.233,0.285
"F",0.52,0.405,0.115,0.776,0.32,0.1845,0.22
"I",0.2188625,0.160344107142857,0.04,0.048,0.0185,0.018,0.015
"I",0.36,0.26,0.0880729166666667,0.1785,0.0645,0.037,0.075
"I",0.315,0.21,0.06,0.125,0.0546128333333333,0.0375,0.035
"I",0.315,0.245,0.085,0.1435,0.053,0.0475,0.05
"I",0.225,0.16,0.045,0.0465,0.025,0.015,0.015
"M",0.58,0.475,0.15,0.97,0.402768333333333,0.2165,0.35
"M",0.57,0.48,0.18,0.9395,0.399,0.2,0.295
"M",0.64,0.51,0.175,1.368,0.515,0.266,0.57
"M",0.56,0.45,0.1556925,1.0235,0.429,0.268,0.3
"F",0.62,0.475,0.175,1.06087875,0.4355,0.214,0.325
"F",0.645,0.51,0.2,1.5675,0.64808375,0.367,0.46
"M",0.62,0.49,0.1744,1.20919541666667,0.5455,0.2616625,0.355
"F",0.63,0.48,0.15,1.12132375,0.392,0.336,0.285
"F",0.63979375,0.5,0.185,1.383,0.54,0.3315,0.38
"F",0.619841666666666,0.48,0.16,1.199,0.5265,0.335,0.315
"F",0.585,0.46,0.17,1.02543625,0.365,0.271,0.29
"M",0.615,0.48,0.18,1.15783833333333,0.4845,0.2738775,0.325
"M",0.615616666666666,0.485,0.17,1.0225,0.42779,0.2405,0.36
"M",0.58,0.44566875,0.15,0.927,0.276,0.1815,0.36
"I",0.355,0.275,0.085,0.22,0.092,0.06,0.15
"F",0.531575,0.4,0.14,0.8145,0.459,0.16972125,0.195
"M",0.5,0.405,0.155,0.772,0.346,0.1535,0.224586833333333
"F",0.520247916666667,0.41,0.15,0.644,0.285,0.145,0.21
"M",0.64,0.5,0.185,1.3035,0.4445,0.28819625,0.465
"M",0.56,0.45,0.16,0.922,0.432,0.178,0.261420833333333
"M",0.585,0.46,0.185,0.922,0.3635,0.213,0.285
"F",0.45,0.345,0.12,0.4165,0.1655,0.095,0.135
"M",0.5,0.4,0.165,0.825,0.254,0.205,0.285
"M",0.5,0.4,0.145,0.63,0.234,0.1465,0.23
"F",0.53,0.435,0.17,0.8155,0.2985,0.155,0.275
"M",0.42,0.3236,0.115,0.369,0.171,0.071,0.12
"F",0.44,0.34,0.14,0.482,0.186,0.1085,0.16
"I",0.4,0.3,0.11,0.315,0.109,0.067,0.12
"I",0.435,0.34,0.11,0.3795,0.1495,0.0823257499999999,0.12
"F",0.525,0.41415,0.17,0.8325,0.2755,0.1685,0.266239166666667
"I",0.37,0.28,0.095,0.2655,0.109588,0.052,0.08
"F",0.49,0.365,0.145,0.6345,0.241240833333334,0.1625,0.22
"M",0.335,0.25,0.09,0.181,0.0755,0.0415,0.06
"I",0.415,0.325,0.105,0.38,0.1595,0.0785,0.12
"M",0.5,0.405,0.14,0.6155,0.241,0.1355,0.205
"F",0.485,0.395,0.16,0.66,0.2475,0.128,0.235
"M",0.55,0.405,0.14,0.8025,0.323201458333333,0.1635,0.255
"M",0.45,0.35,0.13,0.46,0.174,0.111,0.135
"I",0.411383333333334,0.3,0.12,0.324,0.1265,0.0697795833333333,0.11
"M",0.47,0.36,0.135,0.501,0.1665,0.115,0.165
"I",0.415,0.305,0.13,0.32,0.1305,0.0706583333333334,0.105
"F",0.445,0.325,0.125,0.455,0.1785,0.1125,0.14
"F",0.47,0.35,0.13425,0.5175,0.187,0.1235,0.18
"F",0.49,0.375,0.15,0.60627,0.22,0.144,0.19
