con_age,cat_workclass,con_fnlwgt,cat_education,con_education.num,cat_marital.status,cat_occupation,cat_relationship,cat_race,cat_sex,con_capital.gain,con_capital.loss,con_hours.per.week,cat_native.country,cat_income
31.4,Private,177614.2,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,1459.6,0.0,45.4,United-States,<=50K
54.0,Private,158146.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,3900.0,40.0,United-States,<=50K
41.0,Private,187665.0,Some-college,11.4,Married-civ-spouse,Exec-managerial,Husband,White,Female,0.0,0.0,49.0,United-States,<=50K
48.0,Private,216864.0,HS-grad,9.2,Divorced,Other-service,Not-in-family,White,Male,3004.8,3770.0,39.8,United-States,<=50K
49.8,Private,165911.8,Assoc-acdm,11.8,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,3770.0,40.0,United-States,<=50K
42.8,State-gov,88638.0,Some-college,10.4,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,32.0,United-States,<=50K
42.4,Private,155481.2,HS-grad,11.6,Divorced,Protective-serv,Not-in-family,White,Male,0.0,3683.0,40.0,United-States,<=50K
39.8,Private,154920.4,Bachelors,12.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,34.0,United-States,<=50K
42.8,State-gov,262194.2,Some-college,9.0,Never-married,Exec-managerial,Husband,White,Male,366.2,0.0,41.6,United-States,<=50K
44.2,Private,233269.4,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2824.0,40.6,United-States,>50K
48.0,Private,217381.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,2997.2,318.0,41.2,United-States,>50K
50.6,Private,158246.4,Prof-school,14.4,Divorced,Prof-specialty,Not-in-family,White,Female,686.4,2824.0,47.2,United-States,>50K
45.4,Private,172822.0,HS-grad,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,21459.4,2824.0,76.0,United-States,>50K
43.0,Private,120263.6,Masters,12.2,Divorced,Sales,Not-in-family,White,Female,0.0,435.8,40.2,United-States,<=50K
36.6,Private,203034.0,Some-college,11.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,3004.8,395.4,43.0,United-States,<=50K
29.8,Private,170664.0,Assoc-acdm,11.8,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2824.0,46.0,United-States,<=50K
44.6,Private,77009.0,10th,7.0,Never-married,Sales,Not-in-family,White,Female,0.0,2754.0,42.0,United-States,<=50K
40.2,Private,29059.0,Assoc-voc,12.6,Married-civ-spouse,Other-service,Husband,White,Male,0.0,2754.0,46.0,United-States,>50K
42.8,Private,174778.8,Some-college,10.4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,39.6,United-States,<=50K
21.0,Private,264530.8,Assoc-voc,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2603.0,51.0,United-States,<=50K
33.0,Private,228696.0,1st-4th,2.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2603.0,32.0,Mexico,<=50K
49.0,Private,248146.8,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,2603.0,40.0,Greece,<=50K
51.2,Private,163876.4,HS-grad,9.4,Divorced,Prof-specialty,Not-in-family,White,Male,1537.6,2559.0,42.2,United-States,>50K
32.4,Private,156672.2,HS-grad,10.4,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,2559.0,43.4,United-States,<=50K
23.0,Private,178612.6,HS-grad,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2559.0,40.0,United-States,<=50K
59.0,Private,242460.0,11th,10.0,Widowed,Exec-managerial,Unmarried,White,Female,0.0,757.8,42.0,United-States,>50K
45.2,Private,178657.0,Prof-school,14.2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2559.0,44.4,United-States,>50K
37.6,State-gov,103673.8,Some-college,11.4,Married-civ-spouse,Craft-repair,Husband,White,Male,2816.8,2559.0,50.0,United-States,>50K
32.8,Private,205246.0,HS-grad,10.6,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,39.0,United-States,<=50K
44.2,Private,122305.6,Masters,16.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,2559.0,60.0,United-States,>50K
40.6,Private,170058.4,Bachelors,10.4,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,42.0,United-States,<=50K
35.6,Private,292853.2,Bachelors,8.2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,47.2,United-States,<=50K
37.0,Private,189186.8,Assoc-acdm,16.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,2559.0,47.4,United-States,>50K
54.0,Private,241394.8,HS-grad,10.4,Divorced,Sales,Unmarried,White,Female,0.0,2559.0,42.0,United-States,<=50K
55.6,Private,151464.8,Some-college,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,3511.6,0.0,51.0,United-States,>50K
42.6,Private,245278.4,Masters,10.0,Divorced,Sales,Unmarried,White,Male,0.0,2547.0,43.0,United-States,>50K
39.2,Private,115066.0,Some-college,10.0,Divorced,Exec-managerial,Own-child,White,Female,0.0,2547.0,41.6,United-States,<=50K
39.2,Private,156965.8,Masters,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,1537.6,0.0,46.0,United-States,<=50K
32.6,Private,184263.6,HS-grad,10.2,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,39.0,United-States,<=50K
55.6,Private,165156.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
73.0,Self-emp-not-inc,233882.0,Bachelors,10.6,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,1459.6,2457.0,41.0,Vietnam,<=50K
35.8,Private,247705.8,Masters,11.8,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,47.4,United-States,<=50K
28.8,Private,304306.0,Assoc-voc,10.4,Never-married,Transport-moving,Not-in-family,White,Male,1344.6,0.0,50.0,United-States,<=50K
51.0,Private,144362.0,Bachelors,10.4,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,47.0,United-States,>50K
48.4,Private,201947.2,HS-grad,9.4,Divorced,Prof-specialty,Not-in-family,White,Female,3004.8,0.0,54.0,United-States,>50K
33.6,Private,219237.6,HS-grad,11.0,Never-married,Craft-repair,Unmarried,White,Female,19999.8,218.4,37.0,United-States,<=50K
39.0,Private,232833.0,12th,10.2,Divorced,Craft-repair,Other-relative,White,Male,0.0,483.0,49.2,United-States,>50K
43.4,Private,313243.0,HS-grad,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.6,United-States,<=50K
45.6,Local-gov,132207.4,5th-6th,9.2,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,2444.0,37.8,United-States,>50K
33.6,Private,199764.6,Some-college,10.8,Never-married,Sales,Not-in-family,White,Male,1369.8,0.0,45.0,United-States,<=50K
42.2,Private,194901.0,HS-grad,11.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,2444.0,50.0,United-States,<=50K
43.0,Private,172113.0,Some-college,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,4464.4,377.4,70.0,United-States,<=50K
34.0,Private,224169.4,HS-grad,7.0,Never-married,Exec-managerial,Other-relative,White,Male,0.0,0.0,31.8,United-States,<=50K
44.0,Private,162028.0,Some-college,10.4,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,2415.0,40.0,United-States,>50K
40.6,Self-emp-not-inc,168955.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2415.0,51.4,United-States,>50K
43.4,Private,216857.0,Prof-school,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2415.0,40.0,United-States,<=50K
40.4,Private,282264.2,Masters,13.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
48.4,Private,232011.2,Prof-school,15.4,Married-civ-spouse,Prof-specialty,Husband,White,Male,957.4,2415.0,54.0,United-States,>50K
38.8,Private,329980.0,Bachelors,11.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,41.0,United-States,<=50K
57.2,Private,207639.4,11th,10.4,Married-civ-spouse,Prof-specialty,Husband,White,Male,3004.8,2415.0,37.0,United-States,>50K
48.2,Private,137558.6,1st-4th,7.4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,48.0,United-States,>50K
45.0,Self-emp-not-inc,132029.6,HS-grad,9.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,43.0,United-States,>50K
41.6,Local-gov,174195.6,11th,10.2,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0.0,0.0,33.6,United-States,<=50K
55.0,Private,227856.0,Bachelors,10.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,41.0,United-States,>50K
35.6,Private,135948.8,Bachelors,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3977.8,0.0,50.0,United-States,>50K
42.0,Private,179858.2,Some-college,10.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,47.4,United-States,>50K
47.2,Private,227558.4,Some-college,9.2,Married-civ-spouse,Prof-specialty,Husband,White,Male,2919.2,2415.0,45.6,United-States,>50K
40.0,Private,148776.2,Masters,13.8,Married-civ-spouse,Other-service,Husband,White,Male,4276.4,0.0,45.4,United-States,>50K
32.0,Private,157669.6,Bachelors,13.4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,691.2,2415.0,52.0,United-States,>50K
41.8,Private,166244.6,Some-college,11.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,52.8,United-States,>50K
55.0,Private,156567.6,HS-grad,9.6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6009.6,0.0,44.0,United-States,<=50K
53.0,Local-gov,221907.4,Masters,13.4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,772.8,43.0,United-States,>50K
38.6,Private,243467.0,HS-grad,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2415.0,49.6,United-States,>50K
47.8,Self-emp-inc,95509.4,HS-grad,10.8,Married-civ-spouse,Other-service,Husband,White,Male,0.0,2415.0,48.0,United-States,>50K
39.2,Self-emp-not-inc,142763.2,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,4882.0,0.0,59.0,United-States,<=50K
41.2,Local-gov,235841.4,Bachelors,13.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,2415.0,41.8,United-States,>50K
