"cat_city","con_area","con_rooms","con_bathroom","con_parking_spaces","cat_floor","cat_animal","cat_furniture","con_hoa","con_rent_amount","con_property_tax","con_fire_insurance"
"São Paulo",70,2,1,NA,"7",NA,NA,2065,3300,211,42
"São Paulo",NA,4,NA,0,"20","acept",NA,1200,NA,NA,NA
"Porto Alegre",NA,1,1,NA,"6",NA,NA,1000,NA,0,41
NA,51,2,1,0,"2","acept","not furnished",NA,NA,22,17
"São Paulo",25,1,1,0,"1","not acept","not furnished",0,800,25,11
"São Paulo",NA,NA,NA,7,NA,"acept",NA,0,8000,834,121
"Rio de Janeiro",NA,2,1,0,NA,NA,"not furnished",740,1900,85,NA
"São Paulo",NA,NA,NA,NA,"4","acept","not furnished",2254,3223,1735,41
"São Paulo",152,2,2,NA,"3",NA,"furnished",1000,15000,NA,191
"Rio de Janeiro",35,1,1,0,"2","acept","furnished",590,2300,35,30
"São Paulo",26,1,1,0,NA,"acept","furnished",470,2100,150,27
"Campinas",46,1,1,1,NA,"acept","not furnished",550,580,43,8
"São Paulo",36,1,1,0,"11","acept","not furnished",359,2100,70,27
"São Paulo",55,1,1,1,"2","acept","furnished",790,4200,224,54
NA,100,2,2,2,"24","acept",NA,900,4370,17,56
"Campinas",NA,NA,NA,NA,NA,"acept","furnished",NA,NA,NA,NA
"São Paulo",110,2,2,1,NA,"acept",NA,700,3000,122,39
"Rio de Janeiro",88,2,3,1,"9","not acept","furnished",NA,3500,221,16
"Rio de Janeiro",56,2,1,0,"8","acept","not furnished",800,1220,NA,NA
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,9500,NA
"São Paulo",NA,7,NA,0,NA,NA,"not furnished",0,NA,118,58
NA,42,1,1,1,"17","not acept","furnished",470,2690,172,36
"São Paulo",160,3,NA,2,NA,"acept","furnished",NA,1900,167,25
"São Paulo",35,1,1,0,"-","acept","not furnished",0,1100,NA,14
NA,NA,3,2,1,"7",NA,"not furnished",800,1800,118,NA
"São Paulo",49,1,1,NA,"10","acept","not furnished",480,3500,42,45
NA,41,1,NA,NA,"5","not acept","furnished",600,3000,0,39
"Belo Horizonte",64,2,NA,1,"11","acept","not furnished",352,1500,80,20
"Campinas",208,3,2,4,"-","acept","not furnished",NA,3180,100,48
"São Paulo",20,1,1,0,"5","acept","furnished",NA,1800,NA,NA
"São Paulo",55,2,2,2,"6","acept","not furnished",780,1068,142,14
"São Paulo",32,1,1,0,"3",NA,NA,515,1700,29,22
"São Paulo",80,2,NA,1,"11","acept","not furnished",1208,2550,216,33
"Rio de Janeiro",45,1,1,1,"10","acept","furnished",2450,2500,593,33
NA,NA,4,NA,NA,"8","acept",NA,NA,NA,500,NA
"Porto Alegre",38,1,NA,NA,"11",NA,"not furnished",450,1750,0,26
"São Paulo",NA,1,1,0,"1","acept","not furnished",460,1600,0,21
NA,80,3,2,1,"-","acept","not furnished",0,NA,425,181
NA,70,NA,1,0,NA,NA,"not furnished",0,1150,59,18
NA,40,1,NA,1,"6","acept",NA,390,2990,0,44
"São Paulo",300,4,NA,NA,NA,NA,"not furnished",NA,12000,NA,NA
"São Paulo",NA,3,NA,3,"-","acept","not furnished",0,3500,NA,53
"Belo Horizonte",200,NA,2,1,"7",NA,"not furnished",850,2550,9,NA
NA,45,1,1,1,NA,"acept",NA,500,1631,NA,12
"São Paulo",360,NA,5,0,"1","acept",NA,NA,6410,NA,NA
"São Paulo",40,1,1,1,"10","acept","furnished",978,NA,0,33
"Belo Horizonte",100,3,1,0,"13","not acept","not furnished",700,1220,10,17
"Porto Alegre",42,1,NA,2,"2","acept","furnished",190,1770,17,26
NA,NA,NA,3,2,"1","acept","not furnished",2200,1700,NA,22
"Campinas",48,1,1,1,"2","acept",NA,505,1600,59,21
"Rio de Janeiro",90,3,3,1,"10","acept","not furnished",1250,3800,147,NA
"São Paulo",NA,1,2,NA,"15","acept","furnished",856,3900,NA,50
"Rio de Janeiro",150,NA,3,NA,"6","acept",NA,1700,NA,NA,NA
"São Paulo",60,2,1,0,"2","acept","not furnished",200,1445,0,NA
"São Paulo",31,1,1,0,"4",NA,"not furnished",370,2350,56,30
"São Paulo",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
NA,280,NA,NA,2,"-","acept","not furnished",0,6000,NA,91
