"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
NA,0.455,NA,0.095,NA,NA,NA,0.15
"M",0.35,0.265,NA,0.2255,0.0995,0.0485,0.07
"F",NA,0.42,NA,NA,0.2565,0.1415,NA
NA,NA,0.365,NA,0.516,NA,0.114,0.155
NA,0.33,0.255,0.08,NA,0.0895,0.0395,0.055
"I",NA,0.3,0.095,0.3515,0.141,0.0775,0.12
NA,NA,0.415,NA,NA,0.237,NA,NA
NA,NA,0.425,NA,0.768,NA,NA,NA
"M",0.475,0.37,0.125,NA,NA,0.1125,NA
"F",0.55,0.44,0.15,0.8945,NA,0.151,0.32
NA,NA,NA,0.14,NA,NA,NA,0.21
"M",0.43,NA,0.11,0.406,0.1675,NA,0.135
"M",NA,0.38,0.135,0.5415,NA,0.095,0.19
"F",0.535,0.405,0.145,0.6845,0.2725,0.171,NA
"F",NA,NA,NA,0.4755,0.1675,0.0805,0.185
NA,0.5,0.4,0.13,NA,NA,NA,NA
"I",NA,0.28,0.085,NA,0.095,0.0395,0.115
"F",0.44,NA,0.1,NA,NA,0.087,0.13
"M",0.365,0.295,0.08,0.2555,NA,0.043,0.1
"M",0.45,0.32,0.1,0.381,0.1705,0.075,NA
"M",0.355,NA,0.095,NA,0.0955,0.062,NA
"I",0.38,NA,0.1,NA,0.08,0.049,0.085
NA,0.565,NA,NA,NA,0.4275,0.214,NA
"F",NA,NA,0.135,0.7635,0.318,0.21,0.2
"F",0.615,NA,NA,NA,NA,NA,0.305
"F",0.56,NA,NA,0.9285,NA,0.188,0.3
NA,NA,NA,0.185,NA,0.3945,NA,NA
NA,NA,0.445,NA,NA,0.356,NA,0.28
NA,NA,NA,NA,0.9365,0.394,NA,NA
NA,0.575,0.425,0.14,0.8635,NA,NA,NA
"M",NA,0.47,NA,0.9975,NA,0.242,NA
"F",NA,NA,NA,NA,NA,0.2805,NA
NA,NA,NA,0.165,NA,0.5515,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.455
"F",NA,NA,NA,NA,NA,NA,0.49
"M",0.465,0.355,NA,0.4795,0.227,0.124,0.125
NA,0.54,NA,NA,NA,NA,NA,NA
"F",0.45,0.355,0.105,0.5225,NA,0.1165,0.145
"F",0.575,NA,0.135,0.883,0.381,NA,0.26
"M",0.355,0.29,0.09,0.3275,0.134,0.086,0.09
NA,0.45,0.335,0.105,0.425,NA,0.091,0.115
NA,NA,NA,0.135,0.8515,NA,NA,0.27
"I",0.24,0.175,0.045,0.07,0.0315,NA,NA
"I",0.205,0.15,0.055,0.042,0.0255,0.015,0.012
"I",0.21,NA,0.05,NA,0.0175,0.0125,0.015
"I",0.39,0.295,0.095,0.203,0.0875,0.045,0.075
"M",NA,0.37,0.12,NA,NA,NA,0.14
"F",0.46,0.375,0.12,NA,0.1775,0.11,0.15
"I",0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
"F",NA,0.425,0.16,NA,0.3545,0.2135,0.245
"I",0.52,0.41,0.12,0.595,0.2385,0.111,0.19
"M",NA,NA,NA,0.303,0.1335,0.06,0.1
NA,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16
"F",NA,0.36,NA,0.4775,NA,NA,NA
"M",0.405,NA,NA,0.385,0.173,0.0915,NA
NA,0.5,0.4,NA,0.6615,0.2565,NA,NA
"M",0.445,0.35,0.12,0.4425,0.192,NA,NA
"M",NA,0.385,0.135,0.5895,0.2765,NA,0.17
"I",0.245,0.19,0.06,0.086,0.042,NA,0.025
NA,NA,NA,0.125,0.583,NA,0.13,0.175
"M",0.45,NA,NA,0.4115,NA,0.1125,NA
NA,NA,0.405,0.11,0.625,NA,0.16,0.175
"F",NA,0.41,NA,0.6965,0.302,0.1935,0.2
"M",0.425,0.325,NA,0.3785,NA,0.08,NA
