"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,0.365,0.095,0.514,0.2245,0.101,0.15
NA,NA,0.265,0.09,NA,0.0995,0.0485,0.07
"F",0.53,0.42,NA,0.677,NA,0.1415,NA
"M",0.44,0.365,NA,NA,NA,0.114,NA
NA,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
"I",NA,0.3,0.095,0.3515,0.141,NA,NA
"F",0.53,NA,NA,0.7775,NA,0.1415,NA
NA,NA,0.425,0.125,0.768,0.294,0.1495,0.26
NA,NA,0.37,0.125,0.5095,NA,0.1125,0.165
NA,NA,NA,0.15,0.8945,0.3145,0.151,0.32
"F",0.525,0.38,NA,NA,0.194,0.1475,NA
"M",0.43,0.35,NA,0.406,NA,NA,0.135
NA,NA,NA,NA,0.5415,0.2175,NA,0.19
"F",NA,0.405,NA,NA,NA,0.171,0.205
NA,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185
"M",0.5,0.4,NA,NA,NA,NA,0.24
"I",0.355,0.28,0.085,0.2905,NA,0.0395,0.115
"F",NA,0.34,NA,0.451,0.188,0.087,NA
"M",0.365,0.295,0.08,0.2555,NA,NA,0.1
NA,0.45,0.32,0.1,NA,0.1705,0.075,0.115
"M",0.355,NA,0.095,0.2455,0.0955,0.062,0.075
"I",NA,0.275,NA,0.2255,NA,NA,0.085
"F",0.565,0.44,0.155,0.9395,NA,NA,NA
NA,0.55,0.415,0.135,0.7635,0.318,0.21,NA
"F",NA,0.48,0.165,NA,NA,NA,NA
NA,NA,0.44,NA,0.9285,0.3825,NA,0.3
NA,NA,NA,NA,0.9955,0.3945,NA,NA
"M",0.59,0.445,0.14,NA,0.356,NA,0.28
"M",0.605,0.475,0.18,0.9365,0.394,NA,NA
NA,NA,NA,NA,0.8635,NA,0.227,NA
NA,NA,0.47,0.165,NA,NA,NA,0.33
NA,NA,0.56,NA,NA,NA,NA,0.46
NA,NA,0.525,NA,NA,0.5515,0.3575,NA
"F",NA,NA,NA,1.798,0.815,NA,NA
NA,NA,NA,NA,NA,0.633,NA,NA
"M",NA,0.355,0.105,0.4795,0.227,NA,NA
"F",NA,NA,NA,1.217,NA,0.3075,0.34
NA,NA,NA,0.105,0.5225,NA,0.1165,NA
NA,0.575,0.445,NA,NA,NA,NA,NA
"M",0.355,NA,0.09,0.3275,0.134,NA,0.09
"F",0.45,0.335,0.105,NA,NA,NA,0.115
NA,0.55,0.425,0.135,0.8515,NA,0.196,NA
"I",0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
"I",0.205,NA,0.055,0.042,0.0255,0.015,0.012
"I",0.21,0.15,NA,0.042,0.0175,0.0125,0.015
NA,0.39,NA,0.095,0.203,0.0875,0.045,NA
"M",NA,0.37,0.12,NA,NA,NA,NA
NA,0.46,0.375,NA,0.4605,NA,0.11,NA
"I",NA,0.245,0.07,0.161,0.0755,0.0255,0.045
NA,NA,NA,0.16,0.8355,0.3545,0.2135,NA
NA,NA,0.41,0.12,NA,NA,0.111,0.19
"M",0.4,0.32,0.095,0.303,NA,0.06,NA
"M",0.485,NA,NA,0.5415,0.2595,0.096,0.16
"F",0.47,0.36,NA,NA,0.2105,0.1055,0.15
NA,0.405,0.31,0.1,0.385,NA,NA,0.11
"F",0.5,NA,0.14,NA,NA,0.1755,0.22
NA,0.445,0.35,NA,0.4425,0.192,NA,NA
"M",0.47,0.385,0.135,NA,0.2765,0.12,0.17
"I",0.245,0.19,0.06,0.086,0.042,0.014,0.025
"F",0.505,0.4,0.125,0.583,0.246,NA,0.175
"M",0.45,NA,NA,0.4115,0.18,0.1125,0.135
NA,0.505,NA,0.11,NA,0.305,0.16,NA
"F",0.53,NA,0.13,0.6965,0.302,0.1935,NA
"M",NA,0.325,0.095,0.3785,0.1705,NA,0.1
"M",0.52,NA,NA,NA,0.234,NA,NA
NA,0.475,0.355,0.12,0.48,NA,0.1015,0.135
NA,NA,NA,0.16,0.915,0.354,NA,0.32
NA,0.595,0.495,0.185,1.285,0.416,NA,NA
NA,NA,0.39,0.12,0.5305,0.2135,0.1155,0.17
"I",NA,NA,0.07,0.151,NA,0.0405,0.045
"M",NA,0.425,0.13,0.7665,NA,NA,0.275
"F",0.4,0.32,0.11,NA,0.1405,0.0985,0.1
"F",0.595,NA,NA,NA,NA,0.225,0.425
"M",0.57,NA,0.175,NA,0.474,NA,0.38
"F",0.605,NA,NA,1.098,NA,NA,NA
NA,0.6,0.475,NA,1.0075,0.4425,NA,NA
NA,0.595,NA,0.14,0.944,NA,NA,0.315
NA,0.6,NA,NA,0.922,NA,NA,0.305
NA,0.555,0.425,0.14,0.788,0.282,0.1595,NA
NA,NA,0.475,NA,NA,0.4695,0.2355,NA
"F",NA,0.445,0.14,0.941,0.3845,NA,NA
NA,NA,NA,NA,1.615,0.5105,NA,NA
"F",0.52,0.425,NA,0.9885,0.396,0.225,NA
NA,NA,NA,NA,1.3175,NA,NA,NA
NA,0.58,NA,0.14,NA,NA,0.216,0.36
NA,NA,0.465,NA,1.295,0.339,NA,NA
NA,0.625,0.465,0.14,NA,NA,0.205,NA
NA,NA,NA,0.16,0.8645,0.3305,NA,NA
NA,0.46,0.355,0.13,0.517,0.2205,0.114,NA
NA,NA,NA,0.16,0.9775,NA,NA,NA
NA,NA,0.425,0.135,NA,0.341,NA,NA
"M",0.555,0.44,0.15,NA,0.307,0.1525,NA
NA,0.595,NA,NA,1.115,NA,NA,NA
NA,NA,0.495,NA,NA,0.507,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.485
NA,NA,NA,0.195,NA,0.5755,NA,NA
NA,NA,NA,0.15,0.725,0.269,NA,NA
"M",0.47,0.375,0.13,0.523,0.214,NA,NA
NA,0.47,0.37,0.13,NA,0.201,0.133,0.165
NA,0.475,0.375,0.125,0.5785,NA,NA,NA
"I",0.36,0.265,0.095,0.2315,0.105,NA,0.075
NA,0.55,0.435,0.145,NA,0.328,0.1915,NA
"M",0.53,NA,0.16,NA,0.316,0.164,0.335
NA,NA,NA,0.14,0.724,0.3105,NA,0.205
"M",NA,NA,NA,NA,0.4975,NA,NA
NA,0.52,NA,0.155,0.727,0.291,0.1835,NA
"F",0.545,0.43,0.165,0.802,NA,0.183,NA
"F",0.5,0.4,0.125,0.6675,NA,0.1315,NA
"F",0.51,0.39,NA,0.6335,0.231,NA,0.2
NA,0.435,NA,0.105,NA,NA,0.098,NA
NA,NA,0.395,0.125,0.5415,0.2375,NA,0.155
"M",0.465,0.36,0.105,0.431,0.172,NA,0.175
"I",NA,0.32,0.08,0.3325,0.1485,0.0635,0.105
NA,NA,0.35,NA,0.393,0.13,0.063,0.165
NA,0.545,0.41,NA,0.6935,0.2975,0.146,0.21
NA,NA,0.415,0.115,NA,0.233,0.1585,0.18
"F",0.49,0.375,0.135,0.6125,0.2555,0.102,0.22
"M",0.44,0.34,NA,0.402,NA,0.0955,NA
NA,0.56,0.43,0.15,0.8825,NA,NA,0.31
"M",0.405,0.305,0.085,NA,0.1145,0.0595,0.085
NA,NA,0.365,0.105,0.4205,0.163,0.1035,NA
"I",NA,NA,NA,0.2535,0.103,0.0575,0.085
"F",NA,0.425,NA,NA,0.304,0.1725,NA
"M",0.37,0.265,0.075,0.214,0.09,0.051,NA
"I",0.36,0.28,0.08,NA,0.081,0.0505,0.07
"I",0.27,0.195,0.06,0.073,0.0285,0.0235,0.03
"I",0.375,0.275,0.09,0.238,0.1075,0.0545,0.07
"I",0.385,0.29,0.085,0.2505,0.112,0.061,0.08
