"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,0.365,0.095,NA,NA,NA,NA
"M",0.35,0.265,0.09,0.2255,0.0995,NA,NA
"F",0.53,0.42,0.135,0.677,NA,NA,NA
"M",0.44,0.365,NA,0.516,0.2155,0.114,NA
"I",NA,0.255,NA,0.205,0.0895,0.0395,0.055
"I",0.425,0.3,0.095,NA,0.141,0.0775,0.12
"F",0.53,NA,0.15,0.7775,0.237,NA,NA
"F",NA,0.425,0.125,0.768,NA,NA,NA
"M",0.475,NA,NA,0.5095,NA,0.1125,0.165
NA,0.55,NA,NA,0.8945,0.3145,NA,NA
"F",NA,0.38,0.14,0.6065,0.194,0.1475,0.21
"M",0.43,0.35,0.11,0.406,0.1675,0.081,0.135
"M",NA,0.38,NA,0.5415,0.2175,0.095,0.19
"F",NA,NA,NA,0.6845,NA,NA,NA
"F",0.47,0.355,NA,0.4755,0.1675,0.0805,0.185
"M",NA,NA,0.13,0.6645,0.258,0.133,0.24
"I",0.355,0.28,0.085,0.2905,NA,NA,0.115
"F",0.44,0.34,NA,0.451,NA,NA,0.13
NA,NA,0.295,0.08,0.2555,0.097,0.043,0.1
"M",NA,0.32,0.1,NA,0.1705,0.075,0.115
"M",0.355,0.28,NA,0.2455,NA,0.062,0.075
"I",NA,NA,0.1,NA,0.08,0.049,0.085
"F",NA,0.44,NA,NA,NA,NA,NA
NA,NA,0.415,0.135,NA,NA,0.21,0.2
NA,0.615,0.48,NA,1.1615,0.513,NA,NA
NA,NA,NA,0.14,NA,0.3825,NA,0.3
"F",0.58,NA,0.185,NA,0.3945,0.272,NA
NA,NA,0.445,NA,0.931,NA,NA,0.28
NA,0.605,0.475,0.18,0.9365,0.394,NA,NA
"M",NA,NA,NA,NA,NA,0.227,0.2
NA,NA,0.47,NA,NA,NA,NA,NA
NA,0.68,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.35
NA,0.68,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.4115,NA
"M",0.465,0.355,0.105,0.4795,0.227,NA,0.125
NA,NA,0.475,NA,1.217,NA,NA,0.34
"F",0.45,0.355,NA,NA,0.237,0.1165,0.145
NA,NA,NA,NA,NA,0.381,NA,0.26
NA,NA,0.29,NA,0.3275,0.134,0.086,0.09
"F",NA,0.335,NA,0.425,0.1865,NA,0.115
NA,0.55,NA,NA,NA,NA,NA,0.27
"I",0.24,0.175,0.045,0.07,0.0315,0.0235,NA
"I",0.205,0.15,0.055,0.042,NA,0.015,NA
"I",0.21,0.15,0.05,0.042,NA,0.0125,NA
NA,0.39,0.295,0.095,0.203,0.0875,0.045,0.075
NA,NA,0.37,NA,0.5795,NA,0.227,0.14
NA,0.46,NA,NA,0.4605,0.1775,0.11,0.15
