"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",NA,0.365,NA,0.514,0.2245,0.101,NA
"M",0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
"F",0.53,0.42,0.135,0.677,NA,NA,0.21
"M",0.44,0.365,0.125,NA,0.2155,0.114,0.155
"I",0.33,0.255,0.08,NA,0.0895,NA,0.055
"I",0.425,0.3,0.095,0.3515,0.141,0.0775,0.12
"F",0.53,NA,0.15,NA,0.237,0.1415,NA
NA,0.545,0.425,NA,0.768,NA,0.1495,0.26
"M",0.475,NA,NA,NA,0.2165,NA,0.165
"F",NA,NA,0.15,0.8945,0.3145,0.151,0.32
"F",0.525,0.38,0.14,NA,0.194,NA,0.21
"M",0.43,0.35,NA,0.406,0.1675,NA,NA
NA,NA,NA,0.135,0.5415,NA,NA,0.19
"F",NA,0.405,0.145,NA,NA,0.171,0.205
"F",0.47,0.355,0.1,0.4755,NA,NA,0.185
"M",NA,0.4,NA,NA,0.258,0.133,0.24
NA,0.355,NA,0.085,0.2905,0.095,0.0395,0.115
"F",NA,0.34,0.1,0.451,0.188,NA,0.13
"M",0.365,NA,0.08,0.2555,0.097,0.043,0.1
NA,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
NA,0.355,0.28,NA,0.2455,NA,0.062,NA
NA,0.38,0.275,NA,0.2255,0.08,0.049,NA
"F",0.565,NA,NA,0.9395,0.4275,0.214,0.27
NA,NA,0.415,NA,NA,0.318,0.21,0.2
NA,NA,0.48,NA,1.1615,NA,NA,NA
NA,NA,0.44,NA,NA,0.3825,NA,NA
NA,0.58,NA,NA,NA,NA,NA,NA
"M",NA,0.445,0.14,NA,0.356,NA,NA
NA,NA,NA,NA,0.9365,NA,0.219,NA
"M",NA,NA,0.14,NA,NA,0.227,NA
NA,0.58,0.47,0.165,NA,0.3935,NA,NA
NA,NA,0.56,0.165,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.5515,NA,NA
NA,NA,NA,NA,NA,NA,0.3925,NA
NA,NA,NA,NA,NA,0.633,NA,NA
"M",0.465,NA,0.105,NA,0.227,0.124,NA
"F",NA,NA,NA,NA,NA,NA,0.34
NA,0.45,0.355,0.105,0.5225,NA,0.1165,0.145
NA,0.575,NA,0.135,0.883,NA,0.2035,NA
"M",0.355,0.29,NA,0.3275,0.134,0.086,0.09
"F",0.45,0.335,0.105,0.425,NA,0.091,0.115
"F",0.55,NA,0.135,NA,NA,0.196,NA
"I",0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
"I",0.205,0.15,0.055,0.042,0.0255,0.015,0.012
"I",NA,0.15,0.05,0.042,0.0175,0.0125,0.015
"I",0.39,0.295,0.095,0.203,NA,0.045,0.075
"M",0.47,0.37,0.12,NA,NA,0.227,NA
"F",0.46,0.375,0.12,0.4605,NA,0.11,0.15
NA,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
"F",0.525,0.425,NA,NA,0.3545,0.2135,0.245
NA,NA,NA,0.12,0.595,NA,0.111,NA
"M",0.4,0.32,0.095,0.303,0.1335,0.06,0.1
NA,0.485,0.36,NA,0.5415,NA,0.096,0.16
"F",0.47,0.36,NA,0.4775,NA,0.1055,NA
"M",0.405,0.31,0.1,0.385,0.173,0.0915,0.11
NA,0.5,0.4,NA,0.6615,0.2565,0.1755,NA
"M",0.445,0.35,0.12,0.4425,NA,NA,NA
NA,NA,0.385,0.135,NA,NA,0.12,0.17
NA,0.245,0.19,0.06,0.086,0.042,NA,0.025
"F",NA,NA,0.125,0.583,0.246,0.13,0.175
"M",0.45,0.345,0.105,0.4115,0.18,0.1125,NA
NA,0.505,NA,NA,NA,NA,0.16,0.175
NA,NA,0.41,NA,NA,0.302,NA,NA
NA,0.425,0.325,0.095,NA,0.1705,0.08,NA
NA,0.52,0.4,NA,0.58,0.234,NA,NA
"M",NA,0.355,0.12,NA,NA,0.1015,NA
"F",NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.416,NA,NA
"F",0.475,NA,0.12,0.5305,0.2135,0.1155,0.17
"I",0.31,0.235,NA,NA,0.063,0.0405,0.045
NA,0.555,NA,NA,NA,NA,0.168,0.275
NA,0.4,0.32,NA,0.353,NA,0.0985,0.1
"F",NA,NA,NA,NA,NA,0.225,NA
"M",0.57,NA,NA,NA,0.474,NA,NA
"F",NA,NA,0.195,NA,0.481,0.2895,NA
NA,NA,0.475,0.15,NA,0.4425,NA,0.28
NA,NA,NA,NA,0.944,NA,NA,0.315
NA,NA,0.47,NA,NA,0.363,NA,0.305
"F",NA,NA,0.14,0.788,NA,0.1595,0.285
NA,0.615,0.475,0.17,NA,NA,NA,0.345
"F",NA,0.445,0.14,NA,0.3845,NA,0.285
NA,NA,NA,0.175,NA,NA,NA,0.675
NA,NA,NA,NA,NA,0.396,NA,0.32
NA,0.595,0.475,NA,NA,NA,0.234,NA
"M",0.58,NA,0.14,NA,0.38,NA,NA
"F",0.57,NA,0.18,NA,0.339,NA,NA
NA,NA,NA,0.14,NA,NA,NA,NA
"M",0.56,0.44,0.16,NA,NA,NA,0.26
NA,0.46,0.355,0.13,0.517,0.2205,0.114,0.165
NA,NA,NA,NA,NA,0.3135,NA,NA
NA,NA,NA,0.135,NA,0.341,NA,NA
"M",NA,NA,0.15,NA,0.307,NA,NA
NA,0.595,0.465,0.175,NA,NA,0.254,NA
"F",NA,0.495,NA,1.262,NA,0.318,NA
NA,0.695,NA,NA,NA,NA,NA,NA
NA,NA,0.535,NA,NA,0.5755,NA,NA
"M",NA,0.435,0.15,NA,NA,0.1385,0.25
NA,0.47,0.375,NA,0.523,0.214,NA,NA
NA,NA,NA,NA,0.5225,0.201,NA,0.165
"F",0.475,0.375,0.125,NA,NA,0.085,0.155
"I",NA,0.265,0.095,0.2315,0.105,0.046,0.075
"M",NA,0.435,NA,0.843,0.328,NA,NA
"M",NA,NA,NA,NA,0.316,0.164,NA
"M",0.53,0.415,0.14,0.724,NA,NA,NA
"M",0.605,0.47,0.16,1.1735,NA,NA,NA
NA,0.52,0.41,NA,NA,0.291,0.1835,0.235
"F",0.545,NA,0.165,NA,NA,NA,0.28
"F",0.5,NA,NA,0.6675,0.261,NA,0.22
NA,NA,NA,NA,0.6335,0.231,0.179,0.2
"F",0.435,NA,0.105,0.3635,0.136,0.098,0.13
"M",0.495,0.395,0.125,NA,0.2375,NA,0.155
NA,0.465,0.36,0.105,NA,NA,0.107,0.175
"I",0.435,0.32,NA,NA,0.1485,0.0635,0.105
NA,NA,NA,0.105,0.393,0.13,0.063,0.165
"F",0.545,0.41,NA,NA,NA,0.146,0.21
"F",0.53,0.415,0.115,0.5915,0.233,NA,0.18
"F",0.49,0.375,0.135,0.6125,0.2555,NA,0.22
"M",0.44,NA,0.105,0.402,0.1305,NA,0.165
NA,NA,0.43,0.15,NA,0.3465,NA,NA
NA,0.405,0.305,0.085,0.2605,0.1145,NA,NA
NA,NA,0.365,0.105,NA,NA,0.1035,0.14
"I",0.385,NA,0.085,0.2535,0.103,0.0575,0.085
NA,NA,NA,NA,0.766,0.304,0.1725,NA
"M",0.37,0.265,0.075,NA,0.09,0.051,0.07
"I",0.36,0.28,0.08,NA,0.081,0.0505,0.07
NA,0.27,0.195,NA,0.073,0.0285,0.0235,0.03
"I",0.375,NA,NA,0.238,0.1075,0.0545,0.07
"I",0.385,NA,0.085,0.2505,0.112,0.061,0.08
NA,0.7,NA,NA,1.7255,NA,NA,NA
NA,NA,NA,NA,NA,0.7665,NA,NA
NA,0.595,NA,0.165,1.262,NA,NA,0.41
NA,0.44,0.35,NA,0.4035,0.175,NA,0.129
"F",0.325,0.26,0.09,0.1915,0.085,NA,0.062
"I",0.35,NA,0.095,NA,0.086,0.056,0.068
"I",0.265,0.2,0.065,0.0975,0.04,0.0205,0.028
NA,NA,NA,0.115,NA,NA,0.081,0.1355
"F",0.305,0.23,0.08,0.156,NA,0.0345,0.048
"M",0.345,0.255,0.09,NA,0.094,0.0295,0.063
"F",0.405,0.325,0.11,0.3555,0.151,0.063,0.117
NA,0.375,NA,NA,0.253,0.096,0.0575,0.0925
"F",NA,NA,NA,NA,0.341,0.2055,0.2475
"F",NA,0.45,NA,0.741,NA,NA,NA
NA,NA,NA,NA,1.3445,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.2425
"M",0.475,NA,0.13,0.5175,0.2075,0.1165,NA
"F",0.49,0.38,0.125,0.549,0.245,NA,NA
NA,0.46,0.35,0.12,0.515,0.224,0.108,0.1565
"I",0.28,0.205,NA,0.127,0.052,0.039,0.042
"I",0.175,NA,0.055,0.0315,0.0105,0.0065,0.0125
"I",0.17,0.13,0.095,0.03,0.013,0.008,0.01
"M",NA,0.475,NA,NA,0.4415,NA,NA
"F",NA,0.5,NA,NA,NA,NA,0.335
NA,0.635,NA,NA,NA,NA,NA,NA
"F",NA,0.485,NA,1.0565,NA,NA,NA
"F",NA,NA,0.135,NA,0.387,NA,0.31
NA,0.515,NA,0.13,0.722,0.32,0.131,NA
NA,NA,NA,NA,NA,NA,0.2425,0.34
NA,NA,NA,NA,NA,NA,0.2615,0.635
"F",NA,0.455,0.17,NA,NA,NA,NA
"F",NA,NA,0.165,NA,NA,0.1785,NA
"M",0.605,NA,NA,1.056,0.4215,NA,0.34
NA,NA,0.485,NA,NA,NA,NA,0.28
"M",NA,NA,NA,NA,NA,NA,NA
NA,NA,0.56,NA,NA,NA,NA,NA
"F",NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.725
NA,0.725,NA,NA,NA,NA,NA,NA
NA,0.68,NA,NA,NA,NA,NA,NA
"M",NA,NA,NA,NA,NA,NA,NA
"F",NA,NA,NA,NA,0.5125,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.59
"F",0.53,NA,0.145,NA,NA,NA,0.255
NA,NA,NA,NA,1.065,NA,0.233,NA
NA,NA,0.405,0.115,0.776,0.32,0.1845,NA
"I",0.235,0.16,NA,NA,0.0185,0.018,0.015
"I",0.36,NA,0.09,NA,0.0645,0.037,0.075
"I",0.315,0.21,0.06,0.125,0.06,0.0375,NA
"I",0.315,0.245,NA,0.1435,0.053,NA,0.05
"I",0.225,0.16,0.045,0.0465,0.025,0.015,NA
NA,0.58,NA,0.15,NA,NA,0.2165,NA
NA,0.57,0.48,NA,NA,NA,NA,NA
"M",NA,0.51,NA,NA,0.515,NA,NA
NA,NA,0.45,NA,1.0235,NA,NA,NA
NA,0.62,NA,0.175,1.0165,NA,NA,NA
NA,0.645,0.51,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.5455,NA,NA
NA,NA,NA,NA,NA,NA,0.336,NA
"F",NA,0.5,NA,1.383,0.54,NA,0.38
NA,0.63,NA,NA,NA,NA,0.335,NA
"F",NA,NA,0.17,0.9325,NA,0.271,0.29
"M",0.615,0.48,NA,NA,NA,NA,NA
NA,NA,NA,NA,1.0225,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.1815,NA
"I",0.355,0.275,0.085,0.22,0.092,0.06,0.15
"F",0.51,NA,0.14,NA,0.459,0.1965,NA
NA,0.5,0.405,NA,0.772,0.346,0.1535,NA
NA,0.505,NA,0.15,NA,0.285,0.145,0.21
"M",NA,NA,NA,NA,NA,NA,NA
"M",NA,0.45,0.16,NA,NA,0.178,0.26
NA,0.585,NA,0.185,NA,NA,NA,NA
"F",0.45,NA,0.12,0.4165,0.1655,0.095,0.135
"M",0.5,0.4,0.165,NA,0.254,NA,0.285
"F",NA,0.4,NA,0.63,NA,NA,0.23
"F",0.53,0.435,0.17,0.8155,NA,0.155,0.275
NA,0.42,0.335,0.115,0.369,NA,0.071,0.12
NA,NA,NA,0.14,NA,0.186,NA,0.16
"I",NA,0.3,0.11,0.315,NA,0.067,0.12
"I",0.435,0.34,0.11,0.3795,NA,NA,NA
NA,0.525,0.415,NA,NA,NA,0.1685,0.31
"I",0.37,0.28,0.095,0.2655,0.122,0.052,0.08
NA,NA,0.365,0.145,0.6345,NA,NA,NA
"M",NA,0.25,0.09,NA,0.0755,0.0415,0.06
NA,0.415,0.325,NA,0.38,0.1595,0.0785,NA
"M",0.5,0.405,NA,NA,NA,NA,NA
NA,0.485,NA,NA,NA,0.2475,NA,NA
"M",0.55,0.405,0.14,NA,0.244,0.1635,0.255
"M",0.45,0.35,0.13,NA,0.174,0.111,0.135
NA,0.405,0.3,0.12,0.324,0.1265,NA,0.11
"M",0.47,NA,0.135,NA,NA,0.115,0.165
NA,0.415,NA,0.13,0.32,0.1305,0.0755,0.105
"F",NA,0.325,0.125,0.455,0.1785,0.1125,0.14
NA,0.47,0.35,NA,0.5175,NA,0.1235,NA
"F",NA,NA,0.15,0.5755,NA,NA,0.19
"F",0.445,0.355,0.15,0.485,NA,0.125,0.155
"I",0.425,0.38,0.105,NA,0.1285,0.0785,0.1
NA,0.5,0.37,0.135,0.45,0.1715,NA,0.155
"F",0.39,0.29,0.125,0.3055,0.121,0.082,0.09
"I",0.365,NA,0.085,0.205,NA,0.0485,NA
