con_CreditScore,cat_Geography,cat_Gender,con_Age,con_Tenure,con_Balance,con_NumOfProducts,cat_HasCrCard,cat_IsActiveMember,con_EstimatedSalary,cat_Exited
618.999993801117,France,Female,41.999998927116394,2.0000000298023224,88683.81192842603,1.7426020205020905,1.0,1.0,101348.87515133798,1.0
607.999986410141,Spain,Female,40.99999952316284,1.0000000149011612,83807.85659138918,1.0,0.0,1.0,112542.57490963758,0.0
501.9999951124191,Spain,Male,41.999998927116394,8.00000011920929,159660.80126735687,3.0000000596046448,1.0,1.0,89471.02752675445,1.0
699.0000069141388,France,Male,39.00000071525574,1.0000000149011612,0.0,2.0000000298023224,0.0,0.0,93826.63251406164,0.0
850.0,France,Female,50.76775026321411,2.0000000298023224,125510.81981308937,1.7765671014785767,1.0,1.0,100099.64713436307,0.0
611.7465853691101,Spain,Male,53.762162268161774,8.00000011920929,103060.38456688284,2.310814142227173,1.0,1.0,109027.09256405414,0.0
822.000002861023,France,Female,50.00000077486038,6.9999998807907104,91021.9393607068,2.0000000298023224,1.0,1.0,114864.16301901401,0.0
376.0000005364418,Germany,Female,47.72787892818451,5.516197085380554,115046.73955767631,4.0,1.0,0.0,80561.87775175096,1.0
500.9999930858612,France,Male,43.999999940395355,4.000000059604645,142051.06881471633,2.0000000298023224,0.0,1.0,74940.5006142655,0.0
683.9999914169312,France,Male,27.000000149011612,2.0000000298023224,134603.87309570788,1.0,1.0,1.0,71725.73186881572,0.0
528.0000030994415,France,Male,30.999999970197678,6.000000238418579,60411.98961959124,2.0000000298023224,0.0,0.0,80181.1184282756,0.0
496.9999998807907,Spain,Male,23.9999997317791,3.0000001192092896,0.0,2.0000000298023224,1.0,0.0,76390.00975116462,0.0
476.0000020265579,France,Male,34.00000038743019,10.0,0.0,1.57387176156044,1.0,0.0,26260.97933094427,0.0
549.0000009536743,France,Female,25.00000023841858,5.0,0.0,2.0000000298023224,0.0,0.0,190857.79502489627,0.0
634.9999964237213,Spain,Female,48.55443465709686,6.9999998807907104,51193.79762260437,2.0000000298023224,1.0,1.0,103138.6441455561,0.0
649.3582785129547,Germany,Male,49.24329137802124,6.224668622016907,143129.40447636365,2.0000000298023224,1.0,0.0,102856.74450748802,0.0
653.0000030994415,Germany,Female,57.99999821186066,1.0000000149011612,132602.87564031602,1.0,1.0,0.0,5097.669923487306,1.0
549.0000009536743,Spain,Male,23.9999997317791,8.999999761581421,56608.10022037804,2.0000000298023224,1.0,1.0,14406.409367310926,0.0
587.0000034570694,Spain,Male,44.99999934434891,6.000000238418579,0.0,1.0,0.0,0.0,158684.81178732993,0.0
725.9999871253967,France,Female,23.9999997317791,5.440179705619812,0.0,2.0000000298023224,1.0,1.0,93613.30434634657,0.0
731.9999992847443,Spain,Male,47.173472702503204,8.00000011920929,83209.69296834826,1.7830266654491425,0.0,1.0,170886.1725791228,0.0
617.094761133194,Spain,Female,32.00000047683716,8.00000011920929,0.0,2.0000000298023224,1.0,0.0,138555.45708707633,0.0
