con_CreditScore,cat_Geography,cat_Gender,con_Age,con_Tenure,con_Balance,con_NumOfProducts,cat_HasCrCard,cat_IsActiveMember,con_EstimatedSalary,cat_Exited
619.0,France,Female,42.0,2.0,19701.806137419546,1.4774253660324623,1.0,1.0,101348.88,1.0
608.0,Spain,Female,41.00074301643531,3.9925570270558692,77164.58840330427,1.0,0.0,1.0,112542.58,0.0
502.0,France,Male,42.0,5.330180502038866,159660.8,3.0,1.0,0.0,113931.57,1.0
699.0,France,Female,39.0,4.840863573619951,41204.61775729496,2.0,0.0,0.0,93826.63,0.0
630.0979132883158,France,Male,35.512624443188,2.0,125510.82,1.0,1.0,0.0,100215.42462534415,0.0
677.4842137469324,Germany,Male,44.0,8.0,113755.78,2.0,1.0,0.0,108824.19308006727,1.0
670.3550935451628,France,Male,36.567060327285525,7.0,0.0,1.8672582377197953,1.0,1.0,10062.8,0.0
718.0530900606714,Germany,Female,29.0,3.765297340815998,115046.74,4.0,1.0,0.0,119346.88,1.0
634.6334153072875,France,Male,44.0,4.0,142051.07,2.0,1.0,1.0,129239.87931941726,0.0
605.3866178121813,France,Male,27.0,2.0,134603.88,1.0749162063948607,1.0,1.0,71725.73,0.0
528.0,France,Male,31.0,6.0,102016.72,1.2297946929359729,0.0,1.0,80181.12,0.0
497.0,Spain,Male,38.871400313752524,3.0,24282.303436709444,2.0,1.0,0.0,104410.88166624398,0.0
476.0,France,Female,34.0,10.0,0.0,1.7214887495054674,1.0,0.0,26260.98,0.0
549.0,France,Female,25.0,5.0,34719.217665959455,2.0,1.0,0.0,190857.79,0.0
635.0,France,Female,35.0,7.0,104544.22112583945,1.0718358620955208,1.0,0.0,118794.57777874704,0.0
697.6693618546852,Germany,Male,45.0,3.0,114837.18715725429,1.7168631583312892,0.0,1.0,64327.26,0.0
610.8090624445358,Germany,Male,58.0,5.503285659602828,132602.88,1.6238354891998295,1.0,0.0,5097.67,1.0
549.0,Spain,Female,24.0,9.0,0.0,2.0,1.0,1.0,14406.41,0.0
655.5422142459906,Spain,Male,45.0,4.741509815525203,113268.70194232452,1.2460216396080683,0.0,1.0,158684.81,0.0
624.2191663345415,France,Female,35.13264506794385,6.0,0.0,1.7850092295513393,1.0,1.0,54724.03,0.0
732.0,France,Male,41.0,5.118592596176551,0.0,2.0,1.0,1.0,120324.71649733231,0.0
655.990388160967,Spain,Male,32.0,8.0,0.0,1.7820807518759152,1.0,0.0,88264.93943751718,0.0
510.0,France,Female,38.04217556578231,5.812027260862499,99186.21635089227,1.0,1.0,0.0,118913.53,0.0
669.0,France,Male,35.63484892056766,3.0,58057.16562044203,2.0,0.0,1.0,88308.22033086371,0.0
846.0,France,Female,38.0,5.0,0.0,1.0,1.0,1.0,187616.16,0.0
577.0,France,Male,25.0,3.0,48421.395004835475,2.0,0.0,1.0,89415.54031171804,0.0
756.0,Germany,Male,36.0,2.0,121559.83749747094,1.0,1.0,1.0,170041.95,0.0
571.0,France,Male,44.0,9.0,0.0,1.8584225292570093,0.0,0.0,105670.61021899551,0.0
574.0,Germany,Female,43.0,3.0,141349.43,1.0,1.0,1.0,100187.43,0.0
689.6989968512336,France,Male,29.0,0.0,39465.76765580237,2.0,1.0,1.0,53483.21,0.0
591.0,France,Female,39.0,3.0,68100.44475089476,3.0,1.0,0.0,105191.32515595973,1.0
627.4689561371358,France,Male,36.0,5.49227119548571,85311.7,1.0,0.0,0.0,156731.91,0.0
553.0,Germany,Male,41.0,9.0,120022.91880354553,2.0,1.0,0.0,81898.81,0.0
643.6419487403148,Spain,Female,36.74793657403709,6.0,0.0,2.0,1.0,1.0,34410.55,0.0
677.4386735289577,Spain,Female,29.0,9.0,10536.064246631875,2.0,1.0,1.0,104285.95132026245,0.0
475.0,Germany,Female,46.04633172888354,6.594523862804449,134264.04,1.7174311518116705,1.0,0.0,147939.5148387646,1.0
631.734918880537,Germany,Male,31.0,3.0,145260.23,1.3668629117319449,1.0,1.0,114066.77,0.0
624.2227086100993,Spain,Male,36.86980883004156,5.676831353381124,76548.6,1.0,1.0,0.0,98453.45,0.0
850.0,France,Female,36.0,6.421654931724854,63319.757601138626,1.0,1.0,1.0,40812.9,0.0
668.6209473682297,France,Male,35.939046829431426,6.0,21652.43011942003,2.0,0.0,1.0,178074.04,0.0
670.4886830281027,Spain,Male,40.0,7.2099559530655855,0.0,1.0,1.0,1.0,70154.22,0.0
636.3612009717393,France,Female,51.0,8.0,122522.32,1.0,1.0,1.0,181297.65,0.0
556.0,France,Female,61.0,2.0,117419.35,1.0,1.0,1.0,94153.83,0.0
834.0,France,Female,49.0,2.0,131394.56,1.0,1.0,0.0,194365.76,0.0
665.7250829805103,France,Female,61.0,5.0,155931.11,1.0,1.0,1.0,158338.39,0.0
776.0,Germany,Male,37.489582365471776,4.0,109421.13,1.618593179269464,1.0,1.0,115503.92180619428,0.0
829.0,Germany,Female,41.879116647168395,9.0,112045.67,1.0,1.0,1.0,93244.01594123173,1.0
613.1996723493589,Germany,Female,39.0,4.5585736837559905,137843.8,1.5904874398781412,1.0,1.0,117622.8,0.0
666.6203480987612,Germany,Male,38.0,4.373819003674521,120927.57577985215,1.0,0.0,1.0,109258.8916526555,0.0
700.1963868358405,Germany,Female,34.8300016942014,2.0,103769.22,2.0,1.0,0.0,194099.12,0.0
687.6978657067124,Germany,Male,44.0,10.0,131477.87937588224,2.0,1.0,0.0,198059.16,0.0
585.0,Germany,Male,36.0,5.0,125462.67467505703,2.0,1.0,0.0,86424.57,0.0
788.0,France,Male,33.0,5.0,107366.65571702743,1.0779198220035497,0.0,0.0,129209.00397332346,0.0
613.6884411552356,France,Male,41.0,8.0,65556.17194440523,1.0,0.0,0.0,164040.94,1.0
632.4312666541908,France,Male,42.0,1.0,98495.72,1.0,1.0,1.0,93735.24587943857,0.0
619.1267734431226,France,Male,43.0,3.9764497654203215,125211.92,1.0,1.0,1.0,113410.49,0.0
656.0,France,Male,45.0,7.16336990215544,127864.4,1.0294943185937495,1.0,0.0,87107.57,0.0
725.0,Germany,Male,19.0,0.0,108357.95638611463,1.574327331665639,1.0,0.0,45613.75,0.0
691.8655485555619,Spain,Female,66.0,4.0,0.0,1.0,1.0,0.0,1643.11,1.0
680.9110789688889,France,Male,38.54633496015629,4.322459216904941,40685.92,2.0359171155928606,1.0,1.0,46775.28,0.0
742.0,Germany,Male,34.01093994418945,5.0,116395.70985802567,1.0,0.0,0.0,120070.02989350732,0.0
687.0,Germany,Female,27.0,3.87141006487536,152328.88,1.406215919101478,0.0,0.0,112956.3036389459,0.0
555.0,Spain,Male,33.0,1.0,56084.69,1.6639948329925625,0.0,0.0,178798.13,0.0
630.413054745024,Spain,Male,56.0,8.0,78707.16,1.0,1.0,1.0,90928.19379865429,0.0
603.0,Germany,Male,37.8550382611885,4.0,109166.37,1.0,1.0,1.0,118859.41270801393,0.0
751.0,Germany,Female,35.035801766142086,6.0,169831.46,2.0,1.0,1.0,27758.36,0.0
701.5837384598723,Germany,Female,34.0,1.0,101633.04,1.732107473180039,1.0,1.0,98307.29772025604,0.0
735.0,Germany,Male,43.0,5.5099359011393005,123180.01,2.0,1.0,1.0,196673.28,0.0
661.0,Germany,Female,36.297600461523956,5.0,120527.38180516179,2.0,0.0,1.0,102298.70329630809,0.0
675.0,France,Female,21.0,8.0,98373.26,1.250749737446872,1.0,0.0,18203.0,0.0
738.0,France,Male,32.13186299246933,6.625745597131775,16046.692103893098,4.0,1.0,0.0,28373.86,0.0
688.8716061788816,France,Male,29.0,6.250540232930787,0.0,1.0,1.0,1.0,33953.87,0.0
687.8322914771344,Spain,Female,37.0,0.0,163607.18,1.0,1.0,1.0,44203.55,0.0
604.0,France,Female,25.0,5.0,157780.84,1.6786365814864044,1.0,1.0,58426.81,0.0
652.8074853744943,France,Male,41.99616539154593,9.0,0.0,2.0,1.0,1.0,101465.70009771915,0.0
735.0,France,Female,21.0,6.40829379560853,178718.19,2.0,1.0,1.0,22388.0,0.0
664.0,France,Male,55.0,8.0,0.0,2.0,1.0,1.0,91762.94310313425,0.0
678.0,France,Male,32.0,9.0,0.0,1.0,1.0,1.0,148210.64,0.0
757.0,Spain,Male,33.0,5.0,77253.22,1.0,1.0,1.0,90385.69944737501,0.0
591.6301372903145,Germany,Male,41.0,10.0,122189.66,2.0,1.0,0.0,119712.87376764453,0.0
665.0,France,Female,34.0,1.0,96645.54,2.0,0.0,1.0,171413.66,0.0
777.0,France,Female,41.31796000832171,2.0,0.0,1.0,1.0,0.0,136458.19,1.0
616.855400358091,France,Male,36.0,3.0,0.0,2.0,0.0,0.0,26019.59,0.0
506.0,France,Female,42.31563526991862,4.0,121925.55747379464,1.2249817077453224,1.0,1.0,159235.29,0.0
693.9884864091131,France,Male,32.95051449812595,4.0,0.0,2.0,1.0,0.0,122764.75696614715,0.0
652.0,Spain,Female,75.0,10.0,0.0,2.0,1.0,1.0,114675.75,0.0
750.0,Spain,Male,48.05430830400583,4.621321705547177,121681.82,1.0,1.0,1.0,86160.63455107022,1.0
729.0,France,Male,30.0,9.0,0.0,1.8725147077365214,1.0,0.0,151869.35,0.0
646.0,France,Female,46.0,4.0,0.0,3.0,1.0,0.0,92927.82616494081,1.0
635.0,Germany,Male,38.75533488100261,3.0,121255.09218480118,1.5606844043792094,1.0,1.0,156791.36,0.0
647.0,France,Female,44.0,5.0,69132.15632086173,3.0,1.0,1.0,174205.22,1.0
808.0,France,Male,45.0,6.83196245026652,118626.55,1.0212958805667962,1.0,1.0,82044.17269494662,0.0
524.0,France,Female,36.0,10.0,110614.93947154965,1.1886709756857767,1.0,0.0,109614.57,0.0
769.0,France,Male,29.0,6.068999633459663,0.0,1.7082958884163781,1.0,1.0,52061.77891005171,0.0
664.7705937368625,Spain,Male,42.0,4.0,27293.27712616448,2.0,0.0,1.0,85982.47,0.0
