"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,0.365,NA,0.514,NA,0.101,NA
"M",0.35,NA,NA,NA,0.0995,0.0485,NA
"F",0.53,NA,0.135,0.677,0.2565,0.1415,0.21
"M",0.44,0.365,0.125,0.516,0.2155,0.114,NA
"I",NA,0.255,NA,NA,0.0895,0.0395,NA
"I",0.425,0.3,0.095,0.3515,NA,NA,0.12
"F",0.53,NA,0.15,NA,NA,0.1415,0.33
"F",0.545,NA,NA,0.768,0.294,NA,0.26
NA,NA,NA,NA,NA,0.2165,0.1125,0.165
"F",0.55,NA,0.15,0.8945,0.3145,0.151,0.32
NA,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21
"M",NA,0.35,0.11,0.406,0.1675,0.081,0.135
NA,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19
"F",0.535,0.405,NA,0.6845,0.2725,NA,0.205
"F",0.47,NA,0.1,0.4755,0.1675,0.0805,0.185
"M",NA,NA,0.13,0.6645,NA,0.133,0.24
"I",NA,0.28,NA,0.2905,0.095,NA,0.115
NA,0.44,NA,0.1,NA,NA,0.087,0.13
"M",NA,0.295,0.08,0.2555,0.097,0.043,0.1
"M",0.45,0.32,NA,NA,NA,0.075,0.115
"M",0.355,NA,0.095,0.2455,0.0955,NA,NA
"I",NA,0.275,0.1,0.2255,NA,0.049,NA
"F",0.565,0.44,0.155,NA,0.4275,0.214,0.27
NA,0.55,0.415,NA,0.7635,0.318,0.21,0.2
"F",0.615,NA,0.165,NA,0.513,0.301,0.305
"F",0.56,NA,NA,NA,NA,0.188,0.3
NA,0.58,NA,0.185,0.9955,0.3945,NA,0.285
"M",0.59,0.445,NA,0.931,0.356,0.234,NA
"M",0.605,0.475,NA,NA,NA,0.219,NA
NA,0.575,0.425,NA,0.8635,NA,0.227,0.2
"M",0.58,0.47,NA,0.9975,NA,NA,0.33
"F",0.68,NA,NA,NA,NA,0.2805,0.46
"M",0.665,0.525,NA,NA,NA,0.3575,0.35
"F",NA,NA,0.175,1.798,0.815,0.3925,NA
NA,0.705,0.55,NA,1.7095,NA,0.4115,0.49
NA,0.465,0.355,0.105,0.4795,0.227,NA,0.125
"F",NA,0.475,0.155,1.217,NA,NA,0.34
NA,0.45,0.355,0.105,0.5225,NA,0.1165,0.145
"F",0.575,NA,0.135,0.883,0.381,0.2035,0.26
"M",NA,0.29,0.09,0.3275,0.134,0.086,0.09
"F",NA,0.335,0.105,0.425,0.1865,0.091,NA
"F",0.55,0.425,0.135,NA,0.362,0.196,0.27
"I",NA,NA,0.045,0.07,0.0315,0.0235,NA
"I",0.205,0.15,0.055,NA,0.0255,0.015,0.012
NA,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015
"I",0.39,NA,NA,0.203,0.0875,0.045,NA
"M",0.47,0.37,0.12,0.5795,0.293,0.227,0.14
NA,NA,0.375,0.12,NA,0.1775,0.11,0.15
"I",0.325,NA,0.07,NA,NA,0.0255,NA
"F",0.525,NA,0.16,NA,NA,0.2135,0.245
"I",NA,NA,0.12,0.595,NA,0.111,0.19
"M",0.4,0.32,0.095,NA,NA,0.06,NA
"M",0.485,NA,0.13,NA,0.2595,0.096,NA
"F",0.47,0.36,0.12,NA,0.2105,NA,0.15
"M",0.405,0.31,0.1,0.385,0.173,NA,0.11
NA,0.5,NA,0.14,0.6615,0.2565,0.1755,NA
"M",0.445,0.35,0.12,0.4425,NA,NA,0.135
"M",0.47,NA,NA,0.5895,0.2765,0.12,0.17
"I",NA,0.19,0.06,0.086,0.042,0.014,0.025
"F",0.505,0.4,NA,NA,0.246,0.13,0.175
"M",NA,0.345,0.105,0.4115,0.18,NA,0.135
NA,NA,0.405,0.11,NA,0.305,0.16,NA
NA,0.53,0.41,0.13,NA,0.302,0.1935,0.2
