"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,0.365,0.095,0.514,0.2245,NA,0.15
"M",0.35,0.265,0.09,0.2255,0.0995,NA,NA
NA,NA,NA,0.135,0.677,0.2565,NA,0.21
"M",NA,NA,0.125,0.516,NA,0.114,0.155
"I",0.33,0.255,NA,0.205,NA,0.0395,0.055
NA,0.425,0.3,0.095,0.3515,0.141,NA,0.12
NA,0.53,0.415,NA,NA,0.237,0.1415,0.33
NA,NA,NA,0.125,NA,0.294,0.1495,NA
"M",NA,0.37,0.125,NA,0.2165,NA,NA
NA,NA,NA,0.15,NA,0.3145,NA,0.32
"F",NA,0.38,NA,0.6065,0.194,0.1475,0.21
NA,0.43,NA,NA,0.406,NA,NA,NA
"M",0.49,0.38,0.135,0.5415,0.2175,0.095,NA
NA,NA,0.405,0.145,0.6845,0.2725,NA,0.205
"F",0.47,0.355,0.1,NA,0.1675,0.0805,0.185
"M",NA,0.4,0.13,0.6645,0.258,0.133,0.24
"I",NA,0.28,0.085,0.2905,NA,0.0395,0.115
"F",0.44,0.34,0.1,NA,NA,0.087,0.13
NA,0.365,NA,NA,0.2555,0.097,0.043,NA
NA,0.45,0.32,NA,0.381,0.1705,0.075,0.115
"M",0.355,0.28,0.095,0.2455,0.0955,0.062,NA
"I",NA,0.275,0.1,0.2255,0.08,NA,0.085
NA,0.565,NA,NA,0.9395,NA,NA,0.27
NA,0.55,NA,NA,0.7635,NA,NA,0.2
NA,0.615,NA,0.165,NA,NA,NA,NA
NA,NA,NA,0.14,NA,NA,NA,NA
NA,NA,0.45,0.185,NA,NA,NA,NA
NA,0.59,NA,NA,NA,NA,NA,NA
NA,0.605,NA,NA,NA,0.394,NA,0.295
NA,0.575,0.425,NA,0.8635,0.393,0.227,NA
NA,0.58,NA,0.165,NA,NA,NA,0.33
"F",NA,NA,NA,NA,0.6055,NA,NA
"M",0.665,NA,NA,1.338,NA,NA,NA
NA,NA,NA,NA,1.798,NA,NA,NA
NA,0.705,NA,NA,1.7095,0.633,NA,NA
"M",0.465,0.355,0.105,NA,NA,0.124,0.125
"F",0.54,0.475,0.155,NA,NA,NA,NA
NA,0.45,0.355,0.105,0.5225,0.237,0.1165,NA
"F",NA,0.445,0.135,0.883,0.381,0.2035,NA
"M",NA,0.29,0.09,0.3275,0.134,0.086,0.09
"F",0.45,0.335,0.105,0.425,NA,0.091,0.115
NA,0.55,0.425,0.135,0.8515,NA,0.196,NA
"I",0.24,0.175,NA,NA,0.0315,0.0235,0.02
"I",NA,0.15,0.055,NA,0.0255,0.015,0.012
"I",0.21,0.15,0.05,NA,0.0175,0.0125,0.015
"I",0.39,0.295,0.095,0.203,0.0875,0.045,0.075
"M",0.47,NA,0.12,NA,0.293,NA,NA
"F",0.46,0.375,NA,0.4605,0.1775,0.11,0.15
"I",NA,0.245,NA,0.161,0.0755,NA,0.045
"F",0.525,0.425,NA,0.8355,NA,0.2135,0.245
"I",0.52,0.41,NA,NA,0.2385,NA,NA
"M",0.4,0.32,0.095,0.303,NA,0.06,NA
"M",0.485,NA,NA,0.5415,0.2595,0.096,0.16
"F",0.47,0.36,0.12,0.4775,NA,0.1055,NA
NA,0.405,0.31,0.1,0.385,0.173,NA,0.11
"F",0.5,0.4,0.14,NA,0.2565,0.1755,0.22
"M",0.445,NA,0.12,0.4425,0.192,NA,0.135
NA,0.47,NA,0.135,0.5895,0.2765,0.12,0.17
"I",0.245,NA,0.06,0.086,NA,0.014,0.025
"F",NA,0.4,0.125,0.583,NA,0.13,NA
"M",NA,0.345,NA,0.4115,0.18,0.1125,0.135
NA,NA,NA,NA,0.625,0.305,0.16,0.175
"F",0.53,0.41,0.13,0.6965,0.302,0.1935,NA
"M",0.425,0.325,0.095,NA,0.1705,0.08,0.1
"M",NA,NA,0.12,NA,0.234,NA,0.185
NA,NA,NA,0.12,0.48,0.234,0.1015,NA
NA,0.565,0.44,NA,0.915,NA,NA,NA
"F",NA,NA,NA,NA,NA,NA,NA
NA,0.475,NA,0.12,NA,0.2135,0.1155,NA
"I",0.31,0.235,0.07,0.151,0.063,0.0405,0.045
"M",NA,NA,NA,0.7665,0.264,NA,0.275
"F",NA,0.32,0.11,0.353,0.1405,0.0985,0.1
"F",0.595,NA,NA,NA,NA,0.225,0.425
NA,NA,NA,0.175,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.481,NA,NA
NA,NA,0.475,NA,NA,NA,0.221,NA
"M",0.595,NA,NA,NA,NA,NA,NA
"F",0.6,0.47,0.15,NA,NA,NA,0.305
NA,NA,NA,NA,0.788,NA,NA,0.285
"F",0.615,0.475,0.17,1.1025,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.252,0.285
NA,NA,NA,NA,1.615,NA,NA,NA
NA,0.52,0.425,NA,NA,0.396,0.225,0.32
NA,NA,NA,0.16,NA,0.408,0.234,NA
"M",NA,0.45,NA,NA,NA,0.216,NA
NA,NA,NA,NA,NA,0.339,0.2225,0.44
"M",0.625,NA,NA,1.195,0.4825,NA,NA
NA,0.56,NA,NA,NA,NA,NA,NA
NA,0.46,0.355,NA,NA,0.2205,0.114,0.165
NA,NA,0.45,0.16,0.9775,NA,0.231,0.33
NA,0.565,NA,0.135,NA,0.341,0.1675,NA
"M",NA,NA,NA,NA,NA,NA,0.26
NA,NA,0.465,NA,NA,NA,NA,NA
NA,0.625,NA,NA,NA,NA,NA,0.39
NA,0.695,NA,NA,NA,NA,NA,NA
NA,0.665,0.535,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.269,NA,NA
"M",0.47,0.375,NA,NA,NA,0.132,0.145
"M",NA,0.37,NA,NA,NA,NA,0.165
"F",0.475,0.375,0.125,0.5785,0.2775,0.085,0.155
"I",0.36,0.265,0.095,NA,NA,0.046,NA
NA,0.55,NA,NA,0.843,NA,NA,0.255
NA,0.53,NA,NA,0.883,0.316,0.164,0.335
NA,NA,0.415,0.14,0.724,0.3105,0.1675,0.205
NA,0.605,NA,NA,NA,NA,NA,0.345
NA,NA,0.41,NA,NA,NA,0.1835,NA
"F",0.545,NA,NA,NA,0.2935,NA,0.28
"F",0.5,0.4,NA,0.6675,0.261,0.1315,0.22
"F",0.51,0.39,0.135,0.6335,0.231,0.179,NA
NA,NA,0.395,NA,0.3635,0.136,0.098,0.13
"M",NA,0.395,NA,NA,0.2375,NA,NA
"M",0.465,0.36,0.105,0.431,NA,NA,0.175
NA,NA,0.32,0.08,0.3325,0.1485,0.0635,0.105
"M",0.425,0.35,0.105,0.393,NA,0.063,NA
NA,0.545,0.41,0.125,0.6935,0.2975,0.146,NA
NA,NA,0.415,0.115,NA,NA,NA,NA
NA,NA,NA,NA,0.6125,0.2555,0.102,NA
NA,0.44,0.34,0.105,0.402,NA,0.0955,0.165
"F",NA,0.43,0.15,0.8825,NA,0.172,NA
"M",0.405,NA,0.085,0.2605,NA,NA,0.085
NA,0.47,0.365,0.105,0.4205,NA,NA,0.14
NA,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085
"F",0.515,0.425,0.14,NA,NA,0.1725,0.255
"M",0.37,0.265,0.075,0.214,0.09,0.051,NA
"I",0.36,0.28,NA,0.1755,0.081,0.0505,0.07
