"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
NA,0.455,0.365,NA,0.514,NA,0.101,NA
"M",NA,0.265,NA,0.2255,0.0995,0.0485,NA
"F",NA,0.42,0.135,NA,0.2565,NA,0.21
NA,0.44,0.365,0.125,0.516,0.2155,0.114,0.155
"I",NA,0.255,0.08,NA,NA,0.0395,0.055
"I",0.425,0.3,0.095,0.3515,0.141,NA,0.12
NA,NA,0.415,NA,0.7775,NA,NA,NA
"F",0.545,0.425,NA,0.768,NA,NA,0.26
"M",0.475,NA,0.125,NA,NA,0.1125,0.165
NA,0.55,0.44,NA,0.8945,0.3145,0.151,NA
NA,NA,NA,0.14,NA,0.194,NA,NA
"M",0.43,0.35,0.11,NA,0.1675,NA,0.135
"M",0.49,NA,0.135,0.5415,0.2175,0.095,0.19
"F",0.535,NA,NA,0.6845,NA,NA,0.205
"F",NA,0.355,0.1,0.4755,0.1675,0.0805,0.185
"M",0.5,NA,0.13,NA,0.258,0.133,0.24
"I",0.355,0.28,NA,0.2905,NA,0.0395,0.115
"F",0.44,0.34,0.1,NA,0.188,0.087,0.13
"M",0.365,0.295,0.08,0.2555,0.097,0.043,NA
NA,0.45,0.32,NA,0.381,0.1705,0.075,NA
"M",0.355,NA,0.095,0.2455,0.0955,0.062,0.075
"I",0.38,0.275,0.1,0.2255,0.08,0.049,0.085
"F",NA,NA,0.155,0.9395,NA,0.214,NA
NA,NA,0.415,NA,0.7635,NA,0.21,0.2
NA,NA,NA,NA,NA,0.513,NA,0.305
"F",0.56,NA,NA,NA,0.3825,0.188,NA
NA,0.58,0.45,NA,NA,NA,NA,NA
"M",0.59,NA,NA,0.931,NA,NA,NA
NA,NA,NA,NA,NA,0.394,NA,0.295
NA,0.575,0.425,NA,NA,NA,0.227,NA
NA,0.58,0.47,NA,NA,NA,0.242,NA
NA,0.68,NA,NA,NA,NA,NA,0.46
"M",NA,0.525,NA,NA,NA,NA,NA
NA,NA,NA,0.175,NA,NA,NA,NA
NA,NA,NA,0.2,NA,NA,NA,NA
