"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",NA,NA,NA,0.514,0.2245,0.101,0.15
"M",NA,0.265,0.09,0.2255,NA,NA,0.07
"F",0.53,0.42,NA,0.677,0.2565,0.1415,0.21
"M",0.44,NA,NA,NA,NA,NA,NA
"I",0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
"I",0.425,NA,0.095,0.3515,0.141,NA,0.12
NA,NA,NA,0.15,NA,NA,NA,0.33
NA,NA,NA,0.125,0.768,0.294,NA,0.26
NA,NA,0.37,NA,NA,NA,NA,NA
"F",NA,0.44,0.15,0.8945,0.3145,NA,NA
"F",0.525,0.38,NA,0.6065,0.194,NA,NA
NA,0.43,0.35,0.11,0.406,0.1675,0.081,0.135
NA,0.49,NA,0.135,0.5415,NA,0.095,NA
NA,NA,0.405,0.145,0.6845,0.2725,0.171,0.205
"F",0.47,NA,0.1,0.4755,0.1675,NA,0.185
"M",NA,0.4,NA,NA,0.258,0.133,0.24
"I",0.355,NA,0.085,0.2905,NA,0.0395,0.115
"F",0.44,0.34,0.1,NA,NA,0.087,0.13
"M",0.365,0.295,0.08,0.2555,NA,0.043,NA
"M",NA,NA,0.1,NA,0.1705,NA,0.115
NA,0.355,0.28,0.095,NA,NA,0.062,0.075
"I",0.38,0.275,0.1,0.2255,0.08,0.049,0.085
"F",0.565,NA,NA,0.9395,0.4275,NA,NA
NA,NA,NA,NA,NA,0.318,0.21,0.2
NA,NA,0.48,NA,NA,0.513,NA,0.305
"F",0.56,NA,NA,NA,0.3825,NA,0.3
NA,0.58,0.45,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.931,NA,0.234,0.28
NA,0.605,0.475,NA,NA,NA,0.219,0.295
"M",NA,NA,NA,0.8635,0.393,NA,NA
"M",0.58,NA,0.165,NA,NA,NA,NA
"F",0.68,0.56,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.35
"F",NA,NA,NA,NA,NA,NA,NA
NA,0.705,NA,0.2,NA,0.633,NA,NA
"M",0.465,NA,0.105,NA,0.227,NA,0.125
NA,NA,NA,NA,NA,0.5305,NA,NA
"F",0.45,NA,0.105,0.5225,NA,0.1165,NA
"F",NA,0.445,0.135,NA,0.381,NA,NA
"M",0.355,0.29,0.09,0.3275,0.134,0.086,0.09
"F",0.45,0.335,0.105,0.425,NA,NA,0.115
"F",0.55,0.425,NA,0.8515,0.362,NA,NA
"I",0.24,0.175,0.045,NA,0.0315,0.0235,0.02
"I",0.205,0.15,0.055,0.042,NA,0.015,0.012
"I",NA,0.15,0.05,0.042,0.0175,0.0125,NA
"I",0.39,0.295,0.095,0.203,0.0875,0.045,0.075
"M",NA,NA,0.12,NA,0.293,0.227,NA
"F",0.46,0.375,0.12,NA,0.1775,0.11,0.15
