cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.455,0.4755,0.4755,0.514,0.2245,0.4755,0.15
M,0.35,0.265,0.4755,0.2255,0.0995,0.0485,0.07
F,0.53,0.42,0.4755,0.677,0.2565,0.4755,0.4755
M,0.44,0.4755,0.4755,0.516,0.2155,0.114,0.4755
I,0.4755,0.255,0.4755,0.205,0.4755,0.0395,0.055
I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12
I,0.4755,0.415,0.15,0.7775,0.237,0.4755,0.33
I,0.545,0.4755,0.4755,0.768,0.4755,0.4755,0.26
M,0.475,0.37,0.125,0.4755,0.2165,0.1125,0.165
I,0.4755,0.4755,0.15,0.8945,0.4755,0.151,0.4755
I,0.525,0.38,0.4755,0.4755,0.194,0.1475,0.4755
M,0.43,0.35,0.11,0.4755,0.1675,0.081,0.135
M,0.49,0.38,0.4755,0.5415,0.2175,0.095,0.4755
I,0.535,0.405,0.145,0.4755,0.4755,0.171,0.4755
I,0.4755,0.355,0.1,0.4755,0.1675,0.0805,0.4755
I,0.4755,0.4755,0.4755,0.4755,0.4755,0.133,0.24
I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115
I,0.44,0.34,0.4755,0.4755,0.188,0.087,0.13
M,0.365,0.4755,0.08,0.2555,0.4755,0.043,0.1
M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
I,0.355,0.4755,0.095,0.2455,0.4755,0.062,0.075
I,0.38,0.275,0.4755,0.2255,0.4755,0.049,0.085
I,0.565,0.4755,0.4755,0.9395,0.4275,0.214,0.4755
I,0.4755,0.415,0.4755,0.4755,0.318,0.21,0.4755
F,0.4755,0.4755,0.165,0.4755,0.4755,0.301,0.305
I,0.56,0.4755,0.14,0.4755,0.3825,0.4755,0.3
F,0.58,0.4755,0.4755,0.4755,0.3945,0.272,0.285
I,0.4755,0.445,0.4755,0.4755,0.356,0.4755,0.4755
I,0.4755,0.475,0.4755,0.4755,0.4755,0.4755,0.4755
I,0.4755,0.4755,0.4755,0.8635,0.393,0.227,0.2
I,0.58,0.4755,0.165,0.4755,0.4755,0.4755,0.4755
F,0.4755,0.4755,0.165,1.639,0.4755,0.4755,0.4755
I,0.4755,0.4755,0.4755,1.338,0.4755,0.4755,0.4755
I,0.68,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755
I,0.4755,0.4755,0.4755,1.7095,0.4755,0.4755,0.4755
M,0.465,0.4755,0.105,0.4755,0.227,0.4755,0.4755
F,0.54,0.475,0.4755,0.4755,0.4755,0.3075,0.4755
I,0.45,0.355,0.105,0.4755,0.237,0.1165,0.145
F,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755
M,0.355,0.4755,0.09,0.3275,0.134,0.086,0.09
F,0.45,0.335,0.4755,0.425,0.1865,0.4755,0.4755
I,0.4755,0.425,0.135,0.8515,0.4755,0.196,0.27
I,0.4755,0.175,0.045,0.4755,0.0315,0.0235,0.02
I,0.205,0.15,0.055,0.042,0.0255,0.015,0.4755
I,0.21,0.4755,0.05,0.042,0.0175,0.0125,0.015
I,0.39,0.4755,0.4755,0.4755,0.0875,0.045,0.4755
I,0.4755,0.37,0.4755,0.4755,0.293,0.4755,0.4755
F,0.46,0.4755,0.12,0.4605,0.1775,0.11,0.15
I,0.325,0.4755,0.4755,0.4755,0.4755,0.0255,0.045
F,0.525,0.4755,0.16,0.8355,0.3545,0.2135,0.245
I,0.52,0.4755,0.4755,0.595,0.4755,0.4755,0.4755
M,0.4,0.4755,0.4755,0.4755,0.1335,0.4755,0.1
M,0.4755,0.36,0.4755,0.5415,0.4755,0.4755,0.4755
F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
