cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.4788,0.365,0.4788,0.4788,0.2245,0.4788,0.15
I,0.4788,0.265,0.09,0.2255,0.0995,0.0485,0.07
F,0.53,0.42,0.135,0.4788,0.2565,0.1415,0.21
I,0.44,0.365,0.125,0.4788,0.2155,0.4788,0.155
I,0.33,0.4788,0.08,0.4788,0.0895,0.4788,0.4788
I,0.4788,0.4788,0.4788,0.3515,0.141,0.0775,0.12
F,0.53,0.415,0.15,0.4788,0.4788,0.4788,0.33
F,0.545,0.4788,0.125,0.768,0.4788,0.1495,0.26
M,0.475,0.37,0.125,0.4788,0.4788,0.4788,0.165
F,0.4788,0.4788,0.15,0.4788,0.3145,0.151,0.4788
F,0.525,0.38,0.14,0.6065,0.194,0.4788,0.21
M,0.43,0.35,0.11,0.4788,0.1675,0.081,0.4788
I,0.4788,0.38,0.135,0.5415,0.2175,0.4788,0.19
I,0.535,0.405,0.145,0.6845,0.2725,0.171,0.4788
F,0.47,0.355,0.1,0.4788,0.1675,0.0805,0.185
I,0.4788,0.4,0.4788,0.4788,0.4788,0.4788,0.24
I,0.4788,0.28,0.085,0.2905,0.095,0.0395,0.4788
I,0.44,0.4788,0.1,0.4788,0.188,0.087,0.13
I,0.365,0.295,0.08,0.2555,0.4788,0.4788,0.1
M,0.4788,0.32,0.1,0.381,0.1705,0.075,0.115
M,0.355,0.28,0.095,0.2455,0.0955,0.4788,0.075
I,0.4788,0.4788,0.1,0.2255,0.4788,0.049,0.4788
F,0.4788,0.4788,0.4788,0.9395,0.4275,0.4788,0.4788
I,0.4788,0.415,0.135,0.4788,0.4788,0.21,0.2
F,0.4788,0.4788,0.4788,0.4788,0.513,0.4788,0.4788
F,0.4788,0.4788,0.14,0.4788,0.4788,0.4788,0.3
I,0.58,0.4788,0.185,0.4788,0.4788,0.4788,0.285
M,0.59,0.445,0.4788,0.4788,0.4788,0.4788,0.28
M,0.4788,0.475,0.4788,0.4788,0.4788,0.4788,0.4788
I,0.575,0.425,0.14,0.4788,0.4788,0.227,0.2
M,0.4788,0.4788,0.4788,0.4788,0.3935,0.242,0.4788
I,0.68,0.4788,0.4788,0.4788,0.4788,0.4788,0.46
I,0.4788,0.4788,0.4788,0.4788,0.4788,0.4788,0.35
I,0.4788,0.55,0.4788,0.4788,0.4788,0.4788,0.4788
I,0.4788,0.4788,0.4788,1.7095,0.4788,0.4788,0.4788
I,0.465,0.355,0.4788,0.4795,0.4788,0.4788,0.125
I,0.4788,0.4788,0.155,0.4788,0.4788,0.4788,0.4788
F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
F,0.575,0.445,0.135,0.883,0.4788,0.2035,0.4788
M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09
I,0.45,0.335,0.105,0.425,0.4788,0.091,0.115
I,0.55,0.4788,0.135,0.8515,0.4788,0.196,0.27
I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
I,0.205,0.15,0.4788,0.042,0.4788,0.4788,0.012
I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015
I,0.4788,0.295,0.4788,0.4788,0.0875,0.4788,0.075
I,0.47,0.4788,0.4788,0.5795,0.4788,0.227,0.14
F,0.46,0.375,0.4788,0.4788,0.1775,0.11,0.15
I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245
I,0.52,0.41,0.12,0.4788,0.2385,0.4788,0.4788
M,0.4,0.32,0.095,0.303,0.4788,0.4788,0.4788
I,0.485,0.4788,0.13,0.5415,0.2595,0.096,0.16
I,0.47,0.36,0.4788,0.4775,0.2105,0.1055,0.15
M,0.4788,0.31,0.4788,0.4788,0.4788,0.0915,0.11
I,0.4788,0.4788,0.14,0.4788,0.2565,0.1755,0.4788
M,0.445,0.4788,0.12,0.4425,0.192,0.4788,0.135
M,0.47,0.385,0.4788,0.4788,0.4788,0.4788,0.17
I,0.245,0.19,0.06,0.086,0.4788,0.014,0.025
F,0.4788,0.4,0.125,0.4788,0.246,0.4788,0.4788
I,0.4788,0.345,0.4788,0.4115,0.4788,0.4788,0.135
M,0.4788,0.405,0.4788,0.4788,0.4788,0.4788,0.175
I,0.53,0.4788,0.4788,0.4788,0.4788,0.4788,0.4788
M,0.425,0.4788,0.4788,0.3785,0.1705,0.4788,0.1
I,0.52,0.4788,0.4788,0.4788,0.234,0.1315,0.185
M,0.4788,0.355,0.12,0.48,0.234,0.1015,0.135
F,0.565,0.44,0.16,0.915,0.354,0.4788,0.32
I,0.595,0.4788,0.4788,0.4788,0.4788,0.4788,0.485
I,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17
I,0.31,0.4788,0.4788,0.151,0.063,0.0405,0.045
M,0.4788,0.4788,0.4788,0.4788,0.4788,0.168,0.4788
F,0.4788,0.4788,0.4788,0.4788,0.1405,0.0985,0.4788
F,0.4788,0.475,0.4788,1.247,0.48,0.4788,0.425
M,0.4788,0.4788,0.4788,1.185,0.4788,0.4788,0.4788
I,0.4788,0.4788,0.195,1.098,0.481,0.4788,0.315
F,0.6,0.4788,0.4788,1.0075,0.4788,0.4788,0.4788
M,0.595,0.475,0.14,0.944,0.3625,0.4788,0.4788
I,0.4788,0.47,0.15,0.4788,0.363,0.4788,0.305
F,0.4788,0.425,0.14,0.4788,0.4788,0.4788,0.4788
F,0.4788,0.475,0.4788,0.4788,0.4788,0.2355,0.345
I,0.4788,0.4788,0.4788,0.4788,0.3845,0.4788,0.285
I,0.4788,0.4788,0.4788,1.615,0.4788,0.4788,0.4788
I,0.4788,0.4788,0.4788,0.9885,0.4788,0.225,0.32
I,0.4788,0.4788,0.16,0.4788,0.408,0.4788,0.4788
I,0.58,0.4788,0.4788,0.4788,0.38,0.4788,0.4788
F,0.4788,0.465,0.4788,0.4788,0.4788,0.2225,0.44
I,0.4788,0.465,0.4788,0.4788,0.4825,0.4788,0.4
M,0.56,0.44,0.16,0.8645,0.4788,0.4788,0.4788
I,0.4788,0.4788,0.13,0.4788,0.2205,0.114,0.165
F,0.4788,0.45,0.4788,0.4788,0.3135,0.231,0.33
M,0.4788,0.4788,0.135,0.8115,0.341,0.1675,0.4788
I,0.4788,0.4788,0.4788,0.755,0.307,0.1525,0.4788
M,0.4788,0.465,0.4788,0.4788,0.4015,0.4788,0.39
F,0.625,0.4788,0.4788,0.4788,0.507,0.318,0.39
I,0.4788,0.4788,0.4788,1.494,0.4788,0.4788,0.4788
I,0.4788,0.4788,0.4788,0.4788,0.4788,0.4788,0.48
I,0.535,0.4788,0.15,0.4788,0.4788,0.4788,0.25
M,0.4788,0.375,0.13,0.523,0.4788,0.4788,0.145
I,0.4788,0.37,0.13,0.5225,0.4788,0.133,0.4788
F,0.475,0.4788,0.125,0.4788,0.2775,0.4788,0.155
I,0.36,0.265,0.095,0.2315,0.4788,0.046,0.075
M,0.4788,0.435,0.4788,0.4788,0.4788,0.4788,0.255
I,0.4788,0.4788,0.4788,0.883,0.316,0.4788,0.4788
M,0.4788,0.4788,0.4788,0.724,0.4788,0.1675,0.205
M,0.4788,0.4788,0.4788,1.1735,0.4975,0.4788,0.4788
F,0.52,0.41,0.4788,0.4788,0.291,0.1835,0.4788
I,0.4788,0.4788,0.165,0.4788,0.4788,0.183,0.4788
F,0.4788,0.4,0.125,0.4788,0.261,0.4788,0.22
F,0.4788,0.4788,0.135,0.6335,0.231,0.4788,0.2
F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13
M,0.495,0.395,0.4788,0.4788,0.2375,0.1345,0.155
M,0.4788,0.4788,0.4788,0.431,0.172,0.107,0.4788
I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105
M,0.425,0.35,0.4788,0.393,0.4788,0.063,0.165
F,0.4788,0.4788,0.125,0.6935,0.2975,0.4788,0.4788
F,0.4788,0.415,0.4788,0.4788,0.4788,0.1585,0.18
I,0.49,0.375,0.135,0.6125,0.4788,0.4788,0.4788
M,0.44,0.34,0.105,0.402,0.1305,0.4788,0.165
I,0.56,0.43,0.4788,0.8825,0.3465,0.172,0.4788
M,0.4788,0.305,0.4788,0.4788,0.4788,0.0595,0.085
I,0.47,0.365,0.105,0.4788,0.4788,0.1035,0.14
I,0.4788,0.295,0.085,0.2535,0.103,0.4788,0.085
F,0.515,0.4788,0.14,0.766,0.4788,0.1725,0.4788
M,0.4788,0.265,0.075,0.214,0.4788,0.4788,0.07
I,0.4788,0.28,0.08,0.1755,0.4788,0.4788,0.07
I,0.4788,0.195,0.06,0.073,0.0285,0.0235,0.03
I,0.375,0.275,0.09,0.238,0.4788,0.0545,0.07
I,0.385,0.4788,0.085,0.2505,0.4788,0.061,0.4788
I,0.4788,0.4788,0.16,0.4788,0.63,0.4788,0.54
I,0.4788,0.4788,0.4788,1.959,0.4788,0.4788,0.4788
I,0.4788,0.4788,0.165,0.4788,0.4788,0.4788,0.41
F,0.44,0.35,0.125,0.4035,0.175,0.063,0.4788
F,0.4788,0.4788,0.4788,0.4788,0.085,0.036,0.062
I,0.35,0.4788,0.4788,0.211,0.086,0.056,0.068
I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.4788
F,0.425,0.4788,0.115,0.406,0.1635,0.081,0.1355
F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048
M,0.345,0.255,0.09,0.2005,0.4788,0.0295,0.063
I,0.405,0.325,0.11,0.3555,0.151,0.063,0.117
M,0.375,0.285,0.4788,0.253,0.4788,0.0575,0.0925
F,0.565,0.4788,0.4788,0.4788,0.4788,0.4788,0.4788
F,0.55,0.45,0.4788,0.741,0.4788,0.1435,0.4788
I,0.4788,0.52,0.4788,0.4788,0.4788,0.4788,0.4788
I,0.56,0.455,0.4788,0.4788,0.4788,0.4788,0.4788
M,0.475,0.375,0.4788,0.4788,0.2075,0.1165,0.17
I,0.49,0.4788,0.125,0.549,0.4788,0.1075,0.4788
I,0.46,0.35,0.4788,0.515,0.4788,0.108,0.1565
I,0.4788,0.205,0.4788,0.127,0.052,0.039,0.4788
I,0.175,0.4788,0.055,0.0315,0.0105,0.0065,0.0125
I,0.17,0.13,0.4788,0.03,0.013,0.008,0.01
M,0.4788,0.475,0.145,0.4788,0.4415,0.262,0.325
I,0.4788,0.5,0.4788,0.4788,0.469,0.4788,0.335
F,0.635,0.4788,0.19,0.4788,0.4788,0.4788,0.4788
F,0.605,0.4788,0.16,1.0565,0.4788,0.4788,0.355
I,0.565,0.4788,0.135,0.9885,0.4788,0.1495,0.4788
I,0.515,0.405,0.4788,0.4788,0.4788,0.4788,0.21
I,0.575,0.4788,0.4788,0.4788,0.4788,0.4788,0.34
I,0.4788,0.4788,0.4788,0.4788,0.546,0.4788,0.4788
I,0.4788,0.4788,0.17,0.9075,0.374,0.4788,0.4788
I,0.575,0.46,0.165,1.124,0.2985,0.4788,0.44
M,0.605,0.4788,0.165,0.4788,0.4215,0.2475,0.4788
F,0.4788,0.4788,0.4788,1.222,0.4788,0.2575,0.28
I,0.4788,0.485,0.4788,0.4788,0.4788,0.4788,0.4788
I,0.4788,0.4788,0.21,0.4788,0.4788,0.4788,0.4788
I,0.65,0.4788,0.4788,0.4788,0.4788,0.4788,0.4788
I,0.4788,0.4788,0.4788,0.4788,1.0705,0.4788,0.4788
I,0.4788,0.4788,0.4788,0.4788,0.765,0.4788,0.4788
I,0.4788,0.4788,0.4788,1.842,0.4788,0.4788,0.4788
I,0.705,0.4788,0.4788,0.4788,0.4788,0.4788,0.4788
I,0.68,0.4788,0.4788,0.4788,0.5125,0.4788,0.4788
I,0.4788,0.4788,0.4788,0.4788,0.7125,0.4788,0.4788
I,0.4788,0.4788,0.145,0.775,0.308,0.169,0.255
I,0.525,0.435,0.4788,0.4788,0.4788,0.233,0.285
I,0.52,0.4788,0.115,0.776,0.32,0.1845,0.22
I,0.235,0.16,0.4788,0.4788,0.0185,0.018,0.015
I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075
I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035
I,0.315,0.245,0.085,0.1435,0.4788,0.0475,0.4788
I,0.225,0.4788,0.045,0.0465,0.025,0.015,0.015
I,0.4788,0.475,0.4788,0.4788,0.4788,0.4788,0.35
I,0.57,0.4788,0.18,0.9395,0.399,0.2,0.295
I,0.4788,0.4788,0.4788,0.4788,0.4788,0.4788,0.57
F,0.4788,0.45,0.16,0.4788,0.429,0.4788,0.4788
I,0.4788,0.475,0.175,0.4788,0.4788,0.214,0.325
F,0.645,0.4788,0.4788,0.4788,0.621,0.4788,0.4788
I,0.4788,0.4788,0.4788,1.218,0.4788,0.4788,0.355
I,0.4788,0.48,0.4788,0.4788,0.4788,0.336,0.4788
F,0.4788,0.4788,0.4788,1.383,0.4788,0.4788,0.4788
F,0.4788,0.48,0.4788,0.4788,0.5265,0.335,0.4788
F,0.4788,0.4788,0.4788,0.4788,0.365,0.4788,0.4788
I,0.615,0.4788,0.4788,1.1595,0.4788,0.4788,0.4788
M,0.61,0.4788,0.17,0.4788,0.4788,0.2405,0.36
I,0.4788,0.4788,0.4788,0.4788,0.276,0.4788,0.4788
I,0.4788,0.275,0.085,0.22,0.092,0.06,0.15
I,0.51,0.4788,0.4788,0.4788,0.459,0.1965,0.195
I,0.5,0.4788,0.4788,0.4788,0.346,0.4788,0.4788
I,0.4788,0.4788,0.15,0.4788,0.285,0.145,0.21
