"con_CreditScore","cat_Geography","cat_Gender","con_Age","con_Tenure","con_Balance","con_NumOfProducts","cat_HasCrCard","cat_IsActiveMember","con_EstimatedSalary","cat_Exited"
619,NA,NA,42,2,0,1,"1","1",101348.88,"1"
NA,"Spain",NA,41,1,NA,1,"0",NA,112542.58,NA
NA,NA,NA,42,NA,159660.8,3,NA,NA,113931.57,"1"
699,"France","Female",39,1,0,2,"0","0",93826.63,"0"
850,"Spain","Female",43,NA,125510.82,1,"1",NA,NA,"0"
NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Germany","Female",NA,NA,NA,4,"1","0",NA,NA
NA,"France",NA,NA,4,142051.07,2,NA,"1",NA,"0"
NA,"France",NA,27,NA,134603.88,NA,"1",NA,71725.73,NA
528,"France","Male",31,6,102016.72,2,"0",NA,80181.12,"0"
NA,"Spain","Male",24,NA,0,2,"1",NA,76390.01,NA
NA,"France",NA,34,10,0,2,NA,"0",26260.98,NA
549,"France","Female",25,5,0,2,"0","0",190857.79,"0"
NA,"Spain",NA,NA,NA,NA,NA,"1","1",NA,NA
616,NA,"Male",NA,NA,143129.41,NA,NA,"1",NA,NA
NA,"Germany","Male",58,NA,NA,1,NA,NA,5097.67,"1"
NA,"Spain","Female",NA,9,0,NA,"1","1",14406.41,"0"
NA,"Spain","Male",45,6,NA,1,NA,"0",158684.81,"0"
NA,NA,"Female",24,NA,0,2,"1","1",NA,"0"
NA,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Female",NA,8,NA,2,"1",NA,NA,"0"
510,"Spain",NA,38,4,NA,1,"1",NA,118913.53,"1"
669,"France","Male",46,NA,0,2,NA,"1",NA,NA
NA,"France",NA,38,5,NA,NA,NA,"1",187616.16,"0"
577,"France",NA,NA,NA,NA,NA,"0","1",124508.29,"0"
NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA
571,"France","Male",44,9,0,2,"0","0",38433.35,"0"
574,"Germany",NA,43,NA,141349.43,1,NA,"1",NA,"0"
411,"France","Male",29,0,59697.17,NA,"1","1",53483.21,"0"
NA,NA,NA,NA,3,NA,NA,"1",NA,140469.38,NA
NA,"France","Male",36,7,NA,NA,NA,"1",NA,NA
NA,"Germany",NA,41,9,NA,NA,NA,NA,NA,"0"
NA,"Spain","Female",NA,NA,NA,2,"1","1",NA,NA
NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
475,"France","Female",45,0,134264.04,1,"1","0",27822.99,"1"
490,"Spain","Male",31,3,145260.23,NA,NA,"1",114066.77,NA
NA,NA,"Male",NA,7,NA,NA,NA,NA,NA,NA
850,NA,"Male",36,NA,NA,1,NA,NA,40812.9,NA
582,"Germany",NA,NA,NA,NA,NA,NA,"1",178074.04,NA
472,"Spain","Male",40,4,0,NA,"1",NA,NA,NA
NA,"France",NA,51,NA,122522.32,NA,"0","0",NA,"1"
NA,"France",NA,NA,2,117419.35,NA,"1",NA,NA,"0"
834,"France",NA,NA,NA,NA,NA,NA,NA,194365.76,"1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,158338.39,NA
776,NA,NA,32,4,109421.13,2,"1",NA,NA,NA
829,NA,NA,NA,9,NA,NA,NA,"1",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
550,"Germany",NA,NA,2,NA,1,"0","1",NA,"0"
776,NA,NA,37,NA,103769.22,2,"1","0",194099.12,NA
NA,NA,NA,NA,NA,NA,2,NA,NA,198059.16,NA
585,NA,NA,36,5,146050.97,2,"0","0",86424.57,"0"
788,"France",NA,33,5,0,2,"0",NA,NA,"0"
NA,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Male",42,1,NA,NA,"1",NA,NA,"1"
619,NA,"Male",43,NA,NA,1,NA,"1",113410.49,"0"
656,NA,"Male",45,NA,127864.4,1,NA,NA,NA,NA
