cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.434,0.333,0.095,0.514,0.2245,0.101,0.15
I,0.40199999999999997,0.302,0.09,0.2255,0.0995,0.0485,0.07
F,0.53,0.406,0.135,0.677,0.29359999999999997,0.1415,0.21
M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155
I,0.33,0.255,0.092,0.205,0.0895,0.0395,0.055
I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.1168
F,0.53,0.415,0.15,0.7775,0.237,0.1537,0.33
F,0.545,0.425,0.125,0.768,0.3288,0.1495,0.2535
M,0.475,0.369,0.125,0.5095,0.2165,0.1125,0.165
F,0.539,0.438,0.15,0.8945,0.3145,0.151,0.2962
F,0.525,0.38,0.149,0.6065,0.194,0.1475,0.21
M,0.449,0.35,0.11,0.406,0.1666,0.081,0.135
M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.1681
M,0.522,0.405,0.145,0.6845,0.2725,0.171,0.1948
F,0.47,0.355,0.123,0.4755,0.1675,0.0805,0.185
M,0.5,0.4,0.13,0.6735,0.258,0.1509,0.24
I,0.355,0.275,0.085,0.2905,0.1092,0.0395,0.115
F,0.436,0.34,0.11800000000000001,0.451,0.188,0.087,0.13
M,0.365,0.295,0.094,0.24230000000000002,0.097,0.043,0.1
M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
M,0.355,0.269,0.095,0.2154,0.0955,0.062,0.075
I,0.38,0.275,0.091,0.2255,0.08,0.049,0.085
M,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27
F,0.55,0.415,0.149,0.7635,0.318,0.21,0.2
F,0.597,0.48,0.165,1.1615,0.513,0.242,0.305
F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3
F,0.58,0.45,0.155,0.9955,0.3945,0.272,0.285
M,0.59,0.445,0.14,0.931,0.4084,0.234,0.28
M,0.576,0.449,0.168,1.1082,0.4929,0.251,0.295
M,0.575,0.45,0.14,0.8635,0.393,0.227,0.2488
F,0.58,0.47,0.165,0.9975,0.41600000000000004,0.2029,0.33
M,0.68,0.527,0.18,1.4737,0.6055,0.2805,0.46
M,0.579,0.442,0.14200000000000002,1.0958,0.5515,0.2427,0.2898
F,0.68,0.529,0.175,1.6888,0.815,0.3925,0.455
F,0.705,0.55,0.172,1.2644,0.568,0.2989,0.3693
F,0.468,0.352,0.105,0.4795,0.227,0.124,0.125
F,0.54,0.433,0.157,1.217,0.5305,0.3075,0.3125
F,0.45,0.349,0.116,0.5225,0.237,0.1165,0.145
F,0.575,0.445,0.164,0.883,0.381,0.2035,0.2509
M,0.355,0.269,0.1,0.3275,0.134,0.086,0.09
F,0.45,0.345,0.105,0.425,0.1865,0.091,0.1335
F,0.55,0.438,0.135,0.8515,0.362,0.196,0.27
I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
I,0.205,0.15,0.055,0.042,0.0291,0.015,0.012
I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015
I,0.383,0.295,0.095,0.203,0.0875,0.045,0.075
M,0.427,0.37,0.126,0.5795,0.2198,0.227,0.1767
F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15
I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
F,0.542,0.425,0.16,0.8355,0.3545,0.2135,0.259
I,0.531,0.41,0.139,0.5725,0.2385,0.111,0.19
M,0.4,0.32,0.095,0.2991,0.1335,0.06,0.1
M,0.485,0.36,0.118,0.5415,0.2595,0.096,0.16
F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
M,0.405,0.31,0.1,0.385,0.173,0.0915,0.11
F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22
M,0.445,0.35,0.116,0.43429999999999996,0.192,0.0955,0.135
M,0.47,0.385,0.135,0.673,0.2765,0.1469,0.218
I,0.245,0.19,0.06,0.086,0.042,0.014,0.025
F,0.505,0.4,0.125,0.583,0.246,0.13,0.175
F,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135
M,0.505,0.405,0.11,0.6735,0.305,0.16,0.175
I,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2
M,0.425,0.325,0.095,0.3785,0.1705,0.0847,0.1
M,0.503,0.4,0.12,0.58,0.234,0.1315,0.185
M,0.475,0.355,0.12,0.48,0.234,0.1015,0.1303
F,0.554,0.44,0.16,0.9032,0.354,0.1935,0.32
F,0.595,0.495,0.162,1.2499,0.4761,0.224,0.485
F,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17
I,0.31,0.235,0.07,0.151,0.063,0.0405,0.0451
M,0.543,0.425,0.159,0.7665,0.264,0.168,0.256
F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1
F,0.622,0.502,0.156,1.2608,0.5085999999999999,0.225,0.425
M,0.615,0.48,0.164,1.185,0.474,0.261,0.38
F,0.605,0.45,0.195,1.2518,0.4939,0.2895,0.33140000000000003
F,0.608,0.475,0.15,0.9886,0.4425,0.221,0.28
M,0.5589999999999999,0.43,0.14,0.944,0.3625,0.189,0.315
F,0.6,0.47,0.159,0.9448,0.4096,0.194,0.273
F,0.555,0.425,0.14,0.6868,0.282,0.1595,0.2162
M,0.615,0.491,0.17,1.1418000000000001,0.4695,0.2355,0.345
F,0.57,0.445,0.14,0.941,0.393,0.252,0.285
M,0.62,0.519,0.175,1.9601000000000002,0.7165,0.4724,0.675
F,0.583,0.472,0.165,0.9885,0.396,0.225,0.333
M,0.629,0.507,0.16,1.3618,0.4804,0.234,0.58
M,0.5770000000000001,0.467,0.166,1.013,0.38,0.2143,0.36
M,0.57,0.465,0.18,1.0673,0.339,0.2225,0.44
M,0.625,0.465,0.14,0.9411999999999999,0.4002,0.205,0.2748
M,0.562,0.44,0.16,0.8645,0.36920000000000003,0.2075,0.26
F,0.46,0.355,0.113,0.517,0.2205,0.114,0.165
F,0.562,0.45,0.17,0.9775,0.3135,0.2157,0.33
M,0.565,0.446,0.135,0.8069,0.341,0.1675,0.255
F,0.555,0.44,0.147,0.8021,0.3498,0.1525,0.2654
M,0.595,0.465,0.151,1.1332,0.5133,0.254,0.3367
F,0.625,0.495,0.165,1.381,0.6341,0.318,0.39
F,0.717,0.56,0.186,1.4745,0.697,0.3425,0.4216
F,0.665,0.517,0.172,1.1435,0.5103,0.2722,0.3521
F,0.548,0.435,0.156,0.725,0.269,0.1385,0.25
M,0.47,0.375,0.139,0.523,0.214,0.132,0.145
M,0.47,0.37,0.13,0.5225,0.201,0.133,0.165
F,0.475,0.378,0.129,0.5785,0.2775,0.085,0.155
I,0.355,0.265,0.095,0.2315,0.105,0.046,0.075
M,0.55,0.432,0.148,0.843,0.328,0.1915,0.2535
M,0.53,0.423,0.16,0.9103,0.3092,0.164,0.335
F,0.556,0.437,0.14,0.7686,0.3105,0.1675,0.24029999999999999
M,0.598,0.47,0.16,1.1735,0.4831,0.2695,0.3706
F,0.52,0.41,0.155,0.732,0.291,0.1618,0.2052
F,0.545,0.429,0.165,0.802,0.3039,0.183,0.28
F,0.5,0.4,0.125,0.6675,0.261,0.14400000000000002,0.2124
F,0.507,0.39,0.135,0.6335,0.231,0.179,0.2
F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13
M,0.507,0.395,0.125,0.5585,0.2375,0.1345,0.155
M,0.47,0.36,0.105,0.431,0.172,0.107,0.175
I,0.435,0.32,0.111,0.3325,0.1485,0.0635,0.105
M,0.425,0.35,0.115,0.393,0.13,0.063,0.165
F,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21
M,0.53,0.405,0.115,0.6013000000000001,0.233,0.1585,0.2
F,0.49,0.375,0.135,0.6125,0.2555,0.13140000000000002,0.22
M,0.442,0.34,0.123,0.4727,0.183,0.0955,0.165
F,0.545,0.43,0.15,0.8825,0.3465,0.1842,0.31
M,0.405,0.307,0.085,0.2605,0.1145,0.0595,0.085
F,0.47,0.366,0.123,0.4205,0.163,0.1035,0.14
I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085
F,0.515,0.389,0.14,0.766,0.304,0.1725,0.255
M,0.37,0.265,0.075,0.214,0.09,0.051,0.07
I,0.37,0.28,0.08,0.1755,0.081,0.0505,0.0569
I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03
I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07
I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08
F,0.7,0.538,0.178,1.5121,0.6565,0.3638,0.4391
F,0.71,0.5539999999999999,0.165,1.4925,0.6475,0.3548,0.4278
M,0.595,0.46799999999999997,0.165,1.262,0.4835,0.2897,0.3651
F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129
F,0.325,0.26,0.085,0.1915,0.085,0.036,0.0721
I,0.35,0.26,0.095,0.2152,0.08259999999999999,0.056,0.068
I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028
F,0.428,0.33,0.115,0.406,0.1613,0.081,0.1355
F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048
M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063
F,0.405,0.325,0.10300000000000001,0.3555,0.151,0.08,0.117
M,0.375,0.285,0.095,0.253,0.096,0.0571,0.0925
F,0.565,0.443,0.155,0.826,0.341,0.2055,0.2475
F,0.55,0.438,0.145,0.741,0.295,0.1435,0.248
M,0.65,0.507,0.17400000000000002,1.373,0.5937,0.306,0.372
M,0.541,0.431,0.155,0.797,0.324,0.19,0.2425
M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.1507
F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174
M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565
I,0.28,0.205,0.08,0.127,0.052,0.039,0.042
I,0.175,0.13,0.055,0.0315,0.01,0.0065,0.0125
I,0.17,0.13,0.095,0.03,0.013,0.008,0.01
M,0.59,0.475,0.145,1.053,0.4567,0.2323,0.325
F,0.605,0.479,0.164,1.1185,0.4688,0.2344,0.335
F,0.648,0.515,0.167,1.3715,0.5782,0.305,0.45
M,0.602,0.485,0.16,1.0565,0.37,0.2316,0.355
F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31
M,0.515,0.405,0.13,0.7085,0.32,0.131,0.21
F,0.584,0.46,0.183,0.994,0.392,0.2425,0.3003
