cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.455,0.365,0.11699999999999999,0.514,0.2245,0.1068,0.15
M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
F,0.53,0.42,0.135,0.6455,0.2565,0.1415,0.21
M,0.492,0.378,0.125,0.516,0.2155,0.114,0.1628
I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
I,0.425,0.3,0.095,0.3596,0.141,0.0775,0.12
F,0.582,0.457,0.18,0.7775,0.2529,0.19469999999999998,0.33
F,0.545,0.425,0.147,0.768,0.294,0.1495,0.26
M,0.475,0.37,0.125,0.5095,0.21030000000000001,0.1125,0.165
M,0.55,0.44,0.15,0.8838999999999999,0.3432,0.151,0.32
F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.2058
M,0.43,0.35,0.11,0.406,0.1675,0.081,0.135
M,0.49,0.38,0.134,0.5415,0.2175,0.095,0.19
F,0.527,0.405,0.145,0.6845,0.2725,0.1601,0.205
M,0.47,0.363,0.1,0.4755,0.1675,0.0805,0.185
M,0.5,0.4,0.13,0.6237,0.258,0.133,0.1974
I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115
I,0.44,0.34,0.1,0.451,0.188,0.087,0.13
M,0.365,0.295,0.08,0.2555,0.097,0.043,0.1
M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
M,0.355,0.28,0.095,0.2347,0.0955,0.062,0.075
I,0.38,0.275,0.1,0.2255,0.0963,0.049,0.062
F,0.58,0.44,0.146,0.9395,0.4275,0.191,0.305
F,0.532,0.415,0.135,0.7635,0.318,0.1938,0.2
F,0.608,0.48,0.165,1.257,0.5809,0.301,0.305
F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3
F,0.58,0.45,0.185,1.1379000000000001,0.4908,0.272,0.285
M,0.59,0.445,0.14,0.931,0.356,0.2208,0.2993
M,0.6,0.475,0.165,0.9365,0.394,0.219,0.295
M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2266
M,0.572,0.455,0.165,0.9975,0.3935,0.1834,0.33
F,0.68,0.56,0.165,1.3485,0.6055,0.2805,0.3787
M,0.611,0.481,0.17200000000000001,1.3713,0.5617,0.3575,0.35
M,0.66,0.525,0.175,1.798,0.8581,0.368,0.455
F,0.705,0.553,0.196,1.7095,0.633,0.4115,0.49
M,0.465,0.351,0.105,0.4795,0.227,0.124,0.125
F,0.616,0.475,0.155,1.3037,0.6046,0.3075,0.34
I,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
F,0.575,0.445,0.154,0.883,0.381,0.2035,0.26
M,0.369,0.29,0.09,0.3275,0.134,0.086,0.09
F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115
F,0.55,0.432,0.144,0.8515,0.3503,0.1876,0.2575
I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012
I,0.208,0.15,0.05,0.042,0.0175,0.0125,0.015
I,0.39,0.295,0.095,0.2342,0.0983,0.045,0.075
M,0.484,0.37,0.105,0.5777,0.293,0.129,0.14
F,0.46,0.375,0.12,0.4605,0.1865,0.1032,0.15
I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245
I,0.52,0.393,0.12,0.595,0.2385,0.111,0.19
M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1
M,0.471,0.36,0.13,0.5415,0.2595,0.096,0.16
F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.1305
M,0.405,0.31,0.1,0.385,0.173,0.07440000000000001,0.11
F,0.5,0.4,0.14,0.6615,0.2439,0.1755,0.22
I,0.466,0.35,0.11900000000000001,0.4425,0.192,0.0955,0.135
M,0.47,0.385,0.135,0.5895,0.2765,0.12,0.1672
I,0.245,0.19,0.06,0.086,0.0476,0.014,0.025
F,0.505,0.4,0.125,0.583,0.246,0.13,0.175
M,0.45,0.345,0.105,0.4479,0.18,0.1125,0.135
F,0.505,0.405,0.11,0.631,0.305,0.1352,0.175
F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2
M,0.425,0.325,0.11,0.3785,0.1705,0.08,0.1
M,0.52,0.4,0.12,0.5479,0.234,0.1315,0.1661
M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135
M,0.565,0.44,0.16,0.9487,0.354,0.1935,0.32
F,0.595,0.495,0.185,1.285,0.4425,0.3048,0.485
F,0.475,0.39,0.12,0.5212,0.2135,0.1155,0.17
I,0.323,0.235,0.07,0.151,0.063,0.0405,0.045
M,0.548,0.425,0.13,0.7665,0.3663,0.168,0.2021
F,0.4,0.32,0.11,0.3227,0.1405,0.0985,0.1
F,0.595,0.475,0.165,1.1044,0.48,0.2443,0.3133
M,0.621,0.503,0.175,1.1718,0.474,0.2712,0.38
F,0.605,0.45,0.195,1.098,0.481,0.2895,0.2865
F,0.6,0.471,0.15,1.0075,0.4425,0.221,0.2872
M,0.595,0.475,0.14,0.944,0.3726,0.189,0.315
F,0.6,0.47,0.162,0.922,0.363,0.194,0.305
M,0.528,0.425,0.14,0.7773,0.282,0.1595,0.285
F,0.615,0.475,0.161,1.1233,0.4695,0.23020000000000002,0.345
F,0.564,0.435,0.16,0.941,0.3845,0.252,0.285
M,0.639,0.51,0.179,1.9333,0.8083,0.3739,0.675
F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32
M,0.582,0.444,0.16,0.9072,0.408,0.196,0.2576
M,0.58,0.45,0.151,1.013,0.38,0.216,0.3225
F,0.608,0.465,0.199,1.295,0.339,0.2919,0.44
M,0.599,0.465,0.14,1.195,0.5568,0.248,0.3169
M,0.56,0.44,0.158,0.8444,0.3305,0.2075,0.27599999999999997
F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165
F,0.575,0.45,0.16,0.9775,0.3753,0.2005,0.33
M,0.565,0.425,0.156,0.8115,0.3429,0.1747,0.23879999999999998
M,0.556,0.44,0.15,0.755,0.307,0.1525,0.24609999999999999
M,0.595,0.465,0.171,1.115,0.4015,0.254,0.3767
F,0.625,0.495,0.165,1.4396,0.6207,0.318,0.39
M,0.654,0.52,0.175,1.494,0.5956,0.3143,0.4322
F,0.665,0.525,0.179,1.5189,0.6174999999999999,0.2934,0.48
M,0.535,0.41100000000000003,0.15,0.725,0.269,0.1385,0.25
M,0.47,0.375,0.13,0.523,0.2087,0.132,0.145
M,0.47,0.373,0.13,0.5225,0.201,0.133,0.17200000000000001
I,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155
I,0.36,0.265,0.095,0.2315,0.105,0.0457,0.075
M,0.55,0.435,0.145,0.843,0.328,0.2041,0.24489999999999998
M,0.53,0.43,0.16,0.883,0.316,0.164,0.335
M,0.53,0.415,0.14,0.724,0.3105,0.1748,0.205
M,0.605,0.47,0.16,1.1735,0.4975,0.2678,0.365
F,0.52,0.41,0.15,0.727,0.291,0.1835,0.235
F,0.545,0.43,0.165,0.802,0.25839999999999996,0.1749,0.28
