con_CreditScore,cat_Geography,cat_Gender,con_Age,con_Tenure,con_Balance,con_NumOfProducts,cat_HasCrCard,cat_IsActiveMember,con_EstimatedSalary,cat_Exited
649.2551,France,Female,42.0,2.0,75357.8012,1.0,1.0,1.0,100319.1686,0.0
608.0,France,Male,38.9951,5.0295,83807.86,1.5282,1.0,1.0,112542.58,0.0
649.2551,France,Female,38.9951,5.0295,159660.8,1.5282,1.0,0.0,100319.1686,1.0
649.2551,France,Female,39.0,1.0,75357.8012,2.0,1.0,0.0,100319.1686,0.0
850.0,Spain,Male,38.9951,2.0,75357.8012,1.0,1.0,1.0,79084.1,0.0
645.0,Spain,Male,44.0,5.0295,113755.78,2.0,1.0,0.0,100319.1686,1.0
822.0,France,Male,38.9951,7.0,75357.8012,1.5282,1.0,1.0,10062.8,0.0
649.2551,France,Male,38.9951,5.0295,115046.74,4.0,1.0,1.0,100319.1686,0.0
649.2551,France,Male,44.0,5.0295,75357.8012,1.5282,1.0,1.0,100319.1686,0.0
649.2551,France,Male,27.0,5.0295,134603.88,1.5282,1.0,1.0,71725.73,0.0
528.0,France,Male,38.9951,6.0,102016.72,2.0,1.0,1.0,80181.12,0.0
649.2551,Spain,Male,38.9951,3.0,0.0,1.5282,1.0,0.0,100319.1686,0.0
649.2551,France,Male,38.9951,10.0,0.0,1.5282,1.0,1.0,26260.98,0.0
549.0,France,Male,25.0,5.0295,0.0,2.0,1.0,0.0,100319.1686,0.0
635.0,Spain,Male,38.9951,7.0,0.0,1.5282,1.0,1.0,65951.65,0.0
616.0,Germany,Male,45.0,5.0295,75357.8012,1.5282,1.0,1.0,100319.1686,0.0
653.0,France,Male,58.0,5.0295,132602.88,1.0,1.0,1.0,5097.67,1.0
649.2551,Spain,Female,24.0,5.0295,0.0,2.0,1.0,1.0,14406.41,0.0
649.2551,Spain,Male,38.9951,6.0,75357.8012,1.5282,1.0,1.0,100319.1686,0.0
726.0,France,Female,38.9951,5.0295,0.0,1.5282,1.0,1.0,100319.1686,0.0
732.0,France,Male,38.9951,8.0,0.0,1.5282,1.0,1.0,170886.17,0.0
649.2551,France,Male,32.0,5.0295,75357.8012,2.0,1.0,0.0,100319.1686,0.0
510.0,Spain,Male,38.0,5.0295,75357.8012,1.0,1.0,1.0,100319.1686,0.0
649.2551,France,Male,38.9951,3.0,75357.8012,1.5282,0.0,1.0,8487.75,0.0
846.0,France,Female,38.0,5.0,75357.8012,1.5282,1.0,1.0,100319.1686,0.0
649.2551,France,Male,38.9951,3.0,75357.8012,1.5282,1.0,1.0,100319.1686,0.0
756.0,France,Male,38.9951,2.0,136815.64,1.5282,1.0,1.0,170041.95,0.0
571.0,France,Male,44.0,5.0295,0.0,2.0,1.0,0.0,100319.1686,0.0
574.0,Germany,Female,38.9951,5.0295,141349.43,1.0,1.0,1.0,100187.43,0.0
649.2551,France,Male,38.9951,5.0295,75357.8012,2.0,1.0,1.0,53483.21,0.0
591.0,France,Female,38.9951,5.0295,75357.8012,1.5282,1.0,1.0,100319.1686,0.0
649.2551,France,Male,38.9951,5.0295,75357.8012,1.0,1.0,1.0,100319.1686,0.0
553.0,Germany,Male,41.0,9.0,75357.8012,2.0,0.0,0.0,100319.1686,0.0
520.0,Spain,Male,38.9951,5.0295,0.0,2.0,1.0,1.0,34410.55,0.0
