con_CreditScore,cat_Geography,cat_Gender,con_Age,con_Tenure,con_Balance,con_NumOfProducts,cat_HasCrCard,cat_IsActiveMember,con_EstimatedSalary,cat_Exited
619.0,France,Female,42.0,5.005,0.0,1.0,1.0,1.0,101348.88,1.0
649.0076,France,Female,41.0,5.005,76335.5953,1.5413,1.0,1.0,112542.58,0.0
649.0076,France,Male,38.9811,5.005,159660.8,1.5413,1.0,0.0,100161.1805,0.0
699.0,France,Male,39.0,1.0,76335.5953,1.5413,0.0,1.0,93826.63,0.0
850.0,Spain,Female,43.0,2.0,125510.82,1.0,1.0,1.0,100161.1805,0.0
645.0,France,Male,38.9811,5.005,76335.5953,2.0,1.0,0.0,149756.71,0.0
649.0076,France,Male,38.9811,5.005,76335.5953,1.5413,1.0,1.0,10062.8,0.0
649.0076,Germany,Male,29.0,4.0,76335.5953,1.5413,1.0,1.0,119346.88,0.0
501.0,France,Male,38.9811,4.0,142051.07,2.0,0.0,1.0,74940.5,0.0
684.0,France,Male,27.0,5.005,134603.88,1.0,1.0,1.0,71725.73,0.0
649.0076,France,Male,31.0,6.0,102016.72,2.0,0.0,1.0,100161.1805,0.0
497.0,Spain,Male,24.0,3.0,0.0,1.5413,1.0,0.0,100161.1805,0.0
649.0076,France,Male,38.9811,5.005,0.0,2.0,1.0,0.0,26260.98,0.0
549.0,France,Female,25.0,5.0,0.0,2.0,0.0,0.0,100161.1805,0.0
649.0076,Spain,Male,35.0,7.0,76335.5953,2.0,1.0,1.0,100161.1805,0.0
616.0,Germany,Male,38.9811,5.005,76335.5953,1.5413,1.0,1.0,100161.1805,0.0
653.0,France,Male,38.9811,5.005,76335.5953,1.0,1.0,0.0,100161.1805,1.0
649.0076,Spain,Female,24.0,5.005,0.0,1.5413,1.0,1.0,100161.1805,0.0
649.0076,France,Male,38.9811,6.0,76335.5953,1.0,0.0,1.0,158684.81,0.0
726.0,France,Male,24.0,6.0,0.0,1.5413,1.0,1.0,54724.03,0.0
649.0076,France,Male,38.9811,8.0,0.0,1.5413,1.0,1.0,170886.17,0.0
649.0076,Spain,Male,38.9811,8.0,76335.5953,1.5413,1.0,0.0,100161.1805,0.0
510.0,Spain,Female,38.0,4.0,76335.5953,1.5413,1.0,0.0,100161.1805,0.0
669.0,France,Male,46.0,3.0,0.0,2.0,0.0,1.0,100161.1805,0.0
649.0076,France,Male,38.9811,5.005,0.0,1.0,1.0,1.0,187616.16,0.0
577.0,France,Male,25.0,3.0,0.0,2.0,1.0,1.0,100161.1805,0.0
649.0076,Germany,Male,38.9811,2.0,76335.5953,1.0,1.0,1.0,100161.1805,0.0
