con_CreditScore,cat_Geography,cat_Gender,con_Age,con_Tenure,con_Balance,con_NumOfProducts,cat_HasCrCard,cat_IsActiveMember,con_EstimatedSalary,cat_Exited
649.4995,France,Female,38.7736,2.0,0.0,1.5359,1.0,1.0,100091.8098,1.0
649.4995,France,Female,38.7736,1.0,76214.7777,1.0,1.0,1.0,100091.8098,0.0
502.0,France,Female,38.7736,8.0,76214.7777,1.5359,1.0,0.0,113931.57,0.0
649.4995,France,Female,39.0,1.0,0.0,2.0,0.0,0.0,100091.8098,0.0
850.0,Spain,Female,43.0,2.0,125510.82,1.0,1.0,1.0,79084.1,0.0
645.0,Spain,Male,38.7736,8.0,113755.78,2.0,1.0,0.0,100091.8098,1.0
649.4995,France,Male,50.0,7.0,76214.7777,2.0,1.0,1.0,10062.8,0.0
376.0,Germany,Male,38.7736,4.0,76214.7777,1.5359,1.0,0.0,119346.88,0.0
501.0,France,Male,44.0,4.0,142051.07,1.5359,0.0,1.0,100091.8098,0.0
649.4995,France,Male,27.0,2.0,134603.88,1.5359,1.0,1.0,71725.73,0.0
649.4995,France,Male,38.7736,5.0096,102016.72,2.0,1.0,0.0,100091.8098,0.0
497.0,France,Male,38.7736,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
476.0,France,Female,34.0,10.0,76214.7777,2.0,1.0,1.0,100091.8098,0.0
549.0,France,Male,25.0,5.0,76214.7777,2.0,0.0,1.0,190857.79,0.0
635.0,France,Male,35.0,7.0,76214.7777,1.5359,1.0,1.0,65951.65,0.0
616.0,Germany,Male,45.0,3.0,143129.41,2.0,1.0,1.0,100091.8098,0.0
649.4995,Germany,Male,58.0,1.0,132602.88,1.5359,1.0,1.0,5097.67,1.0
649.4995,Spain,Female,24.0,9.0,0.0,2.0,1.0,1.0,14406.41,0.0
587.0,Spain,Male,45.0,6.0,0.0,1.0,1.0,0.0,100091.8098,0.0
649.4995,France,Male,38.7736,6.0,76214.7777,1.5359,1.0,1.0,54724.03,0.0
732.0,France,Male,38.7736,8.0,76214.7777,1.5359,1.0,1.0,170886.17,0.0
636.0,France,Male,38.7736,5.0096,76214.7777,2.0,1.0,0.0,100091.8098,0.0
649.4995,Spain,Female,38.7736,4.0,0.0,1.0,1.0,0.0,118913.53,1.0
649.4995,France,Male,46.0,3.0,0.0,2.0,0.0,1.0,8487.75,0.0
846.0,France,Male,38.0,5.0096,76214.7777,1.0,1.0,1.0,187616.16,0.0
577.0,France,Male,38.7736,5.0096,76214.7777,2.0,0.0,1.0,124508.29,0.0
649.4995,France,Male,36.0,5.0096,136815.64,1.0,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,9.0,76214.7777,2.0,1.0,1.0,100091.8098,0.0
649.4995,Germany,Female,38.7736,3.0,76214.7777,1.0,1.0,1.0,100187.43,0.0
411.0,France,Male,29.0,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
591.0,Spain,Female,39.0,3.0,0.0,1.5359,1.0,1.0,140469.38,1.0
533.0,France,Male,36.0,7.0,85311.7,1.0,0.0,1.0,156731.91,0.0
649.4995,Germany,Male,38.7736,5.0096,76214.7777,2.0,0.0,0.0,100091.8098,0.0
520.0,Spain,Male,42.0,6.0,0.0,1.5359,1.0,1.0,34410.55,0.0
722.0,Spain,Male,38.7736,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
475.0,France,Female,45.0,5.0096,76214.7777,1.5359,1.0,0.0,27822.99,0.0
490.0,France,Male,31.0,3.0,76214.7777,1.5359,0.0,1.0,100091.8098,0.0
804.0,France,Male,33.0,5.0096,76548.6,1.5359,0.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,7.0,76214.7777,1.0,1.0,1.0,40812.9,0.0
582.0,Germany,Male,38.7736,5.0096,70349.48,2.0,0.0,1.0,100091.8098,0.0
649.4995,Spain,Male,40.0,5.0096,0.0,1.5359,1.0,1.0,70154.22,0.0
465.0,France,Female,38.7736,8.0,122522.32,1.0,0.0,0.0,100091.8098,0.0
556.0,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,94153.83,0.0
649.4995,France,Male,38.7736,5.0096,76214.7777,1.5359,0.0,1.0,100091.8098,0.0
660.0,Spain,Female,61.0,5.0096,155931.11,1.0,1.0,1.0,158338.39,0.0
649.4995,Germany,Male,32.0,4.0,109421.13,1.5359,1.0,1.0,100091.8098,0.0
649.4995,Germany,Male,27.0,9.0,112045.67,1.0,1.0,1.0,119708.21,1.0
649.4995,Germany,Male,39.0,9.0,137843.8,1.0,1.0,1.0,117622.8,1.0
649.4995,Germany,Male,38.0,5.0096,76214.7777,1.0,1.0,1.0,100091.8098,0.0
776.0,France,Male,37.0,5.0096,103769.22,1.5359,1.0,1.0,100091.8098,0.0
698.0,France,Male,38.7736,5.0096,116363.37,2.0,1.0,0.0,198059.16,0.0
585.0,France,Male,36.0,5.0,76214.7777,2.0,1.0,1.0,100091.8098,0.0
788.0,France,Female,38.7736,5.0,0.0,1.5359,0.0,1.0,100091.8098,0.0
649.4995,Germany,Male,38.7736,5.0096,125561.97,1.5359,0.0,1.0,164040.94,1.0
649.4995,Germany,Male,38.7736,5.0096,98495.72,1.0,1.0,0.0,40014.76,1.0
649.4995,France,Male,43.0,5.0096,76214.7777,1.5359,1.0,1.0,113410.49,0.0
656.0,France,Male,38.7736,5.0096,127864.4,1.5359,1.0,1.0,100091.8098,0.0
725.0,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,Spain,Male,38.7736,5.0096,0.0,1.5359,1.0,0.0,1643.11,0.0
614.0,France,Male,51.0,5.0096,40685.92,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,35.0,5.0096,76214.7777,1.0,0.0,0.0,84509.57,0.0
687.0,Germany,Female,38.7736,9.0,76214.7777,1.5359,0.0,0.0,100091.8098,0.0
555.0,France,Male,38.7736,5.0096,76214.7777,1.5359,0.0,0.0,100091.8098,0.0
649.4995,France,Male,56.0,8.0,76214.7777,1.0,1.0,1.0,99398.36,0.0
603.0,Germany,Male,38.7736,5.0096,76214.7777,1.0,1.0,1.0,92840.67,0.0
649.4995,Germany,Male,38.7736,6.0,76214.7777,1.5359,1.0,1.0,27758.36,0.0
649.4995,Germany,Female,38.7736,1.0,76214.7777,1.0,1.0,1.0,100091.8098,0.0
735.0,France,Male,38.7736,10.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
661.0,Germany,Male,35.0,5.0096,150725.53,2.0,1.0,1.0,113656.85,0.0
675.0,France,Female,38.7736,8.0,98373.26,1.5359,1.0,0.0,100091.8098,0.0
738.0,France,Male,58.0,2.0,76214.7777,4.0,1.0,0.0,28373.86,1.0
649.4995,France,Male,38.7736,5.0096,76214.7777,1.0,1.0,0.0,100091.8098,0.0
649.4995,Spain,Male,38.7736,5.0096,76214.7777,1.5359,0.0,1.0,44203.55,0.0
604.0,Germany,Male,38.7736,5.0,157780.84,2.0,1.0,1.0,58426.81,0.0
519.0,France,Male,36.0,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
649.4995,France,Female,38.7736,1.0,76214.7777,2.0,1.0,0.0,22388.0,0.0
649.4995,France,Male,55.0,5.0096,0.0,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Female,32.0,5.0096,0.0,1.5359,1.0,1.0,148210.64,0.0
757.0,France,Male,33.0,5.0096,77253.22,1.5359,0.0,1.0,194239.63,0.0
416.0,France,Male,38.7736,5.0096,122189.66,2.0,1.0,0.0,98301.61,0.0
665.0,France,Female,38.7736,1.0,76214.7777,1.5359,1.0,0.0,100091.8098,0.0
777.0,France,Female,38.7736,5.0096,0.0,1.0,1.0,0.0,136458.19,0.0
649.4995,France,Male,38.7736,5.0096,0.0,2.0,0.0,1.0,26019.59,0.0
506.0,France,Female,34.0,4.0,76214.7777,1.5359,1.0,1.0,159235.29,0.0
649.4995,France,Male,38.7736,5.0096,0.0,2.0,1.0,0.0,100091.8098,0.0
652.0,France,Male,75.0,10.0,0.0,1.5359,1.0,1.0,114675.75,0.0
750.0,Spain,Male,38.7736,5.0096,76214.7777,1.0,1.0,1.0,100091.8098,1.0
729.0,France,Male,38.7736,9.0,76214.7777,1.5359,1.0,0.0,151869.35,0.0
646.0,France,Female,38.7736,4.0,76214.7777,3.0,1.0,0.0,93251.42,0.0
635.0,France,Male,38.7736,5.0096,81623.67,1.5359,1.0,1.0,156791.36,0.0
649.4995,Spain,Female,38.7736,5.0,76214.7777,1.5359,1.0,1.0,174205.22,1.0
649.4995,France,Male,45.0,7.0,118626.55,1.5359,1.0,0.0,100091.8098,0.0
649.4995,France,Female,36.0,5.0096,0.0,1.5359,1.0,1.0,109614.57,0.0
769.0,France,Male,38.7736,8.0,0.0,2.0,1.0,1.0,172290.61,0.0
649.4995,Spain,Male,42.0,5.0096,0.0,1.5359,1.0,1.0,85982.47,0.0
515.0,Spain,Male,35.0,5.0096,76214.7777,1.0,1.0,1.0,100091.8098,0.0
649.4995,Spain,Male,38.7736,9.0,102827.44,1.5359,0.0,1.0,64595.25,0.0
649.4995,France,Male,29.0,5.0096,76214.7777,2.0,1.0,1.0,197276.13,0.0
710.0,Spain,Male,38.7736,8.0,0.0,1.5359,1.0,0.0,100091.8098,0.0
649.4995,France,Male,34.0,9.0,0.0,2.0,0.0,0.0,6534.18,0.0
649.4995,France,Female,40.0,6.0,0.0,1.0,1.0,1.0,161848.03,0.0
649.4995,France,Female,38.7736,6.0,0.0,2.0,1.0,0.0,167162.43,0.0
649.4995,France,Male,38.7736,9.0,76214.7777,1.5359,1.0,0.0,100091.8098,0.0
649.4995,France,Male,38.7736,7.0,76214.7777,1.5359,1.0,1.0,60536.56,0.0
649.4995,Spain,Female,38.7736,1.0,0.0,1.0,1.0,1.0,177655.68,0.0
649.4995,France,Female,46.0,4.0,76214.7777,2.0,1.0,1.0,100091.8098,1.0
582.0,Germany,Male,38.7736,1.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
785.0,France,Female,38.7736,2.0,76214.7777,1.0,0.0,1.0,36976.52,0.0
605.0,Spain,Male,33.0,5.0,150092.8,1.0,1.0,1.0,71862.79,0.0
