con_CreditScore,cat_Geography,cat_Gender,con_Age,con_Tenure,con_Balance,con_NumOfProducts,cat_HasCrCard,cat_IsActiveMember,con_EstimatedSalary,cat_Exited
619.0,France,Male,38.9502,4.9351,0.0,1.0,1.0,1.0,99185.7358,0.0
649.277,Spain,Male,38.9502,1.0,83807.86,1.0,0.0,1.0,112542.58,0.0
502.0,France,Male,38.9502,4.9351,159660.8,3.0,1.0,0.0,99185.7358,0.0
649.277,France,Male,39.0,4.9351,0.0,2.0,0.0,0.0,99185.7358,0.0
649.277,Spain,Male,43.0,4.9351,125510.82,1.0,1.0,1.0,79084.1,0.0
649.277,France,Male,44.0,4.9351,113755.78,2.0,1.0,0.0,149756.71,1.0
822.0,France,Male,38.9502,7.0,75831.8397,1.5231,1.0,1.0,10062.8,0.0
376.0,Germany,Male,29.0,4.0,115046.74,1.5231,1.0,1.0,99185.7358,0.0
649.277,France,Male,38.9502,4.9351,75831.8397,1.5231,0.0,1.0,99185.7358,0.0
649.277,France,Male,27.0,4.9351,75831.8397,1.5231,1.0,1.0,99185.7358,0.0
649.277,France,Male,38.9502,6.0,75831.8397,1.5231,0.0,0.0,99185.7358,0.0
649.277,Spain,Male,24.0,3.0,75831.8397,2.0,1.0,1.0,99185.7358,0.0
476.0,France,Male,34.0,4.9351,0.0,1.5231,1.0,0.0,26260.98,0.0
649.277,France,Female,25.0,5.0,75831.8397,1.5231,1.0,0.0,99185.7358,0.0
635.0,France,Female,38.9502,4.9351,0.0,2.0,1.0,1.0,65951.65,0.0
616.0,Germany,Male,45.0,4.9351,143129.41,1.5231,1.0,1.0,64327.26,0.0
653.0,France,Male,58.0,4.9351,75831.8397,1.5231,1.0,0.0,5097.67,0.0
549.0,Spain,Male,38.9502,4.9351,75831.8397,2.0,1.0,1.0,14406.41,0.0
649.277,Spain,Male,38.9502,4.9351,75831.8397,1.0,0.0,1.0,99185.7358,0.0
726.0,France,Male,38.9502,4.9351,75831.8397,1.5231,1.0,1.0,54724.03,0.0
649.277,France,Male,38.9502,8.0,0.0,1.5231,1.0,1.0,170886.17,0.0
636.0,France,Female,32.0,8.0,0.0,1.5231,1.0,0.0,138555.46,0.0
649.277,Spain,Male,38.0,4.9351,75831.8397,1.0,1.0,1.0,118913.53,1.0
669.0,France,Male,46.0,3.0,75831.8397,1.5231,1.0,1.0,99185.7358,0.0
649.277,France,Male,38.9502,5.0,75831.8397,1.5231,1.0,1.0,187616.16,0.0
649.277,France,Male,38.9502,3.0,75831.8397,2.0,0.0,1.0,99185.7358,0.0
649.277,France,Male,38.9502,2.0,136815.64,1.5231,1.0,1.0,99185.7358,0.0
649.277,France,Male,44.0,9.0,0.0,2.0,1.0,0.0,99185.7358,0.0
649.277,France,Female,43.0,3.0,75831.8397,1.5231,1.0,1.0,99185.7358,0.0
411.0,France,Male,38.9502,4.9351,59697.17,1.5231,1.0,1.0,99185.7358,0.0
649.277,Spain,Female,39.0,4.9351,75831.8397,3.0,1.0,0.0,99185.7358,1.0
533.0,France,Male,38.9502,4.9351,75831.8397,1.0,0.0,1.0,99185.7358,0.0
649.277,France,Male,41.0,4.9351,110112.54,2.0,1.0,0.0,81898.81,0.0
520.0,France,Female,38.9502,6.0,75831.8397,1.5231,1.0,1.0,34410.55,0.0
649.277,Spain,Female,29.0,9.0,75831.8397,1.5231,1.0,1.0,142033.07,0.0
649.277,France,Female,38.9502,4.9351,75831.8397,1.0,1.0,0.0,99185.7358,0.0
490.0,France,Male,38.9502,3.0,75831.8397,1.0,1.0,1.0,99185.7358,0.0
804.0,Spain,Male,33.0,4.9351,75831.8397,1.0,0.0,1.0,98453.45,0.0
850.0,France,Male,38.9502,7.0,0.0,1.0,1.0,1.0,99185.7358,0.0
582.0,Germany,Male,41.0,4.9351,70349.48,1.5231,0.0,1.0,178074.04,0.0
472.0,France,Male,38.9502,4.9351,0.0,1.0,1.0,1.0,70154.22,0.0
465.0,France,Female,51.0,8.0,122522.32,1.5231,1.0,1.0,181297.65,1.0
649.277,France,Female,38.9502,4.9351,117419.35,1.5231,1.0,1.0,94153.83,0.0
834.0,France,Male,38.9502,2.0,131394.56,1.0,1.0,0.0,99185.7358,1.0
649.277,France,Male,61.0,5.0,75831.8397,1.0,1.0,1.0,99185.7358,0.0
776.0,France,Male,32.0,4.9351,75831.8397,1.5231,1.0,1.0,126517.46,0.0
829.0,Germany,Male,27.0,9.0,112045.67,1.0,1.0,1.0,119708.21,1.0
637.0,France,Female,38.9502,9.0,75831.8397,1.0,1.0,1.0,117622.8,1.0
649.277,France,Male,38.9502,4.9351,103391.38,1.5231,1.0,1.0,90878.13,0.0
776.0,Germany,Male,38.9502,2.0,75831.8397,2.0,1.0,1.0,99185.7358,0.0
698.0,France,Male,44.0,4.9351,116363.37,1.5231,1.0,1.0,198059.16,0.0
649.277,France,Male,36.0,5.0,146050.97,1.5231,0.0,1.0,99185.7358,0.0
788.0,France,Male,38.9502,5.0,75831.8397,1.5231,0.0,0.0,116978.19,0.0
649.277,France,Male,38.9502,4.9351,125561.97,1.0,1.0,1.0,164040.94,0.0
601.0,Germany,Male,38.9502,1.0,98495.72,1.5231,1.0,1.0,99185.7358,1.0
619.0,France,Male,43.0,4.9351,125211.92,1.5231,1.0,1.0,113410.49,0.0
649.277,France,Male,38.9502,4.9351,75831.8397,1.5231,1.0,1.0,87107.57,0.0
725.0,Germany,Male,38.9502,4.9351,75888.2,1.5231,0.0,1.0,45613.75,0.0
649.277,France,Male,66.0,4.9351,0.0,1.0,1.0,1.0,1643.11,1.0
614.0,France,Male,51.0,4.9351,40685.92,1.5231,1.0,1.0,99185.7358,0.0
649.277,France,Male,38.9502,4.9351,136857.0,1.0,0.0,1.0,99185.7358,0.0
649.277,France,Female,38.9502,9.0,75831.8397,2.0,0.0,1.0,99185.7358,0.0
555.0,France,Male,38.9502,4.9351,75831.8397,1.5231,0.0,1.0,178798.13,0.0
684.0,France,Male,56.0,8.0,78707.16,1.5231,1.0,1.0,99398.36,0.0
603.0,Germany,Male,38.9502,4.0,75831.8397,1.0,1.0,1.0,92840.67,0.0
751.0,France,Male,38.9502,6.0,169831.46,1.5231,1.0,1.0,99185.7358,0.0
581.0,Germany,Male,38.9502,4.9351,75831.8397,1.0,1.0,1.0,99185.7358,0.0
735.0,France,Male,43.0,10.0,123180.01,1.5231,1.0,1.0,196673.28,0.0
661.0,France,Female,35.0,5.0,75831.8397,1.5231,0.0,1.0,113656.85,0.0
675.0,France,Male,21.0,8.0,75831.8397,1.0,1.0,0.0,18203.0,0.0
738.0,Germany,Male,58.0,4.9351,133745.44,1.5231,1.0,1.0,99185.7358,0.0
649.277,France,Male,38.9502,4.9351,75831.8397,1.5231,1.0,0.0,99185.7358,0.0
657.0,Spain,Female,38.9502,0.0,163607.18,1.0,0.0,1.0,44203.55,0.0
604.0,Germany,Male,38.9502,4.9351,75831.8397,1.5231,1.0,1.0,58426.81,0.0
519.0,France,Male,38.9502,4.9351,0.0,1.5231,0.0,1.0,145562.4,0.0
649.277,France,Male,38.9502,1.0,75831.8397,1.5231,1.0,0.0,22388.0,0.0
664.0,France,Male,55.0,8.0,0.0,2.0,1.0,1.0,139161.64,0.0
649.277,France,Male,38.9502,9.0,0.0,1.5231,1.0,1.0,148210.64,0.0
649.277,France,Male,38.9502,4.9351,77253.22,1.5231,1.0,1.0,194239.63,0.0
649.277,France,Male,41.0,4.9351,75831.8397,2.0,1.0,0.0,98301.61,0.0
649.277,France,Male,34.0,4.9351,75831.8397,2.0,0.0,0.0,99185.7358,0.0
649.277,France,Male,32.0,2.0,75831.8397,1.0,1.0,0.0,99185.7358,0.0
649.277,France,Female,36.0,4.9351,0.0,1.5231,1.0,0.0,99185.7358,0.0
506.0,France,Male,38.9502,4.0,90307.62,1.0,1.0,1.0,99185.7358,0.0
649.277,France,Female,46.0,4.0,0.0,1.5231,1.0,0.0,1907.66,0.0
649.277,France,Female,75.0,4.9351,0.0,1.5231,1.0,1.0,114675.75,0.0
750.0,Spain,Male,38.9502,3.0,75831.8397,1.0,1.0,0.0,128643.35,1.0
649.277,France,Male,38.9502,9.0,0.0,1.5231,1.0,1.0,151869.35,0.0
646.0,France,Male,46.0,4.9351,75831.8397,3.0,1.0,1.0,93251.42,1.0
635.0,Germany,Male,38.9502,4.9351,75831.8397,1.5231,1.0,1.0,99185.7358,0.0
649.277,Spain,Female,38.9502,5.0,75831.8397,3.0,1.0,1.0,99185.7358,0.0
808.0,France,Male,45.0,7.0,75831.8397,2.0,1.0,0.0,99185.7358,0.0
524.0,France,Male,36.0,4.9351,75831.8397,2.0,1.0,0.0,99185.7358,0.0
649.277,France,Male,29.0,8.0,0.0,1.5231,1.0,1.0,99185.7358,0.0
730.0,France,Male,42.0,4.9351,0.0,1.5231,0.0,1.0,85982.47,0.0
515.0,France,Male,38.9502,10.0,75831.8397,1.0,0.0,1.0,99185.7358,0.0
773.0,Spain,Male,41.0,9.0,102827.44,1.0,1.0,1.0,64595.25,0.0
814.0,Germany,Male,38.9502,4.9351,97086.4,1.5231,1.0,1.0,99185.7358,0.0
710.0,Spain,Male,22.0,4.9351,0.0,2.0,0.0,0.0,99645.04,0.0
649.277,France,Male,34.0,4.9351,75831.8397,1.5231,1.0,1.0,99185.7358,0.0
649.277,France,Male,38.9502,4.9351,75831.8397,1.0,1.0,1.0,161848.03,0.0
623.0,France,Female,44.0,6.0,0.0,2.0,0.0,1.0,99185.7358,0.0
738.0,France,Male,31.0,4.9351,82674.15,1.5231,1.0,1.0,41970.72,0.0
528.0,France,Male,36.0,7.0,0.0,1.5231,1.0,0.0,99185.7358,0.0
649.277,Spain,Female,65.0,1.0,75831.8397,1.5231,1.0,1.0,99185.7358,0.0
622.0,France,Male,38.9502,4.9351,107073.27,1.5231,1.0,1.0,99185.7358,1.0
649.277,France,Male,32.0,1.0,75831.8397,1.5231,1.0,1.0,99185.7358,0.0
785.0,France,Male,36.0,4.9351,75831.8397,1.0,1.0,1.0,36976.52,0.0
649.277,Spain,Male,38.9502,5.0,75831.8397,1.0,1.0,0.0,71862.79,0.0
479.0,Germany,Male,38.9502,4.9351,92833.89,1.5231,1.0,0.0,99185.7358,0.0
649.277,France,Male,30.0,4.9351,75831.8397,1.0,0.0,1.0,99185.7358,0.0
538.0,Germany,Male,38.9502,7.0,75831.8397,1.5231,1.0,1.0,99185.7358,0.0
649.277,France,Male,38.9502,4.9351,100238.35,1.5231,1.0,1.0,86797.41,0.0
675.0,Spain,Male,36.0,9.0,75831.8397,1.5231,0.0,1.0,22994.32,0.0
721.0,France,Male,38.9502,4.9351,154475.54,2.0,1.0,1.0,101300.94,0.0
649.277,Germany,Male,38.9502,4.9351,75831.8397,1.5231,1.0,1.0,99185.7358,0.0
668.0,France,Female,38.9502,4.9351,75831.8397,1.0,1.0,1.0,99185.7358,0.0
506.0,France,Male,38.9502,1.0,75831.8397,2.0,1.0,1.0,99185.7358,0.0
524.0,Germany,Female,31.0,4.9351,107818.63,1.0,1.0,1.0,99185.7358,1.0
649.277,Germany,Male,38.9502,4.0,185173.81,2.0,1.0,1.0,120834.48,0.0
649.277,France,Male,38.9502,4.9351,129433.34,1.5231,1.0,1.0,38131.77,0.0
