"con_age","cat_workclass","con_fnlwgt","cat_education","con_education.num","cat_marital.status","cat_occupation","cat_relationship","cat_race","cat_sex","con_capital.gain","con_capital.loss","con_hours.per.week","cat_native.country","cat_income"
NA,NA,132870,NA,9,"Widowed",NA,NA,NA,NA,NA,4356,NA,NA,NA
54,"Private",NA,NA,NA,NA,"Machine-op-inspct","Unmarried",NA,NA,NA,3900,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Own-child",NA,NA,NA,3900,NA,NA,NA
NA,NA,216864,NA,9,NA,NA,"Unmarried",NA,NA,0,3770,NA,NA,"<=50K"
NA,NA,NA,"10th",NA,"Separated","Adm-clerical","Unmarried",NA,"Male",0,3770,40,"United-States","<=50K"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA
NA,NA,422013,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=50K"
NA,NA,NA,NA,NA,NA,NA,"Unmarried",NA,NA,0,3004,35,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Bachelors",13,"Widowed","Other-service",NA,"White","Female",NA,2824,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2824,NA,NA,NA
NA,NA,45363,"Prof-school",NA,NA,NA,NA,"White","Male",NA,2824,NA,"United-States",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2824,76,NA,NA
NA,NA,NA,NA,NA,"Divorced",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,"Separated",NA,NA,NA,NA,NA,NA,50,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Not-in-family","White",NA,NA,2824,NA,NA,NA
29,"Private",NA,NA,7,"Separated","Sales","Not-in-family","White",NA,0,2754,NA,NA,NA
61,NA,NA,NA,NA,NA,"Sales","Unmarried","White",NA,0,NA,NA,NA,NA
NA,NA,153870,"Some-college",10,NA,"Transport-moving",NA,NA,NA,NA,NA,NA,NA,NA
21,"Private",34310,"Assoc-voc",11,NA,"Craft-repair","Husband",NA,"Male",NA,2603,NA,"United-States","<=50K"
33,"Private",228696,"1st-4th",2,"Married-civ-spouse","Craft-repair","Not-in-family","White","Male",NA,2603,32,"Mexico","<=50K"
49,"Private",NA,"5th-6th",3,"Married-civ-spouse",NA,"Husband","White","Male",0,2603,NA,NA,"<=50K"
NA,"Self-emp-inc",NA,NA,NA,NA,"Transport-moving",NA,"White","Male",0,NA,50,NA,NA
38,NA,NA,NA,NA,NA,NA,"Not-in-family",NA,NA,0,NA,NA,NA,NA
23,NA,NA,"Some-college",NA,NA,NA,NA,NA,NA,NA,2559,40,"United-States",NA
59,NA,NA,NA,NA,NA,NA,"Unmarried",NA,NA,NA,NA,NA,"United-States",NA
NA,NA,NA,NA,NA,NA,NA,"Not-in-family",NA,NA,NA,NA,NA,NA,NA
NA,"Private",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"United-States",NA
NA,NA,NA,"HS-grad",NA,NA,"Exec-managerial","Not-in-family",NA,NA,NA,NA,50,NA,NA
63,NA,NA,"Doctorate",16,"Divorced",NA,NA,"White",NA,0,2559,NA,"United-States",">50K"
53,NA,NA,NA,NA,NA,NA,"Not-in-family",NA,NA,NA,2559,48,NA,NA
NA,"Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559,60,"United-States",NA
54,NA,161691,"Masters",NA,NA,NA,"Not-in-family",NA,NA,NA,NA,NA,"United-States",NA
NA,NA,NA,"Bachelors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"Private",NA,"Masters",NA,NA,NA,NA,"White",NA,0,2547,NA,NA,NA
NA,"Private",NA,NA,NA,NA,NA,"Unmarried",NA,"Female",NA,NA,NA,"United-States",">50K"
43,NA,289669,"Masters",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,">50K"
