con_CreditScore,cat_Geography,cat_Gender,con_Age,con_Tenure,con_Balance,con_NumOfProducts,cat_HasCrCard,cat_IsActiveMember,con_EstimatedSalary,cat_Exited
619.0,France,Female,42.0,5.0207,76720.5707,1.0,1.0,1.0,101348.88,0.0
608.0,Spain,Male,41.0,1.0,76720.5707,1.0,0.0,1.0,100289.5103,0.0
502.0,France,Male,42.0,8.0,159660.8,1.5257,1.0,0.0,100289.5103,0.0
650.1004,France,Female,38.9325,1.0,0.0,2.0,0.0,0.0,93826.63,0.0
650.1004,Spain,Female,38.9325,2.0,125510.82,1.0,1.0,1.0,79084.1,0.0
645.0,France,Male,38.9325,8.0,113755.78,1.5257,1.0,0.0,100289.5103,1.0
650.1004,France,Male,50.0,5.0207,76720.5707,2.0,1.0,1.0,100289.5103,0.0
376.0,Germany,Male,29.0,4.0,76720.5707,4.0,1.0,0.0,100289.5103,1.0
501.0,France,Male,44.0,5.0207,142051.07,2.0,0.0,1.0,74940.5,0.0
650.1004,France,Male,27.0,2.0,134603.88,1.5257,1.0,1.0,71725.73,0.0
528.0,France,Male,31.0,6.0,102016.72,2.0,0.0,1.0,80181.12,0.0
650.1004,Spain,Male,24.0,3.0,0.0,1.5257,1.0,1.0,100289.5103,0.0
650.1004,France,Female,34.0,10.0,0.0,2.0,1.0,0.0,100289.5103,0.0
549.0,France,Male,25.0,5.0,0.0,2.0,0.0,0.0,190857.79,0.0
635.0,Spain,Male,35.0,7.0,0.0,1.5257,1.0,1.0,100289.5103,0.0
650.1004,France,Male,45.0,3.0,143129.41,2.0,0.0,1.0,64327.26,0.0
650.1004,Germany,Male,58.0,1.0,132602.88,1.5257,1.0,1.0,5097.67,1.0
650.1004,Spain,Female,24.0,9.0,0.0,1.5257,1.0,1.0,14406.41,0.0
650.1004,Spain,Male,45.0,5.0207,0.0,1.0,0.0,0.0,158684.81,0.0
650.1004,France,Male,24.0,6.0,0.0,2.0,1.0,1.0,54724.03,0.0
732.0,France,Male,41.0,8.0,0.0,2.0,1.0,1.0,170886.17,0.0
636.0,Spain,Male,32.0,8.0,0.0,1.5257,1.0,0.0,138555.46,0.0
650.1004,Spain,Female,38.0,5.0207,0.0,1.5257,1.0,0.0,100289.5103,0.0
