"con_CreditScore","cat_Geography","cat_Gender","con_Age","con_Tenure","con_Balance","con_NumOfProducts","cat_HasCrCard","cat_IsActiveMember","con_EstimatedSalary","cat_Exited"
NA,"France",NA,42,2,0,1,"1",NA,101348.88,NA
608,"Spain","Female",41,1,83807.86,1,"0","1",112542.58,NA
NA,"France","Female",NA,8,159660.8,3,NA,"0",113931.57,"1"
NA,"France","Female",39,1,0,2,"0","0",93826.63,NA
850,NA,"Female",43,NA,NA,NA,"1",NA,79084.1,"0"
NA,"Spain","Male",NA,8,NA,NA,NA,NA,149756.71,"1"
822,NA,"Male",50,7,0,2,NA,"1",10062.8,NA
376,"Germany","Female",29,NA,115046.74,NA,"1",NA,119346.88,"1"
501,NA,"Male",44,NA,NA,2,NA,"1",NA,"0"
684,"France","Male",27,2,NA,1,"1","1",71725.73,NA
528,"France","Male",31,6,102016.72,2,NA,"0",NA,"0"
497,"Spain",NA,24,3,NA,2,"1",NA,76390.01,NA
476,"France",NA,34,10,0,2,"1","0",26260.98,NA
549,"France",NA,25,5,0,NA,NA,"0",190857.79,"0"
635,"Spain","Female",NA,7,0,2,NA,"1",NA,"0"
NA,NA,NA,NA,3,143129.41,2,"0","1",64327.26,"0"
653,NA,"Male",58,1,NA,NA,NA,"0",5097.67,"1"
NA,"Spain","Female",24,9,NA,NA,"1","1",14406.41,"0"
587,"Spain","Male",NA,6,0,NA,NA,NA,158684.81,"0"
NA,"France","Female",24,6,NA,2,"1",NA,NA,"0"
NA,"France","Male",41,8,0,2,"1","1",NA,"0"
636,"Spain","Female",32,NA,0,NA,"1","0",138555.46,"0"
510,"Spain","Female",NA,NA,0,1,NA,"0",118913.53,"1"
NA,"France","Male",46,3,NA,2,NA,"1",8487.75,"0"
846,NA,"Female",38,5,0,NA,"1",NA,187616.16,"0"
577,"France","Male",25,3,NA,2,"0",NA,124508.29,NA
NA,"Germany","Male",36,2,136815.64,1,"1","1",NA,"0"
571,NA,"Male",44,9,0,2,"0","0",38433.35,"0"
NA,"Germany","Female",NA,3,141349.43,1,"1","1",100187.43,NA
411,"France",NA,29,NA,59697.17,2,NA,"1",53483.21,NA
591,"Spain",NA,NA,NA,0,3,"1","0",140469.38,NA
NA,"France","Male",36,7,85311.7,1,NA,NA,NA,"0"
NA,NA,NA,NA,9,NA,2,"0","0",NA,"0"
520,NA,"Female",NA,NA,0,2,NA,"1",34410.55,"0"
722,"Spain",NA,29,9,0,2,"1",NA,142033.07,"0"
475,"France","Female",NA,0,134264.04,1,"1","0",NA,"1"
490,"Spain","Male",31,3,NA,1,NA,"1",114066.77,"0"
NA,"Spain","Male",NA,NA,76548.6,NA,NA,NA,98453.45,"0"
NA,NA,"Male",36,7,0,1,NA,"1",40812.9,"0"
582,"Germany","Male",NA,6,70349.48,2,NA,"1",178074.04,"0"
NA,NA,NA,40,4,0,1,NA,"0",NA,NA
465,NA,NA,51,8,122522.32,NA,"0","0",NA,"1"
NA,"France","Female",61,2,NA,NA,NA,"1",94153.83,"0"
834,"France",NA,NA,NA,131394.56,1,"0",NA,194365.76,"1"
660,"Spain",NA,NA,NA,155931.11,1,"1",NA,158338.39,"0"
NA,"Germany",NA,32,NA,109421.13,NA,"1","1",126517.46,NA
NA,NA,NA,27,9,NA,1,NA,"1",119708.21,"1"
637,"Germany","Female",NA,9,NA,1,NA,NA,117622.8,"1"
NA,"Germany",NA,NA,NA,NA,1,NA,"1",90878.13,"0"
776,"Germany","Female",37,2,103769.22,2,"1","0",NA,NA
NA,NA,NA,NA,10,116363.37,2,"1","0",198059.16,NA
NA,"Germany",NA,36,5,NA,NA,"0","0",86424.57,NA
788,NA,"Female",33,5,0,2,NA,"0",NA,"0"
NA,"Germany","Male",NA,8,125561.97,1,"0",NA,164040.94,NA
NA,"Germany","Male",42,NA,98495.72,NA,NA,"0",NA,NA
619,NA,"Male",NA,1,125211.92,1,NA,"1",NA,NA
