"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,NA,NA,0.514,NA,NA,NA
"M",NA,0.265,0.09,0.2255,0.0995,0.0485,0.07
NA,0.53,NA,NA,NA,0.2565,0.1415,0.21
NA,0.44,0.365,NA,0.516,0.2155,NA,0.155
"I",0.33,NA,0.08,0.205,0.0895,0.0395,0.055
NA,0.425,0.3,NA,0.3515,0.141,NA,0.12
"F",0.53,0.415,NA,0.7775,0.237,0.1415,0.33
NA,0.545,0.425,NA,NA,0.294,NA,NA
"M",NA,0.37,NA,0.5095,0.2165,0.1125,0.165
"F",NA,NA,0.15,0.8945,0.3145,NA,NA
"F",0.525,0.38,NA,0.6065,NA,0.1475,0.21
"M",0.43,NA,0.11,0.406,0.1675,0.081,0.135
"M",NA,0.38,NA,NA,0.2175,0.095,NA
"F",0.535,0.405,0.145,0.6845,0.2725,0.171,0.205
NA,0.47,0.355,0.1,NA,NA,NA,0.185
"M",0.5,NA,NA,NA,0.258,NA,0.24
"I",0.355,0.28,NA,NA,0.095,0.0395,0.115
"F",0.44,0.34,0.1,NA,0.188,0.087,NA
NA,0.365,NA,NA,0.2555,0.097,0.043,0.1
NA,0.45,NA,0.1,NA,0.1705,0.075,NA
"M",0.355,NA,NA,0.2455,0.0955,NA,NA
NA,NA,0.275,0.1,0.2255,NA,0.049,0.085
NA,0.565,NA,NA,NA,NA,NA,NA
"F",0.55,0.415,0.135,0.7635,0.318,0.21,0.2
NA,NA,NA,NA,NA,0.513,NA,NA
"F",NA,0.44,NA,0.9285,NA,0.188,0.3
"F",0.58,NA,NA,0.9955,NA,NA,0.285
"M",0.59,0.445,NA,NA,NA,NA,0.28
NA,NA,0.475,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.8635,NA,0.227,NA
NA,0.58,NA,NA,NA,0.3935,NA,NA
"F",NA,0.56,NA,NA,NA,NA,NA
NA,0.665,NA,NA,NA,NA,NA,NA
NA,NA,0.55,NA,NA,NA,NA,0.455
NA,NA,NA,NA,NA,NA,0.4115,NA
"M",NA,0.355,0.105,0.4795,NA,0.124,0.125
NA,NA,NA,NA,1.217,NA,NA,NA
"F",0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
NA,0.575,0.445,NA,NA,0.381,0.2035,0.26
"M",0.355,NA,0.09,0.3275,0.134,0.086,0.09
NA,NA,0.335,0.105,0.425,0.1865,0.091,0.115
"F",NA,NA,0.135,NA,NA,0.196,0.27
"I",0.24,NA,NA,0.07,0.0315,0.0235,0.02
"I",0.205,0.15,0.055,0.042,0.0255,0.015,0.012
"I",0.21,0.15,NA,0.042,0.0175,0.0125,0.015
NA,NA,NA,NA,0.203,0.0875,NA,NA
NA,NA,NA,NA,0.5795,0.293,NA,0.14
"F",0.46,0.375,0.12,0.4605,NA,NA,0.15
"I",NA,0.245,NA,0.161,0.0755,0.0255,0.045
NA,NA,NA,NA,NA,NA,0.2135,0.245
NA,0.52,0.41,0.12,0.595,0.2385,0.111,NA
NA,0.4,0.32,NA,0.303,0.1335,0.06,0.1
"M",NA,0.36,NA,NA,NA,NA,0.16
NA,0.47,NA,0.12,0.4775,0.2105,NA,0.15
"M",0.405,0.31,0.1,NA,NA,0.0915,0.11
"F",0.5,NA,0.14,0.6615,0.2565,NA,NA
"M",0.445,NA,0.12,0.4425,NA,0.0955,0.135
NA,NA,0.385,NA,0.5895,0.2765,0.12,0.17
"I",0.245,0.19,0.06,0.086,0.042,0.014,0.025
"F",0.505,NA,0.125,NA,0.246,NA,NA
NA,0.45,0.345,NA,0.4115,0.18,0.1125,0.135
"M",NA,0.405,NA,0.625,NA,NA,NA
"F",NA,NA,0.13,NA,0.302,0.1935,0.2
"M",NA,0.325,0.095,NA,0.1705,0.08,0.1
"M",0.52,0.4,NA,NA,0.234,NA,NA
"M",0.475,0.355,0.12,NA,0.234,0.1015,0.135
NA,NA,0.44,0.16,NA,NA,NA,0.32
NA,NA,0.495,NA,NA,NA,0.224,NA
"F",0.475,NA,0.12,NA,NA,0.1155,0.17
"I",NA,NA,0.07,0.151,0.063,0.0405,0.045
NA,NA,0.425,NA,NA,NA,0.168,0.275
"F",0.4,0.32,0.11,0.353,NA,0.0985,0.1
NA,NA,NA,0.17,1.247,0.48,NA,NA
NA,NA,NA,NA,NA,0.474,NA,NA
"F",NA,NA,NA,NA,NA,NA,NA
"F",0.6,0.475,0.15,1.0075,NA,0.221,NA
"M",NA,NA,NA,NA,0.3625,NA,0.315
NA,NA,0.47,NA,0.922,0.363,NA,NA
"F",0.555,0.425,NA,NA,0.282,NA,0.285
NA,NA,0.475,NA,1.1025,NA,0.2355,NA
