"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,0.365,0.095,NA,0.2245,0.101,NA
"M",0.35,0.265,0.09,NA,NA,0.0485,NA
NA,0.53,NA,0.135,0.677,NA,0.1415,NA
"M",NA,0.365,NA,0.516,0.2155,NA,0.155
"I",0.33,0.255,0.08,NA,0.0895,0.0395,NA
"I",0.425,0.3,0.095,0.3515,0.141,0.0775,0.12
NA,0.53,0.415,0.15,0.7775,0.237,NA,0.33
"F",0.545,0.425,NA,0.768,NA,0.1495,NA
"M",0.475,NA,NA,0.5095,0.2165,0.1125,0.165
"F",0.55,NA,NA,0.8945,0.3145,0.151,NA
"F",0.525,0.38,0.14,NA,NA,0.1475,NA
NA,0.43,0.35,0.11,0.406,NA,0.081,0.135
NA,0.49,0.38,0.135,0.5415,NA,NA,NA
"F",NA,0.405,0.145,NA,0.2725,0.171,0.205
"F",0.47,NA,0.1,0.4755,0.1675,0.0805,0.185
"M",0.5,0.4,0.13,NA,0.258,NA,NA
"I",0.355,0.28,0.085,0.2905,0.095,0.0395,0.115
NA,0.44,0.34,0.1,0.451,NA,0.087,0.13
NA,0.365,0.295,0.08,NA,0.097,0.043,0.1
NA,0.45,0.32,NA,0.381,NA,0.075,0.115
"M",0.355,0.28,0.095,0.2455,NA,0.062,NA
"I",NA,NA,0.1,0.2255,0.08,0.049,0.085
NA,0.565,0.44,NA,NA,0.4275,0.214,0.27
NA,NA,NA,NA,NA,0.318,0.21,NA
NA,NA,0.48,0.165,NA,0.513,0.301,0.305
NA,0.56,0.44,NA,0.9285,NA,0.188,0.3
NA,0.58,NA,0.185,NA,NA,NA,NA
"M",NA,0.445,NA,0.931,0.356,NA,0.28
"M",0.605,NA,NA,NA,0.394,NA,0.295
NA,NA,NA,0.14,NA,0.393,NA,NA
NA,NA,NA,NA,0.9975,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.2805,0.46
NA,NA,NA,0.165,NA,NA,NA,NA
NA,0.68,0.55,0.175,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.633,NA,0.49
"M",0.465,0.355,NA,0.4795,NA,0.124,0.125
NA,0.54,NA,NA,1.217,0.5305,NA,0.34
"F",0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
"F",0.575,NA,NA,NA,0.381,0.2035,0.26
NA,NA,0.29,0.09,NA,0.134,0.086,0.09
"F",NA,0.335,0.105,0.425,0.1865,0.091,0.115
NA,0.55,NA,0.135,0.8515,0.362,NA,NA
"I",0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
"I",0.205,0.15,NA,0.042,0.0255,0.015,0.012
"I",NA,0.15,0.05,0.042,NA,0.0125,NA
"I",NA,0.295,0.095,NA,NA,0.045,0.075
"M",0.47,0.37,0.12,0.5795,NA,0.227,NA
"F",0.46,0.375,0.12,0.4605,NA,0.11,0.15
"I",0.325,NA,0.07,0.161,NA,0.0255,NA
NA,0.525,0.425,0.16,NA,0.3545,0.2135,NA
"I",0.52,0.41,0.12,0.595,0.2385,0.111,NA
"M",0.4,NA,0.095,0.303,0.1335,0.06,NA
NA,NA,0.36,NA,NA,NA,NA,0.16
"F",0.47,0.36,0.12,0.4775,NA,0.1055,NA
"M",0.405,NA,0.1,0.385,0.173,0.0915,NA
NA,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22
"M",NA,NA,NA,NA,NA,0.0955,NA
"M",0.47,NA,0.135,NA,NA,0.12,0.17
NA,0.245,0.19,NA,0.086,0.042,NA,0.025
"F",NA,0.4,0.125,0.583,0.246,NA,NA
"M",NA,0.345,0.105,0.4115,0.18,0.1125,0.135
"M",0.505,0.405,NA,NA,0.305,NA,0.175
"F",0.53,0.41,0.13,0.6965,0.302,0.1935,NA
NA,NA,0.325,0.095,0.3785,0.1705,0.08,0.1
NA,NA,0.4,0.12,0.58,0.234,NA,NA
NA,0.475,0.355,0.12,0.48,NA,NA,NA
"F",0.565,NA,NA,NA,NA,NA,NA
"F",NA,NA,NA,1.285,0.416,NA,0.485
"F",0.475,0.39,NA,0.5305,0.2135,0.1155,NA
"I",0.31,0.235,0.07,0.151,0.063,0.0405,0.045
"M",0.555,0.425,NA,NA,0.264,0.168,0.275
NA,0.4,0.32,0.11,NA,0.1405,0.0985,0.1
NA,NA,NA,0.17,NA,0.48,NA,0.425
NA,0.57,NA,0.175,1.185,NA,0.261,NA
NA,0.605,NA,NA,NA,0.481,0.2895,NA
"F",NA,0.475,0.15,NA,NA,NA,0.28
NA,NA,NA,NA,0.944,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.305
NA,NA,NA,NA,NA,0.282,NA,0.285
NA,0.615,NA,NA,1.1025,NA,0.2355,NA
NA,0.575,NA,NA,NA,0.3845,NA,NA
"M",NA,NA,NA,1.615,NA,0.192,NA
"F",NA,NA,0.165,NA,NA,0.225,NA
NA,0.595,NA,0.16,NA,NA,NA,NA
NA,0.58,0.45,NA,NA,NA,0.216,0.36
"F",0.57,NA,0.18,1.295,0.339,NA,0.44
NA,NA,NA,0.14,NA,NA,0.205,NA
"M",NA,0.44,NA,NA,0.3305,NA,NA
"F",0.46,NA,NA,NA,NA,0.114,NA
NA,NA,0.45,NA,0.9775,NA,NA,NA
NA,NA,NA,NA,NA,0.341,0.1675,0.255
NA,NA,0.44,0.15,0.755,0.307,0.1525,NA
"M",NA,NA,NA,NA,0.4015,NA,NA
"F",NA,NA,NA,NA,NA,0.318,NA
NA,0.695,NA,NA,NA,NA,0.3425,NA
"M",NA,NA,NA,NA,NA,NA,NA
"M",NA,NA,0.15,0.725,NA,NA,0.25
NA,0.47,0.375,NA,0.523,NA,0.132,0.145
NA,0.47,NA,0.13,NA,NA,NA,NA
"F",NA,0.375,0.125,0.5785,0.2775,0.085,NA
"I",0.36,0.265,0.095,0.2315,0.105,0.046,0.075
"M",NA,0.435,0.145,0.843,0.328,NA,0.255
NA,0.53,0.435,0.16,0.883,NA,NA,NA
"M",0.53,NA,0.14,NA,NA,0.1675,0.205
"M",NA,NA,0.16,NA,NA,NA,0.345
NA,0.52,NA,NA,NA,NA,NA,0.235
"F",NA,NA,NA,0.802,0.2935,NA,0.28
"F",NA,0.4,0.125,0.6675,NA,0.1315,0.22
"F",0.51,0.39,0.135,NA,0.231,NA,0.2
"F",0.435,0.395,0.105,0.3635,NA,0.098,0.13
"M",0.495,0.395,0.125,0.5415,NA,0.1345,NA
"M",NA,0.36,NA,NA,NA,NA,0.175
"I",NA,0.32,0.08,NA,0.1485,NA,0.105
"M",0.425,0.35,NA,0.393,0.13,0.063,0.165
"F",0.545,0.41,NA,NA,0.2975,NA,NA
"F",0.53,NA,NA,NA,0.233,NA,0.18
NA,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22
"M",0.44,NA,0.105,NA,NA,0.0955,0.165
"F",NA,0.43,NA,0.8825,0.3465,0.172,0.31
"M",0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085
"F",NA,0.365,0.105,0.4205,NA,NA,0.14
"I",0.385,0.295,0.085,0.2535,NA,0.0575,NA
"F",0.515,0.425,NA,0.766,NA,NA,0.255
"M",0.37,0.265,NA,0.214,0.09,0.051,NA
NA,NA,NA,0.08,0.1755,0.081,0.0505,0.07
"I",0.27,0.195,0.06,0.073,0.0285,0.0235,0.03
"I",0.375,0.275,0.09,0.238,0.1075,0.0545,0.07
"I",0.385,0.29,NA,0.2505,0.112,0.061,0.08
NA,NA,NA,NA,1.7255,NA,0.2635,NA
NA,NA,NA,NA,NA,0.7665,NA,NA
NA,0.595,NA,NA,NA,0.4835,NA,NA
"F",0.44,0.35,0.125,0.4035,NA,NA,0.129
"F",NA,NA,0.09,0.1915,NA,0.036,0.062
NA,0.35,0.26,NA,0.211,0.086,0.056,0.068
"I",NA,0.2,NA,NA,0.04,0.0205,0.028
"F",0.425,0.33,0.115,0.406,0.1635,NA,0.1355
"F",0.305,0.23,0.08,0.156,0.0675,0.0345,0.048
NA,NA,0.255,0.09,0.2005,0.094,0.0295,0.063
NA,0.405,0.325,NA,0.3555,0.151,0.063,0.117
NA,NA,0.285,0.095,0.253,0.096,0.0575,0.0925
"F",NA,0.445,0.155,NA,NA,NA,0.2475
NA,NA,0.45,0.145,NA,0.295,NA,0.2665
NA,NA,0.52,NA,NA,NA,0.306,NA
NA,NA,0.455,NA,NA,NA,NA,NA
NA,0.475,0.375,0.13,NA,NA,NA,NA
"F",0.49,NA,0.125,NA,NA,0.1075,0.174
"M",NA,0.35,0.12,NA,NA,0.108,0.1565
"I",0.28,0.205,NA,0.127,0.052,0.039,0.042
"I",0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125
NA,0.17,0.13,0.095,0.03,0.013,0.008,0.01
NA,0.59,0.475,NA,NA,NA,NA,0.325
"F",NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1.3715,NA,0.305,NA
NA,NA,NA,NA,NA,0.37,NA,NA
NA,NA,0.45,0.135,0.9885,0.387,NA,0.31
NA,NA,0.405,0.13,0.722,0.32,0.131,0.21
NA,NA,NA,0.19,NA,0.392,NA,0.34
"M",NA,NA,0.215,1.514,NA,NA,0.635
NA,NA,0.455,0.17,0.9075,0.374,NA,0.285
NA,0.575,NA,NA,NA,NA,0.1785,NA
NA,NA,0.465,0.165,NA,NA,NA,NA
NA,0.605,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1.2445,0.544,NA,NA
NA,0.725,NA,NA,NA,NA,NA,NA
NA,NA,0.545,NA,NA,NA,NA,NA
NA,NA,NA,NA,2.55,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.4515,NA
NA,0.68,NA,NA,NA,0.625,NA,NA
"M",NA,0.56,NA,NA,NA,NA,NA
NA,NA,0.515,NA,NA,NA,NA,0.62
NA,NA,NA,NA,NA,NA,0.541,NA
"F",NA,0.395,NA,0.775,0.308,0.169,0.255
NA,NA,NA,NA,NA,NA,NA,0.285
"F",0.52,0.405,0.115,NA,0.32,0.1845,0.22
"I",0.235,0.16,0.04,0.048,0.0185,0.018,0.015
NA,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075
"I",0.315,0.21,0.06,0.125,NA,0.0375,0.035
"I",0.315,0.245,0.085,0.1435,0.053,0.0475,0.05
"I",0.225,0.16,NA,0.0465,0.025,0.015,NA
"M",NA,NA,NA,NA,0.385,NA,NA
NA,NA,NA,NA,NA,NA,0.2,0.295
"M",0.64,NA,NA,NA,NA,NA,NA
NA,0.56,0.45,0.16,1.0235,NA,NA,0.3
"F",0.62,NA,NA,NA,0.4355,NA,NA
NA,NA,0.51,NA,NA,0.621,NA,NA
"M",NA,NA,NA,1.218,0.5455,0.2965,NA
NA,NA,NA,0.15,NA,0.392,NA,0.285
"F",NA,NA,NA,NA,0.54,NA,NA
NA,NA,0.48,0.16,NA,0.5265,NA,NA
NA,0.585,NA,NA,NA,NA,0.271,NA
"M",NA,NA,0.18,NA,NA,NA,NA
"M",0.61,NA,NA,NA,NA,0.2405,0.36
NA,0.58,0.45,0.15,0.927,NA,0.1815,NA
"I",0.355,0.275,0.085,0.22,0.092,0.06,NA
NA,NA,NA,0.14,0.8145,NA,0.1965,0.195
NA,NA,0.405,0.155,NA,NA,0.1535,0.245
"F",0.505,NA,0.15,NA,0.285,NA,NA
NA,NA,NA,NA,1.3035,NA,NA,NA
