"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,0.365,0.095,0.514,0.2245,0.101,0.14362625
"M",0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
"I",0.53,0.42,0.135,0.677,0.2565,0.1415,0.21
"M",0.44,0.365,0.124495833333333,0.516,0.2155,0.1105675,0.1665925
"I",0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
"I",0.425,0.3,0.107625,0.3515,0.141,0.0775,0.102054083333333
"F",0.53,0.415,0.15,0.7775,0.237,0.1415,0.247275
"F",0.5463375,0.4276625,0.125,0.768,0.32064625,0.1495,0.26
"M",0.475,0.37,0.125,0.5095,0.215049,0.111752666666667,0.165
"F",0.55,0.44,0.15,0.847859999999999,0.3145,0.151,0.32
"F",0.525,0.38,0.179775,0.6065,0.194,0.1475,0.21
"M",0.43,0.33710625,0.115879166666667,0.406,0.1675,0.081,0.135
"M",0.49,0.3834,0.135,0.5415,0.220278,0.123709333333333,0.187925625
"F",0.535,0.405,0.145,0.6845,0.2725,0.171,0.22264375
"F",0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185
"M",0.5,0.4,0.13,0.6645,0.258,0.133,0.24
"I",0.38061875,0.28,0.085,0.2905,0.095,0.0395,0.0793748333333334
"F",0.44,0.34,0.1,0.451,0.188,0.087,0.13
"M",0.365,0.295,0.08,0.2555,0.100427458333333,0.043,0.1
"M",0.45,0.32,0.1,0.381,0.1705,0.075,0.115
"M",0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
"I",0.38,0.275,0.0968516666666667,0.2255,0.0954710416666667,0.049,0.085
"F",0.565,0.44,0.155,0.9395,0.40219,0.214,0.27
"M",0.55,0.427958333333334,0.135,0.7635,0.318,0.170045833333333,0.24281
"F",0.615,0.482025,0.165,1.178180625,0.513,0.301,0.305
"F",0.56,0.44,0.160266666666667,0.9285,0.3825,0.188,0.3
"F",0.58,0.45,0.185,1.04246958333333,0.440566458333333,0.272,0.285
"M",0.59,0.445,0.14,0.931,0.356,0.2111675,0.2808925
"F",0.605,0.457341666666666,0.18,0.9365,0.3806525,0.219,0.31613
"M",0.569358333333333,0.444225,0.146725,0.8635,0.393,0.17952,0.242300625
"M",0.58,0.47,0.1806,1.05062,0.4325825,0.2359425,0.33
"F",0.68,0.5272,0.20285,1.639,0.6055,0.33966,0.46
"M",0.665,0.525,0.165,1.506605,0.7215075,0.3575,0.3912375
"F",0.6903625,0.55,0.175,1.5618425,0.677445,0.3146425,0.455
"F",0.705,0.54705,0.1906,1.57766,0.633,0.4276125,0.49
"M",0.465,0.355,0.105,0.4795,0.209002916666667,0.124,0.125
"M",0.54,0.475,0.18775,1.217,0.5305,0.26857875,0.34
"F",0.45,0.355,0.105,0.5225,0.219383333333333,0.1165,0.1487725
"F",0.575,0.445,0.135,0.883,0.381,0.19232,0.26
"I",0.355,0.29,0.09,0.3275,0.14077,0.086,0.09
"F",0.45,0.335,0.105,0.425,0.1930175,0.091,0.115
"M",0.55,0.425,0.135,0.8515,0.378005892857143,0.187438,0.27
"I",0.24,0.175,0.045,0.0743355416666667,0.0315,0.0235,0.02
"I",0.205,0.15,0.055,0.042,0.0255,0.015,0.012
"I",0.21,0.15,0.05,0.042,0.0175,0.0125,0.015
"I",0.39,0.286116666666666,0.095,0.231385833333333,0.0875,0.045,0.0770070833333334
"M",0.47,0.37,0.1186,0.5539875,0.293,0.1056655,0.14
"F",0.46,0.375,0.12,0.4605,0.1775,0.11,0.15
"I",0.325,0.245,0.07,0.161,0.0755,0.0255,0.0461419583333334
"F",0.5498775,0.425,0.144966666666667,0.8355,0.3545,0.2135,0.245
"I",0.52,0.41,0.12,0.595,0.2385,0.111,0.19
"M",0.4,0.32,0.095,0.303,0.1335,0.06,0.1
"M",0.485,0.36,0.13,0.5415,0.2595,0.096,0.16
"F",0.47,0.36,0.12,0.488627,0.2105,0.1055,0.15
"M",0.405,0.31,0.1,0.385,0.173,0.0915,0.11
"F",0.5,0.4,0.14513125,0.697487500000001,0.2565,0.1755,0.22
"M",0.445,0.346753571428571,0.12,0.4425,0.192,0.0955,0.135
"M",0.47,0.385,0.135,0.5895,0.2765,0.12,0.17
"I",0.245,0.19,0.06,0.086,0.042,0.0179868958333333,0.025
"F",0.509855,0.4,0.124641666666667,0.583,0.246,0.13,0.175
"M",0.45,0.345,0.105,0.4602225,0.191645,0.1125,0.135
"M",0.5192875,0.405,0.11,0.625,0.305,0.16,0.18353525
"F",0.53,0.41205,0.13,0.6965,0.302,0.1935,0.2
"M",0.425,0.325,0.095,0.3785,0.15828875,0.08,0.1
"M",0.52,0.4,0.12,0.58,0.234,0.1315,0.185
"M",0.475,0.355,0.12,0.48,0.205605416666667,0.1015,0.145219791666667
"F",0.565,0.44,0.166358333333333,0.9297825,0.354,0.1935,0.32
"M",0.591975,0.471349999999999,0.185,1.065582,0.416,0.224,0.358355
