"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,0.365,0.095,0.514,0.2245,0.111255,0.15
"M",0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
"F",0.53,0.42,0.14015,0.664131416666667,0.286796666666667,0.1415,0.21
"M",0.44,0.365,0.125,0.516,0.2155,0.114,0.155
"I",0.33,0.255,0.08,0.205,0.0895,0.0433185833333334,0.055
"I",0.425,0.3,0.095,0.3515,0.141,0.0775,0.12
"F",0.52335,0.415,0.15,0.7775,0.237,0.1415,0.33
"F",0.545,0.422975,0.125,0.768,0.294,0.1495,0.26
"I",0.475678749999999,0.37,0.125,0.5095,0.2165,0.1125,0.165
"M",0.5616375,0.44,0.15,0.854699583333334,0.3145,0.151,0.32
"F",0.525,0.38,0.14,0.6065,0.194,0.1475,0.21
"I",0.439005,0.335387500000001,0.11,0.406,0.1675,0.081,0.119155916666667
"M",0.49,0.38,0.135,0.5415,0.2175,0.095,0.19
"F",0.535,0.405,0.13855,0.6845,0.2725,0.171,0.205
"F",0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185
"F",0.5,0.4,0.13,0.6645,0.258,0.14120875,0.24
"I",0.38341875,0.28,0.085,0.2905,0.095,0.0395,0.115
"F",0.44,0.34,0.1,0.451,0.188,0.087,0.13
"M",0.365,0.295,0.103429166666667,0.253505,0.097,0.043,0.1
"M",0.45,0.32,0.1,0.381,0.1705,0.0853960416666666,0.115
"I",0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
"I",0.38,0.275,0.1,0.2255,0.0977169583333333,0.0442629166666667,0.085
"F",0.565,0.451134999999999,0.155,0.9395,0.4275,0.214,0.265274166666667
"F",0.55,0.427475,0.135,0.7635,0.318,0.21,0.22711
"F",0.615,0.48,0.165,1.1615,0.513,0.301,0.305
"M",0.56,0.44,0.14,0.9285,0.373188333333334,0.203463333333333,0.3
"F",0.582062499999999,0.45,0.185,1.08608083333333,0.4520175,0.272,0.3411
"M",0.59,0.466916666666667,0.14,0.931,0.40262,0.234,0.28
"M",0.605,0.475,0.18,1.06537666666667,0.394,0.2177425,0.3599775
"M",0.547475000000001,0.425,0.146108333333333,0.8635,0.3923375,0.227,0.2
"M",0.59245,0.47,0.1759625,0.9975,0.400685,0.1927825,0.376140833333333
"F",0.68,0.56,0.190175,1.639,0.6055,0.32901125,0.46
"M",0.6284,0.50335,0.16835,1.3067525,0.621712499999999,0.280011666666667,0.35
"M",0.658250000000001,0.526525,0.175,1.47978791666667,0.6308325,0.3115925,0.455
"M",0.705,0.55,0.1811,1.7095,0.633,0.325755,0.49
"M",0.465,0.355,0.105,0.4795,0.227,0.124,0.125
"F",0.633975,0.501675,0.155,1.221505,0.5305,0.3075,0.34
"F",0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
"F",0.567291666666666,0.445,0.135,0.883,0.381,0.2035,0.26
"M",0.355,0.29,0.09,0.3098985,0.133110416666667,0.086,0.09
"F",0.45,0.335,0.105,0.425,0.1865,0.0988465833333334,0.115
"F",0.55,0.425,0.1529625,0.8515,0.362,0.196,0.27
"I",0.24,0.175,0.045,0.07,0.0315,0.0235,0.0200735416666667
"I",0.205,0.15,0.055,0.042,0.0255,0.015,0.012
"I",0.21,0.15,0.05,0.042,0.0175,0.0125,0.0133837121212121
"I",0.374618333333333,0.295,0.095,0.22924625,0.0875,0.045,0.075
"F",0.4886,0.37,0.12,0.5795,0.277373541666667,0.227,0.14
"F",0.46,0.375,0.12,0.4605,0.199157916666667,0.11,0.15
"I",0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
"M",0.525,0.425,0.16,0.8651375,0.3545,0.2135,0.245
"I",0.521822500000001,0.41,0.12,0.59083875,0.2385,0.111,0.19
"M",0.412775,0.32,0.095,0.303,0.1335,0.06,0.1
"M",0.493433333333333,0.37984,0.119625,0.5415,0.2595,0.096,0.16
