"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",NA,0.365,0.095,NA,NA,0.101,NA
NA,NA,NA,NA,0.2255,0.0995,0.0485,0.07
NA,0.53,0.42,0.135,0.677,NA,NA,NA
NA,0.44,0.365,0.125,0.516,NA,0.114,0.155
NA,0.33,0.255,NA,0.205,NA,NA,0.055
"I",0.425,0.3,0.095,0.3515,0.141,NA,0.12
NA,0.53,NA,0.15,0.7775,NA,0.1415,0.33
NA,0.545,0.425,0.125,NA,0.294,NA,NA
"M",NA,NA,0.125,0.5095,0.2165,0.1125,NA
"F",NA,0.44,0.15,0.8945,0.3145,0.151,NA
"F",0.525,0.38,0.14,NA,NA,0.1475,NA
"M",0.43,0.35,NA,NA,NA,0.081,0.135
NA,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19
NA,NA,0.405,NA,NA,NA,0.171,NA
"F",0.47,0.355,0.1,0.4755,NA,0.0805,0.185
"M",NA,0.4,0.13,0.6645,NA,NA,0.24
"I",0.355,0.28,0.085,0.2905,NA,0.0395,0.115
"F",0.44,0.34,0.1,0.451,0.188,0.087,0.13
"M",0.365,0.295,0.08,NA,NA,NA,0.1
NA,0.45,NA,0.1,0.381,0.1705,0.075,NA
NA,0.355,0.28,NA,NA,0.0955,NA,0.075
"I",0.38,0.275,0.1,0.2255,0.08,0.049,0.085
NA,NA,0.44,0.155,NA,NA,NA,NA
"F",0.55,NA,0.135,0.7635,0.318,NA,0.2
NA,NA,NA,NA,1.1615,NA,0.301,0.305
NA,0.56,0.44,NA,NA,NA,0.188,0.3
NA,0.58,NA,0.185,NA,NA,NA,0.285
"M",0.59,NA,NA,0.931,NA,NA,0.28
"M",NA,NA,0.18,0.9365,0.394,NA,NA
"M",0.575,0.425,0.14,0.8635,0.393,NA,NA
NA,NA,0.47,NA,NA,NA,NA,NA
NA,0.68,NA,0.165,NA,0.6055,0.2805,0.46
NA,NA,NA,NA,NA,NA,0.3575,0.35
NA,0.68,NA,NA,NA,0.815,NA,0.455
NA,NA,0.55,NA,NA,0.633,NA,0.49
NA,0.465,0.355,0.105,0.4795,0.227,NA,0.125
NA,NA,NA,0.155,NA,NA,NA,0.34
"F",0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
"F",NA,0.445,NA,0.883,0.381,0.2035,0.26
NA,0.355,0.29,0.09,0.3275,0.134,0.086,NA
"F",0.45,0.335,0.105,0.425,0.1865,0.091,0.115
NA,0.55,0.425,0.135,NA,0.362,0.196,0.27
"I",0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
"I",0.205,0.15,0.055,0.042,0.0255,0.015,0.012
"I",0.21,NA,0.05,0.042,0.0175,0.0125,0.015
"I",0.39,NA,0.095,0.203,0.0875,0.045,0.075
"M",NA,NA,NA,0.5795,0.293,0.227,0.14
NA,0.46,NA,NA,0.4605,0.1775,NA,0.15
"I",0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
"F",0.525,NA,NA,0.8355,0.3545,0.2135,0.245
"I",0.52,0.41,0.12,0.595,NA,NA,0.19
"M",NA,0.32,NA,NA,NA,0.06,0.1
"M",0.485,NA,0.13,NA,NA,0.096,NA
"F",0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
NA,0.405,0.31,0.1,0.385,0.173,NA,0.11
NA,NA,0.4,0.14,0.6615,0.2565,0.1755,NA
"M",NA,0.35,0.12,0.4425,NA,0.0955,0.135
NA,0.47,NA,0.135,NA,NA,NA,0.17
"I",NA,NA,0.06,0.086,0.042,0.014,0.025
"F",NA,0.4,NA,0.583,0.246,0.13,NA
"M",0.45,NA,NA,NA,NA,NA,0.135
NA,0.505,0.405,NA,0.625,NA,NA,0.175
"F",NA,NA,0.13,0.6965,0.302,NA,NA
