"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
NA,0.455,NA,0.095,NA,0.2245,NA,0.15
"M",0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
"F",0.53,NA,NA,NA,0.2565,0.1415,NA
"M",NA,0.365,0.125,0.516,0.2155,NA,0.155
"I",0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
NA,0.425,NA,0.095,0.3515,NA,0.0775,0.12
NA,0.53,0.415,NA,0.7775,0.237,0.1415,NA
NA,0.545,NA,NA,0.768,0.294,0.1495,NA
"M",NA,NA,0.125,NA,NA,0.1125,NA
NA,NA,0.44,0.15,NA,0.3145,NA,0.32
"F",0.525,0.38,0.14,0.6065,0.194,NA,0.21
NA,0.43,0.35,0.11,0.406,NA,0.081,0.135
"M",NA,0.38,0.135,NA,NA,0.095,NA
NA,0.535,NA,NA,NA,0.2725,NA,NA
"F",0.47,0.355,0.1,NA,0.1675,NA,NA
NA,0.5,0.4,NA,NA,0.258,NA,0.24
NA,0.355,NA,0.085,NA,0.095,NA,0.115
NA,0.44,0.34,0.1,0.451,0.188,0.087,0.13
"M",0.365,0.295,0.08,0.2555,NA,NA,0.1
"M",0.45,0.32,0.1,0.381,0.1705,0.075,0.115
"M",0.355,0.28,0.095,NA,0.0955,0.062,NA
"I",0.38,0.275,0.1,0.2255,0.08,0.049,NA
"F",NA,NA,0.155,0.9395,0.4275,NA,0.27
NA,0.55,NA,0.135,0.7635,0.318,0.21,0.2
NA,NA,0.48,NA,NA,NA,NA,NA
"F",NA,NA,NA,0.9285,0.3825,NA,0.3
NA,NA,NA,NA,NA,0.3945,NA,NA
"M",NA,NA,0.14,NA,NA,0.234,0.28
"M",NA,0.475,0.18,NA,0.394,0.219,NA
NA,0.575,0.425,NA,0.8635,0.393,0.227,0.2
NA,NA,NA,NA,NA,NA,NA,0.33
NA,NA,NA,NA,NA,0.6055,NA,NA
NA,0.665,NA,NA,NA,NA,0.3575,NA
NA,NA,NA,NA,NA,0.815,0.3925,NA
NA,NA,0.55,NA,NA,NA,NA,NA
"M",0.465,NA,NA,0.4795,NA,0.124,0.125
NA,NA,0.475,NA,1.217,NA,0.3075,NA
NA,NA,0.355,NA,0.5225,NA,0.1165,NA
"F",NA,NA,0.135,0.883,0.381,0.2035,NA
"M",0.355,0.29,NA,0.3275,NA,0.086,0.09
"F",0.45,NA,0.105,0.425,0.1865,0.091,0.115
NA,0.55,0.425,NA,NA,0.362,0.196,0.27
"I",0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
"I",0.205,0.15,0.055,0.042,0.0255,NA,0.012
"I",0.21,0.15,0.05,0.042,NA,0.0125,0.015
NA,0.39,0.295,0.095,0.203,0.0875,0.045,0.075
"M",NA,0.37,0.12,0.5795,NA,0.227,NA
"F",0.46,NA,0.12,0.4605,0.1775,0.11,0.15
"I",0.325,0.245,NA,0.161,0.0755,0.0255,0.045
"F",0.525,NA,NA,NA,NA,0.2135,NA
"I",0.52,0.41,0.12,NA,0.2385,0.111,0.19
"M",0.4,0.32,0.095,NA,0.1335,0.06,0.1
NA,NA,0.36,0.13,0.5415,NA,0.096,NA
"F",NA,0.36,0.12,0.4775,0.2105,0.1055,NA
"M",NA,0.31,0.1,0.385,0.173,NA,NA
NA,0.5,0.4,0.14,0.6615,NA,0.1755,NA
"M",0.445,NA,0.12,NA,0.192,NA,0.135
NA,0.47,0.385,0.135,NA,NA,NA,NA
NA,0.245,0.19,0.06,0.086,0.042,NA,NA
NA,0.505,NA,NA,0.583,NA,NA,0.175
"M",NA,0.345,NA,0.4115,0.18,0.1125,0.135
"M",0.505,0.405,NA,0.625,NA,0.16,NA
"F",NA,NA,0.13,NA,0.302,NA,0.2
"M",0.425,0.325,0.095,0.3785,NA,NA,0.1
"M",0.52,NA,NA,NA,NA,0.1315,NA
"M",0.475,NA,NA,0.48,0.234,0.1015,0.135
"F",NA,NA,0.16,0.915,NA,NA,NA
NA,NA,NA,0.185,1.285,0.416,NA,NA
NA,0.475,0.39,0.12,0.5305,0.2135,0.1155,NA
"I",0.31,0.235,0.07,0.151,0.063,0.0405,0.045
"M",NA,NA,0.13,NA,0.264,0.168,0.275
"F",0.4,0.32,NA,0.353,0.1405,NA,0.1
NA,0.595,NA,NA,NA,0.48,NA,NA
"M",NA,NA,NA,NA,NA,NA,0.38
"F",NA,0.45,0.195,NA,NA,0.2895,NA
"F",NA,NA,NA,1.0075,0.4425,NA,NA
"M",0.595,0.475,NA,NA,NA,0.189,NA
NA,0.6,NA,NA,0.922,0.363,NA,0.305
"F",NA,NA,0.14,0.788,0.282,0.1595,0.285
"F",NA,0.475,NA,NA,NA,NA,NA
"F",0.575,NA,0.14,NA,0.3845,NA,0.285
NA,NA,NA,NA,NA,0.5105,NA,NA
NA,0.52,NA,0.165,NA,0.396,0.225,0.32
NA,0.595,0.475,0.16,NA,NA,NA,NA
"M",NA,NA,NA,1.013,NA,NA,NA
NA,0.57,NA,NA,NA,NA,0.2225,NA
NA,NA,NA,0.14,NA,0.4825,NA,NA
"M",0.56,NA,0.16,NA,0.3305,NA,0.26
"F",NA,0.355,NA,0.517,NA,0.114,0.165
"F",NA,0.45,NA,NA,NA,0.231,NA
NA,0.565,0.425,NA,NA,NA,0.1675,NA
NA,0.555,NA,0.15,NA,NA,NA,NA
NA,NA,NA,0.175,NA,NA,0.254,NA
NA,NA,NA,NA,NA,0.507,NA,NA
NA,NA,0.56,NA,NA,NA,NA,0.485
"M",NA,NA,NA,NA,NA,NA,NA
"M",0.535,NA,NA,NA,NA,NA,NA
"M",0.47,NA,0.13,NA,0.214,NA,0.145
NA,NA,NA,NA,NA,NA,0.133,NA
NA,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155
"I",0.36,NA,0.095,0.2315,NA,0.046,0.075
"M",NA,0.435,0.145,NA,NA,0.1915,NA
NA,NA,0.435,NA,NA,NA,0.164,0.335
NA,NA,NA,NA,NA,0.3105,NA,NA
NA,0.605,NA,NA,NA,NA,NA,NA
"F",0.52,NA,0.155,0.727,NA,0.1835,0.235
NA,NA,NA,0.165,NA,NA,0.183,0.28
"F",NA,NA,NA,NA,0.261,0.1315,NA
NA,0.51,NA,NA,0.6335,0.231,0.179,0.2
NA,0.435,NA,0.105,0.3635,0.136,0.098,0.13
"M",0.495,0.395,0.125,0.5415,NA,0.1345,0.155
NA,NA,NA,0.105,0.431,NA,0.107,0.175
NA,0.435,NA,0.08,0.3325,0.1485,0.0635,0.105
NA,NA,NA,NA,NA,0.13,NA,0.165
"F",NA,0.41,0.125,0.6935,0.2975,NA,NA
"F",NA,0.415,0.115,0.5915,0.233,NA,0.18
"F",0.49,0.375,0.135,0.6125,NA,NA,NA
"M",NA,NA,0.105,0.402,NA,NA,0.165
NA,0.56,0.43,NA,0.8825,NA,NA,0.31
NA,0.405,0.305,0.085,NA,0.1145,0.0595,0.085
"F",0.47,NA,0.105,0.4205,NA,NA,0.14
"I",NA,0.295,0.085,0.2535,0.103,0.0575,0.085
NA,NA,0.425,NA,NA,0.304,0.1725,0.255
"M",0.37,0.265,0.075,0.214,0.09,0.051,NA
"I",0.36,NA,0.08,0.1755,0.081,0.0505,0.07
"I",0.27,NA,0.06,0.073,0.0285,0.0235,0.03
"I",0.375,0.275,0.09,NA,0.1075,0.0545,0.07
NA,0.385,NA,0.085,0.2505,0.112,0.061,0.08
"M",NA,0.535,NA,1.7255,NA,NA,NA
NA,NA,NA,NA,NA,0.7665,NA,NA
NA,0.595,NA,0.165,1.262,NA,NA,NA
"F",NA,0.35,NA,0.4035,NA,0.063,0.129
NA,0.325,0.26,0.09,0.1915,0.085,0.036,0.062
"I",NA,0.26,NA,NA,0.086,0.056,NA
"I",NA,0.2,0.065,0.0975,0.04,0.0205,0.028
"F",NA,0.33,0.115,0.406,NA,0.081,NA
"F",0.305,0.23,0.08,0.156,0.0675,0.0345,0.048
