"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",NA,NA,0.095,NA,NA,0.101,0.15
NA,0.35,NA,0.09,0.2255,0.0995,0.0485,0.07
"F",NA,0.42,0.135,0.677,NA,0.1415,0.21
NA,0.44,0.365,NA,0.516,NA,0.114,NA
"I",0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
"I",NA,0.3,NA,0.3515,0.141,0.0775,0.12
NA,0.53,0.415,0.15,0.7775,NA,NA,0.33
"F",NA,NA,0.125,0.768,0.294,NA,0.26
"M",0.475,0.37,0.125,NA,0.2165,0.1125,NA
NA,NA,NA,0.15,0.8945,0.3145,0.151,NA
"F",NA,0.38,0.14,0.6065,NA,NA,0.21
"M",0.43,0.35,NA,NA,0.1675,0.081,NA
"M",0.49,0.38,0.135,0.5415,0.2175,0.095,0.19
NA,NA,NA,0.145,0.6845,NA,NA,NA
"F",0.47,NA,0.1,0.4755,NA,NA,0.185
"M",NA,0.4,NA,NA,NA,NA,0.24
"I",0.355,0.28,NA,0.2905,0.095,0.0395,NA
"F",0.44,NA,0.1,0.451,0.188,0.087,0.13
NA,0.365,0.295,0.08,0.2555,0.097,0.043,0.1
"M",0.45,0.32,0.1,0.381,0.1705,0.075,NA
"M",0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
"I",0.38,0.275,NA,0.2255,0.08,0.049,0.085
"F",0.565,NA,NA,NA,NA,NA,NA
NA,0.55,NA,NA,NA,0.318,NA,NA
NA,NA,0.48,0.165,1.1615,0.513,NA,0.305
NA,0.56,0.44,0.14,0.9285,NA,NA,0.3
NA,0.58,NA,0.185,NA,NA,0.272,NA
"M",0.59,NA,NA,NA,0.356,NA,NA
NA,0.605,0.475,0.18,NA,NA,0.219,NA
NA,NA,0.425,NA,0.8635,NA,NA,NA
"M",NA,NA,0.165,NA,0.3935,NA,NA
NA,NA,NA,0.165,NA,NA,NA,NA
NA,0.665,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.3925,NA
NA,NA,0.55,0.2,1.7095,NA,NA,NA
"M",NA,NA,NA,0.4795,NA,0.124,0.125
NA,0.54,NA,NA,NA,NA,NA,0.34
"F",NA,NA,0.105,0.5225,0.237,NA,0.145
NA,0.575,0.445,0.135,NA,NA,0.2035,NA
NA,0.355,NA,0.09,0.3275,0.134,0.086,NA
"F",0.45,0.335,NA,0.425,0.1865,0.091,0.115
"F",NA,0.425,0.135,0.8515,NA,NA,NA
"I",0.24,0.175,NA,0.07,0.0315,0.0235,0.02
"I",0.205,0.15,0.055,0.042,0.0255,0.015,0.012
"I",0.21,0.15,NA,0.042,0.0175,0.0125,0.015
"I",0.39,0.295,NA,0.203,NA,NA,NA
NA,0.47,NA,0.12,0.5795,NA,0.227,NA
NA,NA,0.375,NA,NA,0.1775,NA,0.15
"I",NA,0.245,0.07,0.161,NA,0.0255,0.045
NA,0.525,0.425,0.16,0.8355,0.3545,NA,NA
NA,NA,0.41,NA,NA,0.2385,NA,0.19
"M",0.4,0.32,0.095,0.303,0.1335,NA,0.1
"M",0.485,0.36,0.13,0.5415,NA,0.096,0.16
"F",0.47,NA,0.12,0.4775,NA,0.1055,0.15
"M",NA,0.31,NA,0.385,0.173,0.0915,0.11
"F",0.5,0.4,NA,0.6615,0.2565,NA,0.22
"M",0.445,NA,0.12,NA,0.192,NA,0.135
"M",0.47,NA,NA,NA,0.2765,0.12,NA
NA,0.245,0.19,0.06,NA,0.042,0.014,0.025
"F",NA,NA,0.125,NA,0.246,0.13,NA
NA,0.45,0.345,NA,0.4115,0.18,NA,0.135
"M",NA,NA,0.11,0.625,NA,NA,NA
NA,NA,0.41,NA,0.6965,NA,0.1935,NA
"M",0.425,0.325,NA,0.3785,0.1705,0.08,0.1
"M",0.52,0.4,0.12,NA,NA,0.1315,NA
"M",NA,NA,NA,0.48,NA,0.1015,0.135
NA,NA,NA,NA,NA,NA,0.1935,0.32
NA,NA,0.495,NA,1.285,NA,NA,NA
NA,0.475,0.39,NA,0.5305,0.2135,0.1155,0.17
"I",0.31,0.235,0.07,NA,NA,0.0405,0.045
"M",0.555,NA,0.13,0.7665,0.264,NA,0.275
"F",0.4,0.32,0.11,0.353,0.1405,NA,NA
NA,NA,NA,0.17,NA,0.48,0.225,NA
NA,NA,NA,NA,NA,NA,NA,0.38
"F",0.605,NA,NA,NA,0.481,NA,0.315
NA,0.6,0.475,0.15,NA,NA,NA,NA
"M",0.595,0.475,NA,NA,NA,0.189,0.315
"F",NA,0.47,0.15,0.922,NA,0.194,0.305
"F",0.555,NA,0.14,0.788,0.282,0.1595,0.285
NA,NA,0.475,NA,1.1025,NA,NA,NA
NA,NA,0.445,0.14,NA,NA,0.252,0.285
NA,0.62,0.51,NA,NA,NA,NA,NA
NA,NA,NA,0.165,NA,NA,0.225,0.32
"M",0.595,NA,0.16,NA,NA,NA,0.58
NA,0.58,NA,NA,NA,NA,NA,NA
"F",NA,0.465,NA,1.295,NA,NA,0.44
NA,NA,0.465,0.14,NA,NA,NA,NA
"M",NA,NA,NA,NA,0.3305,NA,0.26
"F",0.46,NA,NA,NA,NA,0.114,0.165
NA,0.575,NA,0.16,NA,0.3135,0.231,NA
NA,NA,NA,0.135,0.8115,NA,0.1675,NA
