"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",NA,0.365,NA,NA,0.2245,0.101,0.15
NA,NA,0.265,0.09,NA,0.0995,0.0485,0.07
NA,0.53,0.42,0.135,NA,0.2565,NA,NA
"M",NA,0.365,NA,0.516,0.2155,0.114,0.155
"I",0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
"I",0.425,NA,NA,0.3515,0.141,NA,0.12
NA,NA,NA,0.15,NA,0.237,0.1415,0.33
"F",0.545,0.425,0.125,NA,NA,0.1495,0.26
NA,NA,0.37,NA,0.5095,0.2165,0.1125,NA
NA,0.55,NA,NA,NA,NA,NA,NA
"F",NA,NA,0.14,0.6065,NA,NA,0.21
NA,0.43,NA,0.11,0.406,NA,NA,NA
"M",NA,NA,NA,NA,0.2175,NA,NA
NA,NA,0.405,0.145,NA,NA,NA,NA
"F",NA,0.355,0.1,NA,0.1675,0.0805,NA
"M",0.5,0.4,0.13,0.6645,0.258,0.133,NA
NA,NA,0.28,0.085,0.2905,0.095,NA,0.115
"F",NA,0.34,0.1,0.451,0.188,NA,0.13
NA,0.365,0.295,NA,0.2555,0.097,0.043,NA
"M",NA,0.32,NA,0.381,0.1705,0.075,0.115
NA,0.355,0.28,0.095,NA,0.0955,0.062,0.075
"I",0.38,0.275,0.1,0.2255,0.08,0.049,0.085
"F",0.565,NA,0.155,0.9395,NA,0.214,NA
"F",NA,NA,NA,0.7635,0.318,0.21,NA
"F",0.615,0.48,NA,NA,0.513,0.301,0.305
"F",NA,0.44,0.14,0.9285,0.3825,NA,0.3
"F",NA,NA,NA,0.9955,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.234,0.28
"M",NA,0.475,0.18,0.9365,NA,NA,NA
NA,NA,NA,0.14,NA,NA,NA,NA
NA,NA,0.47,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.6055,NA,NA
NA,0.665,0.525,NA,NA,NA,0.3575,NA
NA,0.68,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.633,NA,NA
"M",0.465,NA,0.105,NA,0.227,NA,0.125
"F",NA,0.475,NA,1.217,NA,0.3075,0.34
NA,0.45,0.355,NA,0.5225,0.237,0.1165,0.145
NA,NA,0.445,0.135,0.883,NA,0.2035,NA
"M",0.355,0.29,0.09,NA,0.134,0.086,0.09
"F",0.45,0.335,0.105,0.425,NA,0.091,0.115
"F",NA,0.425,NA,0.8515,0.362,NA,0.27
"I",0.24,0.175,0.045,NA,0.0315,0.0235,0.02
"I",NA,0.15,0.055,0.042,0.0255,0.015,0.012
"I",0.21,0.15,0.05,0.042,0.0175,NA,NA
NA,0.39,0.295,0.095,NA,NA,0.045,0.075
NA,NA,0.37,0.12,0.5795,NA,NA,NA
NA,0.46,NA,0.12,NA,0.1775,0.11,0.15
NA,NA,0.245,NA,0.161,NA,0.0255,0.045
NA,NA,0.425,0.16,NA,NA,NA,0.245
NA,0.52,0.41,NA,0.595,NA,0.111,0.19
"M",NA,NA,0.095,0.303,NA,0.06,0.1
NA,NA,NA,0.13,0.5415,0.2595,0.096,NA
"F",0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
"M",0.405,0.31,0.1,NA,0.173,NA,NA
"F",NA,NA,0.14,NA,0.2565,0.1755,0.22
"M",NA,0.35,0.12,0.4425,0.192,NA,NA
"M",0.47,0.385,NA,0.5895,0.2765,NA,NA
"I",0.245,NA,0.06,0.086,0.042,0.014,0.025
NA,0.505,0.4,0.125,NA,NA,NA,NA
"M",NA,0.345,0.105,0.4115,0.18,0.1125,NA
"M",NA,NA,NA,NA,0.305,NA,0.175
"F",NA,NA,NA,NA,0.302,NA,0.2
"M",0.425,0.325,0.095,0.3785,0.1705,NA,NA
"M",NA,NA,NA,0.58,0.234,0.1315,0.185
NA,NA,NA,NA,0.48,0.234,NA,0.135
"F",NA,0.44,0.16,NA,NA,NA,NA
"F",NA,NA,0.185,NA,NA,NA,0.485
"F",0.475,0.39,NA,0.5305,0.2135,0.1155,0.17
"I",0.31,0.235,NA,0.151,0.063,0.0405,NA
NA,NA,NA,NA,0.7665,NA,0.168,0.275
"F",0.4,0.32,NA,0.353,0.1405,0.0985,NA
NA,NA,0.475,0.17,1.247,NA,0.225,NA
NA,NA,0.48,0.175,NA,NA,0.261,NA
"F",0.605,NA,NA,NA,0.481,NA,NA
NA,0.6,NA,0.15,NA,NA,NA,NA
NA,NA,0.475,NA,NA,NA,NA,0.315
NA,NA,NA,0.15,0.922,NA,0.194,NA
"F",NA,NA,NA,0.788,NA,NA,NA
"F",NA,NA,0.17,NA,0.4695,0.2355,NA
NA,0.575,NA,NA,NA,0.3845,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.675
"F",NA,0.425,NA,NA,0.396,0.225,NA
NA,NA,NA,NA,NA,0.408,NA,NA
NA,NA,0.45,NA,1.013,0.38,0.216,NA
NA,0.57,0.465,0.18,1.295,0.339,NA,NA
"M",0.625,0.465,NA,1.195,0.4825,0.205,0.4
NA,NA,NA,NA,NA,NA,0.2075,0.26
"F",NA,0.355,NA,0.517,NA,0.114,0.165
"F",NA,NA,NA,0.9775,NA,NA,NA
NA,NA,NA,NA,0.8115,0.341,0.1675,0.255
NA,NA,NA,NA,0.755,NA,NA,NA
NA,0.595,0.465,NA,1.115,NA,NA,NA
NA,0.625,0.495,NA,NA,0.507,NA,NA
NA,NA,NA,NA,NA,0.588,NA,NA
NA,NA,NA,0.195,NA,NA,NA,NA
"M",NA,0.435,NA,NA,0.269,0.1385,NA
NA,NA,NA,0.13,0.523,0.214,NA,NA
NA,0.47,NA,0.13,0.5225,0.201,0.133,NA
"F",0.475,NA,0.125,NA,NA,0.085,NA
"I",0.36,0.265,0.095,NA,0.105,0.046,NA
NA,0.55,0.435,0.145,0.843,NA,0.1915,NA
NA,0.53,NA,0.16,NA,NA,0.164,NA
