"con_age","cat_workclass","con_fnlwgt","cat_education","con_education.num","cat_marital.status","cat_occupation","cat_relationship","cat_race","cat_sex","con_capital.gain","con_capital.loss","con_hours.per.week","cat_native.country","cat_income"
NA,NA,NA,NA,9,NA,NA,NA,"White",NA,0,4356,NA,"United-States","<=50K"
NA,NA,NA,"7th-8th",4,"Divorced","Machine-op-inspct","Unmarried",NA,NA,0,NA,NA,"United-States","<=50K"
NA,NA,NA,"Some-college",10,"Separated","Prof-specialty",NA,"White","Female",0,NA,NA,"United-States",NA
NA,"Private",216864,"HS-grad",NA,NA,"Other-service",NA,NA,NA,NA,3770,NA,"United-States","<=50K"
NA,NA,150601,"10th",6,NA,"Adm-clerical",NA,"White","Male",NA,3770,40,"United-States","<=50K"
NA,"State-gov",NA,"Doctorate",NA,"Never-married",NA,"Other-relative",NA,"Female",0,3683,20,NA,">50K"
NA,NA,422013,NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,NA,NA
45,"Private",NA,NA,NA,"Divorced","Prof-specialty",NA,"Black",NA,0,3004,35,"United-States",">50K"
NA,NA,NA,"Prof-school",NA,"Never-married",NA,NA,"White",NA,NA,NA,45,"United-States",">50K"
NA,"Private",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,20,"United-States",NA
32,"Private",NA,"Masters",14,NA,NA,NA,NA,"Male",NA,NA,55,NA,NA
46,NA,NA,"Prof-school",15,NA,"Prof-specialty","Not-in-family",NA,"Male",NA,NA,40,"United-States",">50K"
NA,"Private",NA,NA,7,"Divorced","Transport-moving",NA,NA,"Male",0,NA,76,"United-States",NA
57,"Private",317847,"Masters",NA,NA,"Exec-managerial","Not-in-family",NA,NA,NA,2824,NA,"United-States",">50K"
34,"Private",203034,"Bachelors",NA,NA,"Sales",NA,"White",NA,NA,2824,NA,NA,">50K"
37,"Private",188774,"Bachelors",13,"Never-married",NA,NA,"White","Male",NA,NA,NA,"United-States",NA
29,"Private",NA,"11th",7,NA,NA,NA,NA,NA,0,NA,NA,"United-States","<=50K"
61,"Private",NA,"HS-grad",NA,NA,"Sales",NA,NA,NA,NA,2754,25,NA,"<=50K"
NA,NA,153870,"Some-college",NA,NA,"Transport-moving",NA,"White",NA,0,2603,40,"United-States","<=50K"
NA,"Private",34310,NA,11,NA,NA,NA,"White",NA,NA,2603,40,NA,"<=50K"
NA,NA,228696,"1st-4th",2,NA,NA,"Not-in-family","White",NA,NA,2603,NA,NA,"<=50K"
49,NA,NA,"5th-6th",3,NA,"Other-service","Husband","White",NA,NA,NA,40,"Greece","<=50K"
37,"Self-emp-inc",NA,NA,NA,NA,"Transport-moving",NA,"White","Male",0,NA,50,"United-States",NA
38,"Private",NA,NA,6,"Never-married","Prof-specialty","Not-in-family",NA,NA,NA,NA,90,NA,NA
23,"Private",NA,"Some-college",10,NA,NA,NA,NA,NA,NA,2559,40,NA,NA
59,"Self-emp-inc",NA,NA,6,"Widowed","Exec-managerial",NA,NA,"Female",NA,NA,50,NA,">50K"
NA,"Private",198863,NA,NA,NA,"Exec-managerial","Not-in-family","White",NA,0,2559,60,"United-States",NA
51,"Private",123011,NA,NA,"Divorced",NA,NA,NA,"Male",0,NA,NA,"United-States",">50K"
60,"Self-emp-not-inc",NA,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family",NA,NA,0,NA,50,NA,">50K"
NA,"Federal-gov",39181,"Doctorate",16,NA,NA,"Not-in-family",NA,NA,NA,NA,NA,NA,">50K"
53,"Private",149650,NA,9,NA,"Sales",NA,NA,"Male",NA,NA,NA,"United-States",NA
NA,"Private",NA,"Prof-school",NA,"Never-married","Prof-specialty",NA,"White",NA,0,NA,50,"United-States",NA
NA,NA,NA,"Doctorate",16,NA,NA,"Not-in-family","White",NA,NA,2559,60,NA,">50K"
NA,"Private",NA,"Masters",14,"Divorced",NA,"Not-in-family","White","Female",0,NA,NA,"United-States",NA
44,"Private",NA,"Bachelors",NA,NA,"Exec-managerial","Unmarried",NA,"Male",0,2547,50,NA,NA
NA,"Private",NA,NA,14,NA,NA,"Unmarried",NA,"Female",0,2547,40,"United-States",">50K"
NA,"Private",NA,"Some-college",10,NA,NA,"Unmarried","White",NA,NA,2547,40,"United-States",NA
43,"Private",289669,NA,14,"Divorced",NA,NA,"White",NA,NA,2547,NA,NA,">50K"
NA,NA,121253,"Bachelors",13,NA,"Sales","Unmarried","White",NA,0,NA,NA,NA,">50K"
71,"Private",NA,NA,9,NA,"Sales","Husband",NA,NA,0,NA,52,"United-States","<=50K"
NA,"Self-emp-not-inc",NA,NA,NA,"Married-civ-spouse",NA,NA,NA,"Male",NA,NA,40,"Vietnam",NA
NA,"Self-emp-not-inc",NA,NA,15,"Never-married",NA,"Not-in-family",NA,"Male",NA,NA,NA,NA,">50K"
NA,NA,237729,NA,NA,NA,"Sales",NA,NA,"Female",NA,2444,72,"United-States",NA
51,NA,68898,NA,NA,NA,"Tech-support",NA,"White",NA,0,NA,39,NA,NA
NA,"Private",107276,"Some-college",10,"Never-married","Exec-managerial","Not-in-family",NA,NA,0,2444,40,NA,NA
NA,"Private",141584,"Masters",14,NA,NA,NA,NA,"Male",0,2444,NA,"United-States",NA
NA,NA,NA,NA,NA,NA,NA,NA,"White",NA,0,2444,NA,NA,NA
53,"Private",NA,"Some-college",NA,NA,"Craft-repair",NA,"White","Male",0,2444,45,NA,NA
NA,NA,NA,"Some-college",10,NA,NA,"Not-in-family",NA,NA,0,2444,NA,"United-States",NA
38,"Private",NA,"Bachelors",13,"Never-married",NA,"Not-in-family",NA,"Female",0,2444,NA,"United-States",">50K"
NA,"Private",194901,"Assoc-voc",11,NA,NA,"Not-in-family","White",NA,NA,2444,42,"United-States",">50K"
NA,NA,NA,NA,12,"Divorced",NA,"Not-in-family","White",NA,0,2444,NA,"United-States",NA
50,"Self-emp-inc",121441,NA,7,NA,NA,NA,"White",NA,0,2444,40,"United-States",NA
44,NA,NA,"Some-college",10,NA,"Adm-clerical","Wife","White","Female",NA,2415,NA,NA,NA
NA,"Self-emp-not-inc",160724,NA,13,"Married-civ-spouse","Sales",NA,NA,"Male",0,2415,NA,NA,NA
NA,"Private",NA,"Prof-school",15,NA,NA,"Husband","White",NA,NA,NA,NA,"United-States",">50K"
37,"Private",NA,"Masters",14,NA,"Exec-managerial",NA,"White","Male",0,NA,60,NA,NA
NA,"Self-emp-inc",NA,NA,15,"Married-civ-spouse",NA,"Husband","White",NA,NA,2415,NA,"Greece",">50K"
39,NA,329980,"Bachelors",13,"Married-civ-spouse",NA,NA,"White","Male",0,2415,60,"United-States",NA
42,"Self-emp-inc",187702,NA,NA,NA,NA,NA,"White",NA,NA,NA,60,NA,">50K"
NA,NA,199029,NA,13,NA,NA,NA,NA,"Male",NA,NA,NA,NA,">50K"
NA,"Self-emp-not-inc",NA,"HS-grad",NA,NA,NA,"Husband","White","Male",NA,2415,NA,NA,">50K"
41,"Local-gov",297248,"Prof-school",15,"Married-civ-spouse",NA,NA,NA,NA,0,2415,45,NA,NA
55,"Self-emp-inc",NA,"Bachelors",NA,NA,"Exec-managerial",NA,"White","Male",0,2415,NA,NA,NA
NA,NA,179731,NA,NA,"Married-civ-spouse","Exec-managerial","Wife",NA,NA,0,2415,65,"United-States",">50K"
NA,NA,154374,"Bachelors",NA,"Married-civ-spouse","Exec-managerial","Husband",NA,"Male",0,NA,NA,NA,">50K"
46,"Private",326857,"Masters",14,NA,"Sales",NA,"White",NA,0,2415,NA,"United-States",NA
NA,"Private",NA,"Masters",NA,"Married-civ-spouse",NA,NA,"White",NA,NA,NA,45,NA,NA
32,"Private",396745,NA,NA,"Married-civ-spouse",NA,NA,"White",NA,0,NA,48,NA,NA
NA,"Self-emp-inc",151089,"Some-college",NA,NA,"Exec-managerial","Husband","White",NA,0,NA,55,NA,">50K"
60,NA,NA,"Prof-school",15,"Married-civ-spouse",NA,"Husband","White",NA,0,NA,NA,"United-States",">50K"
31,"Private",279015,"Masters",14,"Married-civ-spouse",NA,NA,"White",NA,NA,2415,NA,NA,">50K"
NA,"Self-emp-not-inc",43221,NA,NA,"Married-civ-spouse",NA,"Husband",NA,NA,0,2415,40,NA,">50K"
37,NA,NA,NA,NA,NA,"Sales",NA,NA,NA,NA,NA,NA,NA,NA
44,"Self-emp-not-inc",NA,"Bachelors",NA,"Married-civ-spouse",NA,NA,NA,"Male",0,NA,NA,NA,">50K"
NA,"Self-emp-inc",NA,"Bachelors",NA,NA,"Exec-managerial",NA,"White","Male",0,2415,50,NA,">50K"
NA,"Self-emp-inc",NA,NA,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,55,"United-States",">50K"
NA,NA,198654,"Prof-school",NA,NA,NA,"Husband","Asian-Pac-Islander","Male",0,NA,NA,NA,NA
NA,NA,102308,NA,NA,"Married-civ-spouse","Sales",NA,NA,"Male",NA,NA,NA,"United-States",NA
39,NA,NA,NA,10,NA,NA,"Husband",NA,NA,0,NA,99,NA,NA
62,NA,NA,NA,13,"Married-civ-spouse","Farming-fishing",NA,NA,"Male",0,2415,NA,NA,NA
NA,"Self-emp-not-inc",252752,NA,9,NA,"Other-service","Wife",NA,"Female",0,2415,NA,NA,">50K"
46,"Private",192963,NA,NA,"Married-civ-spouse",NA,"Husband","Asian-Pac-Islander",NA,0,NA,35,"Philippines",">50K"
46,NA,NA,"Prof-school",NA,"Married-civ-spouse","Prof-specialty","Husband","White",NA,NA,2415,NA,"United-States",NA
39,NA,143123,"Assoc-voc",11,NA,NA,NA,"White",NA,0,NA,40,"United-States",NA
NA,NA,NA,NA,15,"Married-civ-spouse","Sales","Husband","White","Male",0,2415,NA,"United-States",">50K"
NA,"Private",NA,NA,NA,NA,"Prof-specialty","Husband",NA,"Male",NA,2415,45,"United-States",NA
50,"Self-emp-inc",167793,"Prof-school",NA,NA,"Prof-specialty","Husband","White",NA,NA,2415,NA,NA,">50K"
46,"Private",456062,"Doctorate",NA,NA,"Prof-specialty",NA,NA,"Male",NA,NA,NA,"United-States",">50K"
53,"Self-emp-not-inc",NA,NA,13,NA,"Exec-managerial","Husband","White",NA,0,2415,NA,NA,NA
NA,NA,NA,"Prof-school",15,NA,"Prof-specialty","Husband","White",NA,0,NA,30,NA,">50K"
41,NA,114580,NA,NA,NA,"Exec-managerial","Wife",NA,"Female",NA,NA,55,NA,">50K"
36,NA,NA,NA,13,"Married-civ-spouse","Sales",NA,NA,"Male",NA,2415,NA,"United-States",">50K"
NA,NA,NA,NA,15,"Married-civ-spouse","Prof-specialty",NA,"White",NA,NA,2415,NA,NA,NA
NA,NA,NA,NA,10,NA,"Sales","Husband",NA,NA,NA,NA,NA,NA,NA
50,NA,NA,"Bachelors",NA,"Married-civ-spouse",NA,"Wife","White","Female",0,2415,NA,"United-States",NA
NA,"Private",148995,"Bachelors",NA,"Married-civ-spouse",NA,NA,"White",NA,0,2415,60,NA,NA
47,NA,NA,"Prof-school",NA,"Married-civ-spouse",NA,"Husband","White","Male",0,NA,45,NA,NA
67,NA,NA,"Bachelors",NA,"Widowed","Exec-managerial",NA,NA,"Male",NA,NA,NA,NA,NA
67,"Self-emp-inc",NA,NA,NA,"Married-civ-spouse","Exec-managerial","Husband","White",NA,NA,2392,NA,"United-States",">50K"
72,NA,52138,"Doctorate",NA,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2392,NA,"United-States",">50K"
46,"Self-emp-inc",191978,NA,14,NA,NA,"Husband",NA,"Male",NA,NA,NA,"United-States",">50K"
NA,NA,188044,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband",NA,"Male",0,NA,NA,"United-States",">50K"
NA,"Self-emp-inc",66624,NA,13,"Married-civ-spouse",NA,NA,"White",NA,0,2392,NA,NA,NA
NA,NA,153183,NA,NA,NA,NA,"Husband","White",NA,NA,NA,55,NA,NA
68,NA,NA,NA,NA,NA,"Exec-managerial",NA,NA,NA,NA,NA,40,NA,NA
26,"Private",181655,"Assoc-voc",11,"Married-civ-spouse",NA,NA,"White",NA,0,NA,45,NA,NA
NA,"State-gov",235882,"Doctorate",NA,"Married-civ-spouse","Prof-specialty",NA,"White","Male",0,NA,60,NA,">50K"
NA,"Self-emp-inc",158685,"HS-grad",NA,NA,NA,"Wife",NA,NA,0,NA,NA,"United-States",">50K"
NA,NA,370767,"HS-grad",9,"Married-civ-spouse",NA,NA,"White",NA,NA,2377,60,"United-States",NA
NA,"Self-emp-not-inc",NA,"Bachelors",13,NA,NA,NA,"White","Male",0,2377,12,NA,">50K"
NA,"Private",156516,"Some-college",NA,NA,NA,NA,"Black",NA,NA,NA,NA,NA,NA
NA,NA,177305,NA,NA,NA,NA,NA,"White","Male",0,NA,NA,NA,NA
23,NA,162945,"HS-grad",9,"Married-civ-spouse",NA,"Husband","White","Male",NA,NA,40,NA,NA
NA,"Private",177408,NA,9,NA,"Exec-managerial",NA,"White",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Doctorate",NA,NA,"Sales","Husband","White","Male",0,2377,25,NA,">50K"
71,"Private",152307,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband",NA,"Male",0,2377,45,NA,NA
68,"Private",218637,NA,10,NA,NA,"Husband","White","Male",NA,2377,55,"United-States",">50K"
52,"Private",222405,NA,9,NA,NA,"Husband",NA,NA,NA,2377,40,"United-States","<=50K"
