cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15
M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21
M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155
I,0.33,0.287138968706131,0.08,0.205,0.12003567814826965,0.0395,0.055
I,0.425,0.3020492494106293,0.095,0.3515,0.141,0.06551365554332733,0.12
F,0.53,0.415,0.15,0.9343349933624268,0.237,0.1415,0.33
F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26
M,0.4702693223953247,0.37,0.125,0.5095,0.2165,0.1125,0.165
F,0.5641512274742126,0.44,0.15,0.8945,0.3145,0.151,0.2646382451057434
F,0.525,0.38,0.13235487043857574,0.6065,0.194,0.1475,0.21
M,0.43,0.3476305902004242,0.11604146659374237,0.527264416217804,0.1675,0.081,0.135
M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19
F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205
F,0.47,0.355,0.12003278732299805,0.4755,0.1675,0.0805,0.185
M,0.5,0.4,0.13,0.6645,0.258,0.133,0.24
I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115
F,0.44,0.34,0.1,0.451,0.188,0.087,0.12854719161987305
M,0.365,0.295,0.08,0.40624696016311646,0.097,0.043,0.09085943549871445
M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
M,0.355,0.28,0.095,0.37665459513664246,0.0955,0.062,0.075
F,0.4189591407775879,0.275,0.1,0.2255,0.08,0.049,0.085
F,0.565,0.5202292799949646,0.155,0.9395,0.4275,0.214,0.27
F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2
F,0.615,0.48,0.165,1.3812564611434937,0.513,0.301,0.305
F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3
F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285
M,0.59,0.507146954536438,0.14,0.931,0.356,0.234,0.28
M,0.605,0.475,0.18,1.1846773624420166,0.394,0.219,0.295
M,0.5969469547271729,0.425,0.14,0.8635,0.393,0.227,0.2
M,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33
F,0.68,0.56,0.165,1.639,0.6029695272445679,0.2805,0.46
M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35
F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455
F,0.705,0.55,0.2,1.7095,0.633,0.29712358117103577,0.49
M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125
F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34
F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.12409644573926926
F,0.6051368713378906,0.445,0.135,0.883,0.381,0.24355019629001617,0.26
M,0.4228333532810211,0.29,0.09,0.3275,0.134,0.086,0.09
F,0.45,0.335,0.1151810884475708,0.425,0.1865,0.091,0.115
F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27
I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02
I,0.205,0.27112770080566406,0.055,0.21900750696659088,0.0255,0.015,0.012
I,0.21,0.15,0.05,0.042,0.07595856487751007,0.0125,0.015
I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075
M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14
F,0.4892151653766632,0.375,0.12,0.4605,0.1775,0.11,0.15
I,0.4436415731906891,0.3346187472343445,0.07,0.161,0.0755,0.09031614661216736,0.045
F,0.525,0.47255322337150574,0.16,0.8355,0.3545,0.2135,0.245
I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19
M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1
I,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16
F,0.47,0.36,0.12,0.4595170021057129,0.2105,0.1055,0.15
M,0.405,0.31,0.1,0.385,0.173,0.0915,0.11
F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22
F,0.445,0.3374200761318207,0.12,0.4425,0.192,0.0955,0.135
M,0.47,0.385,0.135,0.5895,0.22243839502334595,0.12,0.17
F,0.245,0.19,0.09257154166698456,0.086,0.042,0.014,0.025
F,0.5062615275382996,0.4,0.125,0.583,0.246,0.13,0.175
M,0.42686930298805237,0.345,0.105,0.4115,0.204771488904953,0.1125,0.135
F,0.505,0.340617835521698,0.11,0.625,0.305,0.16,0.175
F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2
M,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1
M,0.52,0.4,0.12,0.58,0.234,0.1315,0.185
M,0.475,0.355,0.12,0.48,0.234,0.10468469560146332,0.135
F,0.6068238615989685,0.44,0.16,0.915,0.354,0.1935,0.32485082745552063
